数据日期,用户编号,地址码,地区码,测量点名称,相序类型,0时,1时,2时,3时,4时,5时,6时,7时,8时,9时,10时,11时,12时,13时,14时,15时,16时,17时,18时,19时,20时,21时,22时,23时,运行容量,计量方式,综合倍率,供电单位
2015/11/11,903474879,04435(1153),4221,分表０２,C相,0,0,0.02,0,0,0,0,0,0.02,0.05,0.06,0.17,0.12,0.15,0.06,0.06,0.06,0.08,0.08,0.08,0.09,0.09,0,0,800,高供高计,100,东新营业班
2015/11/12,903474879,04435(1153),4221,分表０２,A相,0,0,0,0,0,0,0,0,0.05,0.21,0.2,0.2,0.26,0.2,0.2,0.2,0.2,0.2,0.29,0.29,0.29,0.3,0,0,800,高供高计,100,东新营业班
2015/11/12,903474879,04435(1153),4221,分表０２,B相,0,0.01,0.01,0,0.01,0,0,0.01,0.05,0.07,0.08,0.08,0.08,0.07,0.08,0.16,0.15,0.16,0.17,0.17,0.17,0.08,0.01,0,800,高供高计,100,东新营业班
2015/11/12,903474879,04435(1153),4221,分表０２,C相,0.02,0,0,0,0,0.02,0,0,0.18,0.07,0.06,0.06,0.13,0.15,0.06,0.07,0.07,0.17,0.1,0.1,0.15,0.09,0,0,800,高供高计,100,东新营业班
2015/11/13,903474879,04435(1153),4221,分表０２,B相,0.01,0,0,0,0,0.01,0,0,0.03,0.07,0.08,0.07,0.3,0.2,0.28,0.22,0.08,0.04,0,0.05,0.04,0.01,0,0.04,800,高供高计,100,东新营业班
2015/11/13,903474879,04435(1153),4221,分表０２,C相,0,0,0,0,0,0,0,0,0.03,0.06,0.05,0.05,0.27,0.15,0.17,0.32,0.14,0,0.02,0,0.02,0,0,0,800,高供高计,100,东新营业班
2015/11/14,903474879,04435(1153),4221,分表０２,A相,0,0,0,0,0,0,0,0,0,0.05,0.1,0.05,0.2,0.2,0.05,0.1,0.11,0.11,0.11,0,0,0,0,0,800,高供高计,100,东新营业班
2015/11/14,903474879,04435(1153),4221,分表０２,B相,0.01,0.02,0.07,0,0.04,0.01,0,0.01,0,0.07,0.07,0.12,0.07,0.06,0.05,0.06,0.06,0.05,0.08,0,0,0.01,0,0.01,800,高供高计,100,东新营业班
2015/11/14,903474879,04435(1153),4221,分表０２,C相,0,0,0,0,0,0,0,0,0,0.05,0.17,0.15,0.06,0.06,0.05,0.07,0.07,0.05,0.08,0.02,0,0,0,0.02,800,高供高计,100,东新营业班
2015/11/15,903474879,04435(1153),4221,分表０２,A相,0,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,0.21,0.28,0.06,0.05,0.05,0,0,0,0,0,0,800,高供高计,100,东新营业班
2015/11/15,903474879,04435(1153),4221,分表０２,B相,0.01,0,0.01,0,0,0.01,0,0.01,0,0.06,0.05,0.05,0.07,0.06,0.06,0.06,0.05,0.06,0,0.01,0,0.01,0,0,800,高供高计,100,东新营业班
2015/11/15,903474879,04435(1153),4221,分表０２,C相,0.02,0,0.02,0,0,0,0,0,0,0.07,0.06,0.06,0.16,0.06,0.15,0.06,0.06,0.06,0,0,0,0,0,0,800,高供高计,100,东新营业班
2015/11/16,903474879,04435(1153),4221,分表０２,A相,0,0,0,0,0,0,0,0,0.01,0.05,0.05,0.05,0.25,0.21,0.1,0.21,0.21,0.21,0.05,0,0,0,0,0,800,高供高计,100,东新营业班
2015/11/16,903474879,04435(1153),4221,分表０２,B相,0,0,0.01,0,0.01,0,0,0.01,0.01,0.06,0.06,0.06,0.06,0.06,0.14,0.08,0.08,0.07,0.07,0,0,0,0,0.01,800,高供高计,100,东新营业班
2015/11/16,903474879,04435(1153),4221,分表０２,C相,0,0,0,0,0,0,0,0,0.01,0.06,0.06,0.06,0.21,0.15,0.06,0.06,0.06,0.06,0.06,0,0,0,0,0,800,高供高计,100,东新营业班
2015/11/17,903474879,04435(1153),4221,分表０２,A相,0,0,0,0,0,0,0,0,0.01,0.05,0.05,0.05,0.2,0.21,0.21,0.2,0.15,0.16,0.16,0.16,0.16,0.16,0,0,800,高供高计,100,东新营业班
2015/11/17,903474879,04435(1153),4221,分表０２,B相,0,0,0.01,0,0.01,0,0,0.01,0.01,0.06,0.05,0.06,0.06,0.18,0.19,0.07,0.06,0.07,0.15,0.07,0.08,0.07,0,0,800,高供高计,100,东新营业班
2015/11/17,903474879,04435(1153),4221,分表０２,C相,0,0,0,0,0,0,0,0,0.01,0.05,0.06,0.06,0.07,0.09,0.12,0.16,0.17,0.08,0.09,0.09,0.11,0.08,0,0.04,800,高供高计,100,东新营业班
2015/11/18,903474879,04435(1153),4221,分表０２,A相,0,0,0,0,0,0,0,0,0.11,0.2,0.2,0.2,0.27,0.2,0.2,0.11,0.2,0.21,0.22,0.22,0.22,,,,800,高供高计,100,东新营业班
2015/11/18,903474879,04435(1153),4221,分表０２,B相,0,0.01,0,0,0,0,0.01,0,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.15,0.19,0.2,0.2,0.07,0.08,,,,800,高供高计,100,东新营业班
2015/11/18,903474879,04435(1153),4221,分表０２,C相,0.05,0.04,0,0,0,0.04,0,0,0.16,0.06,0.07,0.08,0.16,0.16,0.24,0.16,0.06,0.09,0.11,0.1,0.1,,,,800,高供高计,100,东新营业班
2015/11/19,903474879,04435(1153),4221,分表０２,A相,0,0,0,0,0,0,0,0,0,0.05,0.2,0.2,0.11,0.2,0.1,0.3,0.17,0.16,0.18,0.06,0.16,0.16,0,0,800,高供高计,100,东新营业班
2015/11/19,903474879,04435(1153),4221,分表０２,B相,0.01,0,0.01,0,0,0.01,0,0.01,0.1,0.05,0.13,0.09,0.28,0.1,0.18,0.18,0.19,0.09,0.19,0.16,0.12,0.09,0.01,0,800,高供高计,100,东新营业班
2015/11/19,903474879,04435(1153),4221,分表０２,C相,0,0,0,0,0,0.02,0,0,0.01,0.05,0.12,0.06,0.07,0.06,0.06,0.07,0.06,0.07,0.09,0.1,0.14,0.19,0,0,800,高供高计,100,东新营业班
2015/11/21,903474879,04435(1153),4221,分表０２,A相,0,0,0,0,0,0,0,0,0,0.04,0.04,0.04,0.05,0.05,0.05,0.14,0.04,0.05,0,0,0,0,0,0,800,高供高计,100,东新营业班
2015/11/21,903474879,04435(1153),4221,分表０２,B相,0,0,0.01,0,0.01,0,0,0,0,0.06,0.05,0.06,0.06,0.05,0.05,0.06,0.06,0.06,0.01,0,0.01,0,0,0,800,高供高计,100,东新营业班
2015/11/21,903474879,04435(1153),4221,分表０２,C相,0,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,0.05,0.11,0.1,0.14,0.14,0,0,0,0,0,0,800,高供高计,100,东新营业班
2015/11/22,903474879,04435(1153),4221,分表０２,A相,0,0,0,0,0,0,0,0,0,0.1,0.2,0.2,0.2,0.11,0.1,0.2,0.2,0.2,0.06,0.01,0,0,0,0,800,高供高计,100,东新营业班
2015/11/22,903474879,04435(1153),4221,分表０２,B相,0,0.01,0,0.01,0,0,0,0,0.01,0.13,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.02,0.01,0,0.01,0,800,高供高计,100,东新营业班
2015/11/22,903474879,04435(1153),4221,分表０２,C相,0,0,0,0,0,0,0,0,0,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.06,0.01,0,0,0,0,800,高供高计,100,东新营业班
2015/11/23,903474879,04435(1153),4221,分表０２,A相,0,0,0,0,0,0,0,0,0.05,0.04,0.04,0.04,0.14,0.23,0.15,0.18,0.1,0.09,0.01,0,0,0,0,0,800,高供高计,100,东新营业班
2015/11/23,903474879,04435(1153),4221,分表０２,B相,0,0,0,0.01,0,0,0,0,0.05,0.05,0.06,0.06,0.06,0.07,0.19,0.33,0.07,0.05,0.03,0,0.01,0,0,0.01,800,高供高计,100,东新营业班
2015/11/23,903474879,04435(1153),4221,分表０２,C相,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0.11,0.14,0.15,0.15,0.23,0.15,0.06,0.02,0,0,0,0,0,800,高供高计,100,东新营业班
2015/11/24,903474879,04435(1153),4221,分表０２,A相,0,0,0,0,0,0,0,0,0.06,0.1,0.09,0.04,0.23,0.14,0.15,0.05,0.04,0.15,0.25,0.25,0.06,0.04,0.04,0.04,800,高供高计,100,东新营业班
2015/11/24,903474879,04435(1153),4221,分表０２,B相,0,0.01,0,0,0,0,0.01,0,0.01,0.05,0.05,0.07,0.06,0.07,0.14,0.15,0.06,0.08,0.06,0.07,0.07,0.05,0.04,0.04,800,高供高计,100,东新营业班
2015/11/24,903474879,04435(1153),4221,分表０２,C相,0,0,0,0,0,0,0,0,0.01,0.05,0.06,0.05,0.06,0.06,0.06,0.06,0.11,0.06,0.08,0.08,0.08,0.04,0.04,0.04,800,高供高计,100,东新营业班
2015/11/26,903474879,04435(1153),4221,分表０２,A相,0,0,0,0.03,0,0,0,0,0.04,0.35,0.42,0.36,0.42,0.58,0.75,0.63,0.63,0.25,0.22,0.22,0.26,0.17,0,0,800,高供高计,100,东新营业班
2015/11/26,903474879,04435(1153),4221,分表０２,B相,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.31,0.31,0.46,0.31,0.37,0.56,0.5,0.5,0.05,0.07,0.06,0.06,0.06,0,0.01,800,高供高计,100,东新营业班
2015/11/26,903474879,04435(1153),4221,分表０２,C相,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.12,0.42,0.32,0.33,0.32,0.31,0.64,0.58,0.57,0.15,0.07,0.07,0.07,0.07,0,0.04,800,高供高计,100,东新营业班
2015/11/27,903474879,04435(1153),4221,分表０２,B相,0,0.01,0,0.01,0,0.01,0,0,0,0.31,0.3,0.38,0.31,0.31,0.38,0.51,0.5,0.54,0.31,0.04,0.01,0,0.01,0,800,高供高计,100,东新营业班
2015/11/27,903474879,04435(1153),4221,分表０２,C相,0,0,0,0.04,0,0,0,0,0,0.36,0.36,0.31,0.31,0.3,0.38,0.67,0.72,0.66,0.42,0.03,0,0,0,0,800,高供高计,100,东新营业班
2015/11/28,903474879,04435(1153),4221,分表０２,A相,0,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,0.05,0.09,0.09,0.15,0.08,0.06,0,0,0,0,0,800,高供高计,100,东新营业班
2015/11/28,903474879,04435(1153),4221,分表０２,B相,0,0,0,0.01,0,0.01,0,0.01,0,0.07,0.05,0.05,0.05,0.13,0.14,0.05,0.06,0.05,0.07,0,0.01,0,0.01,0,800,高供高计,100,东新营业班
2015/11/28,903474879,04435(1153),4221,分表０２,C相,0,0,0,0,0,0,0,0,0,0.15,0.06,0.06,0.06,0.06,0.15,0.15,0.15,0.15,0.08,0,0,0,0,0,800,高供高计,100,东新营业班
2015/11/29,903474879,04435(1153),4221,分表０２,A相,0,0,0,0,0,0,0,0,0,0.01,0.04,0.23,0.23,0.23,0.38,0.29,0.29,0.14,0,0,0,0,0,0,800,高供高计,100,东新营业班
2015/11/29,903474879,04435(1153),4221,分表０２,B相,0,0,0,0,0,0.01,0,0.01,0,0.01,0.05,0.05,0.05,0.05,0.1,0.06,0.06,0.05,0,0,0.01,0,0.01,0,800,高供高计,100,东新营业班
2015/11/29,903474879,04435(1153),4221,分表０２,C相,0,0,0,0,0,0,0,0,0,0.02,0.06,0.06,0.07,0.07,0.16,0.16,0.16,0.07,0,0,0,0,0,0,800,高供高计,100,东新营业班
2015/11/30,903474879,04435(1153),4221,分表０２,A相,0,0,0,0,0,0,0,0,0,0.56,0.49,0.49,0.66,0.58,0.58,0.61,0.61,0.22,0.21,0.16,0.17,0.02,0,0,800,高供高计,100,东新营业班
2015/11/30,903474879,04435(1153),4221,分表０２,B相,0.01,0,0.01,0,0,0,0,0.01,0.01,0.31,0.3,0.31,0.5,0.57,0.57,0.57,0.57,0.09,0.08,0.07,0.07,0.03,0,0,800,高供高计,100,东新营业班
2015/11/30,903474879,04435(1153),4221,分表０２,C相,0,0,0,0,0,0,0,0,0.03,0.43,0.35,0.34,0.52,0.58,0.6,0.56,0.5,0.08,0.07,0.07,0.08,0.04,0,0,800,高供高计,100,东新营业班
2015/12/1,903474879,04435(1153),4221,分表０２,A相,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.29,0.3,0.3,0.3,0.3,0.37,0.32,0.38,0.51,0.11,0,0,800,高供高计,100,东新营业班
2015/12/1,903474879,04435(1153),4221,分表０２,B相,0,0,0,0.01,0,0.01,0,0,0.3,0.3,0.31,0.31,0.31,0.31,0.31,0.32,0.31,0.5,0.5,0.42,0.41,0.04,0.01,0,800,高供高计,100,东新营业班
2015/12/1,903474879,04435(1153),4221,分表０２,C相,0,0,0,0,0,0,0,0,0.31,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.58,0.53,0.53,0.43,0.14,0,0,800,高供高计,100,东新营业班
2015/12/2,903474879,04435(1153),4221,分表０２,B相,0,0,0,0.01,0.31,0,0.01,0,0.31,0.39,0.67,0.66,0.65,0.65,0.56,0.57,0.56,0.32,0.1,0.03,0.06,0.01,0.01,0.01,800,高供高计,100,东新营业班
2015/12/2,903474879,04435(1153),4221,分表０２,C相,0,0,0,0,0,0,0,0,0.31,0.31,0.68,0.66,0.57,0.65,0.66,0.64,0.7,0.46,0.19,0.12,0.12,0.1,0.1,0.1,800,高供高计,100,东新营业班
2015/12/4,903474879,04435(1153),4221,分表０２,A相,0,0,0,0,0,0,0,0,0.01,0.31,0.3,0.56,0.56,0.56,0.44,0.36,0.36,0.32,0,0,0,0,0,0,800,高供高计,100,东新营业班
2015/12/4,903474879,04435(1153),4221,分表０２,B相,0.3,0.01,0,0,0,0,0.01,0,0.02,0.31,0.31,0.38,0.38,0.32,0.32,0.31,0.33,0.28,0.01,0,0,0,0,0.01,800,高供高计,100,东新营业班
2015/12/4,903474879,04435(1153),4221,分表０２,C相,0,0,0,0,0,0,0,0,0.02,0.32,0.31,0.37,0.31,0.31,0.42,0.42,0.55,0.37,0,0,0,0,0,0,800,高供高计,100,东新营业班
2015/12/5,903474879,04435(1153),4221,分表０２,A相,0,0,0,0,0,0,0,0,0,0.1,0.05,0.04,0.04,0.05,0.04,0.29,0.19,0.2,0.01,0,0,0,0,0,800,高供高计,100,东新营业班
2015/12/5,903474879,04435(1153),4221,分表０２,B相,0,0,0.01,0,0.01,0,0,0,0,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.06,0.05,0.03,0,0.01,0,0,0.01,800,高供高计,100,东新营业班
2015/12/5,903474879,04435(1153),4221,分表０２,C相,0,0,0,0,0,0,0,0,0,0.15,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.02,0,0,0,0,0,800,高供高计,100,东新营业班
2015/12/7,903474879,04435(1153),4221,分表０２,A相,0,0,0,0,0,0,0,0,0.01,0.3,0.31,0.3,0.3,0.52,0.52,0.44,0.45,0.46,0.31,0.3,0,0,0,0,800,高供高计,100,东新营业班
2015/12/7,903474879,04435(1153),4221,分表０２,B相,0,0.01,0,0,0,0,0.01,0,0.01,0.3,0.31,0.3,0.31,0.3,0.31,0.3,0.32,0.33,0.32,0.3,0.01,0,0,0.01,800,高供高计,100,东新营业班
2015/12/7,903474879,04435(1153),4221,分表０２,C相,0,0,0,0.04,0,0,0,0,0.03,0.31,0.3,0.3,0.31,0.3,0.3,0.3,0.41,0.43,0.42,0.41,0,0,0,0,800,高供高计,100,东新营业班
2015/12/8,903474879,04435(1153),4221,分表０２,A相,0,0,0,0,0,0,0,0,0.52,0.53,0.52,0.39,0.65,0.65,0.44,0.53,0.54,0.07,0.06,0.15,0.15,0.15,0,0,800,高供高计,100,东新营业班
2015/12/8,903474879,04435(1153),4221,分表０２,B相,0,0.01,0,0.01,0,0,0,0,0.31,0.3,0.31,0.31,0.32,0.31,0.32,0.31,0.32,0.16,0.17,0.07,0.08,0.09,0,0,800,高供高计,100,东新营业班
2015/12/8,903474879,04435(1153),4221,分表０２,C相,0,0,0,0,0,0,0,0,0.38,0.31,0.31,0.4,0.32,0.31,0.32,0.4,0.51,0.08,0.16,0.17,0.17,0.17,0,0,800,高供高计,100,东新营业班
2015/12/9,903474879,04435(1153),4221,分表０２,A相,0,0,0,0,0,0,0,0,0.01,0.29,0.29,0.49,0.49,0.48,0.34,0.47,0.31,0.31,0.06,0.06,0.06,0.02,0,0,800,高供高计,100,东新营业班
2015/12/9,903474879,04435(1153),4221,分表０２,B相,0,0,0,0,0,0,0,0,0.01,0.3,0.3,0.49,0.49,0.54,0.43,0.45,0.31,0.46,0.21,0.22,0.23,0.03,0.01,0,800,高供高计,100,东新营业班
2015/12/9,903474879,04435(1153),4221,分表０２,C相,0,0,0,0,0,0,0,0,0.02,0.3,0.3,0.58,0.57,0.61,0.48,0.4,0.4,0.33,0.08,0.08,0.09,0.05,0,0,800,高供高计,100,东新营业班
2015/12/10,903474879,04435(1153),4221,分表０２,A相,0,0,0,0,0,0,0,0,0.01,0.3,0.65,0.64,0.7,0.64,0.6,0.63,0.51,0.51,0.35,0.37,0.07,0,0,0,800,高供高计,100,东新营业班
2015/12/10,903474879,04435(1153),4221,分表０２,B相,0.01,0,0,0,0,0.01,0,0,0.01,0.3,0.49,0.49,0.51,0.49,0.49,0.49,0.49,0.49,0.32,0.49,0.03,0.01,0,0,800,高供高计,100,东新营业班
2015/12/10,903474879,04435(1153),4221,分表０２,C相,0,0,0,0,0,0,0,0,0.01,0.3,0.58,0.57,0.56,0.56,0.55,0.56,0.61,0.62,0.33,0.41,0.05,0,0,0,800,高供高计,100,东新营业班
2015/12/11,903474879,04435(1153),4221,分表０２,A相,0,0,0,0,0,0,0,0,0.01,0.34,0.35,0.46,0.47,0.44,0.47,0.47,0.44,0.3,0.01,0,0,0,0,0,800,高供高计,100,东新营业班
2015/12/11,903474879,04435(1153),4221,分表０２,B相,0,0,0.01,0,0.01,0,0,0.01,0.01,0.32,0.3,0.31,0.31,0.32,0.31,0.31,0.32,0.31,0.03,0,0,0.01,0,0.01,800,高供高计,100,东新营业班
2015/12/11,903474879,04435(1153),4221,分表０２,C相,0,0,0,0,0,0,0,0,0.03,0.31,0.31,0.31,0.31,0.32,0.31,0.31,0.31,0.31,0.02,0,0,0,0,0,800,高供高计,100,东新营业班
2015/12/12,903474879,04435(1153),4221,分表０２,A相,0,0,0,0,0,0,0,0,0,0.3,0.28,0.29,0.3,0.3,0.52,0.51,0.3,0.3,0,0,0,0,0,0,800,高供高计,100,东新营业班
2015/12/12,903474879,04435(1153),4221,分表０２,B相,0,0,0.01,0,0,0.01,0,0.01,0,0.38,0.28,0.29,0.3,0.3,0.31,0.31,0.3,0.31,0,0.01,0,0.01,0,0,800,高供高计,100,东新营业班
2015/12/12,903474879,04435(1153),4221,分表０２,C相,0,0,0,0,0,0,0,0,0,0.31,0.29,0.31,0.31,0.31,0.31,0.31,0.3,0.32,0,0,0,0,0,0,800,高供高计,100,东新营业班
2015/12/13,903474879,04435(1153),4221,分表０２,A相,0,0,0,0,0,0,0,0,0,0,0.08,0.33,0.24,0.21,0.45,0.4,0.39,0.29,0.06,0,0,0,0,0,800,高供高计,100,东新营业班
2015/12/13,903474879,04435(1153),4221,分表０２,B相,0.01,0,0.01,0,0,0.01,0,0,0.01,0,0.18,0.16,0.2,0.19,0.19,0.09,0.1,0.13,0.09,0,0.01,0,0,0.01,800,高供高计,100,东新营业班
2015/12/13,903474879,04435(1153),4221,分表０２,C相,0,0,0,0,0,0,0,0,0,0,0.16,0.16,0.16,0.17,0.06,0.06,0.08,0.07,0.12,0,0,0,0,0,800,高供高计,100,东新营业班
2015/12/14,903474879,04435(1153),4221,分表０２,A相,0,0,0,0,0,0,0,0,0.01,0.01,0.29,0.53,0.75,0.74,0.75,0.63,0.62,0.67,0.23,0.06,0.06,0,0,0,800,高供高计,100,东新营业班
2015/12/14,903474879,04435(1153),4221,分表０２,B相,0,0,0.01,0,0.01,0,0,0.01,0.01,0.02,0.43,0.31,0.5,0.5,0.5,0.49,0.5,0.52,0.25,0.25,0.26,0,0.01,0,800,高供高计,100,东新营业班
2015/12/14,903474879,04435(1153),4221,分表０２,C相,0,0,0,0,0,0,0,0,0.02,0.01,0.3,0.35,0.64,0.58,0.56,0.64,0.64,0.61,0.08,0.1,0.08,0,0,0,800,高供高计,100,东新营业班
2015/12/15,903474879,04435(1153),4221,分表０２,A相,0,0,0,0,0,0,0,0,0.08,0.29,0.26,0.25,0.26,0.27,0.26,0.26,0.26,0.26,0,0,0,0,0,0,800,高供高计,100,东新营业班
2015/12/15,903474879,04435(1153),4221,分表０２,B相,0,0,0,0.01,0,0,0.01,0,0.01,0.3,0.27,0.27,0.26,0.28,0.26,0.27,0.27,0.27,0.01,0,0,0,0,0.01,800,高供高计,100,东新营业班
2015/12/15,903474879,04435(1153),4221,分表０２,C相,0,0,0,0,0,0,0,0,0.02,0.29,0.27,0.26,0.27,0.27,0.26,0.26,0.27,0.28,0,0,0,0,0,0,800,高供高计,100,东新营业班
2015/12/16,903474879,04435(1153),4221,分表０２,A相,0,0,0,0,0,0,0,0,0.42,0.61,0.7,0.56,0.48,0.64,0.51,0.48,0.61,0.61,0.21,0.06,0.06,0.02,0,0,800,高供高计,100,东新营业班
2015/12/16,903474879,04435(1153),4221,分表０２,B相,0,0,0,0,0.01,0,0,0,0.34,0.31,0.5,0.57,0.74,0.66,0.66,0.58,0.58,0.57,0.06,0.13,0.06,0.02,0,0,800,高供高计,100,东新营业班
2015/12/16,903474879,04435(1153),4221,分表０２,C相,0,0,0,0,0,0,0,0,0.27,0.3,0.58,0.66,0.66,0.65,0.66,0.6,0.6,0.63,0.09,0.15,0.09,0.02,0,0,800,高供高计,100,东新营业班
2015/12/17,903474879,04435(1153),4221,分表０２,A相,0,0,0,0,0,0,0,0,0.01,0.3,0.34,0.34,0.44,0.49,0.49,0.3,0.3,0.3,0.07,0.06,0.06,0.06,0,0,800,高供高计,100,东新营业班
2015/12/17,903474879,04435(1153),4221,分表０２,B相,0.01,0,0.01,0,0.01,0,0,0.01,0.01,0.3,0.36,0.36,0.31,0.48,0.55,0.3,0.56,0.48,0.27,0.25,0.25,0.07,0,0.01,800,高供高计,100,东新营业班
2015/12/17,903474879,04435(1153),4221,分表０２,C相,0,0,0,0,0,0,0,0,0.03,0.31,0.34,0.33,0.38,0.39,0.3,0.3,0.31,0.44,0.23,0.22,0.24,0.24,0,0,800,高供高计,100,东新营业班
2015/12/18,903474879,04435(1153),4221,分表０２,B相,0,0,0,0,0.01,0,0.01,0,0.01,0.06,0.06,0.05,0.18,0.18,0.18,0.18,0.18,0.19,0.21,0.21,0.17,0.01,0,0,800,高供高计,100,东新营业班
2015/12/18,903474879,04435(1153),4221,分表０２,C相,0,0,0,0,0,0,0,0,0.04,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.05,0.05,0.1,0.1,0.07,0,0,0,800,高供高计,100,东新营业班
2015/12/19,903474879,04435(1153),4221,分表０２,A相,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,800,高供高计,100,东新营业班
2015/12/19,903474879,04435(1153),4221,分表０２,B相,0.01,0,0,0.01,0,0.01,0,0,0.01,0.29,0.31,0.31,0.31,0.35,0.31,0.39,0.3,0.3,0.3,0,0.01,0,0.01,0,800,高供高计,100,东新营业班
2015/12/19,903474879,04435(1153),4221,分表０２,C相,0,0,0,0,0,0,0,0,0,0.3,0.44,0.44,0.43,0.43,0.44,0.43,0.31,0.31,0.31,0,0,0,0,0,800,高供高计,100,东新营业班
2015/12/20,903474879,04435(1153),4221,分表０２,A相,0,0,0,0,0,0,0,0,0,0.05,0.04,0.31,0.29,0.29,0.05,0.05,0.05,0.05,0.02,0.02,0.02,0,0,0.16,800,高供高计,100,东新营业班
2015/12/20,903474879,04435(1153),4221,分表０２,B相,0,0.01,0,0.01,0,0,0.01,0,0.01,0.04,0.05,0.14,0.05,0.05,0.05,0.05,0.05,0.05,0.01,0.02,0.01,0.01,0,0.17,800,高供高计,100,东新营业班
2015/12/20,903474879,04435(1153),4221,分表０２,C相,0,0,0,0,0,0,0,0,0,0.05,0.06,0.2,0.2,0.2,0.2,0.2,0.2,0.06,0.05,0.04,0.04,0,0,0.15,800,高供高计,100,东新营业班
2015/12/21,903474879,04435(1153),4221,分表０２,A相,0,0,0,0,0,0,0,0,0,0.46,0.64,0.52,0.46,0.47,0.46,0.55,0.55,0.64,0.26,0.27,0.26,0.06,0,0,800,高供高计,100,东新营业班
2015/12/21,903474879,04435(1153),4221,分表０２,B相,0,0,0,0,0.01,0,0.01,0,0.01,0.48,0.52,0.57,0.61,0.52,0.48,0.57,0.57,0.48,0.09,0.08,0.08,0.07,0,0,800,高供高计,100,东新营业班
