数据日期,用户名称,运行容量,电能表号,综合倍率,当日最大需量,发生时间,表位数
2016/11/15,楚天激光集团股份有限公司,800,1.00E+11,1000,0.0596,2:53,6.2
2016/11/16,楚天激光集团股份有限公司,800,1.00E+11,1000,0.0596,2:53,6.2
2016/11/17,楚天激光集团股份有限公司,800,1.00E+11,1000,0.0596,2:53,6.2
2016/11/18,楚天激光集团股份有限公司,800,1.00E+11,1000,0.0596,2:53,6.2
2016/11/19,楚天激光集团股份有限公司,800,1.00E+11,1000,0.0596,2:53,6.2
2016/11/20,楚天激光集团股份有限公司,800,1.00E+11,1000,0.0596,2:53,6.2
2016/11/21,楚天激光集团股份有限公司,800,1.00E+11,1000,0.0596,2:53,6.2
2016/11/22,楚天激光集团股份有限公司,800,1.00E+11,1000,0.0596,2:53,6.2
2016/11/23,楚天激光集团股份有限公司,800,1.00E+11,1000,0.0596,2:53,6.2
2016/11/24,楚天激光集团股份有限公司,800,1.00E+11,1000,0.0277,2:17,6.2
2016/11/25,楚天激光集团股份有限公司,800,1.00E+11,1000,0.0289,11:17,6.2
2016/11/26,楚天激光集团股份有限公司,800,1.00E+11,1000,0.0289,11:17,6.2
2016/11/27,楚天激光集团股份有限公司,800,1.00E+11,1000,0.0289,11:17,6.2
2016/11/28,楚天激光集团股份有限公司,800,1.00E+11,1000,0.0289,11:17,6.2
2016/11/29,楚天激光集团股份有限公司,800,1.00E+11,1000,0.0289,11:17,6.2
2015/5/12,楚天激光集团股份有限公司,800,71876,100,,,5.2
2015/5/13,楚天激光集团股份有限公司,800,71876,100,0.1088,8:40,5.2
2015/5/14,楚天激光集团股份有限公司,800,71876,100,0.1088,8:40,5.2
2015/5/15,楚天激光集团股份有限公司,800,71876,100,0.1088,8:40,5.2
2015/5/16,楚天激光集团股份有限公司,800,71876,100,0.1088,8:40,5.2
2015/5/17,楚天激光集团股份有限公司,800,71876,100,0.1088,8:40,5.2
2015/5/18,楚天激光集团股份有限公司,800,71876,100,0.1088,8:40,5.2
2015/5/19,楚天激光集团股份有限公司,800,71876,100,0.1088,8:40,5.2
2015/5/20,楚天激光集团股份有限公司,800,71876,100,0.1088,8:40,5.2
2015/5/21,楚天激光集团股份有限公司,800,71876,100,0.1088,8:40,5.2
2015/5/22,楚天激光集团股份有限公司,800,71876,100,0.1088,8:40,5.2
2015/5/23,楚天激光集团股份有限公司,800,71876,100,0.1088,8:40,5.2
2015/5/24,楚天激光集团股份有限公司,800,71876,100,0.1088,8:40,5.2
2015/5/25,楚天激光集团股份有限公司,800,71876,100,0.018,12:01,5.2
2015/5/26,楚天激光集团股份有限公司,800,71876,100,0.0816,6:45,5.2
2015/5/27,楚天激光集团股份有限公司,800,71876,100,0.0876,8:32,5.2
2015/5/28,楚天激光集团股份有限公司,800,71876,100,0.0899,7:34,5.2
2015/5/29,楚天激光集团股份有限公司,800,71876,100,0.1013,7:16,5.2
2015/5/30,楚天激光集团股份有限公司,800,71876,100,0.1013,7:16,5.2
2015/5/31,楚天激光集团股份有限公司,800,71876,100,0.1013,7:16,5.2
2015/6/1,楚天激光集团股份有限公司,800,71876,100,0.1013,7:16,5.2
2015/6/2,楚天激光集团股份有限公司,800,71876,100,0.1013,7:16,5.2
2015/6/3,楚天激光集团股份有限公司,800,71876,100,0.1013,7:16,5.2
2015/6/4,楚天激光集团股份有限公司,800,71876,100,0.1013,7:16,5.2
2015/6/5,楚天激光集团股份有限公司,800,71876,100,0.1013,7:16,5.2
2015/6/6,楚天激光集团股份有限公司,800,71876,100,0.1013,7:16,5.2
2015/6/7,楚天激光集团股份有限公司,800,71876,100,0.1013,7:16,5.2
2015/6/8,楚天激光集团股份有限公司,800,71876,100,0.1013,7:16,5.2
2015/6/9,楚天激光集团股份有限公司,800,71876,100,0.1013,7:16,5.2
2015/6/10,楚天激光集团股份有限公司,800,71876,100,0.1013,7:16,5.2
2015/6/11,楚天激光集团股份有限公司,800,71876,100,0.1013,7:16,5.2
2015/6/12,楚天激光集团股份有限公司,800,71876,100,0.1013,7:16,5.2
2015/6/13,楚天激光集团股份有限公司,800,71876,100,0.1013,7:16,5.2
2015/6/14,楚天激光集团股份有限公司,800,71876,100,0.1013,7:16,5.2
2015/6/15,楚天激光集团股份有限公司,800,71876,100,0.1013,7:16,5.2
2015/6/16,楚天激光集团股份有限公司,800,71876,100,0.1013,7:16,5.2
2015/6/17,楚天激光集团股份有限公司,800,71876,100,0.1013,7:16,5.2
2015/6/18,楚天激光集团股份有限公司,800,71876,100,0.1013,7:16,5.2
2015/6/19,楚天激光集团股份有限公司,800,71876,100,0.2232,7:42,5.2
2015/6/20,楚天激光集团股份有限公司,800,71876,100,0.2232,7:42,5.2
2015/6/21,楚天激光集团股份有限公司,800,71876,100,0.2232,7:42,5.2
2015/6/22,楚天激光集团股份有限公司,800,71876,100,0.2232,7:42,5.2
2015/6/23,楚天激光集团股份有限公司,800,71876,100,0.2232,7:42,5.2
2015/6/24,楚天激光集团股份有限公司,800,71876,100,0.3512,9:15,5.2
2015/6/25,楚天激光集团股份有限公司,800,71876,100,0.01,12:13,5.2
2015/6/26,楚天激光集团股份有限公司,800,71876,100,0.3373,5:52,5.2
2015/6/27,楚天激光集团股份有限公司,800,71876,100,0.3373,5:52,5.2
2015/6/28,楚天激光集团股份有限公司,800,71876,100,0.3373,5:52,5.2
2015/6/29,楚天激光集团股份有限公司,800,71876,100,0.3557,5:11,5.2
2015/6/30,楚天激光集团股份有限公司,800,71876,100,0.3557,5:11,5.2
2015/7/1,楚天激光集团股份有限公司,800,71876,100,0.3557,5:11,5.2
2015/7/2,楚天激光集团股份有限公司,800,71876,100,0.3557,5:11,5.2
2015/7/3,楚天激光集团股份有限公司,800,71876,100,0.3557,5:11,5.2
2015/7/4,楚天激光集团股份有限公司,800,71876,100,0.4823,10:29,5.2
2015/7/5,楚天激光集团股份有限公司,800,71876,100,0.4823,10:29,5.2
2015/7/6,楚天激光集团股份有限公司,800,71876,100,0.4823,10:29,5.2
2015/7/7,楚天激光集团股份有限公司,800,71876,100,0.4823,10:29,5.2
2015/7/8,楚天激光集团股份有限公司,800,71876,100,0.4823,10:29,5.2
2015/7/9,楚天激光集团股份有限公司,800,71876,100,0.4823,10:29,5.2
2015/7/10,楚天激光集团股份有限公司,800,71876,100,0.4823,10:29,5.2
2015/7/11,楚天激光集团股份有限公司,800,71876,100,0.4823,10:29,5.2
2015/7/12,楚天激光集团股份有限公司,800,71876,100,0.4823,10:29,5.2
2015/7/13,楚天激光集团股份有限公司,800,71876,100,0.4823,10:29,5.2
2015/7/14,楚天激光集团股份有限公司,800,71876,100,0.4823,10:29,5.2
2015/7/15,楚天激光集团股份有限公司,800,71876,100,0.4823,10:29,5.2
2015/7/16,楚天激光集团股份有限公司,800,71876,100,0.4823,10:29,5.2
2015/7/17,楚天激光集团股份有限公司,800,71876,100,0.4823,10:29,5.2
2015/7/18,楚天激光集团股份有限公司,800,71876,100,0.4823,10:29,5.2
2015/7/19,楚天激光集团股份有限公司,800,71876,100,0.4823,10:29,5.2
2015/7/20,楚天激光集团股份有限公司,800,71876,100,0.4823,10:29,5.2
2015/7/21,楚天激光集团股份有限公司,800,71876,100,0.4823,10:29,5.2
2015/7/22,楚天激光集团股份有限公司,800,71876,100,0.4823,10:29,5.2
2015/7/23,楚天激光集团股份有限公司,800,71876,100,0.4823,10:29,5.2
2015/7/24,楚天激光集团股份有限公司,800,71876,100,0.4823,10:29,5.2
2015/7/25,楚天激光集团股份有限公司,800,71876,100,0.0297,12:37,5.2
2015/7/26,楚天激光集团股份有限公司,800,71876,100,0.2975,10:46,5.2
2015/7/27,楚天激光集团股份有限公司,800,71876,100,0.2979,3:38,5.2
2015/7/28,楚天激光集团股份有限公司,800,71876,100,0.2979,3:38,5.2
2015/7/29,楚天激光集团股份有限公司,800,71876,100,0.3166,6:56,5.2
2015/7/30,楚天激光集团股份有限公司,800,71876,100,0.3166,6:56,5.2
2015/7/31,楚天激光集团股份有限公司,800,71876,100,0.3679,6:04,5.2
2015/8/1,楚天激光集团股份有限公司,800,71876,100,0.3679,6:04,5.2
2015/8/2,楚天激光集团股份有限公司,800,71876,100,0.3679,6:04,5.2
2015/8/3,楚天激光集团股份有限公司,800,71876,100,0.3695,12:23,5.2
2015/8/4,楚天激光集团股份有限公司,800,71876,100,0.3695,12:23,5.2
2015/8/5,楚天激光集团股份有限公司,800,71876,100,0.3695,12:23,5.2
2015/8/6,楚天激光集团股份有限公司,800,71876,100,0.3695,12:23,5.2
2015/8/7,楚天激光集团股份有限公司,800,71876,100,0.3695,12:23,5.2
2015/8/8,楚天激光集团股份有限公司,800,71876,100,0.3695,12:23,5.2
2015/8/9,楚天激光集团股份有限公司,800,71876,100,0.3695,12:23,5.2
2015/8/10,楚天激光集团股份有限公司,800,71876,100,0.3695,12:23,5.2
2015/8/11,楚天激光集团股份有限公司,800,71876,100,0.3695,12:23,5.2
2015/8/12,楚天激光集团股份有限公司,800,71876,100,0.3695,12:23,5.2
2015/8/13,楚天激光集团股份有限公司,800,71876,100,0.3695,12:23,5.2
2015/8/14,楚天激光集团股份有限公司,800,71876,100,0.3695,12:23,5.2
2015/8/15,楚天激光集团股份有限公司,800,71876,100,0.3695,12:23,5.2
2015/8/16,楚天激光集团股份有限公司,800,71876,100,0.3695,12:23,5.2
2015/8/17,楚天激光集团股份有限公司,800,71876,100,0.3695,12:23,5.2
2015/8/18,楚天激光集团股份有限公司,800,71876,100,0.3695,12:23,5.2
2015/8/19,楚天激光集团股份有限公司,800,71876,100,0.3695,12:23,5.2
2015/8/20,楚天激光集团股份有限公司,800,71876,100,0.3695,12:23,5.2
2015/8/21,楚天激光集团股份有限公司,800,71876,100,0.3695,12:23,5.2
2015/8/22,楚天激光集团股份有限公司,800,71876,100,0.3695,12:23,5.2
2015/8/23,楚天激光集团股份有限公司,800,71876,100,0.3695,12:23,5.2
2015/8/24,楚天激光集团股份有限公司,800,71876,100,0.3695,12:23,5.2
2015/8/25,楚天激光集团股份有限公司,800,71876,100,0.0037,12:22,5.2
2015/8/26,楚天激光集团股份有限公司,800,71876,100,0.2947,6:15,5.2
2015/8/27,楚天激光集团股份有限公司,800,71876,100,0.3126,6:48,5.2
2015/8/28,楚天激光集团股份有限公司,800,71876,100,0.3126,6:48,5.2
2015/8/29,楚天激光集团股份有限公司,800,71876,100,0.3126,6:48,5.2
2015/8/30,楚天激光集团股份有限公司,800,71876,100,0.3126,6:48,5.2
2015/8/31,楚天激光集团股份有限公司,800,71876,100,0.3126,6:48,5.2
2015/9/1,楚天激光集团股份有限公司,800,71876,100,0.3126,6:48,5.2
2015/9/2,楚天激光集团股份有限公司,800,71876,100,0.3248,5:41,5.2
2015/9/3,楚天激光集团股份有限公司,800,71876,100,0.3248,5:41,5.2
2015/9/4,楚天激光集团股份有限公司,800,71876,100,0.3248,5:41,5.2
2015/9/5,楚天激光集团股份有限公司,800,71876,100,0.3248,5:41,5.2
2015/9/6,楚天激光集团股份有限公司,800,71876,100,0.3248,5:41,5.2
2015/9/7,楚天激光集团股份有限公司,800,71876,100,0.3248,5:41,5.2
2015/9/8,楚天激光集团股份有限公司,800,71876,100,0.3248,5:41,5.2
2015/9/9,楚天激光集团股份有限公司,800,71876,100,0.3248,5:41,5.2
2015/9/10,楚天激光集团股份有限公司,800,71876,100,0.3248,5:41,5.2
2015/9/11,楚天激光集团股份有限公司,800,71876,100,0.3248,5:41,5.2
2015/9/12,楚天激光集团股份有限公司,800,71876,100,0.3248,5:41,5.2
2015/9/13,楚天激光集团股份有限公司,800,71876,100,0.3248,5:41,5.2
2015/9/14,楚天激光集团股份有限公司,800,71876,100,0.3248,5:41,5.2
2015/9/15,楚天激光集团股份有限公司,800,71876,100,0.3248,5:41,5.2
2015/9/16,楚天激光集团股份有限公司,800,71876,100,0.3248,5:41,5.2
2015/9/17,楚天激光集团股份有限公司,800,71876,100,0.3248,5:41,5.2
2015/9/18,楚天激光集团股份有限公司,800,71876,100,0.3248,5:41,5.2
2015/9/19,楚天激光集团股份有限公司,800,71876,100,0.3248,5:41,5.2
2015/9/20,楚天激光集团股份有限公司,800,71876,100,0.3248,5:41,5.2
2015/9/21,楚天激光集团股份有限公司,800,71876,100,0.3248,5:41,5.2
2015/9/22,楚天激光集团股份有限公司,800,71876,100,0.3248,5:41,5.2
2015/9/23,楚天激光集团股份有限公司,800,71876,100,0.3248,5:41,5.2
2015/9/24,楚天激光集团股份有限公司,800,71876,100,0.3248,5:41,5.2
2015/9/25,楚天激光集团股份有限公司,800,71876,100,0.0025,12:01,5.2
2015/9/26,楚天激光集团股份有限公司,800,71876,100,0.044,2:57,5.2
2015/9/27,楚天激光集团股份有限公司,800,71876,100,0.044,2:57,5.2
2015/9/28,楚天激光集团股份有限公司,800,71876,100,0.0625,8:08,5.2
2015/9/29,楚天激光集团股份有限公司,800,71876,100,0.0641,5:11,5.2
2015/9/30,楚天激光集团股份有限公司,800,71876,100,0.0641,5:11,5.2
2015/10/1,楚天激光集团股份有限公司,800,71876,100,0.0641,5:11,5.2
2015/10/2,楚天激光集团股份有限公司,800,71876,100,0.0641,5:11,5.2
2015/10/3,楚天激光集团股份有限公司,800,71876,100,0.0641,5:11,5.2
2015/10/4,楚天激光集团股份有限公司,800,71876,100,0.0641,5:11,5.2
2015/10/5,楚天激光集团股份有限公司,800,71876,100,0.0659,6:35,5.2
2015/10/6,楚天激光集团股份有限公司,800,71876,100,0.0678,4:03,5.2
2015/10/7,楚天激光集团股份有限公司,800,71876,100,0.0678,4:03,5.2
2015/10/8,楚天激光集团股份有限公司,800,71876,100,0.0678,4:03,5.2
2015/10/9,楚天激光集团股份有限公司,800,71876,100,0.0678,4:03,5.2
2015/10/10,楚天激光集团股份有限公司,800,71876,100,0.0678,4:03,5.2
2015/10/11,楚天激光集团股份有限公司,800,71876,100,0.0678,4:03,5.2
2015/10/12,楚天激光集团股份有限公司,800,71876,100,0.0678,4:03,5.2
2015/10/13,楚天激光集团股份有限公司,800,71876,100,0.0678,4:03,5.2
2015/10/14,楚天激光集团股份有限公司,800,71876,100,0.0725,6:41,5.2
2015/10/15,楚天激光集团股份有限公司,800,71876,100,0.0725,6:41,5.2
2015/10/16,楚天激光集团股份有限公司,800,71876,100,0.0725,6:41,5.2
2015/10/17,楚天激光集团股份有限公司,800,71876,100,0.0725,6:41,5.2
2015/10/18,楚天激光集团股份有限公司,800,71876,100,0.0725,6:41,5.2
2015/10/19,楚天激光集团股份有限公司,800,71876,100,0.0725,6:41,5.2
2015/10/20,楚天激光集团股份有限公司,800,71876,100,0.0725,6:41,5.2
2015/10/21,楚天激光集团股份有限公司,800,71876,100,0.0725,6:41,5.2
2015/10/22,楚天激光集团股份有限公司,800,71876,100,0.0725,6:41,5.2
2015/10/23,楚天激光集团股份有限公司,800,71876,100,0.0762,8:35,5.2
2015/10/24,楚天激光集团股份有限公司,800,71876,100,0.0762,8:35,5.2
2015/10/25,楚天激光集团股份有限公司,800,71876,100,0.0025,12:01,5.2
2015/10/26,楚天激光集团股份有限公司,800,71876,100,0.0545,5:09,5.2
2015/10/27,楚天激光集团股份有限公司,800,71876,100,0.0703,5:29,5.2
2015/10/28,楚天激光集团股份有限公司,800,71876,100,0.1316,7:50,5.2
2015/10/29,楚天激光集团股份有限公司,800,71876,100,0.1316,7:50,5.2
2015/10/30,楚天激光集团股份有限公司,800,71876,100,0.1316,7:50,5.2
2015/10/31,楚天激光集团股份有限公司,800,71876,100,0.1316,7:50,5.2
2015/11/1,楚天激光集团股份有限公司,800,71876,100,0.1316,7:50,5.2
2015/11/2,楚天激光集团股份有限公司,800,71876,100,0.1316,7:50,5.2
2015/11/3,楚天激光集团股份有限公司,800,71876,100,0.1316,7:50,5.2
2015/11/4,楚天激光集团股份有限公司,800,71876,100,0.1316,7:50,5.2
2015/11/5,楚天激光集团股份有限公司,800,71876,100,0.1316,7:50,5.2
2015/11/6,楚天激光集团股份有限公司,800,71876,100,0.1316,7:50,5.2
2015/11/7,楚天激光集团股份有限公司,800,71876,100,0.1316,7:50,5.2
2015/11/8,楚天激光集团股份有限公司,800,71876,100,0.1316,7:50,5.2
2015/11/9,楚天激光集团股份有限公司,800,71876,100,0.1316,7:50,5.2
2015/11/10,楚天激光集团股份有限公司,800,71876,100,0.1316,7:50,5.2
2015/11/11,楚天激光集团股份有限公司,800,71876,100,0.1316,7:50,5.2
2015/11/12,楚天激光集团股份有限公司,800,71876,100,0.1516,7:41,5.2
2015/11/13,楚天激光集团股份有限公司,800,71876,100,0.1732,11:50,5.2
2015/11/14,楚天激光集团股份有限公司,800,71876,100,0.1732,11:50,5.2
2015/11/15,楚天激光集团股份有限公司,800,71876,100,0.1732,11:50,5.2
2015/11/16,楚天激光集团股份有限公司,800,71876,100,0.1732,11:50,5.2
2015/11/17,楚天激光集团股份有限公司,800,71876,100,0.1732,11:50,5.2
2015/11/18,楚天激光集团股份有限公司,800,71876,100,0.1732,11:50,5.2
2015/11/19,楚天激光集团股份有限公司,800,71876,100,0.1732,11:50,5.2
2015/11/20,楚天激光集团股份有限公司,800,71876,100,0.1732,11:50,5.2
2015/11/21,楚天激光集团股份有限公司,800,71876,100,0.1732,11:50,5.2
2015/11/22,楚天激光集团股份有限公司,800,71876,100,0.1732,11:50,5.2
2015/11/23,楚天激光集团股份有限公司,800,71876,100,0.1732,11:50,5.2
2015/11/24,楚天激光集团股份有限公司,800,71876,100,0.1732,11:50,5.2
2015/11/25,楚天激光集团股份有限公司,800,71876,100,0.0215,12:01,5.2
2015/11/26,楚天激光集团股份有限公司,800,71876,100,0.3829,2:04,5.2
2015/11/27,楚天激光集团股份有限公司,800,71876,100,0.3916,3:00,5.2
2015/11/28,楚天激光集团股份有限公司,800,71876,100,0.3916,3:00,5.2
2015/11/29,楚天激光集团股份有限公司,800,71876,100,0.3916,3:00,5.2
2015/11/30,楚天激光集团股份有限公司,800,71876,100,0.3916,3:00,5.2
2015/12/1,楚天激光集团股份有限公司,800,71876,100,0.3916,3:00,5.2
2015/12/2,楚天激光集团股份有限公司,800,71876,100,0.4375,10:40,5.2
2015/12/3,楚天激光集团股份有限公司,800,71876,100,0.4375,10:40,5.2
2015/12/4,楚天激光集团股份有限公司,800,71876,100,0.4375,10:40,5.2
2015/12/5,楚天激光集团股份有限公司,800,71876,100,0.4375,10:40,5.2
2015/12/6,楚天激光集团股份有限公司,800,71876,100,0.4375,10:40,5.2
2015/12/7,楚天激光集团股份有限公司,800,71876,100,0.4375,10:40,5.2
2015/12/8,楚天激光集团股份有限公司,800,71876,100,0.4375,10:40,5.2
2015/12/9,楚天激光集团股份有限公司,800,71876,100,0.4375,10:40,5.2
2015/12/10,楚天激光集团股份有限公司,800,71876,100,0.4375,10:40,5.2
2015/12/11,楚天激光集团股份有限公司,800,71876,100,0.4375,10:40,5.2
2015/12/12,楚天激光集团股份有限公司,800,71876,100,0.4375,10:40,5.2
2015/12/13,楚天激光集团股份有限公司,800,71876,100,0.4375,10:40,5.2
2015/12/14,楚天激光集团股份有限公司,800,71876,100,0.4375,10:40,5.2
2015/12/15,楚天激光集团股份有限公司,800,71876,100,0.4375,10:40,5.2
2015/12/16,楚天激光集团股份有限公司,800,71876,100,0.4375,10:40,5.2
2015/12/17,楚天激光集团股份有限公司,800,71876,100,0.4375,10:40,5.2
2015/12/18,楚天激光集团股份有限公司,800,71876,100,0.4375,10:40,5.2
2015/12/19,楚天激光集团股份有限公司,800,71876,100,0.4375,10:40,5.2
2015/12/20,楚天激光集团股份有限公司,800,71876,100,0.4375,10:40,5.2
2015/12/21,楚天激光集团股份有限公司,800,71876,100,0.4375,10:40,5.2
2015/12/22,楚天激光集团股份有限公司,800,71876,100,0.4375,10:40,5.2
2015/12/23,楚天激光集团股份有限公司,800,71876,100,0.4375,10:40,5.2
2015/12/24,楚天激光集团股份有限公司,800,71876,100,0.4375,10:40,5.2
2015/12/25,楚天激光集团股份有限公司,800,71876,100,0.0037,12:02,5.2
2015/12/26,楚天激光集团股份有限公司,800,71876,100,0.2302,11:07,5.2
2015/12/27,楚天激光集团股份有限公司,800,71876,100,0.2302,11:07,5.2
2015/12/28,楚天激光集团股份有限公司,800,71876,100,0.3499,2:06,5.2
2015/12/29,楚天激光集团股份有限公司,800,71876,100,0.39,12:30,5.2
2015/12/30,楚天激光集团股份有限公司,800,71876,100,0.39,12:30,5.2
2015/12/31,楚天激光集团股份有限公司,800,71876,100,0.39,12:30,5.2
2016/1/1,楚天激光集团股份有限公司,800,71876,100,0.39,12:30,5.2
2016/1/2,楚天激光集团股份有限公司,800,71876,100,0.39,12:30,5.2
2016/1/3,楚天激光集团股份有限公司,800,71876,100,0.39,12:30,5.2
2016/1/4,楚天激光集团股份有限公司,800,71876,100,0.39,12:30,5.2
2016/1/5,楚天激光集团股份有限公司,800,71876,100,0.3917,2:59,5.2
2016/1/6,楚天激光集团股份有限公司,800,71876,100,0.3917,2:59,5.2
2016/1/7,楚天激光集团股份有限公司,800,71876,100,0.4334,11:55,5.2
2016/1/8,楚天激光集团股份有限公司,800,71876,100,0.4334,11:55,5.2
2016/1/9,楚天激光集团股份有限公司,800,71876,100,0.4334,11:55,5.2
2016/1/10,楚天激光集团股份有限公司,800,71876,100,0.4334,11:55,5.2
2016/1/11,楚天激光集团股份有限公司,800,71876,100,0.4334,11:55,5.2
2016/1/12,楚天激光集团股份有限公司,800,71876,100,0.4334,11:55,5.2
2016/1/13,楚天激光集团股份有限公司,800,71876,100,0.4334,11:55,5.2
2016/1/14,楚天激光集团股份有限公司,800,71876,100,0.4334,11:55,5.2
2016/1/15,楚天激光集团股份有限公司,800,71876,100,0.4334,11:55,5.2
2016/1/16,楚天激光集团股份有限公司,800,71876,100,0.4334,11:55,5.2
2016/1/17,楚天激光集团股份有限公司,800,71876,100,0.4334,11:55,5.2
2016/1/18,楚天激光集团股份有限公司,800,71876,100,0.4334,11:55,5.2
2016/1/19,楚天激光集团股份有限公司,800,71876,100,0.4334,11:55,5.2
2016/1/20,楚天激光集团股份有限公司,800,71876,100,0.4362,10:53,5.2
2016/1/21,楚天激光集团股份有限公司,800,71876,100,0.469,4:26,5.2
2016/1/22,楚天激光集团股份有限公司,800,71876,100,0.469,4:26,5.2
2016/1/23,楚天激光集团股份有限公司,800,71876,100,0.4855,4:21,5.2
2016/1/24,楚天激光集团股份有限公司,800,71876,100,0.4855,4:21,5.2
2016/1/25,楚天激光集团股份有限公司,800,71876,100,0.0025,12:01,5.2
2016/1/26,楚天激光集团股份有限公司,800,71876,100,0.3691,2:53,5.2
2016/1/27,楚天激光集团股份有限公司,800,71876,100,0.3691,2:53,5.2
2016/1/28,楚天激光集团股份有限公司,800,71876,100,0.4375,4:08,5.2
2016/1/29,楚天激光集团股份有限公司,800,71876,100,0.4375,4:08,5.2
2016/1/30,楚天激光集团股份有限公司,800,71876,100,0.4375,4:08,5.2
2016/1/31,楚天激光集团股份有限公司,800,71876,100,0.4375,4:08,5.2
2016/2/1,楚天激光集团股份有限公司,800,71876,100,0.4375,4:08,5.2
2016/2/2,楚天激光集团股份有限公司,800,71876,100,0.4375,4:08,5.2
2016/2/3,楚天激光集团股份有限公司,800,71876,100,0.4375,4:08,5.2
2016/2/4,楚天激光集团股份有限公司,800,71876,100,0.4375,4:08,5.2
2016/2/5,楚天激光集团股份有限公司,800,71876,100,0.4375,4:08,5.2
2016/2/6,楚天激光集团股份有限公司,800,71876,100,0.4375,4:08,5.2
2016/2/7,楚天激光集团股份有限公司,800,71876,100,0.4375,4:08,5.2
2016/2/8,楚天激光集团股份有限公司,800,71876,100,0.4375,4:08,5.2
2016/2/9,楚天激光集团股份有限公司,800,71876,100,0.4375,4:08,5.2
2016/2/10,楚天激光集团股份有限公司,800,71876,100,0.4375,4:08,5.2
2016/2/11,楚天激光集团股份有限公司,800,71876,100,0.4375,4:08,5.2
2016/2/12,楚天激光集团股份有限公司,800,71876,100,0.4375,4:08,5.2
2016/2/13,楚天激光集团股份有限公司,800,71876,100,0.4375,4:08,5.2
2016/2/14,楚天激光集团股份有限公司,800,71876,100,0.4375,4:08,5.2
2016/2/15,楚天激光集团股份有限公司,800,71876,100,0.4375,4:08,5.2
2016/2/16,楚天激光集团股份有限公司,800,71876,100,0.4375,4:08,5.2
2016/2/17,楚天激光集团股份有限公司,800,71876,100,0.4375,4:08,5.2
2016/2/18,楚天激光集团股份有限公司,800,71876,100,0.4375,4:08,5.2
2016/2/19,楚天激光集团股份有限公司,800,71876,100,0.4375,4:08,5.2
2016/2/20,楚天激光集团股份有限公司,800,71876,100,0.4375,4:08,5.2
2016/2/21,楚天激光集团股份有限公司,800,71876,100,0.4375,4:08,5.2
2016/2/22,楚天激光集团股份有限公司,800,71876,100,0.4375,4:08,5.2
2016/2/23,楚天激光集团股份有限公司,800,71876,100,0.4375,4:08,5.2
2016/2/24,楚天激光集团股份有限公司,800,71876,100,0.4375,4:08,5.2
2016/2/25,楚天激光集团股份有限公司,800,71876,100,0.0037,12:01,5.2
2016/2/26,楚天激光集团股份有限公司,800,71876,100,0.3235,2:11,5.2
2016/2/27,楚天激光集团股份有限公司,800,71876,100,0.3235,2:11,5.2
2016/2/28,楚天激光集团股份有限公司,800,71876,100,0.3235,2:11,5.2
2016/2/29,楚天激光集团股份有限公司,800,71876,100,0.3235,2:11,5.2
2016/3/1,楚天激光集团股份有限公司,800,71876,100,0.3235,2:11,5.2
2016/3/2,楚天激光集团股份有限公司,800,71876,100,0.3235,2:11,5.2
2016/3/3,楚天激光集团股份有限公司,800,71876,100,0.3235,2:11,5.2
2016/3/4,楚天激光集团股份有限公司,800,71876,100,0.3235,2:11,5.2
2016/3/5,楚天激光集团股份有限公司,800,71876,100,0.3235,2:11,5.2
2016/3/6,楚天激光集团股份有限公司,800,71876,100,0.3235,2:11,5.2
2016/3/7,楚天激光集团股份有限公司,800,71876,100,0.3235,2:11,5.2
2016/3/8,楚天激光集团股份有限公司,800,71876,100,0.3235,2:11,5.2
2016/3/9,楚天激光集团股份有限公司,800,71876,100,0.3235,2:11,5.2
2016/3/10,楚天激光集团股份有限公司,800,71876,100,0.3235,2:11,5.2
2016/3/11,楚天激光集团股份有限公司,800,71876,100,0.3235,2:11,5.2
2016/3/12,楚天激光集团股份有限公司,800,71876,100,0.3235,2:11,5.2
2016/3/13,楚天激光集团股份有限公司,800,71876,100,0.3235,2:11,5.2
2016/3/14,楚天激光集团股份有限公司,800,71876,100,0.3235,2:11,5.2
2016/3/15,楚天激光集团股份有限公司,800,71876,100,0.3235,2:11,5.2
2016/3/16,楚天激光集团股份有限公司,800,71876,100,0.3235,2:11,5.2
2016/3/17,楚天激光集团股份有限公司,800,71876,100,0.3235,2:11,5.2
2016/3/18,楚天激光集团股份有限公司,800,71876,100,0.3235,2:11,5.2
2016/3/19,楚天激光集团股份有限公司,800,71876,100,0.3235,2:11,5.2
2016/3/20,楚天激光集团股份有限公司,800,71876,100,0.3235,2:11,5.2
2016/3/21,楚天激光集团股份有限公司,800,71876,100,0.3235,2:11,5.2
2016/3/22,楚天激光集团股份有限公司,800,71876,100,0.3235,2:11,5.2
2016/3/23,楚天激光集团股份有限公司,800,71876,100,0.3235,2:11,5.2
2016/3/24,楚天激光集团股份有限公司,800,71876,100,0.3235,2:11,5.2
2016/3/25,楚天激光集团股份有限公司,800,71876,100,0.0012,12:01,5.2
2016/3/26,楚天激光集团股份有限公司,800,71876,100,0.0935,10:48,5.2
2016/3/27,楚天激光集团股份有限公司,800,71876,100,0.0935,10:48,5.2
2016/3/28,楚天激光集团股份有限公司,800,71876,100,0.1052,10:40,5.2
2016/3/29,楚天激光集团股份有限公司,800,71876,100,0.1423,3:16,5.2
2016/3/30,楚天激光集团股份有限公司,800,71876,100,0.1423,3:16,5.2
