数据日期,用户名称,综合倍率,表位数,总,尖,峰,平,谷
2016/4/27,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/4/27,楚天激光集团股份有限公司,60,5.2,91.8,0,25.8,57,9
2016/4/28,楚天激光集团股份有限公司,1000,6.2,310,0,80,190,50
2016/4/28,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/4/28,楚天激光集团股份有限公司,60,5.2,91.8,0,25.8,55.2,10.8
2016/4/29,楚天激光集团股份有限公司,1000,6.2,250,0,70,130,40
2016/4/29,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/4/29,楚天激光集团股份有限公司,60,5.2,69.6,0,21.6,40.2,7.8
2016/4/30,楚天激光集团股份有限公司,1000,6.2,180,0,50,80,40
2016/4/30,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/4/30,楚天激光集团股份有限公司,60,5.2,88.2,0,28.8,48.6,10.8
2016/5/1,楚天激光集团股份有限公司,1000,6.2,200,0,60,110,50
2016/5/1,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/1,楚天激光集团股份有限公司,60,5.2,104.4,0,27,61.2,16.2
2016/5/2,楚天激光集团股份有限公司,1000,6.2,230,0,60,120,50
2016/5/2,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/2,楚天激光集团股份有限公司,60,5.2,111,0,29.4,64.2,17.4
2016/5/3,楚天激光集团股份有限公司,1000,6.2,300,0,80,170,40
2016/5/3,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/3,楚天激光集团股份有限公司,60,5.2,100.2,0,28.2,58.8,13.2
2016/5/4,楚天激光集团股份有限公司,1000,6.2,340,0,90,190,60
2016/5/4,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/4,楚天激光集团股份有限公司,60,5.2,110.4,0,28.8,63.6,18
2016/5/5,楚天激光集团股份有限公司,1000,6.2,320,0,70,160,80
2016/5/5,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/5,楚天激光集团股份有限公司,60,5.2,109.8,0,24.6,45.6,39.6
2016/5/6,楚天激光集团股份有限公司,1000,6.2,290,0,90,160,50
2016/5/6,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/6,楚天激光集团股份有限公司,60,5.2,88.8,0,27,49.8,12
2016/5/7,楚天激光集团股份有限公司,1000,6.2,200,0,50,100,50
2016/5/7,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/7,楚天激光集团股份有限公司,60,5.2,69.6,0,19.2,37.2,13.2
2016/5/8,楚天激光集团股份有限公司,1000,6.2,190,0,60,90,50
2016/5/8,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/8,楚天激光集团股份有限公司,60,5.2,65.4,0,17.4,37.2,10.8
2016/5/9,楚天激光集团股份有限公司,1000,6.2,290,0,70,170,50
2016/5/9,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/9,楚天激光集团股份有限公司,60,5.2,75.6,0,21.6,44.4,9.6
2016/5/10,楚天激光集团股份有限公司,1000,6.2,280,0,80,160,40
2016/5/10,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/10,楚天激光集团股份有限公司,60,5.2,76.2,0,23.4,43.2,9.6
2016/5/11,楚天激光集团股份有限公司,1000,6.2,290,0,80,150,50
2016/5/11,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/11,楚天激光集团股份有限公司,60,5.2,83.4,0,26.4,45,12
2016/5/12,楚天激光集团股份有限公司,1000,6.2,280,0,80,160,50
2016/5/12,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/12,楚天激光集团股份有限公司,60,5.2,72,0,22.2,41.4,8.4
2016/5/13,楚天激光集团股份有限公司,1000,6.2,280,0,70,150,40
2016/5/13,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/13,楚天激光集团股份有限公司,60,5.2,73.2,0,22.8,43.8,6.6
2016/5/14,楚天激光集团股份有限公司,1000,6.2,190,0,60,100,40
2016/5/14,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/14,楚天激光集团股份有限公司,60,5.2,55.8,0,18,31.8,6
2016/5/15,楚天激光集团股份有限公司,1000,6.2,160,0,50,80,40
2016/5/15,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/15,楚天激光集团股份有限公司,60,5.2,51,0,16.8,28.2,6
2016/5/16,楚天激光集团股份有限公司,1000,6.2,280,0,90,140,40
2016/5/16,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/16,楚天激光集团股份有限公司,60,5.2,70.2,0,22.8,40.8,6.6
2016/5/17,楚天激光集团股份有限公司,1000,6.2,190,0,60,100,30
2016/5/17,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/17,楚天激光集团股份有限公司,60,5.2,60,0,21,32.4,6.6
2016/5/18,楚天激光集团股份有限公司,1000,6.2,150,0,50,70,30
2016/5/18,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/18,楚天激光集团股份有限公司,60,5.2,61.2,0,19.8,35.4,6
2016/5/19,楚天激光集团股份有限公司,1000,6.2,140,0,40,70,30
2016/5/19,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/19,楚天激光集团股份有限公司,60,5.2,49.8,0,16.8,27,6
2016/5/20,楚天激光集团股份有限公司,1000,6.2,120,0,40,60,30
2016/5/20,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/20,楚天激光集团股份有限公司,60,5.2,52.2,0,17.4,29.4,5.4
2016/5/21,楚天激光集团股份有限公司,1000,6.2,100,0,30,40,20
2016/5/21,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/21,楚天激光集团股份有限公司,60,5.2,36,0,11.4,19.8,4.8
2016/5/22,楚天激光集团股份有限公司,1000,6.2,90,0,20,40,20
2016/5/22,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/22,楚天激光集团股份有限公司,60,5.2,31.2,0,10.2,18,3
2016/5/23,楚天激光集团股份有限公司,1000,6.2,100,0,40,50,30
2016/5/23,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/23,楚天激光集团股份有限公司,60,5.2,39.6,0,13.8,21.6,4.2
2016/5/24,楚天激光集团股份有限公司,1000,6.2,100,0,30,40,20
2016/5/24,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/24,楚天激光集团股份有限公司,60,5.2,39.6,0,16.2,20.4,3
2016/5/25,楚天激光集团股份有限公司,1000,6.2,100,0,30,50,20
2016/5/25,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/25,楚天激光集团股份有限公司,60,5.2,37.8,0,12.6,21,4.2
2016/5/26,楚天激光集团股份有限公司,1000,6.2,90,0,30,40,30
2016/5/26,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/26,楚天激光集团股份有限公司,60,5.2,37.2,0,12.6,19.8,4.8
2016/5/27,楚天激光集团股份有限公司,1000,6.2,110,0,20,50,20
2016/5/27,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/27,楚天激光集团股份有限公司,60,5.2,45.6,0,13.2,26.4,6
2016/5/28,楚天激光集团股份有限公司,1000,6.2,100,0,30,50,30
2016/5/28,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/28,楚天激光集团股份有限公司,60,5.2,40.8,0,12,22.8,6
2016/5/29,楚天激光集团股份有限公司,1000,6.2,110,0,30,50,30
2016/5/29,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/29,楚天激光集团股份有限公司,60,5.2,36,0,11.4,19.2,5.4
2016/5/30,楚天激光集团股份有限公司,1000,6.2,90,0,30,50,20
2016/5/30,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/30,楚天激光集团股份有限公司,60,5.2,34.2,0,9.6,19.8,4.8
2016/5/31,楚天激光集团股份有限公司,1000,6.2,110,0,30,50,30
2016/5/31,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/5/31,楚天激光集团股份有限公司,60,5.2,32.4,0,11.4,18,3
2016/6/1,楚天激光集团股份有限公司,1000,6.2,110,0,30,60,20
2016/6/1,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/6/1,楚天激光集团股份有限公司,60,5.2,58.2,0,15,40.2,3
2016/6/2,楚天激光集团股份有限公司,1000,6.2,90,0,20,40,20
2016/6/2,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/6/2,楚天激光集团股份有限公司,60,5.2,31.8,0,10.8,19.2,1.8
2016/6/3,楚天激光集团股份有限公司,1000,6.2,100,0,30,50,20
2016/6/3,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/6/3,楚天激光集团股份有限公司,60,5.2,39,0,13.2,22.8,3
2016/6/4,楚天激光集团股份有限公司,1000,6.2,90,0,30,40,30
2016/6/4,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/6/4,楚天激光集团股份有限公司,60,5.2,39,0,13.8,21.6,3.6
2016/6/5,楚天激光集团股份有限公司,1000,6.2,110,0,30,50,20
2016/6/5,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/6/5,楚天激光集团股份有限公司,60,5.2,46.8,0,16.2,26.4,4.2
2016/6/6,楚天激光集团股份有限公司,1000,6.2,100,0,30,50,20
2016/6/6,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/6/6,楚天激光集团股份有限公司,60,5.2,43.8,0,15,24.6,4.2
2016/6/7,楚天激光集团股份有限公司,1000,6.2,100,0,30,50,30
2016/6/7,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/6/7,楚天激光集团股份有限公司,60,5.2,42,0,14.4,24.6,3
2016/6/8,楚天激光集团股份有限公司,1000,6.2,100,0,30,40,20
2016/6/8,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/6/8,楚天激光集团股份有限公司,60,5.2,46.2,0,16.2,25.8,4.2
2016/6/9,楚天激光集团股份有限公司,1000,6.2,110,0,30,60,30
2016/6/9,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/6/9,楚天激光集团股份有限公司,60,5.2,49.2,0,16.8,27.6,4.8
2016/6/10,楚天激光集团股份有限公司,1000,6.2,90,0,20,40,20
2016/6/10,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/6/10,楚天激光集团股份有限公司,60,5.2,45,0,15,25.8,4.2
2016/6/11,楚天激光集团股份有限公司,1000,6.2,100,0,30,50,20
2016/6/11,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/6/11,楚天激光集团股份有限公司,60,5.2,47.4,0,16.2,26.4,4.8
2016/6/12,楚天激光集团股份有限公司,1000,6.2,110,0,40,50,30
2016/6/12,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/6/12,楚天激光集团股份有限公司,60,5.2,48.6,0,17.4,25.8,5.4
2016/6/13,楚天激光集团股份有限公司,1000,6.2,120,0,30,60,20
2016/6/13,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/6/13,楚天激光集团股份有限公司,60,5.2,49.8,0,16.8,27.6,5.4
2016/6/14,楚天激光集团股份有限公司,1000,6.2,120,0,40,50,30
2016/6/14,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/6/14,楚天激光集团股份有限公司,60,5.2,55.8,0,19.2,31.2,5.4
2016/6/15,楚天激光集团股份有限公司,1000,6.2,130,0,40,60,20
2016/6/15,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/6/15,楚天激光集团股份有限公司,60,5.2,54.6,0,17.4,32.4,4.8
2016/6/16,楚天激光集团股份有限公司,1000,6.2,110,0,40,60,30
2016/6/16,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/6/16,楚天激光集团股份有限公司,60,5.2,48,0,16.2,26.4,5.4
2016/6/17,楚天激光集团股份有限公司,1000,6.2,160,0,50,70,30
2016/6/17,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/6/17,楚天激光集团股份有限公司,60,5.2,64.2,0,23.4,36,4.8
2016/6/18,楚天激光集团股份有限公司,1000,6.2,150,0,50,70,30
2016/6/18,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/6/18,楚天激光集团股份有限公司,60,5.2,66.6,0,22.8,37.8,6
2016/6/19,楚天激光集团股份有限公司,1000,6.2,170,0,40,90,40
2016/6/19,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/6/19,楚天激光集团股份有限公司,60,5.2,73.2,0,19.2,46.2,7.8
2016/6/20,楚天激光集团股份有限公司,1000,6.2,170,0,60,80,30
2016/6/20,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/6/20,楚天激光集团股份有限公司,60,5.2,63,0,20.4,35.4,7.2
2016/6/21,楚天激光集团股份有限公司,1000,6.2,280,0,90,140,50
2016/6/21,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/6/21,楚天激光集团股份有限公司,60,5.2,81.6,0,28.2,42,11.4
2016/6/22,楚天激光集团股份有限公司,1000,6.2,350,0,110,180,60
2016/6/22,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/6/22,楚天激光集团股份有限公司,60,5.2,125.4,0,38.4,67.2,19.8
2016/6/23,楚天激光集团股份有限公司,1000,6.2,320,0,70,170,70
2016/6/23,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/6/23,楚天激光集团股份有限公司,60,5.2,92.4,0,20.4,52.2,19.8
2016/6/24,楚天激光集团股份有限公司,1000,6.2,450,0,130,280,50
2016/6/24,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/6/24,楚天激光集团股份有限公司,60,5.2,108.6,0,33.6,63.6,11.4
2016/6/25,楚天激光集团股份有限公司,1000,6.2,510,0,130,300,80
2016/6/25,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/6/25,楚天激光集团股份有限公司,60,5.2,112.2,0,33.6,60,18.6
2016/6/26,楚天激光集团股份有限公司,1000,6.2,330,0,110,140,80
2016/6/26,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/6/26,楚天激光集团股份有限公司,60,5.2,147,0,40.8,78,28.2
2016/6/27,楚天激光集团股份有限公司,1000,6.2,340,0,100,190,60
2016/6/27,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/6/27,楚天激光集团股份有限公司,60,5.2,137.4,0,39.6,67.8,30
2016/6/28,楚天激光集团股份有限公司,1000,6.2,400,0,130,200,60
2016/6/28,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/6/28,楚天激光集团股份有限公司,60,5.2,140.4,0,39.6,70.8,30
2016/6/29,楚天激光集团股份有限公司,1000,6.2,380,0,120,190,70
2016/6/29,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/6/29,楚天激光集团股份有限公司,60,5.2,141.6,0,39.6,73.2,28.8
2016/6/30,楚天激光集团股份有限公司,1000,6.2,460,0,140,220,100
2016/6/30,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/6/30,楚天激光集团股份有限公司,60,5.2,142.8,0,40.8,73.2,28.8
2016/7/1,楚天激光集团股份有限公司,1000,6.2,380,0,160,160,60
2016/7/1,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/7/1,楚天激光集团股份有限公司,60,5.2,123.6,0,37.2,61.2,25.2
2016/7/2,楚天激光集团股份有限公司,1000,6.2,450,0,120,240,90
2016/7/2,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/7/2,楚天激光集团股份有限公司,60,5.2,121.2,0,36.6,58.8,25.8
2016/7/3,楚天激光集团股份有限公司,1000,6.2,550,0,170,280,90
2016/7/3,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/7/3,楚天激光集团股份有限公司,60,5.2,133.8,0,41.4,67.8,24.6
2016/7/4,楚天激光集团股份有限公司,1000,6.2,560,0,160,290,120
2016/7/4,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/7/4,楚天激光集团股份有限公司,60,5.2,146.4,0,42,75.6,28.8
2016/7/5,楚天激光集团股份有限公司,1000,6.2,570,0,160,300,110
2016/7/5,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/7/5,楚天激光集团股份有限公司,60,5.2,141,0,43.2,72,25.8
2016/7/6,楚天激光集团股份有限公司,1000,6.2,520,0,140,280,100
2016/7/6,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/7/6,楚天激光集团股份有限公司,60,5.2,120.6,0,34.2,60,26.4
2016/7/7,楚天激光集团股份有限公司,1000,6.2,470,0,120,240,100
2016/7/7,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/7/7,楚天激光集团股份有限公司,60,5.2,121.2,0,40.2,59.4,21.6
2016/7/8,楚天激光集团股份有限公司,1000,6.2,510,0,150,240,130
2016/7/8,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/7/8,楚天激光集团股份有限公司,60,5.2,191.4,0,58.2,100.8,31.8
2016/7/9,楚天激光集团股份有限公司,1000,6.2,370,0,110,180,90
2016/7/9,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/7/9,楚天激光集团股份有限公司,60,5.2,204.6,0,58.2,103.8,43.2
2016/7/10,楚天激光集团股份有限公司,1000,6.2,560,0,180,280,90
2016/7/10,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/7/10,楚天激光集团股份有限公司,60,5.2,209.4,0,54.6,98.4,56.4
2016/7/11,楚天激光集团股份有限公司,1000,6.2,370,0,110,170,90
2016/7/11,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/7/11,楚天激光集团股份有限公司,60,5.2,202.8,0,57.6,99.6,45.6
2016/7/12,楚天激光集团股份有限公司,1000,6.2,570,0,150,310,110
2016/7/12,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/7/12,楚天激光集团股份有限公司,60,5.2,222.6,0,64.2,108,50.4
2016/7/13,楚天激光集团股份有限公司,1000,6.2,500,0,140,230,130
2016/7/13,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/7/13,楚天激光集团股份有限公司,60,5.2,238.8,0,69.6,115.2,54
2016/7/14,楚天激光集团股份有限公司,1000,6.2,670,0,180,330,160
2016/7/14,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/7/14,楚天激光集团股份有限公司,60,5.2,230.4,0,64.8,114,51.6
2016/7/15,楚天激光集团股份有限公司,1000,6.2,420,0,120,190,110
2016/7/15,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/7/15,楚天激光集团股份有限公司,60,5.2,211.8,0,58.8,97.8,55.2
2016/7/16,楚天激光集团股份有限公司,1000,6.2,360,0,110,170,90
2016/7/16,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/7/16,楚天激光集团股份有限公司,60,5.2,178.8,0,58.2,87.6,33
2016/7/17,楚天激光集团股份有限公司,1000,6.2,580,0,180,320,70
2016/7/17,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/7/17,楚天激光集团股份有限公司,60,5.2,178.8,0,55.8,93.6,29.4
2016/7/18,楚天激光集团股份有限公司,1000,6.2,590,0,180,290,120
2016/7/18,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/7/18,楚天激光集团股份有限公司,60,5.2,184.2,0,57.6,90.6,36
2016/7/19,楚天激光集团股份有限公司,1000,6.2,360,0,120,160,80
2016/7/19,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/7/19,楚天激光集团股份有限公司,60,5.2,178.2,0,55.2,89.4,33.6
2016/7/20,楚天激光集团股份有限公司,1000,6.2,520,0,180,230,110
2016/7/20,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/7/20,楚天激光集团股份有限公司,60,5.2,135.6,0,40.2,62.4,33
2016/7/21,楚天激光集团股份有限公司,1000,6.2,720,0,260,350,110
2016/7/21,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/7/21,楚天激光集团股份有限公司,60,5.2,165.6,0,57.6,85.2,22.8
2016/7/22,楚天激光集团股份有限公司,1000,6.2,480,0,120,250,110
2016/7/22,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/7/22,楚天激光集团股份有限公司,60,5.2,113.4,0,21,42.6,49.8
2016/7/23,楚天激光集团股份有限公司,1000,6.2,440,0,140,200,90
2016/7/23,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/7/23,楚天激光集团股份有限公司,60,5.2,196.2,0,66.6,106.2,23.4
2016/7/24,楚天激光集团股份有限公司,1000,6.2,480,0,150,210,130
2016/7/24,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/7/24,楚天激光集团股份有限公司,60,5.2,215.4,0,63,100.2,52.2
2016/7/25,楚天激光集团股份有限公司,1000,6.2,520,0,150,220,150
2016/7/25,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/7/25,楚天激光集团股份有限公司,60,5.2,220.8,0,64.2,100.2,56.4
2016/7/26,楚天激光集团股份有限公司,1000,6.2,550,0,160,250,150
2016/7/26,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/7/26,楚天激光集团股份有限公司,60,5.2,225,0,63.6,100.2,61.2
2016/7/27,楚天激光集团股份有限公司,1000,6.2,590,0,170,250,160
2016/7/27,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/7/27,楚天激光集团股份有限公司,60,5.2,261,0,73.2,120,67.8
2016/7/28,楚天激光集团股份有限公司,1000,6.2,590,0,170,260,170
2016/7/28,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/7/28,楚天激光集团股份有限公司,60,5.2,267.6,0,75,116.4,76.2
2016/7/29,楚天激光集团股份有限公司,1000,6.2,610,0,170,270,170
2016/7/29,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/7/29,楚天激光集团股份有限公司,60,5.2,257.4,0,75.6,112.2,69.6
2016/7/30,楚天激光集团股份有限公司,1000,6.2,690,0,190,330,170
2016/7/30,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/7/30,楚天激光集团股份有限公司,60,5.2,252.6,0,67.2,111,74.4
2016/7/31,楚天激光集团股份有限公司,1000,6.2,730,0,190,350,180
2016/7/31,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/7/31,楚天激光集团股份有限公司,60,5.2,261.6,0,70.2,118.8,72.6
2016/8/1,楚天激光集团股份有限公司,1000,6.2,590,0,160,250,190
2016/8/1,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/8/1,楚天激光集团股份有限公司,60,5.2,249,0,69,114.6,65.4
2016/8/2,楚天激光集团股份有限公司,1000,6.2,520,0,140,230,150
2016/8/2,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/8/2,楚天激光集团股份有限公司,60,5.2,246.6,0,67.8,111,67.8
2016/8/3,楚天激光集团股份有限公司,1000,6.2,470,0,130,210,120
2016/8/3,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/8/3,楚天激光集团股份有限公司,60,5.2,220.2,0,65.4,98.4,56.4
2016/8/4,楚天激光集团股份有限公司,1000,6.2,470,0,140,210,120
2016/8/4,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/8/4,楚天激光集团股份有限公司,60,5.2,232.8,0,64.8,109.8,58.2
2016/8/5,楚天激光集团股份有限公司,1000,6.2,470,0,130,230,110
2016/8/5,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/8/5,楚天激光集团股份有限公司,60,5.2,229.8,0,64.8,114,51
2016/8/6,楚天激光集团股份有限公司,1000,6.2,450,0,150,210,90
2016/8/6,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/8/6,楚天激光集团股份有限公司,60,5.2,233.4,0,74.4,109.8,49.2
2016/8/7,楚天激光集团股份有限公司,1000,6.2,470,0,150,230,90
2016/8/7,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/8/7,楚天激光集团股份有限公司,60,5.2,233.4,0,66.6,114.6,52.2
2016/8/8,楚天激光集团股份有限公司,1000,6.2,510,0,120,270,110
2016/8/8,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/8/8,楚天激光集团股份有限公司,60,5.2,217.2,0,56.4,110.4,50.4
2016/8/9,楚天激光集团股份有限公司,1000,6.2,550,0,160,290,110
2016/8/9,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/8/9,楚天激光集团股份有限公司,60,5.2,256.2,0,79.8,125.4,51
2016/8/10,楚天激光集团股份有限公司,1000,6.2,600,0,170,300,130
2016/8/10,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/8/10,楚天激光集团股份有限公司,60,5.2,256.8,0,70.2,124.8,61.8
2016/8/11,楚天激光集团股份有限公司,1000,6.2,600,0,150,320,130
2016/8/11,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/8/11,楚天激光集团股份有限公司,60,5.2,256.8,0,68.4,121.2,67.2
2016/8/12,楚天激光集团股份有限公司,1000,6.2,580,0,150,270,160
2016/8/12,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/8/12,楚天激光集团股份有限公司,60,5.2,261,0,74.4,118.8,67.8
2016/8/13,楚天激光集团股份有限公司,1000,6.2,650,0,180,340,140
2016/8/13,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/8/13,楚天激光集团股份有限公司,60,5.2,274.2,0,75,126.6,72.6
2016/8/14,楚天激光集团股份有限公司,1000,6.2,660,0,190,330,130
2016/8/14,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/8/14,楚天激光集团股份有限公司,60,5.2,269.4,0,73.2,126,70.2
2016/8/15,楚天激光集团股份有限公司,1000,6.2,620,0,150,310,160
2016/8/15,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/8/15,楚天激光集团股份有限公司,60,5.2,267,0,72,125.4,69.6
2016/8/16,楚天激光集团股份有限公司,1000,6.2,520,0,140,240,140
2016/8/16,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/8/16,楚天激光集团股份有限公司,60,5.2,241.2,0,65.4,116.4,59.4
2016/8/17,楚天激光集团股份有限公司,1000,6.2,510,0,140,240,130
2016/8/17,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/8/17,楚天激光集团股份有限公司,60,5.2,247.8,0,73.2,117,57.6
2016/8/18,楚天激光集团股份有限公司,1000,6.2,510,0,140,240,130
2016/8/18,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/8/18,楚天激光集团股份有限公司,60,5.2,243.6,0,66.6,113.4,63.6
2016/8/19,楚天激光集团股份有限公司,1000,6.2,620,0,190,300,130
2016/8/19,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/8/19,楚天激光集团股份有限公司,60,5.2,223.2,0,67.8,96.6,58.8
2016/8/20,楚天激光集团股份有限公司,1000,6.2,560,0,150,260,150
2016/8/20,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/8/20,楚天激光集团股份有限公司,60,5.2,203.4,0,57.6,86.4,59.4
2016/8/21,楚天激光集团股份有限公司,1000,6.2,530,0,160,260,110
2016/8/21,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/8/21,楚天激光集团股份有限公司,60,5.2,177.6,0,48.6,82.2,46.8
2016/8/22,楚天激光集团股份有限公司,1000,6.2,490,0,140,250,110
2016/8/22,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/8/22,楚天激光集团股份有限公司,60,5.2,170.4,0,54,79.8,36.6
