month,date,hour,peak_flat_valley,power_num,id,lstm
5,8,7,0,10825,39266,0.0
5,8,8,1,10297,39267,0.0
5,8,9,1,9971,39268,0.0
5,8,10,1,10006,39269,0.0
5,8,11,1,10193,39270,0.0
5,8,12,1,11449,39271,0.0
5,8,13,1,11531,39272,0.0
5,8,14,2,10973,39273,0.0
5,8,15,2,11607,39274,0.0
5,8,16,2,11436,39275,0.0
5,8,17,1,12062,39276,0.0
5,8,18,1,12285,39277,0.0
5,8,19,2,11961,39278,0.0
5,8,20,2,11605,39279,0.0
5,8,21,2,11694,39280,0.0
5,8,22,1,11527,39281,0.0
5,8,23,1,11697,39282,0.0
5,9,0,0,11520,39283,0.0
5,9,1,0,11731,39284,0.0
5,9,2,0,11757,39285,0.0
5,9,3,0,11689,39286,0.0
5,9,4,0,11644,39287,0.0
5,9,5,0,11287,39288,0.0
5,9,6,0,11144,39289,0.0
5,9,7,0,9575,39290,0.0
5,9,8,1,9387,39291,0.0
5,9,9,1,8629,39292,0.0
5,9,10,1,8339,39293,0.0
5,9,11,1,7789,39294,0.0
5,9,12,1,8186,39295,0.0
5,9,13,1,8624,39296,0.0
5,9,14,2,9899,39297,0.0
5,9,15,2,10495,39298,0.0
5,9,16,2,11238,39299,0.0
5,9,17,1,11844,39300,0.0
5,9,18,1,12545,39301,0.0
5,9,19,2,12724,39302,0.0
5,9,20,2,12309,39303,0.0
5,9,21,2,12597,39304,0.0
5,9,22,1,12583,39305,0.0
5,9,23,1,12457,39306,0.0
5,10,0,0,12360,39307,0.0
5,10,1,0,12576,39308,0.0
5,10,2,0,12550,39309,0.0
5,10,3,0,12501,39310,0.0
5,10,4,0,12199,39311,0.0
5,10,5,0,12197,39312,0.0
5,10,6,0,12055,39313,0.0
5,10,7,0,11766,39314,0.0
5,10,8,1,11186,39315,0.0
5,10,9,1,10223,39316,0.0
5,10,10,1,9263,39317,0.0
5,10,11,1,9660,39318,0.0
5,10,12,1,10307,39319,0.0
5,10,13,1,11467,39320,0.0
5,10,14,2,12497,39321,0.0
5,10,15,2,12264,39322,0.0
5,10,16,2,12770,39323,0.0
5,10,17,1,13506,39324,0.0
5,10,18,1,13798,39325,0.0
5,10,19,2,14063,39326,0.0
5,10,20,2,13979,39327,0.0
5,10,21,2,13739,39328,0.0
5,10,22,1,14136,39329,0.0
5,10,23,1,13938,39330,0.0
5,11,0,0,13564,39331,0.0
5,11,1,0,12602,39332,0.0
5,11,2,0,12636,39333,0.0
5,11,3,0,12771,39334,0.0
5,11,4,0,13396,39335,0.0
5,11,5,0,14028,39336,0.0
5,11,6,0,14061,39337,0.0
5,11,7,0,13134,39338,0.0
5,11,8,1,12473,39339,0.0
