month,date,hour,peak_flat_valley,power_num,id
7,23,0,0,16704,41083
7,23,1,0,17297,41084
7,23,2,0,17462,41085
7,23,3,0,17011,41086
7,23,4,0,17599,41087
7,23,5,0,17977,41088
7,23,6,0,18294,41089
7,23,7,0,17669,41090
7,23,8,1,17649,41091
7,23,9,1,16456,41092
7,23,10,1,16114,41093
7,23,11,1,16553,41094
7,23,12,1,15859,41095
7,23,13,1,16773,41096
7,23,14,2,17006,41097
7,23,15,2,17819,41098
7,23,16,2,18415,41099
7,23,17,1,18726,41100
7,23,18,1,18956,41101
7,23,19,2,19250,41102
7,23,20,2,18952,41103
7,23,21,2,19087,41104
7,23,22,1,18973,41105
7,23,23,1,18848,41106
7,24,0,0,18752,41107
7,24,1,0,18628,41108
7,24,2,0,19064,41109
7,24,3,0,18964,41110
7,24,4,0,19076,41111
7,24,5,0,18510,41112
7,24,6,0,18526,41113
7,24,7,0,18575,41114
7,24,8,1,17764,41115
7,24,9,1,16249,41116
7,24,10,1,16217,41117
7,24,11,1,16700,41118
7,24,12,1,16909,41119
7,24,13,1,16186,41120
7,24,14,2,16747,41121
7,24,15,2,17762,41122
7,24,16,2,17858,41123
7,24,17,1,17731,41124
7,24,18,1,19060,41125
7,24,19,2,19129,41126
7,24,20,2,19303,41127
7,24,21,2,20164,41128
7,24,22,1,20708,41129
7,24,23,1,19900,41130
7,25,0,0,18815,41131
7,25,1,0,19597,41132
7,25,2,0,18589,41133
7,25,3,0,18550,41134
7,25,4,0,18306,41135
7,25,5,0,17148,41136
7,25,6,0,16572,41137
7,25,7,0,15578,41138
7,25,8,1,13945,41139
7,25,9,1,13365,41140
7,25,10,1,13006,41141
7,25,11,1,12620,41142
7,25,12,1,12979,41143
7,25,13,1,12899,41144
7,25,14,2,13348,41145
7,25,15,2,13810,41146
7,25,16,2,14540,41147
7,25,17,1,14608,41148
7,25,18,1,15534,41149
7,25,19,2,15508,41150
7,25,20,2,15721,41151
7,25,21,2,15661,41152
7,25,22,1,15513,41153
7,25,23,1,15743,41154
7,26,0,0,15855,41155
7,26,1,0,16233,41156
7,26,2,0,17986,41157
7,26,3,0,17787,41158
7,26,4,0,17410,41159
7,26,5,0,17448,41160
7,26,6,0,18109,41161
7,26,7,0,17361,41162
7,26,8,1,16430,41163
7,26,9,1,15564,41164
7,26,10,1,15132,41165
7,26,11,1,15013,41166
7,26,12,1,15811,41167
7,26,13,1,15748,41168
7,26,14,2,16268,41169
7,26,15,2,16102,41170
7,26,16,2,17473,41171
7,26,17,1,17895,41172
7,26,18,1,18186,41173
7,26,19,2,17892,41174
7,26,20,2,17527,41175
7,26,21,2,16998,41176
7,26,22,1,16242,41177
7,26,23,1,16357,41178
7,27,0,0,16024,41179
7,27,1,0,16469,41180
7,27,2,0,16685,41181
7,27,3,0,16484,41182
7,27,4,0,16842,41183
7,27,5,0,16783,41184
7,27,6,0,16225,41185
7,27,7,0,15714,41186
7,27,8,1,14548,41187
7,27,9,1,13772,41188
7,27,10,1,13622,41189
7,27,11,1,13082,41190
7,27,12,1,11821,41191
7,27,13,1,12177,41192
7,27,14,2,12101,41193
7,27,15,2,12832,41194
7,27,16,2,12403,41195
7,27,17,1,13211,41196
7,27,18,1,13528,41197
7,27,19,2,13647,41198
7,27,20,2,13995,41199
7,27,21,2,13677,41200
7,27,22,1,13691,41201
7,27,23,1,13683,41202
7,28,0,0,13363,41203
7,28,1,0,14416,41204
7,28,2,0,14698,41205
7,28,3,0,14714,41206
7,28,4,0,14694,41207
7,28,5,0,15263,41208
7,28,6,0,16271,41209
7,28,7,0,16466,41210
7,28,8,1,15852,41211
7,28,9,1,14719,41212
7,28,10,1,14600,41213
7,28,11,1,14665,41214
7,28,12,1,14750,41215
7,28,13,1,14848,41216
7,28,14,2,14827,41217
7,28,15,2,15712,41218
7,28,16,2,15241,41219
7,28,17,1,16722,41220
7,28,18,1,17534,41221
7,28,19,2,17913,41222
7,28,20,2,17635,41223
7,28,21,2,17572,41224
7,28,22,1,18293,41225
7,28,23,1,17951,41226
7,29,0,0,17575,41227
7,29,1,0,17906,41228
7,29,2,0,17891,41229
7,29,3,0,17217,41230
7,29,4,0,17018,41231
7,29,5,0,17605,41232
7,29,6,0,16513,41233
7,29,7,0,14519,41234
7,29,8,1,13336,41235
7,29,9,1,12419,41236
7,29,10,1,12022,41237
7,29,11,1,12653,41238
7,29,12,1,12876,41239
7,29,13,1,12018,41240
7,29,14,2,13166,41241
7,29,15,2,13509,41242
7,29,16,2,13906,41243
7,29,17,1,13575,41244
7,29,18,1,13750,41245
7,29,19,2,13531,41246
7,29,20,2,14504,41247
7,29,21,2,16222,41248
7,29,22,1,17478,41249
