数据日期,用户名称,运行容量,综合倍率,总(正向有功),尖(正向有功),峰(正向有功),平(正向有功),谷(正向有功),总(正向无功)
2014/5/25,武汉金运激光股份有限公司,500,60,23938.28,0,6151.92,10312.96,7473.4,8315.46
2014/5/26,武汉金运激光股份有限公司,500,60,23963.81,0,6161.48,10328.64,7473.69,8321.91
2014/5/27,武汉金运激光股份有限公司,500,60,24002.79,0,6171.07,10345.55,7486.17,8332.96
2014/5/28,武汉金运激光股份有限公司,500,60,24036.13,0,6178.96,10360.03,7497.14,8344.57
2014/5/29,武汉金运激光股份有限公司,500,60,24074.97,0,6186.67,10379.85,7508.45,8355.76
2014/5/30,武汉金运激光股份有限公司,500,60,24121.91,0,6198.58,10399.73,7523.6,8366.55
2014/5/31,武汉金运激光股份有限公司,500,60,24150.34,0,6202.48,10409.13,7538.73,8372.79
2014/6/1,武汉金运激光股份有限公司,500,60,24151.18,0,6202.65,10409.38,7539.15,8373.07
2014/6/2,武汉金运激光股份有限公司,500,60,24152.13,0,6202.93,10409.88,7539.32,8373.37
2014/6/3,武汉金运激光股份有限公司,500,60,24172.66,0,6210.12,10422.85,7539.69,8380.2
2014/6/4,武汉金运激光股份有限公司,500,60,24203.22,0,6218.09,10436.69,7548.44,8392.79
2014/6/5,武汉金运激光股份有限公司,500,60,24237.48,0,6226.94,10451.24,7559.3,8408.11
2014/6/6,武汉金运激光股份有限公司,500,60,24271.88,0,6234.81,10465.84,7571.23,8423.92
2014/6/7,武汉金运激光股份有限公司,500,60,24307.16,0,6243.83,10480.25,7583.08,8436.94
2014/6/8,武汉金运激光股份有限公司,500,60,24318.17,0,6244.2,10480.99,7592.98,8439.62
2014/6/9,武汉金运激光股份有限公司,500,60,24340.99,0,6252.18,10495.26,7593.55,8448.02
2014/6/10,武汉金运激光股份有限公司,500,60,24361.12,0,6259.15,10503.4,7598.57,8457.13
2014/6/11,武汉金运激光股份有限公司,500,60,24398.72,0,6269.05,10519.68,7609.99,8473.34
2014/6/12,武汉金运激光股份有限公司,500,60,24432.27,0,6276.63,10534.35,7621.29,8489.15
2014/6/13,武汉金运激光股份有限公司,500,60,24468.06,0,6285.68,10551.18,7631.2,8504.59
2014/6/14,武汉金运激光股份有限公司,500,60,24506.02,0,6295.55,10567.26,7643.21,8518.02
2014/6/15,武汉金运激光股份有限公司,500,60,24543.74,0,6305.04,10582.53,7656.17,8530.94
2014/6/16,武汉金运激光股份有限公司,500,60,24580.47,0,6315.02,10599.07,7666.38,8544.45
2014/6/17,武汉金运激光股份有限公司,500,60,24620.11,0,6325.48,10614.68,7679.95,8555.88
2014/6/18,武汉金运激光股份有限公司,500,60,24658.24,0,6334.22,10630.31,7693.71,8567.46
2014/6/19,武汉金运激光股份有限公司,500,60,24701.6,0,6344.93,10649.06,7707.61,8579.09
2014/6/20,武汉金运激光股份有限公司,500,60,24746.22,0,6355.55,10669.1,7721.57,8591.49
2014/6/21,武汉金运激光股份有限公司,500,60,24784.47,0,6364.68,10685.05,7734.74,8603.74
2014/6/22,武汉金运激光股份有限公司,500,60,24826.04,0,6375.14,10702.52,7748.38,8615.3
2014/6/23,武汉金运激光股份有限公司,500,60,24862.48,0,6383.26,10717.05,7762.17,8627.65
2014/6/24,武汉金运激光股份有限公司,500,60,24895.47,0,6391.55,10730.76,7773.16,8640.25
2014/6/25,武汉金运激光股份有限公司,500,60,24931.63,0,6400.84,10746.01,7784.78,8651.73
2014/6/26,武汉金运激光股份有限公司,500,60,24968.36,0,6409.82,10761.79,7796.75,8664.42
2014/6/27,武汉金运激光股份有限公司,500,60,25005.44,0,6419.54,10777.69,7808.21,8676.95
2014/6/28,武汉金运激光股份有限公司,500,60,25042.96,0,6429,10793.17,7820.79,8687.87
2014/6/29,武汉金运激光股份有限公司,500,60,25082.64,0,6439.13,10809.84,7833.67,8697.61
2014/6/30,武汉金运激光股份有限公司,500,60,25121.03,0,6448.66,10826.3,7846.07,8709.76
2014/7/1,武汉金运激光股份有限公司,500,60,25160.92,0,6458.62,10844.03,7858.27,8722.71
2014/7/2,武汉金运激光股份有限公司,500,60,25203.07,0,6468.91,10862.86,7871.3,8734.74
2014/7/3,武汉金运激光股份有限公司,500,60,25245.77,0,6478.77,10881.31,7885.69,8748.78
2014/7/4,武汉金运激光股份有限公司,500,60,25283.78,0,6488.19,10898.52,7897.07,8764.3
2014/7/5,武汉金运激光股份有限公司,500,60,25320.81,0,6497.9,10914.64,7908.27,8777.15
2014/7/6,武汉金运激光股份有限公司,500,60,25358.19,0,6507.01,10930.27,7920.91,8788.61
2014/7/7,武汉金运激光股份有限公司,500,60,25393.94,0,6515.59,10946.58,7931.77,8800.53
2014/7/8,武汉金运激光股份有限公司,500,60,25434.06,0,6525.5,10965.06,7943.5,8813.17
2014/7/9,武汉金运激光股份有限公司,500,60,25474.1,0,6535.16,10983.35,7955.59,8825.92
2014/7/10,武汉金运激光股份有限公司,500,60,25513.28,0,6545.55,11000.81,7966.92,8839.95
2014/7/11,武汉金运激光股份有限公司,500,60,25550.69,0,6554.17,11017.33,7979.19,8852.46
2014/7/12,武汉金运激光股份有限公司,500,60,25582.02,0,6561.72,11031.37,7988.93,8864.17
2014/7/13,武汉金运激光股份有限公司,500,60,25613.73,0,6570.19,11046.04,7997.5,8874.49
2014/7/14,武汉金运激光股份有限公司,500,60,25650.12,0,6579.22,11062.35,8008.55,8886.87
2014/7/15,武汉金运激光股份有限公司,500,60,25687.78,0,6588.25,11078.77,8020.76,8898.98
2014/7/16,武汉金运激光股份有限公司,500,60,25729.4,0,6598.53,11097.46,8033.41,8912.29
2014/7/17,武汉金运激光股份有限公司,500,60,25764.9,0,6607.32,11113.55,8044.03,8923.34
2014/7/18,武汉金运激光股份有限公司,500,60,25800.8,0,6615.84,11129.4,8055.56,8936.79
2014/7/19,武汉金运激光股份有限公司,500,60,25830.47,0,6624.14,11142.16,8064.17,8949.83
2014/7/20,武汉金运激光股份有限公司,500,60,25859.15,0,6632.02,11155.93,8071.2,8964.42
2014/7/21,武汉金运激光股份有限公司,500,60,25896.77,0,6640.95,11173.85,8081.97,8980.18
2014/7/22,武汉金运激光股份有限公司,500,60,25936.25,0,6651.19,11191.51,8093.55,8993.72
2014/7/23,武汉金运激光股份有限公司,500,60,25969.74,0,6660.76,11205.89,8103.09,9005.94
2014/7/24,武汉金运激光股份有限公司,500,60,26007.77,0,6671.12,11222.6,8114.05,9018.76
2014/7/25,武汉金运激光股份有限公司,500,60,26042.84,0,6679.51,11236.59,8126.74,9031.77
2014/7/26,武汉金运激光股份有限公司,500,60,26074.57,0,6687.72,11250.49,8136.36,9045.08
2014/7/27,武汉金运激光股份有限公司,500,60,26111.16,0,6696.91,11266.22,8148.03,9059.77
2014/7/28,武汉金运激光股份有限公司,500,60,26149.16,0,6706.26,11283.97,8158.93,9076.83
2014/7/29,武汉金运激光股份有限公司,500,60,26187.39,0,6716.02,11301.24,8170.13,9093.03
2014/7/30,武汉金运激光股份有限公司,500,60,26225.27,0,6724.85,11319.42,8181,9109.14
2014/7/31,武汉金运激光股份有限公司,500,60,26261.85,0,6734.45,11335.9,8191.5,9124.75
2014/8/1,武汉金运激光股份有限公司,500,60,26296.17,0,6740.12,11352.22,8203.83,9138.52
2014/8/2,武汉金运激光股份有限公司,500,60,26336.14,0,6750.18,11368.8,8217.16,9153.58
2014/8/3,武汉金运激光股份有限公司,500,60,26378.75,0,6760.92,11387.68,8230.15,9167.9
2014/8/4,武汉金运激光股份有限公司,500,60,26421.23,0,6771.35,11406.71,8243.17,9183.92
2014/8/5,武汉金运激光股份有限公司,500,60,26468.11,0,6782.96,11427.27,8257.88,9196.48
2014/8/6,武汉金运激光股份有限公司,500,60,26516.34,0,6795.99,11450.57,8269.78,9209.76
2014/8/7,武汉金运激光股份有限公司,500,60,26563.76,0,6807.9,11471.84,8284.02,9222.61
2014/8/8,武汉金运激光股份有限公司,500,60,26609.86,0,6819.3,11492.83,8297.73,9234.98
2014/8/9,武汉金运激光股份有限公司,500,60,26654.59,0,6829.59,11511.96,8313.04,9246.01
2014/8/10,武汉金运激光股份有限公司,500,60,26699.16,0,6840.83,11531.38,8326.95,9256.92
2014/8/11,武汉金运激光股份有限公司,500,60,26741.08,0,6850.99,11548.52,8341.57,9269.25
2014/8/12,武汉金运激光股份有限公司,500,60,26783.54,0,6861.3,11566.59,8355.65,9280.75
2014/8/13,武汉金运激光股份有限公司,500,60,26826.21,0,6872.17,11583.98,8370.06,9290.48
2014/8/14,武汉金运激光股份有限公司,500,60,26870.42,0,6881.6,11603.29,8385.53,9301.88
2014/8/15,武汉金运激光股份有限公司,500,60,26914.6,0,6892.35,11622.38,8399.87,9312.97
2014/8/16,武汉金运激光股份有限公司,500,60,26959.17,0,6901.96,11641.22,8415.99,9324.18
2014/8/17,武汉金运激光股份有限公司,500,60,27004.63,0,6913.51,11660.1,8431.02,9334.47
2014/8/18,武汉金运激光股份有限公司,500,60,27039.08,0,6923.29,11675.95,8439.84,9345.11
2014/8/19,武汉金运激光股份有限公司,500,60,27083.76,0,6934.33,11695.82,8453.61,9355.79
2014/8/20,武汉金运激光股份有限公司,500,60,27132.15,0,6946.29,11717.53,8468.33,9367.28
2014/8/21,武汉金运激光股份有限公司,500,60,27175.98,0,6957.49,11737.57,8480.92,9378.53
2014/8/22,武汉金运激光股份有限公司,500,60,27219.1,0,6968.23,11755.55,8495.32,9390.1
2014/8/23,武汉金运激光股份有限公司,500,60,27260.82,0,6977.58,11773.31,8509.93,9401.15
2014/8/24,武汉金运激光股份有限公司,500,60,27304.08,0,6988.95,11791.79,8523.34,9413.62
2014/8/25,武汉金运激光股份有限公司,500,60,27341.26,0,6998.4,11808.4,8534.46,9427
2014/8/26,武汉金运激光股份有限公司,500,60,27378.93,0,7007.85,11825.68,8545.4,9439.7
2014/8/27,武汉金运激光股份有限公司,500,60,27417.86,0,7016.37,11842.99,8558.5,9449.61
2014/8/28,武汉金运激光股份有限公司,500,60,27457.38,0,7026.5,11860.15,8570.73,9460.41
2014/8/29,武汉金运激光股份有限公司,500,60,27496.45,0,7036.54,11876.92,8582.99,9472.31
2014/8/30,武汉金运激光股份有限公司,500,60,27534.82,0,7045.45,11892.74,8596.63,9483.6
2014/8/31,武汉金运激光股份有限公司,500,60,27569.86,0,7054.43,11908.3,8607.13,9494.95
2014/9/1,武汉金运激光股份有限公司,500,60,27601.33,0,7062.42,11921.3,8617.61,9507.85
2014/9/2,武汉金运激光股份有限公司,500,60,27636.69,0,7071.6,11936.62,8628.47,9518.22
2014/9/3,武汉金运激光股份有限公司,500,60,27672.07,0,7081.29,11952.5,8638.28,9527.95
2014/9/4,武汉金运激光股份有限公司,500,60,27710.48,0,7090.71,11968.96,8650.81,9537.82
2014/9/5,武汉金运激光股份有限公司,500,60,27743.94,0,7096.44,11984.24,8663.26,9546.32
2014/9/6,武汉金运激光股份有限公司,500,60,27756.64,0,7097.39,11986.95,8672.3,9549.12
2014/9/7,武汉金运激光股份有限公司,500,60,27760.37,0,7098.29,11989.38,8672.7,9549.65
2014/9/8,武汉金运激光股份有限公司,500,60,27763.01,0,7099.1,11990.74,8673.17,9550.28
2014/9/9,武汉金运激光股份有限公司,500,60,27782.89,0,7105.8,12003.44,8673.65,9556.8
2014/9/10,武汉金运激光股份有限公司,500,60,27815.31,0,7113.86,12017.65,8683.8,9569.29
2014/9/11,武汉金运激光股份有限公司,500,60,27846.43,0,7120.99,12032.21,8693.23,9584.37
2014/9/12,武汉金运激光股份有限公司,500,60,27871.7,0,7127.38,12043.5,8700.82,9600.18
2014/9/13,武汉金运激光股份有限公司,500,60,27900.11,0,7134.36,12056.51,8709.24,9615.56
2014/9/14,武汉金运激光股份有限公司,500,60,27931.17,0,7142.42,12070.07,8718.68,9628.19
2014/9/15,武汉金运激光股份有限公司,500,60,27960.86,0,7150.26,12083.12,8727.48,9641.95
2014/9/16,武汉金运激光股份有限公司,500,60,27994.23,0,7159.33,12099.63,8735.27,9653.18
2014/9/17,武汉金运激光股份有限公司,500,60,28030.84,0,7169.17,12115.7,8745.97,9663.22
2014/9/18,武汉金运激光股份有限公司,500,60,28070.71,0,7179.44,12133.37,8757.9,9672.63
2014/9/19,武汉金运激光股份有限公司,500,60,28113.66,0,7190.19,12152.17,8771.3,9681.54
2014/9/20,武汉金运激光股份有限公司,500,60,28155.64,0,7200.83,12170.34,8784.47,9690.27
2014/9/21,武汉金运激光股份有限公司,500,60,28195.08,0,7210.67,12185.52,8798.89,9698.99
2014/9/22,武汉金运激光股份有限公司,500,60,28233.29,0,7220.12,12202.78,8810.39,9708.51
2014/9/23,武汉金运激光股份有限公司,500,60,28272.01,0,7229.81,12219.21,8822.99,9718.6
2014/9/24,武汉金运激光股份有限公司,500,60,28312.37,0,7238.42,12236.36,8837.59,9727.55
2014/9/25,武汉金运激光股份有限公司,500,60,28350.01,0,7247.84,12252.95,8849.22,9736.57
2014/9/26,武汉金运激光股份有限公司,500,60,28382.26,0,7256.56,12267.42,8858.28,9745.86
2014/9/27,武汉金运激光股份有限公司,500,60,28418.14,0,7264.96,12281.6,8871.58,9756.17
2014/9/28,武汉金运激光股份有限公司,500,60,28449.7,0,7272.89,12296.43,8880.38,9767.33
2014/9/29,武汉金运激光股份有限公司,500,60,28484.11,0,7282.11,12312.7,8889.3,9778.49
2014/9/30,武汉金运激光股份有限公司,500,60,28503.03,0,7283.73,12317.11,8902.19,9783.89
2014/10/1,武汉金运激光股份有限公司,500,60,28503.91,0,7283.91,12317.57,8902.43,9784.04
2014/10/2,武汉金运激光股份有限公司,500,60,28506.42,0,7284.61,12319.08,8902.73,9784.29
2014/10/3,武汉金运激光股份有限公司,500,60,28508.48,0,7285.12,12320.44,8902.92,9784.43
2014/10/4,武汉金运激光股份有限公司,500,60,28510.71,0,7285.7,12321.84,8903.17,9784.6
2014/10/5,武汉金运激光股份有限公司,500,60,28512.9,0,7286.16,12323.36,8903.38,9784.75
2014/10/6,武汉金运激光股份有限公司,500,60,28528.6,0,7291.86,12333.06,8903.68,9791.78
2014/10/7,武汉金运激光股份有限公司,500,60,28554.3,0,7298.66,12344.93,8910.71,9805.42
2014/10/8,武汉金运激光股份有限公司,500,60,28580.55,0,7304.91,12356.53,8919.11,9820.65
2014/10/9,武汉金运激光股份有限公司,500,60,28608.84,0,7312.56,12370.15,8926.13,9836.67
2014/10/10,武汉金运激光股份有限公司,500,60,28639.27,0,7320.1,12383.28,8935.89,9852.63
2014/10/11,武汉金运激光股份有限公司,500,60,28672.43,0,7328.96,12398.39,8945.08,9864.83
2014/10/12,武汉金运激光股份有限公司,500,60,28708,0,7337.9,12413.55,8956.55,9875.13
2014/10/13,武汉金运激光股份有限公司,500,60,28742.69,0,7347.62,12429.07,8966,9884.13
2014/10/14,武汉金运激光股份有限公司,500,60,28785.12,0,7359.01,12448.81,8977.3,9892.4
2014/10/15,武汉金运激光股份有限公司,500,60,28823.27,0,7368.12,12467.95,8987.2,9902.05
2014/10/16,武汉金运激光股份有限公司,500,60,28863.22,0,7377.21,12485.95,9000.06,9913.27
2014/10/17,武汉金运激光股份有限公司,500,60,28906.14,0,7389.02,12506.01,9011.11,9923.09
2014/10/18,武汉金运激光股份有限公司,500,60,28950.55,0,7399.67,12525.29,9025.59,9933.67
2014/10/19,武汉金运激光股份有限公司,500,60,28986.88,0,7408.71,12540.55,9037.62,9943.35
2014/10/20,武汉金运激光股份有限公司,500,60,29019.44,0,7417.05,12555.22,9047.17,9954.06
2014/10/21,武汉金运激光股份有限公司,500,60,29060.65,0,7426.65,12572.9,9061.1,9963.34
2014/10/22,武汉金运激光股份有限公司,500,60,29101.15,0,7435.87,12591.61,9073.67,9973.17
2014/10/23,武汉金运激光股份有限公司,500,60,29143.94,0,7446.06,12609.25,9088.63,9984.9
2014/10/24,武汉金运激光股份有限公司,500,60,29183.61,0,7455.8,12625.78,9102.03,9997.18
2014/10/25,武汉金运激光股份有限公司,500,60,29219.24,0,7464.1,12639.88,9115.26,10009.61
2014/10/26,武汉金运激光股份有限公司,500,60,29254.85,0,7473.09,12654.61,9127.15,10022.71
2014/10/27,武汉金运激光股份有限公司,500,60,29287.38,0,7481.11,12668.08,9138.19,10034.43
2014/10/28,武汉金运激光股份有限公司,500,60,29329.64,0,7491.89,12687.08,9150.67,10045.01
2014/10/29,武汉金运激光股份有限公司,500,60,29376.17,0,7502.85,12707,9166.32,10057.49
2014/10/30,武汉金运激光股份有限公司,500,60,29423.57,0,7513.37,12725.87,9184.33,10071.48
2014/10/31,武汉金运激光股份有限公司,500,60,29460.52,0,7523.24,12744.22,9193.06,10083.27
2014/11/1,武汉金运激光股份有限公司,500,60,29497.45,0,7531.24,12759.26,9206.95,10094.78
2014/11/2,武汉金运激光股份有限公司,500,60,29529.92,0,7539.11,12773.13,9217.68,10105.38
2014/11/3,武汉金运激光股份有限公司,500,60,29564.9,0,7547.34,12788.66,9228.9,10118.64
2014/11/4,武汉金运激光股份有限公司,500,60,29600.59,0,7557.21,12805.2,9238.18,10132.88
2014/11/5,武汉金运激光股份有限公司,500,60,29639.03,0,7566.4,12821.2,9251.43,10145.94
2014/11/6,武汉金运激光股份有限公司,500,60,29676.88,0,7575.65,12837.46,9263.77,10157.59
2014/11/7,武汉金运激光股份有限公司,500,60,29717.4,0,7586.27,12854.59,9276.54,10167.46
2014/11/8,武汉金运激光股份有限公司,500,60,29756.66,0,7594.82,12870.45,9291.39,10177.49
2014/11/9,武汉金运激光股份有限公司,500,60,29793.23,0,7604.03,12886.35,9302.85,10187.47
2014/11/10,武汉金运激光股份有限公司,500,60,29830.57,0,7612.11,12902.57,9315.89,10198.33
2014/11/11,武汉金运激光股份有限公司,500,60,29866.81,0,7621.78,12920.44,9324.59,10209.77
2014/11/12,武汉金运激光股份有限公司,500,60,29904.55,0,7632.09,12938.93,9333.53,10220.24
2014/11/13,武汉金运激光股份有限公司,500,60,29942.55,0,7642.33,12956.8,9343.42,10230.12
2014/11/14,武汉金运激光股份有限公司,500,60,29980.78,0,7651.94,12974.79,9354.05,10240.09
2014/11/15,武汉金运激光股份有限公司,500,60,30015.33,0,7661.22,12990.32,9363.79,10250.02
2014/11/16,武汉金运激光股份有限公司,500,60,30046.92,0,7669.1,13004.02,9373.8,10260.26
2014/11/17,武汉金运激光股份有限公司,500,60,30086.17,0,7679.07,13022.3,9384.8,10272.42
2014/11/18,武汉金运激光股份有限公司,500,60,30125.13,0,7688.62,13040.14,9396.37,10284.5
2014/11/19,武汉金运激光股份有限公司,500,60,30159.56,0,7696.85,13056.11,9406.6,10295.33
2014/11/20,武汉金运激光股份有限公司,500,60,30197.65,0,7706.56,13074.07,9417.02,10305.59
2014/11/21,武汉金运激光股份有限公司,500,60,30235.46,0,7715.3,13091.42,9428.74,10314.97
2014/11/22,武汉金运激光股份有限公司,500,60,30270.24,0,7723.68,13106.64,9439.92,10322.17
2014/11/23,武汉金运激光股份有限公司,500,60,30302.56,0,7731.72,13120.26,9450.58,10328.95
2014/11/24,武汉金运激光股份有限公司,500,60,30340.6,0,7741.43,13138.08,9461.09,10339.25
2014/11/25,武汉金运激光股份有限公司,500,60,30379.47,0,7751.23,13155.94,9472.3,10349.87
2014/11/26,武汉金运激光股份有限公司,500,60,30422.15,0,7761.67,13175.28,9485.2,10361.13
2014/11/27,武汉金运激光股份有限公司,500,60,30461.34,0,7771.24,13192.96,9497.14,10371.25
2014/11/28,武汉金运激光股份有限公司,500,60,30498.33,0,7779.85,13209.83,9508.65,10382.54
2014/11/29,武汉金运激光股份有限公司,500,60,30528.54,0,7787.08,13222.61,9518.85,10393.26
2014/11/30,武汉金运激光股份有限公司,500,60,30553.8,0,7793.39,13233.24,9527.17,10403.52
2014/12/1,武汉金运激光股份有限公司,500,60,30590.51,0,7802.32,13249.38,9538.81,10416.73
2014/12/2,武汉金运激光股份有限公司,500,60,30622.03,0,7810.79,13266.09,9545.15,10426.62
2014/12/3,武汉金运激光股份有限公司,500,60,30666.08,0,7819.66,13283.65,9562.77,10441.59
2014/12/4,武汉金运激光股份有限公司,500,60,30697.74,0,7829.21,13302.54,9565.99,10451.52
2014/12/5,武汉金运激光股份有限公司,500,60,30735.15,0,7837.74,13319.52,9577.89,10464.82
2014/12/6,武汉金运激光股份有限公司,500,60,30767.83,0,7845.82,13333.82,9588.19,10475.05
2014/12/7,武汉金运激光股份有限公司,500,60,30799.06,0,7853.42,13346.88,9598.76,10484.08
2014/12/8,武汉金运激光股份有限公司,500,60,30834.7,0,7861.87,13364.21,9608.62,10496.44
2014/12/9,武汉金运激光股份有限公司,500,60,30872.08,0,7871.16,13382.16,9618.76,10508.39
2014/12/10,武汉金运激光股份有限公司,500,60,30909.76,0,7880.68,13399.67,9629.41,10518.55
2014/12/11,武汉金运激光股份有限公司,500,60,30973.2,0,7892.58,13429.03,9651.59,10535.03
2014/12/12,武汉金运激光股份有限公司,500,60,30981.83,0,7897.72,13432.4,9651.71,10537.81
2014/12/13,武汉金运激光股份有限公司,500,60,31019.3,0,7906.48,13446.93,9665.89,10551.24
2014/12/14,武汉金运激光股份有限公司,500,60,31048.18,0,7914.4,13460.96,9672.82,10562
2014/12/15,武汉金运激光股份有限公司,500,60,31084.88,0,7923.36,13478.66,9682.86,10574.69
2014/12/16,武汉金运激光股份有限公司,500,60,31144.44,0,7936.32,13503.73,9704.39,10591.68
2014/12/17,武汉金运激光股份有限公司,500,60,31160.45,0,7941.48,13514.45,9704.52,10596.19
2014/12/18,武汉金运激光股份有限公司,500,60,31197.01,0,7949.92,13531.32,9715.77,10607.54
2014/12/19,武汉金运激光股份有限公司,500,60,31231.94,0,7958.88,13547.08,9725.98,10620.74
2014/12/20,武汉金运激光股份有限公司,500,60,31260.84,0,7966.01,13559.4,9735.43,10631.99
2014/12/21,武汉金运激光股份有限公司,500,60,31288.2,0,7972.52,13570.93,9744.75,10642.35
2014/12/22,武汉金运激光股份有限公司,500,60,,,,,,
2014/12/23,武汉金运激光股份有限公司,500,60,,,,,,10672.04
2014/12/24,武汉金运激光股份有限公司,500,60,31395.61,0,7998.85,13621.7,9775.06,10673.1
2014/12/25,武汉金运激光股份有限公司,500,60,,,,,,
2014/12/26,武汉金运激光股份有限公司,500,60,,,,,,
2014/12/27,武汉金运激光股份有限公司,500,60,,,,,,
2014/12/28,武汉金运激光股份有限公司,500,60,31514.72,0,8027.05,13673.51,9814.16,10709.19
2014/12/29,武汉金运激光股份有限公司,500,60,31541.88,0,8034.21,13686.7,9820.97,10719.23
2014/12/30,武汉金运激光股份有限公司,500,60,31572.79,0,8042.91,13700.43,9829.45,10729.97
2014/12/31,武汉金运激光股份有限公司,500,60,31593.47,0,8046.17,13709.58,9837.72,10736.02
2015/1/1,武汉金运激光股份有限公司,500,60,31596.78,0,8047.07,13710.85,9838.86,10737.95
2015/1/2,武汉金运激光股份有限公司,500,60,31601.57,0,8048.3,13713.2,9840.07,10740.04
2015/1/3,武汉金运激光股份有限公司,500,60,31620.57,0,8054.8,13724.01,9841.76,10747.51
2015/1/4,武汉金运激光股份有限公司,500,60,31654.95,0,8063.81,13740.2,9850.94,10758.95
2015/1/5,武汉金运激光股份有限公司,500,60,31688.18,0,8071.76,13754.48,9861.94,10771.46
2015/1/6,武汉金运激光股份有限公司,500,60,31722.07,0,8080.39,13769.91,9871.77,10783.52
2015/1/7,武汉金运激光股份有限公司,500,60,31753.34,0,8088.5,13783.98,9880.86,10795.27
2015/1/8,武汉金运激光股份有限公司,500,60,31786.34,0,8096.98,13799.52,9889.84,10807.49
2015/1/9,武汉金运激光股份有限公司,500,60,31822,0,8106.4,13815.65,9899.95,10819.05
2015/1/10,武汉金运激光股份有限公司,500,60,31850.04,0,8113.12,13828.02,9908.9,10829.38
2015/1/11,武汉金运激光股份有限公司,500,60,31874.2,0,8119.14,13838.03,9917.03,10840.01
2015/1/12,武汉金运激光股份有限公司,500,60,31901.59,0,8126.06,13850.99,9924.54,10851.52
2015/1/13,武汉金运激光股份有限公司,500,60,31930.94,0,8133.41,13863.96,9933.57,10861.65
2015/1/14,武汉金运激光股份有限公司,500,60,31965.57,0,8142.87,13879.78,9942.92,10871.75
2015/1/15,武汉金运激光股份有限公司,500,60,32004.49,0,8153.15,13898.01,9953.33,10880.6
2015/1/16,武汉金运激光股份有限公司,500,60,32042.57,0,8162.95,13915.26,9964.36,10889.86
2015/1/17,武汉金运激光股份有限公司,500,60,32074.98,0,8171.67,13930.05,9973.26,10899.43
2015/1/18,武汉金运激光股份有限公司,500,60,32102.7,0,8178.26,13942.12,9982.32,10909.3
2015/1/19,武汉金运激光股份有限公司,500,60,32136.03,0,8186.62,13956.95,9992.46,10919.27
2015/1/20,武汉金运激光股份有限公司,500,60,32169.09,0,8194.07,13971.44,10003.58,10929.95
2015/1/21,武汉金运激光股份有限公司,500,60,32200.31,0,8202.17,13984.4,10013.74,10941.25
2015/1/22,武汉金运激光股份有限公司,500,60,32228.93,0,8209.14,13996.46,10023.33,10953.93
2015/1/23,武汉金运激光股份有限公司,500,60,32258.02,0,8216.18,14009.86,10031.98,10965.26
2015/1/24,武汉金运激光股份有限公司,500,60,32280.98,0,8221.61,14019.51,10039.86,10975.26
2015/1/25,武汉金运激光股份有限公司,500,60,32302.78,0,8226.85,14028.55,10047.38,10985.17
2015/1/26,武汉金运激光股份有限公司,500,60,32328.15,0,8233.25,14040.57,10054.33,10993.86
2015/1/27,武汉金运激光股份有限公司,500,60,32354.23,0,8240.21,14053.06,10060.96,11002.73
2015/1/28,武汉金运激光股份有限公司,500,60,32382.66,0,8248.06,14067.52,10067.08,11010.71
2015/1/29,武汉金运激光股份有限公司,500,60,32411.85,0,8255.35,14080.63,10075.87,11019.07
2015/1/30,武汉金运激光股份有限公司,500,60,32439.42,0,8262.65,14094.54,10082.23,11027.09
2015/1/31,武汉金运激光股份有限公司,500,60,32461.25,0,8267.98,14104.09,10089.18,11034.39
2015/2/1,武汉金运激光股份有限公司,500,60,32480.93,0,8272.81,14112.18,10095.94,11042.23
2015/2/2,武汉金运激光股份有限公司,500,60,32506.65,0,8278.69,14125.47,10102.49,11051.14
2015/2/3,武汉金运激光股份有限公司,500,60,32530.9,0,8284.34,14138.12,10108.44,11060.69
2015/2/4,武汉金运激光股份有限公司,500,60,32551.8,0,8289.15,14148.14,10114.51,11069.72
2015/2/5,武汉金运激光股份有限公司,500,60,32572.08,0,8294.3,14157.49,10120.29,11078.07
2015/2/6,武汉金运激光股份有限公司,500,60,32591.78,0,8299.41,14166.26,10126.11,11085.43
2015/2/7,武汉金运激光股份有限公司,500,60,32597.57,0,8300.36,14168.08,10129.13,11087.57
2015/2/8,武汉金运激光股份有限公司,500,60,32599.88,0,8301.04,14168.97,10129.87,11087.98
2015/2/9,武汉金运激光股份有限公司,500,60,32612.94,0,8305.22,14177.11,10130.61,11091.54
2015/2/10,武汉金运激光股份有限公司,500,60,32629.93,0,8309.84,14184.89,10135.2,11096.19
2015/2/11,武汉金运激光股份有限公司,500,60,32646.82,0,8314.15,14192.78,10139.89,11100.63
2015/2/12,武汉金运激光股份有限公司,500,60,32661.64,0,8318.03,14199.43,10144.18,11105.84
2015/2/13,武汉金运激光股份有限公司,500,60,32675.25,0,8321.12,14205.64,10148.49,11111.5
2015/2/14,武汉金运激光股份有限公司,500,60,32682.32,0,8322.36,14208.69,10151.27,11115.16
2015/2/15,武汉金运激光股份有限公司,500,60,32687.24,0,8323.57,14211.58,10152.09,11116.24
2015/2/16,武汉金运激光股份有限公司,500,60,32691.15,0,8324.48,14213.93,10152.74,11116.97
2015/2/17,武汉金运激光股份有限公司,500,60,32692.42,0,8324.84,14214.66,10152.92,11117.18
2015/2/18,武汉金运激光股份有限公司,500,60,32693.54,0,8324.93,14214.97,10153.64,11117.76
