数据日期,用户名称,运行容量,综合倍率,总(正向有功),尖(正向有功),峰(正向有功),平(正向有功),谷(正向有功),总(正向无功)
2015/7/26,武汉金运激光股份有限公司,500,600,8522.19,0,2222.62,4070.65,2228.92,5918.03
2015/7/26,武汉金运激光股份有限公司,500,60,34313.37,0,8739.89,15006.3,10567.18,11704.58
2015/7/27,武汉金运激光股份有限公司,500,600,8526.42,0,2223.92,4073.34,2229.16,5919.82
2015/7/27,武汉金运激光股份有限公司,500,60,34327.42,0,8744.66,15015.16,10567.6,11709.96
2015/7/28,武汉金运激光股份有限公司,500,600,8531.84,0,2225.3,4076.21,2230.33,5922.44
2015/7/28,武汉金运激光股份有限公司,500,60,34347.4,0,8749.69,15024.66,10573.05,11718.64
2015/7/29,武汉金运激光股份有限公司,500,600,8537.35,0,2226.69,4079.12,2231.54,5925.02
2015/7/29,武汉金运激光股份有限公司,500,60,34367.28,0,8754.73,15033.9,10578.65,11726.67
2015/7/30,武汉金运激光股份有限公司,500,600,8542.86,0,2228.04,4082.03,2232.79,5927.68
2015/7/30,武汉金运激光股份有限公司,500,60,34385.81,0,8758.83,15042.52,10584.46,11734.25
2015/7/31,武汉金运激光股份有限公司,500,600,8548.28,0,2229.31,4084.89,2234.08,5930.22
2015/7/31,武汉金运激光股份有限公司,500,60,34403.44,0,8762.83,15051.13,10589.48,11740.97
2015/8/1,武汉金运激光股份有限公司,500,600,8550.89,0,2229.85,4086.31,2234.73,5931.12
2015/8/1,武汉金运激光股份有限公司,500,60,34409.81,0,8764.54,15054.87,10590.4,11743.35
2015/8/2,武汉金运激光股份有限公司,500,600,8551.68,0,2230.05,4086.69,2234.94,5931.23
2015/8/2,武汉金运激光股份有限公司,500,60,34412.46,0,8765.25,15056.27,10590.94,11744.11
2015/8/3,武汉金运激光股份有限公司,500,600,8556.45,0,2231.49,4089.72,2235.24,5933.16
2015/8/3,武汉金运激光股份有限公司,500,60,34426.01,0,8769.62,15064.67,10591.72,11749.19
2015/8/4,武汉金运激光股份有限公司,500,600,8561.98,0,2232.85,4092.74,2236.39,5935.63
2015/8/4,武汉金运激光股份有限公司,500,60,34442.2,0,8773.35,15072.44,10596.41,11755.85
2015/8/5,武汉金运激光股份有限公司,500,600,8567.36,0,2234.15,4095.65,2237.56,5938.17
2015/8/5,武汉金运激光股份有限公司,500,60,34456.66,0,8776.45,15079.34,10600.87,11762.88
2015/8/6,武汉金运激光股份有限公司,500,600,8572.49,0,2235.44,4098.45,2238.6,5940.67
2015/8/6,武汉金运激光股份有限公司,500,60,34470.81,0,8779.99,15086.7,10604.12,11770.29
2015/8/7,武汉金运激光股份有限公司,500,600,8577.49,0,2236.71,4101.14,2239.64,5943.19
2015/8/7,武汉金运激光股份有限公司,500,60,34485.03,0,8783.68,15093.39,10607.96,11777.31
2015/8/8,武汉金运激光股份有限公司,500,600,8579.09,0,2236.98,4101.62,2240.49,5943.95
2015/8/8,武汉金运激光股份有限公司,500,60,34490.72,0,8784.44,15094.88,10611.4,11779.98
2015/8/9,武汉金运激光股份有限公司,500,600,8579.81,0,2237.15,4101.95,2240.71,5944.04
2015/8/9,武汉金运激光股份有限公司,500,60,34492.12,0,8784.75,15095.49,10611.88,11780.43
2015/8/10,武汉金运激光股份有限公司,500,600,8583.22,0,2238.24,4104.02,2240.96,5945.72
2015/8/10,武汉金运激光股份有限公司,500,60,34501.23,0,8787.75,15101.11,10612.37,11785.28
2015/8/11,武汉金运激光股份有限公司,500,600,8587.61,0,2239.35,4106.24,2242.02,5947.99
2015/8/11,武汉金运激光股份有限公司,500,60,34515.27,0,8791.38,15107.34,10616.55,11791.52
2015/8/12,武汉金运激光股份有限公司,500,600,8592.3,0,2240.52,4108.64,2243.14,5950.3
2015/8/12,武汉金运激光股份有限公司,500,60,34530.67,0,8795.08,15114.37,10621.22,11798.4
2015/8/13,武汉金运激光股份有限公司,500,600,8597.07,0,2241.77,4111.09,2244.21,5952.82
2015/8/13,武汉金运激光股份有限公司,500,60,34545.03,0,8798.85,15120.88,10625.3,11806.27
2015/8/14,武汉金运激光股份有限公司,500,600,8601.87,0,2242.99,4113.65,2245.23,5955.15
2015/8/14,武汉金运激光股份有限公司,500,60,34560.65,0,8802.86,15128.87,10628.92,11813.13
2015/8/15,武汉金运激光股份有限公司,500,600,8604.2,0,2243.39,4114.7,2246.11,5955.99
2015/8/15,武汉金运激光股份有限公司,500,60,34568.5,0,8804.1,15131.79,10632.61,11816.13
2015/8/16,武汉金运激光股份有限公司,500,600,8605,0,2243.6,4115.08,2246.32,5956.13
2015/8/16,武汉金运激光股份有限公司,500,60,34570.33,0,8804.47,15132.87,10632.99,11816.88
2015/8/17,武汉金运激光股份有限公司,500,600,8609.01,0,2244.83,4117.59,2246.59,5957.82
2015/8/17,武汉金运激光股份有限公司,500,60,34581.1,0,8808,15139.64,10633.46,11821.34
2015/8/18,武汉金运激光股份有限公司,500,600,8613.88,0,2246.12,4120.11,2247.65,5960.2
2015/8/18,武汉金运激光股份有限公司,500,60,34595.27,0,8811.54,15146.14,10637.59,11827.86
2015/8/19,武汉金运激光股份有限公司,500,600,8617.81,0,2247.12,4121.99,2248.7,5962.39
2015/8/19,武汉金运激光股份有限公司,500,60,34609.02,0,8814.82,15152.55,10641.65,11835.21
2015/8/20,武汉金运激光股份有限公司,500,600,8621.68,0,2248.08,4123.89,2249.71,5964.53
2015/8/20,武汉金运激光股份有限公司,500,60,34622.35,0,8817.97,15158.68,10645.7,11841.88
2015/8/21,武汉金运激光股份有限公司,500,600,8625.91,0,2249.16,4126.01,2250.74,5966.77
2015/8/21,武汉金运激光股份有限公司,500,60,34636.3,0,8821.71,15164.84,10649.75,11848.37
2015/8/22,武汉金运激光股份有限公司,500,600,8627.26,0,2249.37,4126.41,2251.48,5967.49
2015/8/22,武汉金运激光股份有限公司,500,60,34640.5,0,8822.19,15165.99,10652.32,11850.81
2015/8/23,武汉金运激光股份有限公司,500,600,8628.08,0,2249.6,4126.77,2251.71,5967.61
2015/8/23,武汉金运激光股份有限公司,500,60,34642.68,0,8822.78,15167.11,10652.79,11851.38
2015/8/24,武汉金运激光股份有限公司,500,600,8631.7,0,2250.7,4128.96,2252.04,5969.28
2015/8/24,武汉金运激光股份有限公司,500,60,34652.16,0,8825.93,15172.76,10653.47,11856.03
2015/8/25,武汉金运激光股份有限公司,500,600,8635.93,0,2251.81,4131.07,2253.05,5971.5
2015/8/25,武汉金运激光股份有限公司,500,60,34665.24,0,8829.18,15178.66,10657.4,11862.76
2015/8/26,武汉金运激光股份有限公司,500,600,8640.35,0,2252.94,4133.3,2254.11,5973.72
2015/8/26,武汉金运激光股份有限公司,500,60,34679.34,0,8832.54,15185.33,10661.47,11869.43
2015/8/27,武汉金运激光股份有限公司,500,600,8644.95,0,2254.09,4135.6,2255.26,5976.08
2015/8/27,武汉金运激光股份有限公司,500,60,34693.71,0,8835.86,15191.96,10665.89,11876.66
2015/8/28,武汉金运激光股份有限公司,500,600,8649.47,0,2255.22,4137.95,2256.3,5978.36
2015/8/28,武汉金运激光股份有限公司,500,60,34708.82,0,8839.6,15199.18,10670.04,11883.55
2015/8/29,武汉金运激光股份有限公司,500,600,8651.85,0,2255.67,4138.99,2257.19,5979.34
2015/8/29,武汉金运激光股份有限公司,500,60,34716.13,0,8840.58,15201.75,10673.8,11886.37
2015/8/30,武汉金运激光股份有限公司,500,600,8652.54,0,2255.87,4139.29,2257.38,5979.43
2015/8/30,武汉金运激光股份有限公司,500,60,34717.83,0,8841.09,15202.65,10674.09,11886.91
2015/8/31,武汉金运激光股份有限公司,500,600,8656.36,0,2257.06,4141.65,2257.65,5980.87
2015/8/31,武汉金运激光股份有限公司,500,60,34729.31,0,8845.01,15209.72,10674.58,11891.95
2015/9/1,武汉金运激光股份有限公司,500,600,8661.28,0,2258.34,4144.21,2258.73,5982.72
2015/9/1,武汉金运激光股份有限公司,500,60,34745.67,0,8849.2,15217.48,10678.99,11900.33
2015/9/2,武汉金运激光股份有限公司,500,600,8664.7,0,2259.01,4145.94,2259.75,5983.89
2015/9/2,武汉金运激光股份有限公司,500,60,34755.39,0,8850.77,15222.06,10682.56,11905.31
2015/9/3,武汉金运激光股份有限公司,500,600,8665.41,0,2259.21,4146.27,2259.93,5984.02
2015/9/3,武汉金运激光股份有限公司,500,60,34756.98,0,8851.13,15222.91,10682.94,11905.88
2015/9/4,武汉金运激光股份有限公司,500,600,8666.13,0,2259.39,4146.62,2260.12,5984.13
2015/9/4,武汉金运激光股份有限公司,500,60,34758.71,0,8851.54,15223.85,10683.32,11906.41
2015/9/5,武汉金运激光股份有限公司,500,600,8666.87,0,2259.6,4146.96,2260.31,5984.28
2015/9/5,武汉金运激光股份有限公司,500,60,34760.41,0,8851.94,15224.84,10683.63,11907
2015/9/6,武汉金运激光股份有限公司,500,600,8670.59,0,2260.77,4149.28,2260.54,5985.63
2015/9/6,武汉金运激光股份有限公司,500,60,34770.67,0,8855.42,15231.17,10684.08,11911.3
2015/9/7,武汉金运激光股份有限公司,500,600,8674.71,0,2261.84,4151.43,2261.44,5986.75
2015/9/7,武汉金运激光股份有限公司,500,60,34784.07,0,8858.8,15237.32,10687.95,11917.92
2015/9/8,武汉金运激光股份有限公司,500,600,8678.99,0,2263.02,4153.56,2262.41,5987.89
2015/9/8,武汉金运激光股份有限公司,500,60,34798.66,0,8862.88,15244.17,10691.61,11923.85
2015/9/9,武汉金运激光股份有限公司,500,600,8683.57,0,2264.21,4155.86,2263.5,5989.09
2015/9/9,武汉金运激光股份有限公司,500,60,34815.19,0,8866.74,15252,10696.45,11930.44
2015/9/10,武汉金运激光股份有限公司,500,600,8688.15,0,2265.35,4158.08,2264.72,5990.38
2015/9/10,武汉金运激光股份有限公司,500,60,34831.41,0,8870.23,15259.38,10701.8,11937.41
2015/9/11,武汉金运激光股份有限公司,500,600,8691.77,0,2266.19,4159.81,2265.77,5991.01
2015/9/11,武汉金运激光股份有限公司,500,60,34843.39,0,8872.73,15264.64,10706.02,11943.38
2015/9/12,武汉金运激光股份有限公司,500,600,8693.41,0,2266.48,4160.51,2266.42,5991.75
2015/9/12,武汉金运激光股份有限公司,500,60,34847.66,0,8873.4,15266.07,10708.19,11946.03
2015/9/13,武汉金运激光股份有限公司,500,600,8693.98,0,2266.63,4160.75,2266.6,5992.4
2015/9/13,武汉金运激光股份有限公司,500,60,34848.32,0,8873.53,15266.34,10708.45,11946.25
2015/9/14,武汉金运激光股份有限公司,500,600,8696.85,0,2267.59,4162.47,2266.79,5993.42
2015/9/14,武汉金运激光股份有限公司,500,60,34857.58,0,8876.99,15271.92,10708.67,11950.14
2015/9/15,武汉金运激光股份有限公司,500,600,8700.47,0,2268.5,4164.19,2267.78,5994.56
2015/9/15,武汉金运激光股份有限公司,500,60,34870.69,0,8879.92,15277.41,10713.36,11956.03
2015/9/16,武汉金运激光股份有限公司,500,600,8704.29,0,2269.53,4166.13,2268.63,5995.88
2015/9/16,武汉金运激光股份有限公司,500,60,34883.73,0,8883.51,15283.48,10716.74,11962.87
2015/9/17,武汉金运激光股份有限公司,500,600,8707.73,0,2270.4,4167.73,2269.6,5997.08
2015/9/17,武汉金运激光股份有限公司,500,60,34896.42,0,8886.86,15288.67,10720.89,11969.26
2015/9/18,武汉金运激光股份有限公司,500,600,8711.24,0,2271.3,4169.42,2270.52,5998.26
2015/9/18,武汉金运激光股份有限公司,500,60,34910.1,0,8890.42,15294.7,10724.98,11975.83
2015/9/19,武汉金运激光股份有限公司,500,600,8712.45,0,2271.44,4169.66,2271.35,5999.06
2015/9/19,武汉金运激光股份有限公司,500,60,34914.6,0,8890.56,15295.1,10728.94,11977.81
2015/9/20,武汉金运激光股份有限公司,500,600,8712.98,0,2271.59,4169.87,2271.52,5999.75
2015/9/20,武汉金运激光股份有限公司,500,60,34915.4,0,8890.77,15295.5,10729.13,11977.99
2015/9/21,武汉金运激光股份有限公司,500,600,8715.63,0,2272.44,4171.49,2271.7,6000.78
2015/9/21,武汉金运激光股份有限公司,500,60,34923.63,0,8893.46,15300.82,10729.35,11982.11
2015/9/22,武汉金运激光股份有限公司,500,600,8719.13,0,2273.36,4173.14,2272.63,6002.11
2015/9/22,武汉金运激光股份有限公司,500,60,34937.08,0,8897.01,15306.81,10733.26,11988.97
2015/9/23,武汉金运激光股份有限公司,500,600,8722.65,0,2274.33,4174.78,2273.54,6003.32
2015/9/23,武汉金运激光股份有限公司,500,60,34950.59,0,8900.8,15312.63,10737.16,11996.5
2015/9/24,武汉金运激光股份有限公司,500,600,8725.93,0,2275.14,4176.26,2274.53,6004.52
2015/9/24,武汉金运激光股份有限公司,500,60,34963.34,0,8903.79,15317.76,10741.79,12003.93
2015/9/25,武汉金运激光股份有限公司,500,600,8728.85,0,2275.89,4177.67,2275.29,6005.61
2015/9/25,武汉金运激光股份有限公司,500,60,34974.7,0,8906.49,15322.52,10745.69,12011.23
2015/9/26,武汉金运激光股份有限公司,500,600,8730.17,0,2276.15,4178.26,2275.76,6005.97
2015/9/26,武汉金运激光股份有限公司,500,60,34978.89,0,8907.17,15323.95,10747.77,12013.83
2015/9/27,武汉金运激光股份有限公司,500,600,8730.77,0,2276.34,4178.52,2275.91,6006.07
2015/9/27,武汉金运激光股份有限公司,500,60,34980.41,0,8907.83,15324.65,10747.93,12014.6
2015/9/28,武汉金运激光股份有限公司,500,600,8733.4,0,2277.17,4180.14,2276.09,6006.95
2015/9/28,武汉金运激光股份有限公司,500,60,34989.08,0,8910.63,15330.29,10748.16,12017.84
2015/9/29,武汉金运激光股份有限公司,500,600,8735.61,0,2277.59,4181.15,2276.87,6007.63
2015/9/29,武汉金运激光股份有限公司,500,60,34995.56,0,8911.29,15332.1,10752.17,12020.39
2015/9/30,武汉金运激光股份有限公司,500,600,8736.05,0,2277.72,4181.32,2277.01,6007.68
2015/9/30,武汉金运激光股份有限公司,500,60,34996.18,0,8911.42,15332.41,10752.35,12020.53
2015/10/1,武汉金运激光股份有限公司,500,600,8736.49,0,2277.84,4181.5,2277.15,6007.74
2015/10/1,武汉金运激光股份有限公司,500,60,34996.88,0,8911.62,15332.74,10752.52,12020.7
2015/10/2,武汉金运激光股份有限公司,500,600,8736.92,0,2277.96,4181.68,2277.28,6007.79
2015/10/2,武汉金运激光股份有限公司,500,60,34997.41,0,8911.8,15332.95,10752.66,12020.83
2015/10/3,武汉金运激光股份有限公司,500,600,8737.35,0,2278.07,4181.87,2277.41,6007.84
2015/10/3,武汉金运激光股份有限公司,500,60,34997.97,0,8911.92,15333.21,10752.84,12021.01
2015/10/4,武汉金运激光股份有限公司,500,600,8737.79,0,2278.18,4182.07,2277.54,6007.9
2015/10/4,武汉金运激光股份有限公司,500,60,34998.62,0,8912.04,15333.56,10753.02,12021.2
2015/10/5,武汉金运激光股份有限公司,500,600,8738.21,0,2278.3,4182.23,2277.68,6007.94
2015/10/5,武汉金运激光股份有限公司,500,60,34999.1,0,8912.2,15333.74,10753.16,12021.3
2015/10/6,武汉金运激光股份有限公司,500,600,8738.68,0,2278.44,4182.42,2277.82,6008.02
2015/10/6,武汉金运激光股份有限公司,500,60,34999.96,0,8912.42,15334.23,10753.31,12021.76
2015/10/7,武汉金运激光股份有限公司,500,600,8740.95,0,2279.15,4183.81,2277.99,6008.82
2015/10/7,武汉金运激光股份有限公司,500,60,35006.73,0,8914.82,15338.41,10753.5,12024.74
2015/10/8,武汉金运激光股份有限公司,500,600,8743.92,0,2279.92,4185.3,2278.7,6009.75
2015/10/8,武汉金运激光股份有限公司,500,60,35018.08,0,8917.74,15343.69,10756.65,12030.42
2015/10/9,武汉金运激光股份有限公司,500,600,8746.93,0,2280.72,4186.75,2279.46,6010.72
2015/10/9,武汉金运激光股份有限公司,500,60,35029.68,0,8920.9,15348.75,10760.03,12037.46
2015/10/10,武汉金运激光股份有限公司,500,600,8749.92,0,2281.43,4188.24,2280.25,6011.51
2015/10/10,武汉金运激光股份有限公司,500,60,35040.87,0,8923.61,15353.69,10763.57,12044.19
2015/10/11,武汉金运激光股份有限公司,500,600,8750.85,0,2281.58,4188.46,2280.81,6011.85
2015/10/11,武汉金运激光股份有限公司,500,60,35044.15,0,8923.82,15354.11,10766.22,12046.44
2015/10/12,武汉金运激光股份有限公司,500,600,8753.24,0,2282.32,4189.95,2280.97,6012.15
2015/10/12,武汉金运激光股份有限公司,500,60,35051.98,0,8926.63,15358.93,10766.42,12050.67
2015/10/13,武汉金运激光股份有限公司,500,600,8756.13,0,2283.09,4191.37,2281.67,6012.65
2015/10/13,武汉金运激光股份有限公司,500,60,35062.95,0,8929.5,15363.68,10769.77,12056.31
2015/10/14,武汉金运激光股份有限公司,500,600,8759,0,2283.83,4192.83,2282.34,6013.3
2015/10/14,武汉金运激光股份有限公司,500,60,35073.81,0,8932.02,15368.74,10773.05,12062.33
2015/10/15,武汉金运激光股份有限公司,500,600,8761.79,0,2284.59,4194.3,2282.9,6013.87
2015/10/15,武汉金运激光股份有限公司,500,60,35084.58,0,8935.1,15373.79,10775.69,12067.83
2015/10/16,武汉金运激光股份有限公司,500,600,8764.73,0,2285.36,4195.79,2283.58,6014.49
2015/10/16,武汉金运激光股份有限公司,500,60,35097,0,8938.15,15379.21,10779.64,12072.78
2015/10/17,武汉金运激光股份有限公司,500,600,8766.03,0,2285.64,4196.4,2283.99,6014.77
2015/10/17,武汉金运激光股份有限公司,500,60,35101.18,0,8938.88,15380.92,10781.38,12074.54
2015/10/18,武汉金运激光股份有限公司,500,600,8766.62,0,2285.81,4196.66,2284.15,6015.11
2015/10/18,武汉金运激光股份有限公司,500,60,35102.44,0,8939.29,15381.62,10781.53,12074.7
2015/10/19,武汉金运激光股份有限公司,500,600,8769.27,0,2286.68,4198.24,2284.35,6015.81
2015/10/19,武汉金运激光股份有限公司,500,60,35111,0,8942.22,15387.02,10781.76,12078.44
2015/10/20,武汉金运激光股份有限公司,500,600,8772.31,0,2287.43,4199.79,2285.09,6016.54
2015/10/20,武汉金运激光股份有限公司,500,60,35122.85,0,8945.11,15392.64,10785.1,12084.18
2015/10/21,武汉金运激光股份有限公司,500,600,8773.46,0,2287.67,4200.08,2285.71,6016.87
2015/10/21,武汉金运激光股份有限公司,500,60,35127.73,0,8945.59,15393.81,10788.33,12087.64
2015/10/22,武汉金运激光股份有限公司,500,600,8776.47,0,2288.5,4201.6,2286.37,6017.62
2015/10/22,武汉金运激光股份有限公司,500,60,35139.4,0,8948.57,15399.33,10791.5,12093.9
2015/10/23,武汉金运激光股份有限公司,500,600,8779.36,0,2289.21,4203.01,2287.14,6018.33
2015/10/23,武汉金运激光股份有限公司,500,60,35150.77,0,8951.08,15404.25,10795.44,12100.15
2015/10/24,武汉金运激光股份有限公司,500,600,8780.87,0,2289.51,4203.71,2287.65,6018.61
2015/10/24,武汉金运激光股份有限公司,500,60,35155.96,0,8951.92,15406.27,10797.77,12102.18
2015/10/25,武汉金运激光股份有限公司,500,600,8781.47,0,2289.67,4204.01,2287.79,6018.92
2015/10/25,武汉金运激光股份有限公司,500,60,35157.89,0,8952.39,15407.57,10797.93,12102.53
2015/10/26,武汉金运激光股份有限公司,500,600,8783.89,0,2290.45,4205.47,2287.97,6019.56
2015/10/26,武汉金运激光股份有限公司,500,60,35166.01,0,8955.23,15412.58,10798.2,12106.59
2015/10/27,武汉金运激光股份有限公司,500,600,8786.44,0,2290.96,4206.88,2288.6,6020.26
2015/10/27,武汉金运激光股份有限公司,500,60,35174.95,0,8956.72,15417.18,10801.05,12110.86
2015/10/28,武汉金运激光股份有限公司,500,600,8788.69,0,2291.68,4208.27,2288.74,6020.9
2015/10/28,武汉金运激光股份有限公司,500,60,35182.07,0,8959.22,15421.59,10801.26,12114.11
2015/10/29,武汉金运激光股份有限公司,500,600,8791.46,0,2292.39,4209.7,2289.37,6021.61
2015/10/29,武汉金运激光股份有限公司,500,60,35192.44,0,8961.72,15426.49,10804.23,12120.07
2015/10/30,武汉金运激光股份有限公司,500,600,8794.21,0,2293.09,4211.11,2290.01,6022.23
2015/10/30,武汉金运激光股份有限公司,500,60,35203.14,0,8964.43,15431.78,10806.93,12125.7
2015/10/31,武汉金运激光股份有限公司,500,600,8795.07,0,2293.22,4211.36,2290.49,6022.51
2015/10/31,武汉金运激光股份有限公司,500,60,35207.02,0,8964.77,15432.65,10809.6,12127.27
2015/11/1,武汉金运激光股份有限公司,500,600,8795.49,0,2293.33,4211.57,2290.59,6022.82
2015/11/1,武汉金运激光股份有限公司,500,60,35208.43,0,8965.08,15433.63,10809.72,12127.45
2015/11/2,武汉金运激光股份有限公司,500,600,8797.49,0,2293.97,4212.81,2290.71,6023.32
2015/11/2,武汉金运激光股份有限公司,500,60,35215.61,0,8967.51,15438.21,10809.89,12130.98
2015/11/3,武汉金运激光股份有限公司,500,600,8799.94,0,2294.63,4214.09,2291.22,6023.87
2015/11/3,武汉金运激光股份有限公司,500,60,35224.86,0,8969.95,15442.65,10812.26,12136.31
2015/11/4,武汉金运激光股份有限公司,500,600,8802.46,0,2295.26,4215.4,2291.8,6024.36
2015/11/4,武汉金运激光股份有限公司,500,60,35235.02,0,8972.45,15447.6,10814.97,12141.05
2015/11/5,武汉金运激光股份有限公司,500,600,8805.05,0,2295.93,4216.74,2292.38,6024.95
2015/11/5,武汉金运激光股份有限公司,500,60,35245.87,0,8975.1,15452.93,10817.84,12146.8
2015/11/6,武汉金运激光股份有限公司,500,600,8807.61,0,2296.59,4218.04,2292.98,6025.55
2015/11/6,武汉金运激光股份有限公司,500,60,35255.58,0,8977.72,15457.66,10820.2,12152.72
2015/11/7,武汉金运激光股份有限公司,500,600,8809.09,0,2296.9,4218.73,2293.46,6025.82
2015/11/7,武汉金运激光股份有限公司,500,60,35260.97,0,8978.63,15459.97,10822.37,12154.78
2015/11/8,武汉金运激光股份有限公司,500,600,8809.57,0,2297.02,4218.97,2293.58,6026.14
2015/11/8,武汉金运激光股份有限公司,500,60,35262.36,0,8978.96,15460.9,10822.5,12155.02
2015/11/9,武汉金运激光股份有限公司,500,600,8811.84,0,2297.73,4220.35,2293.76,6026.65
2015/11/9,武汉金运激光股份有限公司,500,60,35271.39,0,8981.94,15466.4,10823.05,12158.29
2015/11/10,武汉金运激光股份有限公司,500,600,8814.83,0,2298.54,4221.86,2294.43,6027.32
2015/11/10,武汉金运激光股份有限公司,500,60,35284.64,0,8985.43,15472.6,10826.61,12163.18
2015/11/11,武汉金运激光股份有限公司,500,600,8817.83,0,2299.31,4223.34,2295.18,6027.97
2015/11/11,武汉金运激光股份有限公司,500,60,35298.32,0,8988.79,15478.71,10830.82,12167.89
2015/11/12,武汉金运激光股份有限公司,500,600,8820.9,0,2300.1,4224.89,2295.91,6028.56
2015/11/12,武汉金运激光股份有限公司,500,60,35311.76,0,8992.27,15484.74,10834.75,12172.78
2015/11/13,武汉金运激光股份有限公司,500,600,8823.88,0,2300.83,4226.28,2296.77,6029.11
2015/11/13,武汉金运激光股份有限公司,500,60,35324.61,0,8995.47,15490.09,10839.05,12178.01
2015/11/14,武汉金运激光股份有限公司,500,600,8824.87,0,2300.95,4226.52,2297.4,6029.43
2015/11/14,武汉金运激光股份有限公司,500,60,35329.65,0,8995.84,15491.08,10842.73,12180.14
2015/11/15,武汉金运激光股份有限公司,500,600,8825.39,0,2301.08,4226.75,2297.56,6029.71
2015/11/15,武汉金运激光股份有限公司,500,60,35331.33,0,8996.18,15491.99,10843.16,12180.5
2015/11/16,武汉金运激光股份有限公司,500,600,8827.74,0,2301.83,4228.2,2297.71,6030.32
2015/11/16,武汉金运激光股份有限公司,500,60,35339.82,0,8999.06,15497.16,10843.6,12184.79
2015/11/17,武汉金运激光股份有限公司,500,600,8830.75,0,2302.6,4229.74,2298.41,6031.04
2015/11/17,武汉金运激光股份有限公司,500,60,35351.99,0,9002.25,15502.85,10846.89,12190.9
2015/11/18,武汉金运激光股份有限公司,500,600,8833.84,0,2303.36,4231.32,2299.16,6031.97
2015/11/18,武汉金运激光股份有限公司,500,60,35364.78,0,9005.16,15509.05,10850.57,12195.77
2015/11/19,武汉金运激光股份有限公司,500,600,8836.91,0,2304.1,4232.84,2299.97,6033.22
2015/11/19,武汉金运激光股份有限公司,500,60,35378.17,0,9007.99,15515.17,10855.01,12200.35
2015/11/20,武汉金运激光股份有限公司,500,600,8839.77,0,2304.83,4234.31,2300.63,6034.39
2015/11/20,武汉金运激光股份有限公司,500,60,35389.83,0,9011.05,15520.86,10857.92,12204.21
2015/11/21,武汉金运激光股份有限公司,500,600,8841.22,0,2305.11,4234.99,2301.12,6034.81
2015/11/21,武汉金运激光股份有限公司,500,60,35394.18,0,9011.73,15522.78,10859.67,12205.77
2015/11/22,武汉金运激光股份有限公司,500,600,8841.72,0,2305.25,4235.22,2301.25,6034.86
2015/11/22,武汉金运激光股份有限公司,500,60,35396.07,0,9012.22,15523.86,10859.99,12206.14
2015/11/23,武汉金运激光股份有限公司,500,600,8844.64,0,2306.14,4237.08,2301.42,6035.51
2015/11/23,武汉金运激光股份有限公司,500,60,35405.57,0,9015.46,15529.56,10860.55,12209.56
2015/11/24,武汉金运激光股份有限公司,500,600,8848.24,0,2307.04,4239.13,2302.07,6036.09
2015/11/24,武汉金运激光股份有限公司,500,60,35417.56,0,9018.36,15535.27,10863.93,12215
2015/11/25,武汉金运激光股份有限公司,500,600,8851.59,0,2307.9,4241,2302.69,6036.55
2015/11/25,武汉金运激光股份有限公司,500,60,35428.59,0,9020.81,15540.74,10867.04,12219.76
2015/11/26,武汉金运激光股份有限公司,500,600,8854.85,0,2308.74,4242.8,2303.31,6037.07
2015/11/26,武汉金运激光股份有限公司,500,60,35439.97,0,9023.5,15546.07,10870.4,12224.58
2015/11/27,武汉金运激光股份有限公司,500,600,8858.13,0,2309.6,4244.63,2303.9,6037.65
2015/11/27,武汉金运激光股份有限公司,500,60,35451.95,0,9026.55,15552.01,10873.39,12229.25
2015/11/28,武汉金运激光股份有限公司,500,600,8859.2,0,2309.78,4244.98,2304.44,6038.11
2015/11/28,武汉金运激光股份有限公司,500,60,35457.49,0,9027.17,15553.5,10876.82,12231.35
2015/11/29,武汉金运激光股份有限公司,500,600,8859.77,0,2309.92,4245.26,2304.59,6038.75
2015/11/29,武汉金运激光股份有限公司,500,60,35459.5,0,9027.6,15554.63,10877.27,12231.67
2015/11/30,武汉金运激光股份有限公司,500,600,8862.67,0,2310.81,4247.11,2304.75,6039.47
2015/11/30,武汉金运激光股份有限公司,500,60,35467.48,0,9030.37,15559.53,10877.58,12234
2015/12/1,武汉金运激光股份有限公司,500,600,8866.23,0,2311.76,4249.03,2305.44,6040.32
2015/12/1,武汉金运激光股份有限公司,500,60,35477.99,0,9032.83,15564.33,10880.83,12238.96
2015/12/2,武汉金运激光股份有限公司,500,600,8869.34,0,2312.49,4250.64,2306.21,6041.42
2015/12/2,武汉金运激光股份有限公司,500,60,35487.89,0,9035.13,15568.62,10884.14,12244.37
2015/12/3,武汉金运激光股份有限公司,500,600,8871.92,0,2313.15,4252.03,2306.74,6042.65
2015/12/3,武汉金运激光股份有限公司,500,60,35496.56,0,9037.12,15572.87,10886.57,12249.99
2015/12/4,武汉金运激光股份有限公司,500,600,8874.75,0,2313.82,4253.59,2307.34,6043.97
2015/12/4,武汉金运激光股份有限公司,500,60,35505.44,0,9039.03,15576.97,10889.44,12255.55
2015/12/5,武汉金运激光股份有限公司,500,600,8876.47,0,2314.18,4254.53,2307.76,6044.41
2015/12/5,武汉金运激光股份有限公司,500,60,35510.32,0,9039.83,15579.01,10891.48,12257.8
2015/12/6,武汉金运激光股份有限公司,500,600,8877.19,0,2314.34,4254.92,2307.93,6044.52
2015/12/6,武汉金运激光股份有限公司,500,60,35513.05,0,9040.37,15580.75,10891.93,12258.45
