数据日期,测量点名称,相序类型,0时,1时,2时,3时,4时,5时,6时,7时,8时,9时,10时,11时,12时,13时,14时,15时,16时,17时,18时,19时,20时,21时,22时,23时,运行容量,计量方式,综合倍率,供电单位
2014/5/24,分表０１,无功功率,27,30.6,22.8,30.6,23.4,34.8,34.8,25.8,19.8,17.4,24,39,22.8,31.2,30,28.2,18.6,17.4,33,26.4,24,31.2,26.4,25.8,500,高供高计,60,常青营业一班
2014/5/25,分表０１,有功功率,83.784,90.846,90.318,80.202,77.172,92.214,70.47,33.852,1.176,1.182,1.692,1.404,1.224,1.404,1.038,1.218,1.074,1.422,1.878,2.088,1.83,1.188,1.626,1.578,500,高供高计,60,常青营业一班
2014/5/25,分表０１,无功功率,30,34.8,32.4,28.2,22.8,36.6,19.2,10.8,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,500,高供高计,60,常青营业一班
2014/5/26,分表０１,有功功率,1.572,1.674,1.572,1.536,1.302,2.148,1.188,1.23,8.532,46.146,56.532,92.118,119.058,111.78,117.834,119.442,123.504,114.432,114.228,117.054,110.58,85.266,73.242,82.446,500,高供高计,60,常青营业一班
2014/5/26,分表０１,无功功率,0,0,0,0,0,0,0,0,0,25.2,32.4,30,24,18.6,24.6,28.8,19.8,18,27,28.2,24,36.6,23.4,29.4,500,高供高计,60,常青营业一班
2014/5/27,分表０１,有功功率,75.456,93.21,97.602,103.206,94.746,91.158,84.084,80.592,98.106,126.3,101.76,93.36,111.036,112.11,116.514,101.292,114.66,124.98,111.954,97.524,92.73,72.732,77.106,53.136,500,高供高计,60,常青营业一班
2014/5/27,分表０１,无功功率,19.2,18.6,22.8,27.6,18.6,18.6,26.4,21,27,36,27,15.6,22.8,24,26.4,25.2,30.6,36.6,37.8,28.2,40.2,35.4,41.4,21.6,500,高供高计,60,常青营业一班
2014/5/28,分表０１,有功功率,55.356,86.748,76.728,82.878,80.646,72.822,79.152,76.728,99.108,98.484,97.332,94.608,99.324,82.458,83.292,94.776,95.808,85.89,73.662,71.928,72.294,68.274,53.172,57.888,500,高供高计,60,常青营业一班
2014/5/28,分表０１,无功功率,31.8,34.2,25.8,30.6,31.2,27,28.8,25.8,26.4,24,31.8,29.4,25.8,24,24,19.8,24,22.2,25.8,27.6,24.6,37.8,36,37.2,500,高供高计,60,常青营业一班
2014/5/29,分表０１,有功功率,84.582,86.88,84.09,74.94,82.884,92.898,80.712,75.06,83.352,108.654,118.224,106.062,126.042,126.084,126.186,116.358,127.302,127.692,130.656,,4.998,67.266,100.992,121.896,500,高供高计,60,常青营业一班
2014/5/29,分表０１,无功功率,33.6,33.6,31.2,27,32.4,37.2,28.8,24,31.2,38.4,34.8,31.8,23.4,25.2,23.4,24.6,24,23.4,25.2,,0,42.6,35.4,25.2,500,高供高计,60,常青营业一班
2014/5/30,分表０１,有功功率,121.392,110.556,144.09,134.304,101.142,105.162,109.362,98.91,142.008,69.684,76.992,109.14,125.76,121.68,121.422,112.872,120.786,142.326,125.526,134.328,142.104,104.286,106.512,125.172,500,高供高计,60,常青营业一班
2014/5/30,分表０１,无功功率,25.8,31.8,33.6,27.6,27,26.4,29.4,21,28.2,23.4,29.4,31.8,25.2,25.2,25.2,39,23.4,21,18,25.2,32.4,25.8,30,26.4,500,高供高计,60,常青营业一班
2014/5/31,分表０１,有功功率,133.872,126.594,128.892,101.67,105.66,98.196,115.176,121.398,124.674,112.008,105.18,114.576,113.682,111.876,115.038,9.912,1.338,3.666,1.212,1.53,1.236,4.794,4.56,4.506,500,高供高计,60,常青营业一班
2014/5/31,分表０１,无功功率,25.8,21,21,22.8,26.4,21.6,31.8,33,18.6,20.4,28.8,25.2,24.6,19.2,21.6,1.2,0,0.6,0,0,0,3.6,3,3.6,500,高供高计,60,常青营业一班
2014/6/1,分表０１,有功功率,1.728,4.518,3.924,4.542,2.01,6.63,3.744,1.44,1.392,1.212,1.128,1.188,1.806,1.17,1.2,1.302,1.086,1.236,3.444,1.266,2.202,2.316,2.226,2.088,500,高供高计,60,常青营业一班
2014/6/1,分表０１,无功功率,0,3.6,0.6,3.6,0.6,4.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,500,高供高计,60,常青营业一班
2014/6/2,分表０１,有功功率,1.254,1.218,1.134,1.134,1.332,1.056,1.266,1.368,1.812,4.644,3.624,6.372,3.468,3.45,3.606,3.21,1.392,1.176,1.374,1.362,3.486,4.218,1.314,1.704,500,高供高计,60,常青营业一班
2014/6/2,分表０１,无功功率,0,0,0,0,0,0,0,0,0,3.6,0.6,3.6,0.6,0,0.6,0,0,0,0,0,0.6,0.6,0,0,500,高供高计,60,常青营业一班
2014/6/3,分表０１,有功功率,4.602,1.584,4.416,1.47,1.29,1.644,2.046,1.476,1.818,52.83,71.004,94.476,121.398,137.79,122.22,77.016,64.788,65.154,60.978,64.776,65.892,53.424,70.818,62.526,500,高供高计,60,常青营业一班
2014/6/3,分表０１,无功功率,3.6,0,3.6,0,0,0.6,0,0.6,0,21.6,26.4,18.6,14.4,16.2,19.8,27.6,19.8,27,27.6,33,33,25.8,28.2,22.8,500,高供高计,60,常青营业一班
2014/6/4,分表０１,有功功率,67.788,56.808,70.146,58.596,72.924,60.102,74.832,76.908,68.832,72.288,71.196,83.25,91.122,90.978,73.938,90.828,91.434,85.98,69.876,76.518,78.066,75.648,75.606,76.554,500,高供高计,60,常青营业一班
2014/6/4,分表０１,无功功率,27.6,23.4,27.6,22.8,31.2,22.2,30.6,30.6,24,27.6,36,40.2,39,36,27,36,33,29.4,28.2,32.4,29.4,31.8,33,32.4,500,高供高计,60,常青营业一班
2014/6/5,分表０１,有功功率,74.52,89.238,78.678,81.852,84.264,81.552,77.07,80.922,87.408,84.672,90.948,79.14,100.182,79.848,73.002,97.41,96.102,114.042,84.3,93.24,97.944,81.684,88.446,90.702,500,高供高计,60,常青营业一班
2014/6/5,分表０１,无功功率,36,43.2,35.4,40.8,45,40.8,37.8,39,34.2,32.4,41.4,31.2,48.6,34.8,28.8,37.2,38.4,42.6,34.2,47.4,45,38.4,49.8,44.4,500,高供高计,60,常青营业一班
2014/6/6,分表０１,有功功率,91.518,98.7,86.904,90.906,92.928,94.746,86.118,100.182,89.082,94.668,68.178,80.286,75.138,86.634,80.472,90.606,97.176,97.626,75.366,80.76,81.162,73.95,77.88,84.168,500,高供高计,60,常青营业一班
2014/6/6,分表０１,无功功率,39,48,40.2,50.4,50.4,51,45.6,42.6,35.4,38.4,34.2,42.6,36,39,32.4,37.2,43.2,39,34.2,38.4,40.8,33,33,33.6,500,高供高计,60,常青营业一班
2014/6/7,分表０１,有功功率,86.316,95.244,80.838,93.804,85.296,88.356,82.212,92.55,87.888,84.426,107.046,91.986,91.338,91.512,70.698,76.116,81.03,91.686,87.756,83.484,91.23,84.186,80.49,73.974,500,高供高计,60,常青营业一班
2014/6/7,分表０１,无功功率,29.4,37.2,27.6,36,31.2,36.6,27.6,35.4,28.2,28.2,43.2,39,37.2,33.6,26.4,30,19.8,28.8,28.8,25.2,33,35.4,31.2,21,500,高供高计,60,常青营业一班
2014/6/8,分表０１,有功功率,83.028,86.526,86.094,77.052,81.912,81.48,74.61,92.31,5.622,5.082,2.742,2.646,1.392,2.406,2.454,2.448,5.568,5.496,8.118,5.688,4.668,4.302,4.434,7.914,500,高供高计,60,常青营业一班
2014/6/8,分表０１,无功功率,19.8,21.6,21,17.4,17.4,20.4,13.2,21.6,1.8,1.2,0.6,0,0,0,0,0,3,3,4.2,3.6,0.6,0.6,0.6,4.2,500,高供高计,60,常青营业一班
2014/6/9,分表０１,有功功率,7.788,7.362,2.562,5.484,2.262,5.454,2.262,2.406,9.942,91.044,103.158,89.154,106.926,97.35,105.546,115.32,98.346,88.152,66.048,75.51,74.1,63.792,81.216,71.172,500,高供高计,60,常青营业一班
2014/6/9,分表０１,无功功率,4.2,4.2,0.6,3.6,0,4.2,0,0.6,0,34.8,30,25.8,33,30.6,33.6,38.4,26.4,33.6,28.8,36,34.2,23.4,37.8,33,500,高供高计,60,常青营业一班
2014/6/10,分表０１,有功功率,76.8,66.324,66.756,60.258,1.506,1.494,1.59,1.32,11.094,27.96,45.564,32.28,30.342,28.89,28.668,28.608,26.478,114.9,72.894,82.734,89.616,93.396,56.088,63.498,500,高供高计,60,常青营业一班
2014/6/10,分表０１,无功功率,40.2,31.8,29.4,28.8,0,0,0,0,0,9,25.2,12.6,9.6,8.4,6,6.6,5.4,46.2,28.2,35.4,43.2,43.8,33.6,39.6,500,高供高计,60,常青营业一班
2014/6/11,分表０１,有功功率,77.61,76.092,88.836,87.45,78.786,87.912,88.704,92.844,81.69,96.258,132.204,117.33,105.372,95.346,97.77,85.014,97.674,106.872,92.076,85.074,88.278,74.76,83.97,82.962,500,高供高计,60,常青营业一班
2014/6/11,分表０１,无功功率,33,32.4,42,43.8,34.8,42.6,40.2,41.4,30,34.2,51,45,35.4,29.4,34.2,41.4,36.6,39.6,40.2,41.4,44.4,36.6,41.4,35.4,500,高供高计,60,常青营业一班
2014/6/12,分表０１,有功功率,95.814,84.12,84.756,87.084,86.958,87.366,88.614,80.262,97.686,98.184,72.816,56.892,92.472,91.23,109.062,97.8,81.792,93.996,75.672,75.408,84.504,77.25,66.138,71.598,500,高供高计,60,常青营业一班
2014/6/12,分表０１,无功功率,52.8,42,46.8,45,42.6,43.8,47.4,39,42.6,34.8,40.2,27,38.4,32.4,45,33.6,25.2,39.6,33,36,45.6,41.4,31.2,33.6,500,高供高计,60,常青营业一班
2014/6/13,分表０１,有功功率,62.76,76.206,77.508,67.362,80.928,70.296,74.82,76.932,84.078,83.916,63.48,11.766,82.35,88.302,102.432,123.99,136.506,120.888,106.848,112.434,109.674,103.968,105.336,88.602,500,高供高计,60,常青营业一班
2014/6/13,分表０１,无功功率,30,41.4,46.2,34.8,43.2,34.8,38.4,41.4,39.6,43.8,38.4,1.8,30.6,36.6,38.4,45,48.6,34.2,34.8,45,40.8,41.4,42.6,30,500,高供高计,60,常青营业一班
2014/6/14,分表０１,有功功率,100.8,95.436,93.738,84.246,106.848,82.746,77.814,78.474,70.656,97.584,97.17,126.066,108.378,104.544,104.49,93.774,96.132,105.972,106.926,102.054,99.648,87.942,83.784,100.332,500,高供高计,60,常青营业一班
2014/6/14,分表０１,无功功率,40.8,31.2,35.4,27.6,39.6,28.2,34.2,40.8,36,33.6,37.2,49.2,28.8,24.6,28.2,19.2,26.4,31.2,36.6,36,33,26.4,31.2,37.2,500,高供高计,60,常青营业一班
2014/6/15,分表０１,有功功率,102.162,94.032,111.372,100.5,93.42,85.506,95.022,87.822,92.556,92.97,103.038,93.792,94.032,83.01,104.388,90.138,71.646,85.176,83.856,83.862,90.798,84.276,89.958,104.97,500,高供高计,60,常青营业一班
2014/6/15,分表０１,无功功率,42,33.6,48.6,34.8,31.2,26.4,34.2,30,28.8,22.8,28.8,25.2,30,21,29.4,38.4,27,22.2,24,28.2,28.2,26.4,31.8,42.6,500,高供高计,60,常青营业一班
2014/6/16,分表０１,有功功率,100.068,66.558,72.99,88.584,76.818,70.698,83.04,95.922,96.762,77.55,84.882,104.154,116.07,98.88,94.77,108.618,108.438,111.09,98.49,112.338,111.198,106.728,89.472,104.334,500,高供高计,60,常青营业一班
2014/6/16,分表０１,无功功率,39.6,33,37.2,50.4,37.2,32.4,31.8,34.2,28.8,27.6,38.4,30,44.4,38.4,33,29.4,32.4,33,27.6,39.6,39.6,32.4,34.2,39,500,高供高计,60,常青营业一班
2014/6/17,分表０１,有功功率,90.96,104.226,105.036,100.968,98.028,104.592,104.022,95.712,106.452,84.63,71.856,97.662,90.612,72.384,53.88,80.442,92.532,122.832,126.66,117.978,109.152,109.026,96.762,114.198,500,高供高计,60,常青营业一班
2014/6/17,分表０１,无功功率,31.8,33,31.8,32.4,27.6,28.2,30.6,24.6,27,36,24.6,24.6,24,10.2,18.6,16.8,20.4,24.6,33,30,22.8,28.2,20.4,32.4,500,高供高计,60,常青营业一班
2014/6/18,分表０１,有功功率,103.734,108.102,71.112,117.63,107.988,111.564,114.27,108.75,113.442,110.928,40.188,55.218,73.794,90,64.602,113.052,91.734,137.25,102.738,108.036,104.4,110.868,99.63,112.692,500,高供高计,60,常青营业一班
2014/6/18,分表０１,无功功率,24.6,24.6,25.8,40.8,33,31.8,36.6,27,26.4,25.2,17.4,24,31.2,39.6,22.2,37.8,25.8,38.4,21.6,33,32.4,40.2,28.8,36,500,高供高计,60,常青营业一班
2014/6/19,分表０１,有功功率,118.8,108.84,101.94,114.186,103.986,103.83,105.036,101.568,106.164,111.792,116.682,107.988,126.654,102.69,120.198,119.376,121.23,117.168,104.826,99.342,113.262,102.834,94.866,108.492,500,高供高计,60,常青营业一班
2014/6/19,分表０１,无功功率,35.4,37.2,25.2,36.6,29.4,29.4,28.2,24,18,15,37.8,23.4,35.4,25.2,30,27.6,26.4,37.2,27.6,28.2,39,36.6,29.4,31.2,500,高供高计,60,常青营业一班
2014/6/20,分表０１,有功功率,117.75,108.366,96.966,103.992,92.004,104.094,98.664,113.802,105.51,119.766,124.62,116.826,124.02,114.102,115.26,144.492,163.146,129.546,94.854,103.032,99.204,99.42,93.228,105.552,500,高供高计,60,常青营业一班
2014/6/20,分表０１,无功功率,39,33.6,25.8,33,22.8,34.2,30,37.2,29.4,40.2,32.4,26.4,25.2,22.8,20.4,29.4,34.2,19.8,26.4,36,33,46.2,39,36,500,高供高计,60,常青营业一班
2014/6/21,分表０１,有功功率,92.598,89.808,95.298,99.24,93.552,103.56,95.238,99.066,91.416,87.426,69.63,82.806,92.16,88.542,67.206,106.968,105.072,108.192,105.72,107.862,102.816,97.62,105.066,109.782,500,高供高计,60,常青营业一班
2014/6/21,分表０１,无功功率,24,24.6,28.2,33,29.4,33,28.8,32.4,23.4,30,25.2,40.2,34.8,30.6,27.6,27.6,32.4,37.2,36,39,37.2,33.6,28.2,33,500,高供高计,60,常青营业一班
2014/6/22,分表０１,有功功率,112.542,106.008,106.812,104.16,101.388,98.868,97.998,92.352,107.826,100.11,104.706,103.356,99.492,108.492,103.608,97.212,109.38,99.846,103.764,115.266,103.854,102.48,109.608,111.546,500,高供高计,60,常青营业一班
2014/6/22,分表０１,无功功率,34.2,31.8,36.6,36.6,29.4,30,28.8,24.6,27.6,25.2,23.4,26.4,20.4,25.8,26.4,19.8,28.8,22.8,27,31.2,30.6,30.6,36,31.2,500,高供高计,60,常青营业一班
2014/6/23,分表０１,有功功率,91.962,115.116,93.96,98.688,102.99,95.61,100.548,106.95,108.672,112.122,78.018,85.236,88.182,79.14,93.612,63.954,69.51,76.722,75.606,81.054,82.392,76.044,82.02,88.908,500,高供高计,60,常青营业一班
2014/6/23,分表０１,无功功率,24,31.8,24.6,29.4,29.4,28.8,29.4,33,29.4,27.6,32.4,33.6,33,28.2,32.4,26.4,21.6,20.4,22.8,32.4,32.4,35.4,36.6,40.2,500,高供高计,60,常青营业一班
2014/6/24,分表０１,有功功率,72.936,75.168,80.592,74.364,80.676,80.568,74.562,81.642,86.466,76.386,69.378,80.256,96.138,87.372,79.548,85.098,86.466,79.932,85.806,90.888,103.548,84.486,67.566,84.858,500,高供高计,60,常青营业一班
2014/6/24,分表０１,无功功率,28.2,27,35.4,24.6,33,32.4,28.2,31.2,30,28.8,24.6,36,34.2,31.8,36,33,36,26.4,26.4,31.2,40.8,28.8,26.4,37.8,500,高供高计,60,常青营业一班
2014/6/25,分表０１,有功功率,81.366,87.426,108.66,94.878,93.45,95.904,90.474,91.614,96.516,77.778,75.846,98.796,82.92,89.286,92.118,82.974,102.282,106.452,91.512,92.748,87.372,98.55,87.276,77.538,500,高供高计,60,常青营业一班
2014/6/25,分表０１,无功功率,37.8,28.2,46.8,35.4,37.8,39.6,34.8,34.8,31.2,25.8,27,33.6,25.8,27.6,19.2,16.2,27,28.8,28.2,28.2,24,29.4,29.4,31.2,500,高供高计,60,常青营业一班
2014/6/26,分表０１,有功功率,103.524,83.364,85.548,88.512,92.124,91.944,91.266,102.234,94.884,85.338,89.814,82.512,100.296,98.046,102.57,103.974,101.904,108.948,95.88,87.342,82.098,92.802,91.194,92.058,500,高供高计,60,常青营业一班
2014/6/26,分表０１,无功功率,39,22.2,25.8,25.8,30.6,30,30,36.6,21,18.6,45.6,36,36.6,37.2,42.6,45,45,30,30.6,27.6,24,34.2,31.2,36.6,500,高供高计,60,常青营业一班
2014/6/27,分表０１,有功功率,75.39,71.37,78.03,78.336,90.39,84.108,88.638,83.892,82.95,76.104,86.49,100.542,104.76,100.224,103.176,92.838,99.15,101.274,101.55,108.732,108.03,98.382,90.786,100.716,500,高供高计,60,常青营业一班
2014/6/27,分表０１,无功功率,19.2,18.6,23.4,24.6,36.6,28.8,35.4,30.6,23.4,27.6,31.2,27.6,40.8,34.2,40.8,28.2,24.6,25.2,33,33.6,34.2,38.4,39.6,39.6,500,高供高计,60,常青营业一班
2014/6/28,分表０１,有功功率,92.094,89.16,95.982,90.096,85.878,101.646,95.568,96.294,96.12,95.466,96.186,93.786,91.584,99.576,96.63,100.896,94.704,88.452,93.09,95.736,97.494,95.16,99.78,90.606,500,高供高计,60,常青营业一班
2014/6/28,分表０１,无功功率,25.8,26.4,30.6,28.2,23.4,38.4,30,28.8,28.2,25.8,27.6,22.2,22.8,28.2,28.2,25.8,27,30,32.4,25.2,23.4,25.2,31.8,21.6,500,高供高计,60,常青营业一班
2014/6/29,分表０１,有功功率,90.522,102.54,92.562,86.172,96.438,90.27,91.878,79.638,87.702,95.604,105.894,104.01,107.58,101.826,102.684,109.284,105.54,103.41,91.11,97.068,93.858,111.168,98.43,103.314,500,高供高计,60,常青营业一班
2014/6/29,分表０１,无功功率,20.4,29.4,18,17.4,26.4,22.8,21.6,13.2,20.4,18,24.6,25.2,28.8,21.6,21,27.6,24,25.2,19.2,25.2,20.4,34.8,22.8,29.4,500,高供高计,60,常青营业一班
2014/6/30,分表０１,有功功率,91.758,81.3,77.19,81.306,85.212,104.586,112.416,109.476,115.122,104.442,97.062,115.656,110.184,88.68,103.998,101.562,111.57,109.956,80.934,90.894,91.218,91.98,98.058,85.452,500,高供高计,60,常青营业一班
2014/6/30,分表０１,无功功率,33,31.8,29.4,32.4,34.8,31.2,31.8,29.4,26.4,29.4,26.4,36,33.6,20.4,35.4,25.2,27.6,29.4,24,31.8,33.6,34.2,39.6,31.8,500,高供高计,60,常青营业一班
2014/7/1,分表０１,有功功率,80.106,81.882,98.814,84.678,93.966,90.318,79.818,93.876,92.472,101.154,105.564,111.936,110.328,100.686,117.114,128.514,108.984,127.212,103.158,98.268,88.656,87.714,96.924,96.72,500,高供高计,60,常青营业一班
2014/7/1,分表０１,无功功率,24,24,40.2,24,33,33,22.2,30.6,28.2,31.8,43.8,40.8,37.2,29.4,42.6,48,26.4,41.4,28.8,30,26.4,29.4,33,28.2,500,高供高计,60,常青营业一班
2014/7/2,分表０１,有功功率,100.5,105.168,103.08,98.634,99.294,103.824,98.202,95.796,99.84,115.404,81.912,82.47,115.5,99.57,114.684,132.246,136.668,132.114,118.506,108.624,114.15,119.598,117.594,124.602,500,高供高计,60,常青营业一班
2014/7/2,分表０１,无功功率,29.4,34.2,34.2,30.6,30.6,34.8,30,24.6,21.6,27.6,44.4,42.6,38.4,30,28.2,42,31.8,28.2,27.6,22.2,27,32.4,32.4,39,500,高供高计,60,常青营业一班
2014/7/3,分表０１,有功功率,108.006,106.272,108.486,110.178,113.412,118.572,106.842,96.732,114.756,114.72,106.776,98.934,105.906,95.832,108.06,137.874,121.962,125.16,110.166,81.42,98.346,99.114,90.882,96.252,500,高供高计,60,常青营业一班
2014/7/3,分表０１,无功功率,29.4,25.8,30,33.6,30.6,33,23.4,36.6,24,39.6,46.8,40.8,34.8,30.6,30.6,49.2,44.4,43.8,40.2,24,38.4,37.2,29.4,33.6,500,高供高计,60,常青营业一班
2014/7/4,分表０１,有功功率,102.072,99.054,80.292,70.764,72.552,77.088,95.712,90.3,115.92,118.212,125.844,111.672,101.508,106.782,104.472,109.236,118.38,103.092,89.406,105.066,85.662,88.326,79.788,90.864,500,高供高计,60,常青营业一班
2014/7/4,分表０１,无功功率,37.8,35.4,40.2,37.2,37.8,37.8,36.6,28.2,43.2,43.8,56.4,55.2,34.2,36,37.2,39.6,51,32.4,31.8,43.2,31.8,40.2,37.8,43.8,500,高供高计,60,常青营业一班
2014/7/5,分表０１,有功功率,86.1,87.696,85.56,83.028,94.152,74.04,83.184,75.948,86.124,85.896,94.848,113.382,114.762,98.01,98.844,109.674,104.544,99.078,111.54,98.79,96.45,95.376,96.9,102.858,500,高供高计,60,常青营业一班
2014/7/5,分表０１,无功功率,35.4,43.8,40.2,40.8,47.4,27.6,39,30.6,33,40.2,34.8,40.8,36.6,31.8,28.2,28.2,34.2,25.8,37.8,31.2,27.6,30,33,37.8,500,高供高计,60,常青营业一班
2014/7/6,分表０１,有功功率,107.832,100.266,99.408,101.412,87.72,79.542,92.226,92.442,102.354,102.096,96.672,95.694,88.674,95.328,96.114,91.692,94.848,81.786,90.252,88.38,91.098,86.574,91.362,92.484,500,高供高计,60,常青营业一班
2014/7/6,分表０１,无功功率,37.2,34.8,34.2,35.4,21.6,17.4,21,31.8,35.4,27,23.4,27.6,21,25.8,27.6,24,23.4,21,30.6,27.6,31.2,28.2,32.4,31.8,500,高供高计,60,常青营业一班
2014/7/7,分表０１,有功功率,80.844,87.894,84.684,74.892,71.688,80.934,88.308,83.802,82.356,90.27,100.038,102.426,95.562,107.124,92.988,103.788,112.128,104.598,88.68,94.5,62.712,69.684,71.718,82.248,500,高供高计,60,常青营业一班
2014/7/7,分表０１,无功功率,31.2,39,30.6,27,21.6,30.6,37.8,29.4,16.8,21,28.8,30.6,25.2,34.2,25.8,30.6,33.6,21.6,26.4,35.4,29.4,26.4,20.4,34.2,500,高供高计,60,常青营业一班
2014/7/8,分表０１,有功功率,87.156,82.302,76.854,81.354,91.65,84.252,83.934,92.904,93.594,109.95,81.93,96.552,131.796,119.46,108.852,110.568,119.064,97.512,109.44,100.728,102.972,112.914,93.138,83.346,500,高供高计,60,常青营业一班
2014/7/8,分表０１,无功功率,36,29.4,19.8,27,35.4,24,27.6,30.6,24.6,29.4,25.8,35.4,33.6,36,25.2,27,36,19.8,28.2,33,30,43.8,51.6,23.4,500,高供高计,60,常青营业一班
2014/7/9,分表０１,有功功率,95.43,113.97,89.79,90.504,102.588,87.288,77.646,88.05,107.64,148.794,114,100.71,135.09,134.778,134.184,137.448,,101.328,98.382,100.638,96.924,66.924,82.908,92.904,500,高供高计,60,常青营业一班
2014/7/9,分表０１,无功功率,38.4,32.4,31.2,34.8,31.8,36,28.2,33,23.4,33,37.2,34.2,31.8,39,39.6,45,,41.4,24.6,28.8,28.8,33.6,30.6,37.8,500,高供高计,60,常青营业一班
2014/7/10,分表０１,有功功率,89.028,98.01,74.436,65.028,64.638,82.992,83.748,95.322,87.564,116.94,94.326,109.704,99.972,105.66,87.078,106.848,111.972,97.824,98.58,121.38,106.866,96.936,92.616,103.098,500,高供高计,60,常青营业一班
2014/7/10,分表０１,无功功率,30.6,40.2,35.4,31.8,32.4,27.6,31.8,36,22.8,43.8,41.4,33,32.4,27.6,34.8,35.4,37.2,24.6,38.4,44.4,32.4,33.6,31.8,31.8,500,高供高计,60,常青营业一班
2014/7/11,分表０１,有功功率,97.002,95.7,93.192,98.796,93.972,83.496,79.242,106.188,82.92,94.866,83.838,99.954,90.6,102.096,124.854,120.558,107.076,90.09,89.628,58.026,77.046,91.578,96.588,89.802,500,高供高计,60,常青营业一班
2014/7/11,分表０１,无功功率,29.4,29.4,30,34.8,32.4,38.4,48,41.4,39,37.8,34.8,28.8,30,28.8,36.6,37.2,37.2,28.2,37.2,16.8,30.6,24.6,28.2,24,500,高供高计,60,常青营业一班
2014/7/12,分表０１,有功功率,90.48,88.29,87.876,71.754,71.778,65.814,70.218,56.652,68.742,79.398,77.622,87.678,109.362,98.4,80.838,94.89,81.342,93.894,69.108,78.756,83.862,69.636,75.45,78.276,500,高供高计,60,常青营业一班
2014/7/12,分表０１,无功功率,22.2,18.6,24,32.4,34.2,29.4,34.2,21.6,25.2,26.4,39.6,52.8,39.6,42,23.4,28.8,22.2,32.4,25.2,30.6,30.6,34.2,33,25.2,500,高供高计,60,常青营业一班
2014/7/13,分表０１,有功功率,67.014,76.452,77.634,74.154,75.996,44.742,44.226,73.152,76.89,79.224,75.558,84.426,85.698,84.804,89.886,82.884,83.544,87.564,96.132,85.446,88.428,82.242,76.644,89.286,500,高供高计,60,常青营业一班
2014/7/13,分表０１,无功功率,16.8,31.2,31.2,25.2,17.4,16.8,20.4,48,18.6,20.4,15,24,24,22.8,27,22.8,20.4,23.4,31.2,25.2,30.6,27,24,34.2,500,高供高计,60,常青营业一班
2014/7/14,分表０１,有功功率,79.788,84.93,80.016,79.026,72.852,80.94,69.504,91.458,70.116,93.708,98.688,117.51,115.842,98.022,107.556,109.524,121.026,105.72,89.19,92.982,85.614,72.36,73.446,75.33,500,高供高计,60,常青营业一班
2014/7/14,分表０１,无功功率,27,32.4,28.8,27,19.8,29.4,19.8,34.2,16.8,21,31.8,37.2,33.6,22.2,31.8,33,37.8,29.4,24,35.4,33,31.2,28.8,33,500,高供高计,60,常青营业一班
2014/7/15,分表０１,有功功率,71.832,94.122,91.632,90.096,81.864,95.754,98.106,101.796,98.298,93.204,101.394,109.656,87.438,82.656,94.176,103.71,117.534,114.858,74.694,81.96,88.992,75.228,85.926,93.612,500,高供高计,60,常青营业一班
2014/7/15,分表０１,无功功率,31.2,34.8,26.4,27,26.4,31.2,34.8,33,31.2,26.4,33,26.4,16.2,20.4,26.4,33.6,40.2,34.2,22.2,25.8,30.6,24.6,31.8,34.8,500,高供高计,60,常青营业一班
2014/7/16,分表０１,有功功率,96.264,95.682,101.43,93.744,108.186,96.252,98.994,84.204,101.304,108.894,99.81,129.036,111.462,104.982,116.214,129.66,125.892,124.356,123.816,95.754,102.672,79.092,85.77,83.562,500,高供高计,60,常青营业一班
2014/7/16,分表０１,无功功率,28.2,31.8,32.4,28.8,42,33.6,32.4,37.8,30,33,33,44.4,32.4,26.4,33.6,34.8,51,36.6,46.2,27,34.8,16.8,24.6,22.8,500,高供高计,60,常青营业一班
2014/7/17,分表０１,有功功率,91.476,67.29,86.802,75.99,79.236,73.392,76.974,71.97,100.47,85.074,77.61,108.132,104.82,114.978,102.69,97.218,96.714,97.662,96.168,88.644,91.266,76.032,68.988,55.662,500,高供高计,60,常青营业一班
2014/7/17,分表０１,无功功率,30,14.4,31.2,22.2,24,19.2,27,18,20.4,28.8,33.6,30,21.6,37.2,21,22.2,23.4,25.2,35.4,27.6,32.4,19.8,40.2,28.8,500,高供高计,60,常青营业一班
2014/7/18,分表０１,有功功率,92.79,80.55,82.194,89.154,73.698,75.414,83.754,89.31,92.916,104.25,90.126,114.348,93.198,99.024,91.656,104.202,97.956,104.502,74.106,77.778,58.938,73.704,73.836,75.744,500,高供高计,60,常青营业一班
2014/7/18,分表０１,无功功率,36,23.4,24,33,21,24.6,28.8,32.4,34.2,40.8,28.8,43.2,37.2,40.2,29.4,30.6,34.8,31.8,25.8,38.4,30.6,35.4,37.2,32.4,500,高供高计,60,常青营业一班
2014/7/19,分表０１,有功功率,80.814,80.022,64.536,73.26,57.444,48.48,46.344,64.944,84.342,82.188,90.042,92.88,91.392,84.876,96.858,100.638,101.994,52.392,68.928,81.276,74.622,86.622,36.21,36.936,500,高供高计,60,常青营业一班
2014/7/19,分表０１,无功功率,39.6,39.6,29.4,33,32.4,33,29.4,41.4,33.6,32.4,27,36,32.4,26.4,29.4,25.2,31.8,16.8,37.2,31.8,39.6,36.6,25.8,29.4,500,高供高计,60,常青营业一班
