real,pred
20689.795,19265.549851662374
20820.982,19596.195755718727
21016.262,19766.694005799396
20189.703,19163.99548771824
20760.385,19615.661852091685
20792.768,19652.451438974193
19970.646,19017.349352894216
19387.686,18537.510060105098
19365.143,18509.71833417113
17008.451,16868.274680502513
15157.643,15062.785866935688
14542.434,14396.367673637325
15002.654,14821.3211025031
15884.855,15655.585221612168
15992.698,15715.858405284642
15222.041,15244.70014976764
16063.563,16027.686026916543
16736.734,16633.324818105066
17589.15,17050.722249145885
17464.088,16885.204651720367
16938.229,16726.459241914385
16433.994,16215.81400806729
16640.83,16376.955873658111
17122.455,16367.22639973952
17587.156,16752.130514604913
16715.691,16231.910118752758
16566.85,16094.286320252539
16105.476,15646.058734431976
15412.829,14942.657381769508
15763.972,15278.565792695235
16903.867,16374.583511750361
16705.314,16163.006954463455
16183.651,15623.341516012459
16358.959,16292.801441803891
16148.472,16058.054965852032
16316.247,16179.567627514576
15774.998,15613.822257733274
15955.824,15745.49282750366
14650.193,14393.138099952306
15515.132,15524.997078991688
16230.716,16178.696496123577
16503.158,16404.42130976205
16853.771,16369.792576725786
16689.117,16162.33141038403
17015.316,16784.04821307769
17301.07,17014.58536838069
17345.064,17019.44029266487
17143.984,16394.817290887175
17137.287,16341.09355520519
17125.693,16658.802321281248
17240.453,16767.3733939292
17591.488,17084.881166501335
17399.303,16906.936804897658
17272.127,16780.160517611355
17507.62,16983.300316971978
17193.785,16672.3546015142
16370.651,15852.283979889104
15268.682,15265.458604695887
13736.807,13658.150788765282
13442.047,13301.805825464578
14917.595,14780.561628400417
15158.363,14974.748895155743
13838.932,13579.477035063823
13477.887,13488.164870704162
14103.35,14087.697233342615
13761.569,13710.388355741934
14221.828,13797.068955344028
15424.201,14946.381751893407
15398.373,15227.358706456225
14860.032,14671.630705978589
15797.294,15542.168518953617
16247.584,15558.814794256932
16278.241,15545.700268043447
16022.856,15673.989709818128
16831.447,16436.79334141485
17130.07,16709.181290974775
17194.41,16761.231197661695
17370.602,16912.133710200233
17070.295,16616.81067347329
16723.91,16264.75752234338
16027.365,15551.431553599556
15239.317,15258.925493745475
13880.942,13833.147473934214
13581.389,13472.251985019118
13759.989,13611.459989443636
14123.629,13940.166155379591
14389.139,14163.720693083425
13918.001,13928.132798995537
15827.108,15771.908074981488
16335.905,16220.379224684642
16445.443,15997.622489155705
16952.965,16429.123926731947
17470.068,17168.412091595033
17831.2,17461.664595875412
18109.303,17676.704831552637
18260.926,17430.73460287851
18474.922,17571.408217500586
18072.531,17580.69029000224
18207.2,17704.007090214443
18280.39,17770.28281963412
18222.525,17718.99005803319
18257.738,17743.369592669027
18557.115,17993.231724234876
18265.64,17724.3269883503
17037.326,16574.06740398693
15476.146,15510.824772072787
15472.788,15463.47490268597
15347.178,15293.087795424191
17419.818,17211.25985037694
16289.726,16112.822600914977
16409.242,16177.557320643475
16781.797,16686.69378622127
16550.676,16440.674541306642
17793.92,17540.834317245364
19056.322,18397.379869990866
19696.387,18901.00581539465
19163.727,18647.773004007595
19135.22,18593.157557757688
19150.186,18573.28154015263
19061.27,18146.901063727146
19832.752,18768.238364384226
19604.932,18870.398250031587
20121.746,19286.1400673522
19978.807,19189.252544873045
19961.143,19183.412894680165
19461.908,18787.99446822945
19780.732,19041.782087770753
19390.623,18716.513792469348
18239.535,17712.043156619453
16903.184,16869.872524976166
17554.418,17417.755519192808
16915.156,16802.522084038133
16126.976,16016.036181919595
16423.498,16249.779622206928
16705.258,16466.39584378582
15576.782,15539.217804822161
16539.584,16412.858328584505
18155.258,17839.228720194154
19589.746,18854.506184494116
19329.068,18585.039399740403
18811.955,18320.12441149965
18636.6,18132.956765502095
18745.377,18192.44120620599
18487.928,17630.844907200575
18429.941,17524.236001406844
17759.645,17382.97996140852
17440.895,17105.44944115619
17851.193,17465.623856477676
17295.406,16961.728044806823
16823.637,16509.5952230971
16424.877,16106.813870417036
15796.573,15459.163524526526
15434.809,15058.262415898424
13492.235,13535.772224429364
12640.3,12584.12911684159
13578.077,13523.501627542546
12394.907,12229.893708762693
13266.065,13098.554254995028
13570.794,13365.675479483774
12855.948,12819.511678281211
12928.534,12858.971290397269
14124.255,14020.922654494307
15581.556,15176.524879129218
16513.129,16019.33083780941
15500.199,15247.89172598421
15402.118,15116.020774875089
15103.956,14796.722748990724
14740.859,14159.879848321494
13830.982,13303.143193540991
13717.854,13497.306322029066
13352.657,13079.71818036671
13788.97,13526.958951358005
13673.869,13373.620825383901
13682.587,13350.904977416692
13650.081,13280.728308686283
13683.694,13280.346485480371
12445.845,11873.335181026656
11597.482,11524.806772354794
10646.845,10447.154102122042
10659.626,10429.314248650113
11316.305,11100.944840156113
11782.836,11559.624178645345
11808.888,11552.981248459258
11878.99,11811.207699776327
12744.519,12658.933487639908
12952.24,12835.598253832772
13046.168,12683.096478158648
13482.325,13081.252829638115
13819.54,13600.361435028342
13709.145,13468.108350017395
13706.842,13445.134898888373
13709.764,13208.05967835711
13818.745,13296.56822412657
13386.867,13177.868226731642
13589.351,13373.502604432953
13410.978,13152.756674619548
13816.627,13562.149412717703
13439.403,13119.735458574207
13564.619,13220.696327083002
13123.643,12699.350671370878
12937.842,12455.9042553605
12338.117,12344.068960220822
12100.963,12040.525729192808
12775.202,12708.047753617582
12742.949,12624.723662976523
11804.947,11597.50968518198
11518.337,11266.12855284601
11808.19,11726.967324480336
12664.381,12562.336862884322
13300.76,13165.065614890938
13652.685,13287.811943317907
13728.107,13325.464478355301
14193.301,13939.462436653686
14428.717,14134.215988460286
15026.468,14671.437688199869
15040.029,14437.944877261172
14860.708,14243.730226545767
14435.438,14321.284219406198
14780.646,14656.480380764744
14928.104,14784.721109631442
14842.793,14671.446030819334
14057.293,13817.54367335783
14011.425,13732.791647866721
13817.1,13485.842366614654
13815.113,13443.658082603873
14168.849,14271.6102834415
13289.48,13310.546303307481
14416.91,14412.931456282902
14924.955,14865.848823334818
15022.0,14905.70900445516
15319.169,15142.089621180337
14882.339,14789.073502452336
15270.584,15121.063718127545
16166.518,15931.131858719755
17673.908,17145.313475279032
17910.908,17304.440623545976
18441.238,17878.679066866287
18759.316,18118.318791259873
18684.346,18012.33713526107
18324.162,17449.54760982576
18566.527,17609.417140870468
17540.453,17300.602780234505
17591.889,17344.31420209366
17729.326,17458.95870464661
17984.82,17672.431741755627
18099.338,17759.373720887943
18271.71,17892.88937311497
18192.873,17804.15522574152
17431.441,17093.08753434662
17621.701,17536.371481456965
16331.154,16331.712069442154
16109.227,16071.983844637158
15423.655,15357.851377156498
15070.644,14954.03480032802
15008.233,14834.829948765266
15558.803,15416.572392696642
16365.19,16132.567067904372
17100.275,16767.25430037112
15799.605,15378.722903747665
16109.557,15619.115271705517
15587.245,15221.1094483723
15420.756,15022.1132815097
16311.046,15818.104010237696
16112.324,15418.389920188993
15983.958,15257.843865836021
15632.034,15569.565688578612
16424.438,16309.650949452123
16140.977,16027.227153416541
16237.698,16098.991316214466
16189.239,16027.875557084433
16591.89,16384.675695321243
16342.203,16114.472998609635
15665.998,15412.607646582674
14915.77,15028.290917502894
13692.097,13739.584299821188
13397.81,13379.74607613452
14699.378,14642.668806308056
14663.431,14548.587041688084
16905.68,16648.970320203272
16274.084,16062.495284415665
16308.136,16050.176703807474
17234.164,16857.50275783436
18118.822,17527.201676125096
18846.752,18115.209708310354
19058.574,18344.701803668
18548.775,17862.128445995433
18882.348,18112.07215083051
19168.13,18167.73342126613
18698.197,17696.251028951257
18500.594,18145.975640341563
19198.455,18713.5503348888
18721.494,18330.193413736604
18665.229,18278.720710173962
17764.924,17495.46095213548
17636.447,17360.898842179948
17457.615,17173.95202375236
14874.504,14624.759467895736
14198.658,14314.933261749238
13923.785,13978.243082698653
14075.364,14073.408953143653
12684.484,12589.93845336081
12712.037,12568.10792112865
13669.313,13491.721810606969
13449.32,13302.481756143665
14642.477,14430.840095186011
15589.797,15295.545365911867
16916.445,16415.3609259539
18061.588,17404.11513658915
17193.016,16652.219462171783
16482.742,15950.7276188792
17257.096,16619.065828440707
18295.027,17378.690167188255
19583.246,18451.39075237248
19882.879,19242.458562768963
20702.564,19860.016637100613
20801.713,19942.810841114922
20416.703,19666.083410199735
20023.371,19367.554837162566
19291.707,18780.968960535574
20186.83,19479.320700604443
19810.176,19168.64996576822
16240.926,16289.685487693016
12625.193,12638.003066502191
14183.025,14179.864985958067
15143.668,15073.25351235386
15651.744,15506.273039103993
14248.001,14067.981055570477
15264.656,15049.86400783525
14827.437,14580.01433294795
15829.494,15489.868083980182
16463.469,15978.474870801101
16536.465,15988.017109187816
16986.674,16425.319439907806
17466.822,16817.093873722337
17147.111,16479.15447083088
17773.639,16893.004248954876
18492.83,17477.680057948866
18804.592,18412.29658664516
19444.258,18922.599979712322
19090.049,18645.35738483526
17433.73,17239.147958527043
17971.77,17694.146532953157
18697.623,18295.941651563207
18995.506,18526.400967724505
19323.562,18777.35719494995
18350.412,18129.938177316086
17303.334,17192.49085492755
17479.736,17299.39612039783
16463.244,16324.07054749623
17084.936,16838.938264047134
15805.756,15583.332785251647
15202.15,14958.25962423783
16155.149,15809.640381122337
16748.13,16310.505054511601
17303.557,16743.114934183213
19217.658,18385.147364212746
19799.775,18851.208406060687
19966.262,18952.659764565182
20173.697,19086.78579155624
19515.305,18409.64167560778
19044.594,17941.7423737809
18418.258,18105.540496135476
18726.977,18358.256558367706
19080.072,18641.157585762747
19230.178,18757.187689516635
19161.215,18693.952367720187
19059.385,18598.40668600673
19042.426,18567.19976681685
18947.42,18466.44467312581
17698.775,17570.50560194811
15535.822,15555.927186533387
15007.194,14984.482551757685
16215.792,16081.044127423918
14477.845,14339.646745514392
15664.939,15435.811255115357
16005.357,15683.700234248858
16755.955,16328.072290360657
16686.7,16216.489582636175
17123.22,16559.619571863936
16726.648,16132.345300125613
17183.3,16525.23554220785
18231.75,17420.230296933933
19041.672,18083.71511677058
19930.1,18740.77825442915
20127.318,18848.77202020771
19647.252,19075.670935980073
19831.332,19223.201949320355
19345.605,18852.133368606337
19620.877,19064.94418029745
18965.812,18535.477603723233
18806.12,18389.413934548316
18025.096,17701.57692916573
17084.64,16822.920684407498
17762.031,17611.483971944355
16214.575,16183.566955950644
16972.33,16820.258415164524
17205.281,16974.477092855945
16759.078,16511.22738313428
16840.027,16525.543830577048
17671.373,17153.274613128586
18452.012,17786.069336673976
18510.543,17796.986941823696
18032.012,17363.50127288917
19509.658,18590.238672896445
20142.342,19046.342417074557
19850.826,18768.77677913241
20095.42,18932.041313801834
19875.586,18669.307967986413
19699.146,18459.01628567899
19016.283,18587.821239112487
19757.512,19165.07172867281
19893.39,19271.792733684393
19576.02,19027.146726526513
18925.56,18500.354125512804
19281.812,18775.568878345082
19173.477,18670.81895887331
17541.05,17239.480721583397
16302.967,16307.423883111382
14694.536,14719.1725866444
14142.142,14108.829328664076
13932.09,13836.20268077811
13970.808,13813.518023755256
15071.764,14834.046629407563
15725.612,15348.480266174825
16578.582,16088.288951079128
17498.361,16870.968527660156
18866.873,18073.785636444973
19423.572,18492.806790426184
19305.771,18306.665459465694
19229.092,18198.2355884946
18952.078,17913.984184123095
19413.035,18247.177758205282
19597.371,18344.93640115218
18174.66,17908.491616683983
18871.633,18472.753516449033
18041.719,17786.69041347021
18463.088,18127.97806391531
18397.545,18058.830784987033
18966.127,18513.602030812475
19070.465,18580.55764674592
18754.752,18294.526174926214
18265.482,18000.943101227127
16461.873,16380.953504717234
16781.205,16613.90060983492
16837.512,16606.46143793592
15086.944,14895.773534708576
14396.179,14158.729424997964
14954.869,14579.713454619945
16470.47,15948.257270034646
17592.877,16912.277764376468
17437.736,16782.653347977623
18397.994,17579.606160752206
19071.58,18061.208513714362
18966.592,17925.62684296464
18094.512,17112.649292419846
18063.367,17038.250409134012
18397.51,17274.17556907714
18588.055,18239.99185939273
18027.652,17778.707683889403
17237.936,17088.952363474706
17468.148,17273.488816581696
17206.29,17018.873804058374
17988.598,17683.35761477243
17987.975,17656.750636228633
18069.15,17698.025909090105
17330.006,17189.696811063935
16031.759,15966.87640860828
15497.256,15401.372819433225
15884.704,15704.47487524401
15730.954,15494.780417911601
15408.319,15122.420366146955
15545.836,15100.876828745773
15550.471,15050.326044823983
17017.383,16352.365583975648
18075.314,17329.442888606485
19306.346,18339.485302429017
19261.361,18174.821370187543
19247.312,18117.819090466488
19914.951,18636.78189174491
20141.756,18808.95710351075
20019.885,18645.94128943771
