month,date,hour,peak_flat_valley,real,pred
8.0,15.0,6.0,1.0,18697.623,17973.371
8.0,15.0,7.0,1.0,18995.506,18162.57
8.0,15.0,8.0,1.0,19323.562,18398.766
8.0,15.0,9.0,2.0,18350.412,17896.57
8.0,15.0,10.0,2.0,17303.334,17339.523
8.0,15.0,11.0,2.0,17479.736,17194.408
8.0,15.0,12.0,2.0,16463.244,16738.809
8.0,15.0,13.0,2.0,17084.936,16816.54
8.0,15.0,14.0,2.0,15805.756,16367.208
8.0,15.0,15.0,3.0,15202.149,15824.557
8.0,15.0,16.0,3.0,16155.148,16100.486
8.0,15.0,17.0,3.0,16748.13,16423.56
8.0,15.0,18.0,2.0,17303.557,16958.283
8.0,15.0,19.0,2.0,19217.658,17860.664
8.0,15.0,20.0,3.0,19799.775,18174.719
8.0,15.0,21.0,3.0,19966.262,18439.617
8.0,15.0,22.0,3.0,20173.697,18676.727
8.0,15.0,23.0,2.0,19515.305,18870.635
8.0,15.0,24.0,2.0,19044.594,18794.475
8.0,16.0,1.0,1.0,18418.258,18651.885
8.0,16.0,2.0,1.0,18726.977,18553.941
8.0,16.0,3.0,1.0,19080.072,18568.748
8.0,16.0,4.0,1.0,19230.178,18604.756
8.0,16.0,5.0,1.0,19161.215,18600.2
8.0,16.0,6.0,1.0,19059.385,18576.877
8.0,16.0,7.0,1.0,19042.426,18576.48
8.0,16.0,8.0,1.0,18947.42,18558.37
8.0,16.0,9.0,2.0,17698.775,17776.967
8.0,16.0,10.0,2.0,15535.822,16653.248
8.0,16.0,11.0,2.0,15007.193,16069.589
8.0,16.0,12.0,2.0,16215.793,16280.48
8.0,16.0,13.0,2.0,14477.845,15730.368
8.0,16.0,14.0,2.0,15664.94,15997.212
8.0,16.0,15.0,3.0,16005.356,16014.877
8.0,16.0,16.0,3.0,16755.955,16363.021
8.0,16.0,17.0,3.0,16686.7,16461.377
8.0,16.0,18.0,2.0,17123.22,16907.783
8.0,16.0,19.0,2.0,16726.648,16881.594
8.0,16.0,20.0,3.0,17183.3,16820.385
8.0,16.0,21.0,3.0,18231.75,17288.479
8.0,16.0,22.0,3.0,19041.672,17795.613
8.0,16.0,23.0,2.0,19930.1,18627.805
8.0,16.0,24.0,2.0,20127.318,19041.672
8.0,17.0,1.0,1.0,19647.252,19153.727
8.0,17.0,2.0,1.0,19831.332,19186.273
8.0,17.0,3.0,1.0,19345.605,19020.877
8.0,17.0,4.0,1.0,19620.877,19042.295
8.0,17.0,5.0,1.0,18965.812,18816.697
8.0,17.0,6.0,1.0,18806.12,18658.982
8.0,17.0,7.0,1.0,18025.096,18288.396
8.0,17.0,8.0,1.0,17084.64,17756.463
8.0,17.0,9.0,2.0,17762.031,17462.969
8.0,17.0,10.0,2.0,16214.576,16737.129
8.0,17.0,11.0,2.0,16972.33,16764.363
8.0,17.0,12.0,2.0,17205.281,16842.607
8.0,17.0,13.0,2.0,16759.078,16707.664
8.0,17.0,14.0,2.0,16840.027,16717.033
8.0,17.0,15.0,3.0,17671.373,16826.283
8.0,17.0,16.0,3.0,18452.012,17231.195
8.0,17.0,17.0,3.0,18510.543,17415.713
8.0,17.0,18.0,2.0,18032.012,17597.525
8.0,17.0,19.0,2.0,19509.658,18257.29
8.0,17.0,20.0,3.0,20142.342,18488.004
8.0,17.0,21.0,3.0,19850.826,18522.473
8.0,17.0,22.0,3.0,20095.42,18683.62
8.0,17.0,23.0,2.0,19875.586,19010.979
8.0,17.0,24.0,2.0,19699.146,19096.924
8.0,18.0,1.0,1.0,19016.283,19010.832
8.0,18.0,2.0,1.0,19757.512,19112.064
8.0,18.0,3.0,1.0,19893.39,19162.328
8.0,18.0,4.0,1.0,19576.02,19079.662
8.0,18.0,5.0,1.0,18925.56,18823.947
8.0,18.0,6.0,1.0,19281.812,18834.936
8.0,18.0,7.0,1.0,19173.477,18789.834
8.0,18.0,8.0,1.0,17541.05,18173.537
8.0,18.0,9.0,2.0,16302.967,17094.537
8.0,18.0,10.0,2.0,14694.536,16104.8545
8.0,18.0,11.0,2.0,14142.143,15620.231
8.0,18.0,12.0,2.0,13932.091,15434.399
8.0,18.0,13.0,2.0,13970.809,15418.229
8.0,18.0,14.0,2.0,15071.764,15777.597
8.0,18.0,15.0,3.0,15725.612,15924.76
8.0,18.0,16.0,3.0,16578.582,16329.639
8.0,18.0,17.0,3.0,17498.361,16808.582
8.0,18.0,18.0,2.0,18866.873,17730.27
8.0,18.0,19.0,2.0,19423.572,18255.889
8.0,18.0,20.0,3.0,19305.771,18134.547
8.0,18.0,21.0,3.0,19229.092,18132.111
8.0,18.0,22.0,3.0,18952.078,18052.578
8.0,18.0,23.0,2.0,19413.035,18555.25
8.0,18.0,24.0,2.0,19597.371,18825.27
8.0,19.0,1.0,1.0,18174.66,18526.361
8.0,19.0,2.0,1.0,18871.633,18516.377
8.0,19.0,3.0,1.0,18041.719,18138.559
8.0,19.0,4.0,1.0,18463.088,18097.93
8.0,19.0,5.0,1.0,18397.545,18023.664
8.0,19.0,6.0,1.0,18966.127,18193.7
8.0,19.0,7.0,1.0,19070.465,18314.32
8.0,19.0,8.0,1.0,18754.752,18283.178
8.0,19.0,9.0,2.0,18265.482,17815.703
8.0,19.0,10.0,2.0,16461.873,16960.371
8.0,19.0,11.0,2.0,16781.205,16790.492
8.0,19.0,12.0,2.0,16837.512,16739.852
8.0,19.0,13.0,2.0,15086.943,16084.406
8.0,19.0,14.0,2.0,14396.179,15703.871
8.0,19.0,15.0,3.0,14954.869,15663.83
8.0,19.0,16.0,3.0,16470.47,16271.636
8.0,19.0,17.0,3.0,17592.877,16866.273
8.0,19.0,18.0,2.0,17437.736,17213.188
8.0,19.0,19.0,2.0,18397.994,17685.617
8.0,19.0,20.0,3.0,19071.58,17845.123
8.0,19.0,21.0,3.0,18966.592,17909.64
8.0,19.0,22.0,3.0,18094.512,17599.65
8.0,19.0,23.0,2.0,18063.367,17832.584
8.0,19.0,24.0,2.0,18397.51,18051.303
8.0,20.0,1.0,1.0,18588.055,18269.37
8.0,20.0,2.0,1.0,18027.652,17994.396
8.0,20.0,3.0,1.0,17237.936,17537.9
8.0,20.0,4.0,1.0,17468.148,17393.555
8.0,20.0,5.0,1.0,17206.29,17198.727
8.0,20.0,6.0,1.0,17988.598,17387.816
8.0,20.0,7.0,1.0,17987.975,17458.908
8.0,20.0,8.0,1.0,18069.15,17543.05
8.0,20.0,9.0,2.0,17330.006,17055.545
8.0,20.0,10.0,2.0,16031.758,16452.818
8.0,20.0,11.0,2.0,15497.257,16104.696
8.0,20.0,12.0,2.0,15884.704,16163.619
8.0,20.0,13.0,2.0,15730.954,16141.812
8.0,20.0,14.0,2.0,15408.32,16047.56
8.0,20.0,15.0,3.0,15545.835,15907.041
8.0,20.0,16.0,3.0,15550.47,15963.35
8.0,20.0,17.0,3.0,17017.383,16578.547
8.0,20.0,18.0,2.0,18075.314,17390.713
8.0,20.0,19.0,2.0,19306.346,18107.484
8.0,20.0,20.0,3.0,19261.361,18054.023
8.0,20.0,21.0,3.0,19247.312,18098.104
8.0,20.0,22.0,3.0,19914.951,18430.777
8.0,20.0,23.0,2.0,20141.756,18975.418
8.0,20.0,24.0,2.0,20019.885,19159.754
