lstm
16118.318747594474
16225.82464324933
16155.479749117314
16081.969167717813
15998.369881213723
15923.403488063333
15869.311642029403
15828.904953921852
15809.756106362758
15853.141230588673
15853.021671169518
15842.21736777675
15840.51804162067
15857.549984170018
15896.681078768788
15950.040623360394
15935.954589734492
15904.663428224145
15911.904685103415
15991.541807621239
16064.185583231865
16070.853658189892
16049.424390533088
16071.506839428364
16138.143633339821
16206.412940790771
16167.86733570051
16106.049841317055
16053.789188445626
16004.488510311661
15958.03440128964
15918.011885727463
15900.288960064468
15943.84814873886
15941.92552778524
15921.781523884354
15905.232214578507
15903.93991791558
15926.38368240845
15958.591759170113
15932.49967416626
15888.347963076352
15891.940020331262
15960.704268612979
16019.109044870256
16023.938014645397
16001.725456970451
16030.411805547295
16093.809066667674
16157.35753528875
16100.469229605316
16033.692656667052
15971.396924606977
15914.350378515837
15872.497548904537
15848.260393124341
15838.923329956351
15891.779142583428
15896.292510656534
15884.217888435243
15877.4214629243
15882.406035767017
15902.711796529113
15935.147563655197
15904.943865391133
15857.224712220846
15851.4084981243
15927.850043519853
15999.137347191094
16004.93334167999
15985.039005977927
16007.544308407127
16082.176638474582
16129.15997374904
16095.41608591926
16050.369437412439
16004.421697695076
15961.2598682667
15924.339743808923
15898.99050960791
15891.641121783374
15952.449394011019
15961.2783296476
15945.798901320515
15930.566503852127
15929.046516824781
15944.832755720137
15969.277382257102
15933.486918487666
15882.791087425767
15873.49885903996
15938.652588685869
15999.991845392702
16009.56626917225
15991.731696110486
16017.299829542158
16089.171743608533
16158.219066397367
16095.071473475813
16018.542016742646
15945.070116331695
15874.684782984374
15812.578939413546
15777.992860969423
15765.737141392647
15804.681863955675
15799.290261619804
15781.833707309781
15775.303653151808
15791.569887950538
15828.405617524206
15879.459247730194
15864.46508998674
15832.046026014803
15836.052145669875
15911.597874535142
15976.326992420374
15979.170045078812
15964.969726714013
15997.668348739562
16080.311159890412
16155.780405891954
16116.637003705917
16049.856035200773
15978.05708754462
15905.737704769788
15837.136971576034
15786.096528070686
15761.862888743995
15797.183905970573
15785.802904203056
15756.548648385226
15737.29518633437
15741.517567879973
15770.406991646705
15814.3934294219
15799.697291112958
15774.659263047097
15790.999343369424
15878.359476896641
15955.84101341617
15972.994273611424
15961.79524831277
15990.828846673188
16064.930192261456
16129.23997306627
16066.877428389607
15986.480751914798
15898.3091967414
15814.077827719866
15740.568125433741
15683.358943368015
15646.319259491085
15668.98719789487
15668.63379431766
15645.671352932868
15631.77872424972
15641.766331316052
15670.966082104562
15714.850542728125
15709.53014857572
15685.42398068857
15702.913062193511
15775.725627572356
15837.620483932911
15859.832162494478
15855.44274940741
15901.257743004977
15968.705079449235
17576.102349785982
18620.471458373486
19368.52661239904
19870.538152050492
20202.18191497278
20416.261846103786
20543.073950612066
20610.252278363227
20707.366174798724
20719.52431279075
20687.168544981894
20649.06337569308
20627.851249040184
20629.267500689148
20641.84058019471
20585.950068193197
20518.630203188477
20494.883592672166
20545.887113415716
20585.906991637763
20557.497563774406
20501.769687747477
20494.70513265681
20541.680555910883
20678.594552224396
20635.63140241903
20560.035564091322
20475.549252190707
20393.455886899945
20330.493786900755
20297.888350893078
20287.465582705554
20369.7365288983
20396.043996679306
20406.443028805672
20418.97391086918
20439.045827473223
20469.394579444346
20511.189387572824
20483.65291929197
20439.89329276782
20430.509636590898
20493.783821838617
20548.095446216583
20536.950925947247
20501.92616992843
20510.466756377635
20565.384968985138
20691.09466531974
20645.57417470318
20568.882081995427
20489.57550610703
20415.52690732133
20353.994245671747
20313.69656762284
20293.8971761654
20361.144074759897
20368.13214698684
20355.500166885075
20355.857966029165
20381.19752998304
20421.20158416432
20470.728194435953
20442.290634944555
20393.20006490749
20377.979975026366
20447.64883097213
20520.99238083017
20516.621429123996
20482.052932947394
20491.41549040329
20558.097119096932
20681.781338212906
20646.05153326642
20582.45031784278
20512.03509464067
20444.416331088065
20389.553502623257
20349.168792350112
20325.784376544772
20389.023397257446
20392.857210690796
20378.358872891484
20371.94486169916
20385.766282198845
20421.205100617823
20476.260454912004
20459.96345114511
20430.26436395895
20431.354464545366
20503.108577419338
20568.08648439002
20563.761246579408
20532.455140141665
20542.25549605888
20597.52447490346
20730.667953946708
20680.3518998633
20597.566672345518
20508.216226134715
20424.390128379582
20354.269408158478
20307.117283115804
20283.88583303791
20342.514783206105
20345.509922478614
20338.66162927848
20343.53367560905
20373.272322897134
20413.653516716775
20467.641627372323
20448.96398458284
20408.69092170846
20406.552038864313
20475.59144963276
20540.13067902875
20537.029167037723
20505.163944492757
20519.060968742786
20567.035064792155
20700.985569914697
20639.185657798764
20553.297160063205
20459.613564021405
20375.126373007413
20298.943286944446
20247.00790602219
20220.87362357628
20276.641938818513
20282.363208670435
20283.161443615973
20290.677862981975
20308.668918224692
20344.954322824895
20395.642241866408
20375.588786643264
20343.61807049316
20352.581510476288
20436.061237561225
20506.188990689334
20508.200402093946
20480.021301935136
20500.077394498407
20560.28259495002
20684.62087441784
20624.57215614718
20532.25030672502
20443.669963831722
20363.195925379812
20298.26812787157
20254.327403991934
20231.229579147217
20295.30024111372
20300.09932103407
20296.987259682533
20302.560838487265
20327.244583862543
20373.633638494728
20436.706506779312
20414.41570801389
20376.971631983935
20378.816011847077
20467.01394042176
20548.718737600266
20544.870858352897
20508.518641136106
20513.431126681982
20571.64249799651
20652.023350430547
20598.660289385436
20517.822297995805
20439.175057139513
20371.429701260742
20321.249909750637
20291.709942085563
20280.13201892179
20352.97711149555
20354.472483348367
20342.480497784432
20344.855862126766
20369.33037851852
20411.98583864224
20476.756274856147
20456.13491239202
20413.4609908874
20397.98156256032
20467.806021573662
20535.349181375917
20521.88204356682
20480.540857940432
20480.8626134361
20543.158345496176
20627.68597572547
20589.693332948802
20522.602916535256
20450.006613046942
20386.25946480286
20335.80978548628
20303.32039244425
20289.170183541893
20365.352390491484
20376.24372610849
20377.97294211936
20387.18692941469
20403.50415278923
20429.038000799235
20474.01080378246
20440.965811086713
20394.675217152653
20383.14564522457
20456.771390476344
20525.947063818094
20518.086911122024
20486.233117050942
20498.00092870396
20567.023636318263
20659.137135870275
20617.02320958626
20546.601832590517
20471.33654089224
20401.75559628409
20341.90467852306
20300.812281982122
20281.19574610692
20356.796859114882
20371.973872440576
20376.569877171038
20390.53459315103
20418.05084182423
20457.935336586354
