real,pred
19291.707,17805.61065339486
20186.83,18219.188626682357
19810.176,18056.039892840505
16240.926,15798.374716643137
12625.193,12728.516328088474
14183.025,14085.877909209627
15143.668,14906.909144727168
15651.744,15327.450361091254
14248.001,14142.165201522414
15264.656,15008.102298806865
14827.437,14639.73986781887
15829.494,15471.592522288705
16463.469,15970.737393995461
16536.465,16026.5537674466
16986.674,16362.381593522608
17466.822,16703.21724271227
17147.111,16478.347833198237
17773.639,16910.806247748642
18492.83,17363.42291513978
18804.592,17543.882154378785
19444.258,17882.35868782904
19090.049,17700.30673752328
17433.73,16680.34779610695
17971.77,17040.38733991345
18697.623,17483.08322858584
18995.506,17649.445145264715
19323.562,17821.844509775456
18350.412,17277.75430788673
17303.334,16589.293233300785
17479.736,16712.126857379717
16463.244,15970.568257172317
17084.936,16433.653084930334
15805.756,15452.441697224756
15202.15,14955.897127348324
16155.149,15731.082081804758
16748.13,16186.295663913032
17303.557,16589.445091262736
19217.658,17767.440996795034
19799.775,18051.299601539307
19966.262,18125.58075173892
20173.697,18213.758758166736
19515.305,17917.223370653144
19044.594,17675.957811609616
18418.258,17318.822770036564
18726.977,17499.88427441406
19080.072,17694.983936480283
19230.178,17773.942413554676
19161.215,17737.965040314426
19059.385,17683.913119792676
19042.426,17674.804017696457
18947.42,17623.214415051316
17698.775,16860.92965134412
15535.822,15232.564805709497
15007.194,14792.060271138706
16215.792,15778.704805529194
14477.845,14340.576315223785
15664.939,15338.207703252947
16005.357,15612.495136213161
16755.955,16192.138997512884
16686.7,16140.263624431676
17123.22,16461.210821216697
16726.648,16170.228043468689
17183.3,16504.224391296928
18231.75,17204.83688483061
19041.672,17674.387736648554
19930.1,18109.708196454438
20127.318,18194.464127174004
19647.252,17980.537689557368
19831.332,18065.627103498788
19345.605,17833.01466063975
19620.877,17968.037495801076
18965.812,17633.27635554082
18806.12,17544.739941554813
18025.096,17074.63985465273
17084.64,16433.441917680775
17762.031,16903.113153280337
16214.575,15777.75210828509
16972.33,16351.920082960485
17205.281,16519.89391512544
16759.078,16194.47145650042
16840.027,16254.639481577176
17671.373,16842.540936210327
18452.012,17339.077746087052
18510.543,17373.943533489
18032.012,17079.056471058237
19509.658,17914.47495609906
20142.342,18200.744043089766
19850.826,18074.405782152895
20095.42,18181.05554326114
19875.586,18085.506052300356
19699.146,18004.89282415507
19016.283,17660.7032886095
19757.512,18031.957018701327
19893.39,18093.459699730894
19576.02,17946.60117900628
18925.56,17611.21033315254
19281.812,17800.54385029902
19173.477,17744.397481662414
17541.05,16754.201852362618
16302.967,15846.751412271893
14694.536,14526.433380902034
14142.142,14050.418945689209
13932.09,13867.83122380177
13970.808,13901.532750169485
15071.764,14846.486604929329
15725.612,15387.553978451971
16578.582,16058.592042492799
17498.361,16724.936760977063
18866.873,17578.72811326591
19423.572,17872.090023478195
19305.771,17812.781176156797
19229.092,17773.3683568448
18952.078,17625.75476310508
19413.035,17866.84230983334
19597.371,17956.81814743011
18174.66,17169.282854604906
18871.633,17581.382511982654
18041.719,17085.263236119394
18463.088,17345.70672255961
18397.545,17306.33124090552
18966.127,17633.446708283165
19070.465,17689.84597873976
18754.752,17515.697333854336
18265.482,17225.708941217385
16461.873,15969.515571888092
16781.205,16210.966396861651
16837.512,16252.777131636198
15086.944,14859.259008710767
14396.179,14270.213251798883
14954.869,14747.837669859975
16470.47,15976.106417016957
17592.877,16789.50609889658
17437.736,16683.113401919018
18397.994,17306.594603822137
19071.58,17690.433967923356
18966.592,17633.6906295813
18094.512,17118.818132504497
18063.367,17099.047234450427
18397.51,17306.297147576734
18588.055,17419.59426333914
18027.652,17076.275034820825
17237.936,16543.09459498772
17468.148,16704.13901280577
17206.29,16520.612587596897
17988.598,17051.22278018644
17987.975,17050.821648305217
18069.15,17102.73523007082
17330.006,16608.031357407403
16031.759,15633.494933099408
15497.256,15200.848475919849
15884.704,15516.016205550843
15730.954,15391.88971940074
15408.319,15127.440276719077
15545.836,15240.782801374378
15550.471,15244.586523386204
17017.383,16384.734788946083
18075.314,17106.6459547546
19306.346,17813.073777252794
19261.361,17790.031250772194
19247.312,17782.789591204826
19914.951,18103.015245785013
20141.756,18200.494740301543
20019.885,18148.836114962396
