month,date,hour,peak_flat_valley,real,pred
8.0,17.0,9.0,2.0,17762.031,17234.838
8.0,17.0,10.0,2.0,16214.576,16471.477
8.0,17.0,11.0,2.0,16972.33,16350.325
8.0,17.0,12.0,2.0,17205.281,16372.08
8.0,17.0,13.0,2.0,16759.078,16278.252
8.0,17.0,14.0,2.0,16840.027,16288.556
8.0,17.0,15.0,3.0,17671.373,16687.346
8.0,17.0,16.0,3.0,18452.012,17125.1
8.0,17.0,17.0,3.0,18510.543,17408.666
8.0,17.0,18.0,2.0,18032.012,17385.113
8.0,17.0,19.0,2.0,19509.658,17972.555
8.0,17.0,20.0,3.0,20142.342,18474.934
8.0,17.0,21.0,3.0,19850.826,18611.092
8.0,17.0,22.0,3.0,20095.42,18833.21
8.0,17.0,23.0,2.0,19875.586,18937.846
8.0,17.0,24.0,2.0,19699.146,19026.16
8.0,18.0,1.0,1.0,19016.283,18760.21
8.0,18.0,2.0,1.0,19757.512,19031.572
8.0,18.0,3.0,1.0,19893.39,19155.691
8.0,18.0,4.0,1.0,19576.02,19102.812
8.0,18.0,5.0,1.0,18925.56,18851.885
8.0,18.0,6.0,1.0,19281.812,18735.18
8.0,18.0,7.0,1.0,19173.477,18555.875
8.0,18.0,8.0,1.0,17541.05,17903.244
8.0,18.0,9.0,2.0,16302.967,16978.07
8.0,18.0,10.0,2.0,14694.536,15972.299
8.0,18.0,11.0,2.0,14142.143,15461.597
8.0,18.0,12.0,2.0,13932.091,15260.364
8.0,18.0,13.0,2.0,13970.809,15227.777
8.0,18.0,14.0,2.0,15071.764,15470.731
8.0,18.0,15.0,3.0,15725.612,15943.993
8.0,18.0,16.0,3.0,16578.582,16362.718
8.0,18.0,17.0,3.0,17498.361,16843.352
8.0,18.0,18.0,2.0,18866.873,17435.459
8.0,18.0,19.0,2.0,19423.572,17986.822
8.0,18.0,20.0,3.0,19305.771,18217.092
8.0,18.0,21.0,3.0,19229.092,18300.945
8.0,18.0,22.0,3.0,18952.078,18301.492
8.0,18.0,23.0,2.0,19413.035,18524.533
8.0,18.0,24.0,2.0,19597.371,18782.904
8.0,19.0,1.0,1.0,18174.66,18377.084
8.0,19.0,2.0,1.0,18871.633,18562.352
8.0,19.0,3.0,1.0,18041.719,18357.107
8.0,19.0,4.0,1.0,18463.088,18286.797
8.0,19.0,5.0,1.0,18397.545,18131.422
8.0,19.0,6.0,1.0,18966.127,18119.395
8.0,19.0,7.0,1.0,19070.465,18064.5
8.0,19.0,8.0,1.0,18754.752,17877.096
8.0,19.0,9.0,2.0,18265.482,17480.48
8.0,19.0,10.0,2.0,16461.873,16617.668
8.0,19.0,11.0,2.0,16781.205,16334.256
8.0,19.0,12.0,2.0,16837.512,16242.132
8.0,19.0,13.0,2.0,15086.943,15778.719
8.0,19.0,14.0,2.0,14396.179,15489.5205
8.0,19.0,15.0,3.0,14954.869,15768.64
8.0,19.0,16.0,3.0,16470.47,16263.766
8.0,19.0,17.0,3.0,17592.877,16819.307
8.0,19.0,18.0,2.0,17437.736,16947.32
8.0,19.0,19.0,2.0,18397.994,17400.256
8.0,19.0,20.0,3.0,19071.58,17868.984
8.0,19.0,21.0,3.0,18966.592,18042.125
8.0,19.0,22.0,3.0,18094.512,17878.777
8.0,19.0,23.0,2.0,18063.367,17834.377
8.0,19.0,24.0,2.0,18397.51,18013.828
8.0,20.0,1.0,1.0,18588.055,18052.744
8.0,20.0,2.0,1.0,18027.652,18077.855
8.0,20.0,3.0,1.0,17237.936,17799.018
8.0,20.0,4.0,1.0,17468.148,17607.717
8.0,20.0,5.0,1.0,17206.29,17308.766
8.0,20.0,6.0,1.0,17988.598,17261.951
8.0,20.0,7.0,1.0,17987.975,17142.941
8.0,20.0,8.0,1.0,18069.15,17028.678
8.0,20.0,9.0,2.0,17330.006,16659.908
8.0,20.0,10.0,2.0,16031.758,16058.685
8.0,20.0,11.0,2.0,15497.257,15710.344
8.0,20.0,12.0,2.0,15884.704,15701.365
8.0,20.0,13.0,2.0,15730.954,15694.706
8.0,20.0,14.0,2.0,15408.32,15655.019
8.0,20.0,15.0,3.0,15545.835,15924.122
8.0,20.0,16.0,3.0,15550.47,16076.365
8.0,20.0,17.0,3.0,17017.383,16584.408
8.0,20.0,18.0,2.0,18075.314,17030.877
8.0,20.0,19.0,2.0,19306.346,17716.064
8.0,20.0,20.0,3.0,19261.361,18045.32
8.0,20.0,21.0,3.0,19247.312,18197.324
8.0,20.0,22.0,3.0,19914.951,18561.2
8.0,20.0,23.0,2.0,20141.756,18857.686
8.0,20.0,24.0,2.0,20019.885,19047.396
