real,lstm
18280.391,18359.35632427883
18222.526,18300.329135751246
18257.739,18335.62993337017
18557.115,18631.805867132065
18265.641,18340.257586182175
17037.327,17115.98935364139
15476.146999999999,15548.733279172598
15472.788,15552.566213492571
15347.178,15421.005138526378
17419.819,17504.254171780765
16289.726,16352.876745709298
16409.242,16482.18465309244
16781.796,16854.598177946627
16550.675,16619.096891179204
17793.92,17869.484461238502
19056.323,19115.64261684519
19696.386,19748.469743319867
19163.727,19236.06796267581
19135.22,19220.55073247355
19150.186,19231.715472350537
19061.269,19140.925917542994
19832.752,19902.216123446342
19604.931,19671.391719839987
20121.746,20188.723568297442
19978.806,20044.78985167545
19961.142,20033.210170284925
19461.909,19539.90449039739
19780.733,19856.26838372898
19390.623,19461.280985602258
18239.536,18319.671388253093
16903.183,16983.832239806175
17554.417,17642.244202866674
16915.157,16981.498193792522
16126.975000000002,16193.19019650024
16423.498,16500.158126067636
16705.257,16777.383891893445
15576.782,15634.713204699276
16539.584,16620.615999093174
18155.257,18227.297671141743
19589.747,19637.210912662267
19329.069,19384.340982922433
18811.956,18890.311792726337
18636.599,18721.400706861434
18745.377,18825.60641090226
18487.927,18565.832803819594
18429.942,18509.478119955478
17759.644,17837.001221990107
17440.894,17520.967875287948
17851.193,17929.6017503525
17295.407,17365.15206227404
16823.637,16897.30902221304
16424.876,16497.970012874423
15796.573000000002,15865.257171138643
15434.809999999998,15505.078267140208
13492.235,13537.453302012651
12640.3,12693.65039373812
13578.077,13660.256209969042
12394.907,12452.201904981106
13266.065,13340.294105588911
13570.794,13641.584281416504
12855.948,12910.76326601681
12928.534,12987.764806632964
14124.256,14194.543518112121
15581.556999999999,15653.538538535951
16513.129,16581.388202023027
15500.198999999999,15568.021905758498
15402.118000000002,15473.002057384967
15103.955999999998,15173.619997140288
14740.86,14809.18442617458
13830.983,13894.319267253099
13717.853999999998,13783.824386119364
13352.657,13416.596311514346
13788.970999999998,13856.967498127638
13673.869,13739.57333521795
13682.588,13746.06998306763
13650.080999999998,13713.329163600027
13683.694,13746.733713666616
12445.845,12501.824338610737
11597.482,11650.127431775152
10646.845,10702.005853390961
10659.626,10719.823723298578
11316.305,11378.789967342733
11782.836,11843.037433695315
11808.888,11866.928658362
11878.99,11935.106098465143
12744.519,12799.72245547649
12952.24,13010.668347421555
13046.168,13103.948430423705
13482.325,13540.992172908305
13819.54,13879.993235675513
13709.144999999999,13771.22405409914
13706.842,13768.377484987197
13709.763999999997,13771.642512066184
13818.746,13880.533011288462
13386.867,13449.01581504297
13589.351,13649.781574092327
13410.978,13472.938687791197
13816.627,13877.40160944265
13439.403,13502.421952643512
13564.619,13624.994093338666
13123.643,13185.370153095095
12937.842,12996.854838942258
12338.117,12397.048529545486
12100.963,12158.081777849315
12775.202,12834.853584213823
12742.949,12804.726808370171
11804.947,11862.58012404692
11518.337,11573.652040514617
11808.19,11865.415704241663
12664.381,12722.336742314963
13300.76,13361.172169158874
13652.686,13713.843444925069
13728.108,13789.889389301357
14193.300999999998,14254.593115496156
14428.718,14492.646468394516
15026.468,15090.756528532027
15040.028,15108.429344732582
14860.708,14929.490212586044
14435.437999999998,14503.689011512219
14780.647000000003,14848.141456324875
14928.103999999998,14996.756451674817
14842.793000000001,14911.01124941957
14057.293999999998,14122.886107709526
14011.425,14075.813102870701
13817.1,13881.499156888842
13815.113,13879.237198172032
14168.849,14235.259654128073
13289.48,13351.06632134345
14416.910999999998,14482.78017897409
14924.954999999998,14994.538448626814
15022.001,15089.834338600454
15319.168000000001,15388.828709846257
14882.34,14950.697064558683
15270.584,15340.954832721769
16166.519,16238.775741506635
17673.908,17738.954586262524
17910.908,17979.591653373358
18441.238,18513.202923330187
18759.316,18833.85952727747
18684.346,18765.675493824005
18324.163,18413.601136040208
18566.527,18652.974038116157
17540.453,17626.47290889871
17591.889,17680.053990061104
17729.327,17808.173336159703
17984.821,18058.419112471758
18099.337,18171.353533224283
18271.71,18343.64832647395
18192.873,18265.76679336828
17431.442,17507.586011476338
17621.702,17703.17643008035
16331.154999999999,16400.837655058025
16109.227000000003,16187.533981038152
15423.654999999999,15492.834855150699
15070.644,15140.34907230687
15008.232999999998,15080.293321129202
15558.803,15636.134731028496
16365.190000000002,16442.145434376118
17100.276,17172.009095309197
15799.605,15860.951273822306
16109.557,16185.014442102132
15587.245000000003,15655.424236727773
15420.755999999998,15492.135960016667
16311.046,16391.382790697633
16112.324000000002,16184.356865296779
15983.958000000002,16056.719273328303
15632.035000000002,15702.97723746997
16424.437,16501.69042068225
16140.975999999999,16212.20541882616
16237.697000000002,16312.10522555065
16189.238999999998,16263.291576227068
16591.89,16667.473621154844
16342.204000000002,16415.32808083695
15665.999,15737.281120520352
14915.770000000002,14984.295019568024
13692.096999999998,13750.244892490922
13397.81,13462.285591899124
14699.378999999999,14782.031251325725
14663.431999999999,14736.488782874761
16905.68,16981.239734459934
16274.085,16342.81968868625
16308.136000000002,16379.206191324709
17234.164,17307.502444406866
18118.823,18185.327919451414
18846.751,18911.028978548467
19058.575,19128.902283897518
18548.775,18633.68453241688
18882.347,18968.638157200334
19168.13,19244.823052788794
18698.198,18779.13823606622
18500.593,18586.684493988276
19198.455,19273.629839898167
18721.494,18793.235698166012
18665.228,18744.743804338097
17764.924,17844.0095138247
17636.448,17719.238710575817
17457.615,17534.097433560608
14874.504,14926.888036992668
14198.658,14265.50115426731
13923.785,13992.576011077581
14075.364999999998,14150.07796354693
12684.484,12735.614431191503
12712.037,12775.503761077194
13669.313,13746.639648535369
13449.32,13513.740537361322
14642.476999999999,14716.223461327969
15589.795999999998,15661.751215695856
16916.445,16983.383891984344
18061.588,18121.87087862146
17193.016,17263.910728537558
16482.743,16563.950988207278
17257.096,17339.74656481695
18295.027,18365.641105804858
19583.247,19637.240802517055
19882.878,19940.360852837082
20702.564,20757.376297427236
20801.712,20864.769666569948
20416.704,20503.02594076198
20023.372,20121.334253336012
19291.707,19391.913665544507
20186.83,20264.012596056877
19810.175,19875.454154049872
16240.925999999998,16320.944710547743
12625.193,12671.159157122938
14183.026,14285.542301903186
15143.667,15238.561860462545
15651.744,15731.424467208502
14248.000999999998,14297.241542712865
15264.656999999997,15335.43751717311
14827.437,14885.56531274718
15829.494000000002,15901.917957150457
16463.469,16535.01936699849
16536.465,16604.538773670316
16986.673,17058.69226023805
17466.822,17537.995422270415
17147.112,17218.94583757472
17773.639,17850.74967607957
18492.83,18562.905356277046
18804.592,18872.54403228116
19444.257,19510.81902434778
19090.049,19164.37978330505
17433.73,17524.09663979363
17971.769,18068.665178870677
18697.623,18771.41434594345
18995.506,19060.633855559943
19323.562,19389.577861304104
18350.412,18427.269590812444
17303.334,17389.161527689812
17479.736,17566.224631891666
16463.244,16533.65322481197
17084.936,17167.406057671724
15805.756,15868.08000418943
15202.149,15269.40027858418
16155.148000000001,16237.891353450237
16748.131,16823.00108498138
17303.557,17374.911099862573
19217.658,19275.2535623039
19799.776,19843.948488875743
19966.262,20024.249367641925
20173.698,20242.293220985946
19515.304,19599.255192647397
19044.594,19139.267030602216
18418.258,18509.720755247294
18726.977,18811.717298672615
19080.072,19150.09243271601
19230.178,19295.18921633464
19161.214,19228.80121150863
19059.385,19130.431941172003
19042.426,19114.456692900774
18947.419,19019.54497547251
17698.776,17773.927474592147
15535.821999999998,15602.79963091862
15007.193,15083.13637378764
16215.793000000001,16307.124169161438
14477.845,14529.957798304675
15664.94,15749.986067032336
16005.355999999998,16078.562603385268
16755.956,16827.414234129606
16686.7,16753.210032276333
17123.221,17193.361880102275
16726.649,16794.627700766443
17183.301,17258.951649982748
18231.75,18303.391087640342
19041.672,19103.131954389333
19930.099,19983.752130856632
20127.319,20186.17589773339
19647.252,19727.450142496346
19831.332,19915.964577535808
19345.606,19429.26543466997
19620.877,19702.138710170504
18965.812,19044.695530050514
18806.119,18889.39048190814
18025.095,18104.010811271786
17084.64,17162.644779626546
17762.032,17844.571267272055
16214.576,16274.23829598677
16972.331,17055.2417402367
17205.282,17276.266667039214
16759.078,16825.24282409054
16840.027,16913.24910594922
17671.373,17744.93871101391
18452.012,18517.10882406038
18510.543,18575.00019810599
18032.011,18105.09651629132
19509.658,19578.07910964292
20142.342,20189.95256879729
19850.827,19914.76546689075
20095.42,20169.653840942203
19875.585,19950.24560363841
19699.147,19778.788605436202
19016.284,19100.108683488786
19757.511,19834.025936199247
19893.391,19952.663165422797
19576.019,19643.332179100333
18925.561,19003.80708781284
19281.813,19358.827354520083
19173.477,19240.21561958444
17541.05,17612.602258049963
16302.966999999999,16380.356071620701
14694.535999999998,14752.705787324427
14142.143,14208.54339862716
13932.091,14003.299436039744
13970.808999999997,14044.469194557785
15071.763999999997,15156.803437368093
15725.612000000001,15800.879698603867
16578.583,16648.81004417938
17498.362,17563.54685254794
18866.874,18921.684711780665
19423.573,19475.289657251058
19305.771,19373.966565970597
19229.092,19310.73721550506
18952.079,19038.304375805972
19413.035,19493.59191862893
19597.372,19668.673501280962
18174.661,18258.31367016536
18871.633,18961.986785396457
18041.719,18115.34873648387
18463.087,18542.608386648713
18397.545,18468.237153253973
18966.127,19034.18221318525
19070.465,19134.55586201948
18754.751,18825.77520067048
18265.482,18343.85140166384
16461.873,16535.24529913616
16781.205,16869.864860836682
16837.512,16913.485587447405
15086.943000000001,15141.621149362145
14396.179,14460.019054552435
14954.869000000002,15034.19701125127
16470.471,16557.145771562577
17592.877,17665.79565021348
17437.736,17502.138145884393
18397.995,18465.20860767317
19071.581,19130.38710638982
18966.591,19033.20727645111
18094.511,18177.873038021742
18063.368,18152.864020697296
18397.509,18478.004981976268
18588.055,18661.96121416044
18027.653,18103.638067200303
17237.935,17317.62367670637
17468.148,17550.567622662602
17206.29,17279.849933160363
17988.597,18064.649388968468
17987.974,18056.453414962707
18069.151,18140.848299072204
17330.006,17402.99349755001
16031.758,16102.835802813886
15497.256999999998,15571.680775629995
15884.703999999998,15964.911705231189
15730.954,15803.941650492965
15408.32,15478.065750431537
15545.835000000001,15618.621034349022
15550.470000000001,15620.727389998256
17017.382,17095.65194479775
18075.314,18141.76081875664
19306.346,19359.62295212549
19261.362,19322.378434831917
19247.313,19323.633808733044
19914.951,19986.183758455038
20141.756,20207.69219761443
20019.885,20095.557770034193
