数据日期,用户名称,运行容量,电能表号,综合倍率,当日最大需量,发生时间,表位数,在线情况
2016/9/7,武汉光谷激光技术股份有限公司,800,1975,1000,0.2692,12:29,5.3,在线
2016/9/8,武汉光谷激光技术股份有限公司,800,1975,1000,0.2692,12:29,5.3,在线
2016/9/9,武汉光谷激光技术股份有限公司,800,1975,1000,0.2692,12:29,5.3,在线
2016/9/10,武汉光谷激光技术股份有限公司,800,1975,1000,0.2692,12:29,5.3,在线
2016/9/11,武汉光谷激光技术股份有限公司,800,1975,1000,0.2692,12:29,5.3,在线
2016/9/12,武汉光谷激光技术股份有限公司,800,1975,1000,0.2692,12:29,5.3,在线
2016/9/13,武汉光谷激光技术股份有限公司,800,1975,1000,0.2692,12:29,5.3,在线
2016/9/14,武汉光谷激光技术股份有限公司,800,1975,1000,0.2692,12:29,5.3,在线
2016/9/15,武汉光谷激光技术股份有限公司,800,1975,1000,0.2692,12:29,5.3,在线
2016/9/16,武汉光谷激光技术股份有限公司,800,1975,1000,0.2692,12:29,5.3,在线
2016/9/17,武汉光谷激光技术股份有限公司,800,1975,1000,0.2692,12:29,5.3,在线
2016/9/18,武汉光谷激光技术股份有限公司,800,1975,1000,0.2692,12:29,5.3,在线
2016/9/19,武汉光谷激光技术股份有限公司,800,1975,1000,0.2692,12:29,5.3,在线
2016/9/20,武汉光谷激光技术股份有限公司,800,1975,1000,0.2692,12:29,5.3,在线
2016/9/21,武汉光谷激光技术股份有限公司,800,1975,1000,0.2692,12:29,5.3,在线
2016/9/22,武汉光谷激光技术股份有限公司,800,1975,1000,0.2692,12:29,5.3,在线
2016/9/23,武汉光谷激光技术股份有限公司,800,1975,1000,0.2692,12:29,5.3,在线
2016/9/24,武汉光谷激光技术股份有限公司,800,1975,1000,0.2692,12:29,5.3,在线
2016/9/25,武汉光谷激光技术股份有限公司,800,1975,1000,0,12:00,5.3,在线
2016/9/26,武汉光谷激光技术股份有限公司,800,1975,1000,0.1961,5:00,5.3,在线
2016/9/27,武汉光谷激光技术股份有限公司,800,1975,1000,0.2316,2:44,5.3,在线
2016/9/28,武汉光谷激光技术股份有限公司,800,1975,1000,0.2316,2:44,5.3,在线
2016/9/29,武汉光谷激光技术股份有限公司,800,1975,1000,0.2316,2:44,5.3,在线
2016/9/30,武汉光谷激光技术股份有限公司,800,1975,1000,0.2316,2:44,5.3,在线
2016/10/1,武汉光谷激光技术股份有限公司,800,1975,1000,0.2316,2:44,5.3,在线
2016/10/2,武汉光谷激光技术股份有限公司,800,1975,1000,0.2316,2:44,5.3,在线
2016/10/3,武汉光谷激光技术股份有限公司,800,1975,1000,0.2316,2:44,5.3,在线
2016/10/4,武汉光谷激光技术股份有限公司,800,1975,1000,0.2316,2:44,5.3,在线
2016/10/5,武汉光谷激光技术股份有限公司,800,1975,1000,0.2316,2:44,5.3,在线
2016/10/6,武汉光谷激光技术股份有限公司,800,1975,1000,0.2316,2:44,5.3,在线
2016/10/7,武汉光谷激光技术股份有限公司,800,1975,1000,0.2316,2:44,5.3,在线
2016/10/8,武汉光谷激光技术股份有限公司,800,1975,1000,0.2316,2:44,5.3,在线
2016/10/9,武汉光谷激光技术股份有限公司,800,1975,1000,0.2316,2:44,5.3,在线
2016/10/10,武汉光谷激光技术股份有限公司,800,1975,1000,0.2316,2:44,5.3,在线
2016/10/11,武汉光谷激光技术股份有限公司,800,1975,1000,0.2316,2:44,5.3,在线
2016/10/12,武汉光谷激光技术股份有限公司,800,1975,1000,0.2316,2:44,5.3,在线
2016/10/13,武汉光谷激光技术股份有限公司,800,1975,1000,0.2316,2:44,5.3,在线
2016/10/14,武汉光谷激光技术股份有限公司,800,1975,1000,0.2316,2:44,5.3,在线
2016/10/15,武汉光谷激光技术股份有限公司,800,1975,1000,0.2316,2:44,5.3,在线
2016/10/16,武汉光谷激光技术股份有限公司,800,1975,1000,0.2316,2:44,5.3,在线
2016/10/17,武汉光谷激光技术股份有限公司,800,1975,1000,0.2316,2:44,5.3,在线
2016/10/18,武汉光谷激光技术股份有限公司,800,1975,1000,0.2316,2:44,5.3,在线
2016/10/19,武汉光谷激光技术股份有限公司,800,1975,1000,0.2316,2:44,5.3,在线
2016/10/20,武汉光谷激光技术股份有限公司,800,1975,1000,0.2316,2:44,5.3,在线
2016/10/21,武汉光谷激光技术股份有限公司,800,1975,1000,0.2316,2:44,5.3,在线
2016/10/22,武汉光谷激光技术股份有限公司,800,1975,1000,0.2316,2:44,5.3,在线
2016/10/23,武汉光谷激光技术股份有限公司,800,1975,1000,0.2316,2:44,5.3,在线
2016/10/24,武汉光谷激光技术股份有限公司,800,1975,1000,0.2316,2:44,5.3,在线
2016/10/25,武汉光谷激光技术股份有限公司,800,1975,1000,0,12:00,5.3,在线
2016/10/26,武汉光谷激光技术股份有限公司,800,1975,1000,0.0446,9:41,5.3,在线
2016/10/27,武汉光谷激光技术股份有限公司,800,1975,1000,0.0504,10:05,5.3,在线
2016/10/28,武汉光谷激光技术股份有限公司,800,1975,1000,0.0657,10:25,5.3,在线
2016/10/29,武汉光谷激光技术股份有限公司,800,1975,1000,0.0657,10:25,5.3,在线
2016/10/30,武汉光谷激光技术股份有限公司,800,1975,1000,0.0657,10:25,5.3,在线
2016/10/31,武汉光谷激光技术股份有限公司,800,1975,1000,0.0776,10:15,5.3,在线
2016/11/1,武汉光谷激光技术股份有限公司,800,1975,1000,0.0776,10:15,5.3,在线
2016/11/2,武汉光谷激光技术股份有限公司,800,1975,1000,0.0776,10:15,5.3,在线
2016/11/3,武汉光谷激光技术股份有限公司,800,1975,1000,0.0776,10:15,5.3,在线
2016/11/4,武汉光谷激光技术股份有限公司,800,1975,1000,0.0776,10:15,5.3,在线
2016/11/5,武汉光谷激光技术股份有限公司,800,1975,1000,0.0776,10:15,5.3,在线
2016/11/6,武汉光谷激光技术股份有限公司,800,1975,1000,0.0776,10:15,5.3,在线
2016/11/7,武汉光谷激光技术股份有限公司,800,1975,1000,0.0776,10:15,5.3,在线
2016/11/8,武汉光谷激光技术股份有限公司,800,1975,1000,0.0776,10:15,5.3,在线
2016/11/9,武汉光谷激光技术股份有限公司,800,1975,1000,0.0842,1:45,5.3,在线
2016/11/10,武汉光谷激光技术股份有限公司,800,1975,1000,0.0842,1:45,5.3,在线
2016/11/11,武汉光谷激光技术股份有限公司,800,1975,1000,0.0842,1:45,5.3,在线
2016/11/12,武汉光谷激光技术股份有限公司,800,1975,1000,0.0842,1:45,5.3,在线
2016/11/13,武汉光谷激光技术股份有限公司,800,1975,1000,0.0842,1:45,5.3,在线
2016/11/14,武汉光谷激光技术股份有限公司,800,1975,1000,0.0842,1:45,5.3,在线
2016/11/15,武汉光谷激光技术股份有限公司,800,1975,1000,0.0842,1:45,5.3,在线
2016/11/16,武汉光谷激光技术股份有限公司,800,1975,1000,0.0842,1:45,5.3,在线
2016/11/17,武汉光谷激光技术股份有限公司,800,1975,1000,0.0842,1:45,5.3,在线
2016/11/18,武汉光谷激光技术股份有限公司,800,1975,1000,0.0842,1:45,5.3,在线
2016/11/19,武汉光谷激光技术股份有限公司,800,1975,1000,0.0842,1:45,5.3,在线
2016/11/20,武汉光谷激光技术股份有限公司,800,1975,1000,0.0842,1:45,5.3,在线
2016/11/21,武汉光谷激光技术股份有限公司,800,1975,1000,0.0842,1:45,5.3,在线
2016/11/22,武汉光谷激光技术股份有限公司,800,1975,1000,0.0881,1:43,5.3,在线
2016/11/23,武汉光谷激光技术股份有限公司,800,1975,1000,0.1254,12:52,5.3,在线
2016/11/24,武汉光谷激光技术股份有限公司,800,1975,1000,0.1254,12:52,5.3,在线
2016/11/25,武汉光谷激光技术股份有限公司,800,1975,1000,0,12:00,5.3,在线
2016/11/26,武汉光谷激光技术股份有限公司,800,1975,1000,0.0314,10:43,5.3,在线
2016/11/27,武汉光谷激光技术股份有限公司,800,1975,1000,0.0314,10:43,5.3,在线
2016/11/28,武汉光谷激光技术股份有限公司,800,1975,1000,0.0765,10:58,5.3,在线
2016/11/29,武汉光谷激光技术股份有限公司,800,1975,1000,0.0789,10:05,5.3,在线
