real,lstm
3281.08,3351.0055671786063
3249.281,3316.6792053087947
4780.648,4852.542849769353
8401.331,8465.626530527114
11605.523,11645.746476924895
12161.561,12211.842904118059
11489.484,11535.845523050306
10112.75,10159.561425983904
11811.316,11848.687260461806
11629.996,11676.276462722777
11668.462,11715.674197988508
12007.447,12049.167076595304
11574.163,11623.216224960324
11625.599,11671.073933118341
11262.184,11311.383198025225
11203.038,11250.733387663362
9809.002,9867.218211634157
9451.872,9509.985264400004
7852.998,7912.222844773768
5784.283,5843.962168568848
5790.951,5861.1022978065
5653.791,5717.975104441403
5449.755,5511.647708623408
5222.272,5283.591306041955
5540.044,5604.25988955736
5465.179,5527.270002829789
6964.522999999999,7034.017962607621
10137.104,10197.130128305433
11936.42,11987.359117167947
12324.0,12370.346374437806
11629.981,11675.572988513468
10358.854,10408.418010906695
12374.289,12418.039541170594
12642.235,12687.838990491864
12584.548,12630.098463300703
12961.811,13000.868321025846
11805.976,11856.742636322973
11170.104,11224.48147892141
11027.666,11082.120555768488
11020.35,11072.113734501836
9750.829,9805.892748076914
8985.447,9043.123214341638
7691.923,7749.590735987185
5632.02,5687.745585593938
5884.387,5955.002591685294
5953.374,6017.545423323391
5632.835,5692.80861268568
5584.965,5646.034731741665
5796.395,5859.358317676305
5725.396,5786.880601964711
7323.860000000001,7393.438038979529
10173.04,10233.694889467237
12151.331,12198.409328821657
12452.621,12498.713327585217
11515.813,11562.041789764402
10505.808,10556.187339167116
12194.973,12241.560516309259
12359.912,12408.20362041807
12597.566,12641.977241361616
12792.792,12833.744310819147
12145.057,12192.341168241022
11556.064,11606.935367609976
11000.513,11054.35041455221
10736.719,10790.83295017576
10076.072,10131.349328089236
9717.823,9773.51942138481
8247.673,8303.252759727
5349.936,5400.451487828969
5659.903,5736.216548387526
5643.019,5708.813247112034
5268.719,5329.2300896177285
5307.279,5369.47914790964
5704.964,5769.2082964749325
5579.659,5640.664083724498
7161.331,7230.619926842688
10263.7,10323.012267466067
11971.832,12022.631393511294
12397.092,12442.304234632013
11846.523,11891.08171637058
10500.889,10550.232052414416
12520.757,12563.399569624899
12912.624,12955.246627501485
12835.394,12878.94312493181
12836.281,12878.060801347254
11822.745,11873.548913393495
11540.134,11592.578929537294
10952.957,11007.541161176203
10633.174,10687.76563220787
10223.724,10278.098817467688
9667.231,9722.04021209955
8271.596,8326.98328972101
5767.236,5819.699859765767
5964.02,6036.518162492751
5871.02,5935.559677380561
5638.737,5699.7726099147785
5493.176,5554.075549748896
5856.816,5920.659537207125
5923.148,5985.401818717717
7434.629,7503.129937806605
10346.545,10405.293313599585
12330.87,12375.718214784143
12749.665,12792.468259670255
11759.421,11804.84213739824
10796.073,10845.955122513293
12692.765,12733.299322135446
12791.34,12836.400820206163
12564.547,12610.962375035284
12691.413,12734.499600164889
12206.044,12253.46393583965
12039.785,12087.215095242498
11305.803,11357.695647581098
10881.603,10934.924340394971
10478.181,10532.014852494714
9657.579,9712.948304748057
8357.037,8413.6362094717
5915.475,5969.012061969995
6191.402,6263.922758462189
6137.379,6201.439543282508
5816.267,5876.103388516187
5653.74,5713.878261419057
6036.099,6099.540310456513
6044.185,6105.679613344191
7331.659,7399.06662754011
9991.518,10052.832067697047
12097.408,12143.473159834382
12815.622,12857.04083299589
11961.23,12006.620797439096
10919.061,10967.943114610192
12539.435,12582.2026006093
11566.917,11622.716241595743
10488.702,10547.219434049128
11413.981,11469.948669461724
11505.628,11557.30665319395
11791.191,11837.483340710161
11416.151,11463.979869645116
11423.447,11469.835000747678
10603.999,10655.199148190497
10105.7,10159.874611112116
8146.567000000001,8202.066937186717
5424.068,5479.335190718888
5656.927,5735.340186448811
5776.821,5844.459767275094
5491.112,5552.477033777236
5377.016,5438.017805492162
5465.089,5527.239399714469
5362.383,5423.442773738621
6734.885,6804.174258602857
9386.421,9451.89578220558
11206.527,11262.300570368288
11652.407,11703.442490493773
11011.936,11060.273905860422
10592.833,10643.249625265596
11873.934,11921.199156276223
10683.938,10741.124747148511
9315.769,9373.978660828112
7165.376,7222.34714962983
6348.504,6418.185908816336
6104.951,6173.769557716369
5027.055,5086.098671918153
4674.901,4737.109488553761
4266.205,4327.736384232044
4123.995,4187.391689702748
3878.647,3943.0878149876585
3656.1659999999997,3722.1621369973413
3945.6480000000006,4014.7766062328806
3887.422,3955.5317570743555
3734.06,3801.449244589209
3604.187,3671.715484771847
3905.2809999999995,3974.510855332612
3797.4730000000004,3863.6147040455335
4988.577,5059.502577489614
6452.327,6522.116870545147
7492.367000000001,7557.243399667738
7959.527000000001,8018.441886176584
7101.022999999999,7152.031921586512
6257.527,6307.745227271555
7976.521,8035.568502350329
8446.616,8503.54975205469
8051.819,8109.434884099959
8308.455,8364.706994834421
8556.076,8611.241717423438
9971.211,10017.230708503244
9721.315,9777.825319454669
9735.93,9791.11899479532
9545.961,9601.775533093927
8568.019,8627.079823209284
7420.759,7481.110797612188
5327.596,5386.810049814223
5456.738,5526.614221787213
5457.135,5521.823840631961
5295.301,5358.1567901272765
5208.172,5270.966924807786
5377.234,5440.865882432221
5322.434,5385.0275177075855
6968.768000000001,7036.525430848597
9701.504,9760.060409732816
12141.791,12181.74533636522
12522.213,12569.335779110907
11884.291,11931.08594973993
10562.213,10612.664792325972
12375.831,12417.04275398588
12706.702,12749.245532432555
12775.028,12817.767099963663
13052.319,13090.10859507179
12259.229,12306.576636085509
12139.801,12186.45344680786
11594.16,11644.429350636958
11492.937,11542.141815945146
10282.995,10337.844047433851
9429.347,9487.124339812754
8001.859999999999,8060.302178617952
5154.267,5208.225371641635
5325.821,5402.36239404273
5217.071,5282.658109746217
5102.291,5163.954587064981
5122.521,5184.088654844283
5231.456,5293.506317962646
5305.852,5367.88778591299
6888.484,6958.438998729228
9409.899,9475.50707928276
11854.1,11901.625085762975
12337.331,12385.641573009012
11613.778,11660.03614456415
10291.829,10340.540301126479
11697.029,11748.90520679569
11452.853,11508.218461334227
11697.084,11749.533961710451
12334.543,12379.357203405854
11511.32,11562.548132217882
11930.909,11976.759310861586
11972.132,12016.523488625047
12078.981,12121.195681653497
10713.811,10766.325021564006
9888.266,9945.111486428259
8317.903,8377.04044775152
5575.775,5632.442576665877
5819.437,5896.683784847497
5756.256,5822.067428050994
5611.632,5672.968255324839
5566.977,5627.690747487067
5783.052,5844.97048160219
5874.347,5935.672551208495
7690.501000000001,7758.813799547194
10577.875,10634.179179839133
12645.945,12685.93364848089
12886.981,12929.1226954236
11720.351,11765.80369065523
10478.207,10529.134185224055
12481.997,12526.398415987489
11848.18,11903.48670903778
11631.451,11685.26423999357
11952.464,12002.133665335654
10931.941,10986.326445727347
11029.757,11083.394758206365
11561.737,11608.769964756964
11554.1,11599.873599389075
10042.248,10094.516690307615
8984.236,9041.174153594493
7657.041,7716.346214116095
5469.26,5526.554207885742
5301.133,5373.231010359286
5300.991,5368.007018829821
5162.896,5225.767713252067
5157.273,5219.685244721411
5400.152,5463.751051045893
5381.857,5443.74058805704
6708.488,6777.610754504918
9698.136,9761.806774521348
11124.635,11183.214171519754
11633.456,11683.383539452074
10565.053,10614.064586769578
9634.97,9686.493700047491
11377.91,11431.118482880114
11665.673,11718.543736853597
11536.025,11588.323904178616
11729.251,11778.484508803365
