real,lstm
10650.821,10704.703860373018
11008.711,11062.106118349073
11138.665,11189.281537214278
11377.959,11425.209299521921
10601.059,10652.990954570769
9373.625,9428.967292298792
7326.364,7382.916926398276
4591.247,4649.726465909003
4672.133,4751.975448624372
4646.081,4714.657532871245
4501.14,4564.72452461338
4297.659,4359.90939962387
4347.348,4411.123514390706
4328.348,4392.015247139215
5445.997,5516.227444958924
8062.338999999999,8133.942017825602
10070.767,10134.582924793718
10807.309,10864.53399561405
9821.461,9872.595616183278
9032.9,9083.201372119425
10097.333,10155.864410676
10276.951,10335.41567036104
10065.171,10123.18028351402
9944.701,10002.31308083534
9076.948,9133.690948194979
8321.732,8379.749419621943
8103.482,8163.974404917239
7904.669,7964.098702229022
7449.380999999999,7507.661583532332
6552.915,6610.607169544219
5184.665,5242.543387207269
3676.9640000000004,3738.622439887523
3710.621,3782.3465415405026
3596.178,3665.329767189383
3547.495,3616.131284881591
3430.346,3498.6365852555027
3416.2430000000004,3484.78966918075
3337.521,3405.411348407506
3685.989,3755.3810237913126
5495.04,5569.156129069804
7767.475000000001,7837.888275104045
8597.963,8663.592121887683
8809.578,8866.221310068606
8381.524,8433.102970359801
8771.759,8826.169383532522
9145.877,9201.532093214033
9182.786,9238.886971171378
8724.669,8780.846567186354
8205.98,8262.650772001265
7643.216000000001,7700.566929902552
7255.573,7313.888221527575
7020.831,7079.546257013796
6063.497,6121.811826991557
5090.037,5150.560358631133
3558.209,3621.453643567442
2694.271,2764.7840146749018
2681.29,2754.2253437248464
2585.043,2657.2236029577252
2765.538,2838.1102713112828
2748.459,2820.5548140799997
2727.328,2798.8369357221122
2698.295,2769.0765984023806
3164.711,3235.5338527081008
5428.081,5500.102782729625
7306.843999999999,7374.7733181786525
7998.453,8061.098654502391
7914.886999999999,7969.4323880419715
7747.000999999999,7798.2735359296785
8137.46,8190.9107106018055
8567.028,8621.399567051409
8385.168,8440.154405061243
7727.959,7782.964824294566
7539.079,7595.468677917956
7129.358000000001,7185.882941561221
6610.681,6668.1275132822975
6185.379,6244.08955507636
5804.537,5864.372856715201
5107.504,5169.320863208532
2880.309,2947.3009944446085
2284.32,2360.3892820739743
2213.339,2288.1047236876484
2227.66,2301.69250688982
2195.089,2269.712648823261
1978.3860000000002,2053.6665779542923
1112.934,1190.6125728496015
951.1120000000001,1032.3978945904971
1030.148,1111.1509877561034
665.12,745.9061349950433
685.623,766.7495641089231
701.716,781.8046698139533
709.346,787.8150148500204
794.73,871.0974187633992
773.734,848.5815741096139
1006.973,1078.56522775051
869.1029999999998,940.7497614695133
762.896,834.6306273149253
1033.207,1100.196413841784
794.576,865.9744771309496
712.864,784.8166050739884
681.093,752.9119382656068
649.588,722.5924109860287
643.457,717.7731903690175
640.277,715.5425287965238
706.861,780.2867726822049
669.093,747.1727114942819
621.136,702.3078613296077
613.4,694.8111041038931
623.375,705.1717055809088
607.977,691.3990244169794
613.499,696.4648087699227
699.139,777.9221603797077
1050.896,1113.8857934251726
1025.528,1104.4886001262068
966.545,1050.67610201931
1082.216,1156.911140505135
954.904,1039.1744477382601
980.3479999999998,1058.8976587583124
1140.508,1210.4457762354314
1244.219,1315.28424950248
1324.763,1397.4964883069097
1198.379,1282.4964393832386
1021.604,1110.6481229293645
855.756,944.9250001346768
851.064,931.9093362117708
816.625,897.710603243351
825.01,904.9509724375904
796.277,878.4413218737543
827.472,907.5098101935686
793.855,876.7038995539845
791.38,873.2258256896139
767.345,849.6439890789688
789.136,868.9687137548924
772.941,853.575446109593
816.409,894.00722884655
1151.189,1213.9784488396347
2099.421,2130.6472241308093
2433.026,2485.1714975768327
2389.656,2461.7245432033537
2047.1490000000001,2132.342418125868
1816.2910000000002,1896.389120101869
2119.952,2175.181414092898
2261.507,2318.2694593169686
2188.487,2256.1843827187417
2151.994,2221.1548447219134
2175.409,2242.2756642487643
1899.929,1978.6341976388096
1550.6090000000002,1635.2914877725243
1535.863,1608.911900448799
1524.923,1595.9728436749576
1526.4590000000003,1598.1848130037188
1434.268,1510.4546238494515
1413.178,1488.1588632879852
1462.903,1535.0215727550387
1487.303,1559.443753027439
1364.288,1440.744304137528
1439.261,1510.1586281334162
1471.84,1541.8712057447433
1460.223,1530.7540279400944
1695.7629999999997,1759.3811587501168
3957.502,3967.367611285209
6196.336,6196.708778585671
7335.2429999999995,7369.473017582415
7556.609000000001,7617.178607414721
7035.952,7107.440003020523
7578.96,7624.426378985881
7965.700999999999,8007.745103764532
7438.040999999999,7499.130865776061
6584.592,6652.018351332186
6139.991,6199.762731028794
5696.883,5754.480249144792
5487.915,5543.859673434733
5337.982,5395.047852038144
4755.183,4818.981963225602
4138.981,4205.909754015922
3090.246,3162.835556100368
2448.411,2523.1149887002703
2461.959,2534.6652800753113
2462.283,2535.245546937227
2363.048,2437.282192695856
2395.332,2469.2914615485665
2401.56,2474.6128266267774
2406.733,2478.399664065361
2837.993,2907.7003644987344
5621.983,5687.065560524939
7651.193000000001,7712.940922011374
7943.403,8004.391479257105
7801.6939999999995,7854.5093437104215
7215.215,7264.968545523642
8066.752999999999,8118.161938725947
8501.788,8553.56398623514
8461.488,8515.572404501914
8250.669,8305.693854977606
8111.7429999999995,8166.767634715556
7450.829,7507.700532951831
6935.673,6993.681864286422
6383.115,6442.142981352328
6020.675,6080.48530057454
5347.206,5408.913050493477
3709.8710000000005,3775.440769719123
2667.651,2739.4186026695966
2774.38,2846.956360132575
2712.59,2784.0828558717963
2655.115,2727.277710913181
2654.603,2727.1187336907383
2691.755,2763.804516263127
2686.255,2757.235776153326
3176.806,3247.2995582195517
5935.98,6005.962342896222
8421.805,8484.912057381629
8964.078,9027.195286425112
8581.751,8634.989734911916
8199.8,8249.30622394943
8824.673,8876.984862914083
8911.703,8965.583663867472
8669.656,8724.825378655909
8297.36,8353.186710410117
8095.339999999999,8151.566232705592
7351.067999999999,7407.652987324236
6424.681,6482.4802720026955
6292.24,6351.6924932005395
5537.052,5596.966809477805
4751.973,4814.529806111096
3589.133,3654.892117649912
2882.224,2952.4007850190396
2959.773,3031.4271699661012
3001.995,3073.300776749849
2965.897,3037.337346931934
3005.563,3076.925059978485
3079.647,3150.258669311404
3040.215,3109.331573165774
4015.1549999999997,4085.646267339467
7303.795000000001,7371.333051084994
9431.386,9493.729048519133
9820.359,9879.931620112895
9132.789,9183.611385814189
8547.908,8596.94807535362
9835.246,9885.988652287959
10512.664,10562.121163994787
10163.155,10217.165232763766
9956.311,10010.1856328907
9702.35,9756.568475041864
8945.681,9002.294684073924
7970.249000000001,8028.813560168742
7461.284,7521.010900900839
6671.133,6730.933054780482
6087.417,6148.286701287983
4612.496,4673.358032582044
3910.758,3976.866897769212
4032.0130000000004,4100.250312436103
3984.376,4051.564730392217
3711.983,3778.7989648216953
3631.085,3699.0571823736423
3762.616,3831.4790483009806
3857.3760000000007,3925.4226634728902
5296.365,5368.953728189467
8354.024,8422.616832767486
10591.196,10649.700920952318
11036.676,11092.787132508276
10211.912,10261.553263041971
8423.199,8468.456325086592
10136.248,10194.51415811014
10736.641,10790.338531013964
11142.853,11194.025417531966
11252.011,11301.675253936766
11171.452,11220.570639249323
10643.58,10695.75026320505
9501.657,9558.191132675169
9052.071,9111.052591719148
8242.517,8301.908607311247
7848.515000000001,7908.7038839550005
6488.741,6547.211425107716
4786.949,4845.862626882314
4957.812,5027.079570415496
4964.699,5030.08741946411
4612.535,4675.445800955771
4555.4,4619.869748648166
4757.797,4823.859781853198
4787.165,4852.0186223783485
6244.971,6316.349869436262
9006.641,9073.956846634386
10675.992,10736.19247882223
11226.857,11280.113173256872
10689.98,10739.85610891342
9590.503,9640.450716883657
11074.924,11128.143666779517
10914.493,10970.122692329882
11153.532,11206.69113284397
11419.859,11470.208597220419
11000.695,11052.683538374898
10441.195,10494.960441487787
9526.881,9583.158505459784
9237.296,9295.592556644438
8658.491,8716.59035853338
8518.502,8576.961458948133
6967.963000000001,7023.806458167075
5254.748,5311.554207140444
5377.499,5446.471419295548
5410.967,5476.30826440358
5408.542,5472.263088978528
5191.393,5253.603432572602
5409.34,5473.871541026591
4924.148,4984.637818783044
6540.943,6612.908762282132
8765.468,8834.380557071685
10787.976,10845.647501587866
11279.333,11333.709164258955
10646.811,10697.01492700958
9207.348,9256.351413942812
10876.367,10932.596913858411
11104.114,11159.237226830957
11007.803,11062.08704108238
11356.161,11406.938842232703
10984.069,11036.229395852088
10653.991,10707.031286909578
9944.929,10000.249556488036
10040.889,10096.530136829851
9049.823,9106.355609682081
8941.943,9000.322571629522
7713.305,7770.29831409645
5393.332,5446.279454299449
5354.518,5425.296845595359
5402.882,5469.491321105241
5285.248,5348.673798808573
5099.792,5162.124759234665
5282.277,5346.58563299179
5329.563,5393.101970835446
6567.077,6636.386518492459
9078.772,9145.374184272288
11060.647,11116.422276168822
11764.535,11814.976935328958
11086.911,11136.17996537399
9497.68,9546.178018861292
11571.649,11622.841833601473
12130.341,12178.409199352262
11608.386,11660.782542623518
11790.109,11839.046086806771
11448.071,11498.791112043378
11154.432,11206.287330698964
10795.94,10849.119564126013
10550.145,10603.618193482875
9265.615,9321.57897342491
8513.295,8572.515660922525
7321.751000000001,7380.676142447947
5203.539,5259.431537547349
5297.929,5368.920342972754
5232.067,5297.23592360115
5039.847,5102.128345257042
4952.389,5014.863363199948
5171.927,5236.270940895794
5076.848,5139.406914147615
6469.8,6540.18184977436
9349.493,9415.462177252291
10988.651,11047.64872974014
11334.543,11387.517389853
10618.341,10667.572345413206
9189.906,9239.147693816183
11387.305,11440.604653743265
10807.901,10866.54903190851
9793.275,9850.346753902433
10322.132,10381.247213819024
11193.499,11244.643765157698
10953.7,11005.514996476171
10111.207,10164.26556199598
10005.235,10059.704653023242
9447.686,9503.474352254865
9241.925,9299.003412951944
7641.957,7698.291170963286
5223.973,5278.266761419295
5345.756,5419.499343735933
5411.38,5478.582036127566
5156.188,5219.120875581741
5121.39,5184.647857224225
5310.235,5374.540187786101
5212.164,5274.507347551583
6605.701,6675.533864632844
9529.049,9593.097761406896
11442.111,11496.010600422856
12249.673,12295.665234423159
11319.431,11367.899600603578
9796.902,9845.738004223822
11346.96,11400.811065193651
10395.932,10455.01820923519
8700.079,8757.541301262378
6767.675,6826.008587776183
6517.645,6588.845969893216
6036.579,6100.925399507045
4610.751,4666.756105977058
4218.355,4281.87105811429
3925.7049999999995,3989.554075006246
3786.4989999999993,3851.38478504455
3592.3970000000004,3658.5330934869044
