real,gru
3878.647,3939.791819723367
3656.1659999999997,3721.563587754845
3945.6480000000006,3925.9947827521555
3887.422,3954.844180587291
3734.06,3825.1483765817875
3604.187,3687.602277332067
3905.2809999999995,3905.950934546589
3797.4730000000004,3897.347087267994
4988.577,4831.030052028416
6452.327,6293.166221087455
7492.367000000001,7481.216517465114
7959.527000000001,8036.318079954146
7101.022999999999,7291.965262552737
6257.527,6348.1938019776335
7976.521,7733.780451215266
8446.616,8531.469331860064
8051.819,8190.116619375704
8308.455,8279.046092951774
8556.076,8559.175882187365
9971.211,9881.11202598953
9721.315,9854.589061083316
9735.93,9724.21343073034
9545.961,9544.170136541841
8568.019,8625.501974276542
7420.759,7443.366425459861
5327.596,5434.932455047607
5456.738,5320.9072345798
5457.135,5470.571571331739
5295.301,5356.159638770341
5208.172,5237.661991592167
5377.234,5368.81462311983
5322.434,5362.600600937604
6968.768000000001,6766.465258882521
9701.504,9473.88392184162
12141.791,12102.933173225401
12522.213,12651.635902511118
11884.291,11873.977357007978
10562.213,10510.407463306425
12375.831,12144.09714543247
12706.702,12818.056438508509
12775.028,12772.864778370855
13052.319,12977.579747710226
12259.229,12264.899167449948
12139.801,12053.267894048211
11594.16,11591.571013947008
11492.937,11455.611308655736
10282.995,10331.139977963445
9429.347,9392.416839087007
8001.859999999999,8037.987340789793
5154.267,5274.733095207452
5325.821,5149.6311367659555
5217.071,5263.70961460328
5102.291,5174.739601835488
5122.521,5156.787098991154
5231.456,5254.7281964213835
5305.852,5342.352467001198
6888.484,6720.72115289688
9409.899,9228.343601778983
11854.1,11813.53739657974
12337.331,12471.551274244783
11613.778,11634.056086872575
10291.829,10246.946435843942
11697.029,11495.865931150434
11452.853,11579.533258663652
11697.084,11667.903132416723
12334.543,12283.799969426153
11511.32,11572.271974028585
11930.909,11820.305851825235
11972.132,11975.787165146348
12078.981,12061.506093715188
10713.811,10757.725943602083
9888.266,9814.233488052367
8317.903,8349.892702361105
5575.775,5667.028866294383
5819.437,5640.654147648095
5756.256,5805.938393948077
5611.632,5686.402625507354
5566.977,5600.783057702541
5783.052,5783.691121439456
5874.347,5908.727501776694
7690.501000000001,7510.262450891493
10577.875,10401.120956396579
12645.945,12684.761191465375
12886.981,12985.364862293241
11720.351,11709.945453777787
10478.207,10386.69059391546
12481.997,12262.218016593453
11848.18,12040.600588963984
11631.451,11583.038706418512
11952.464,11877.706962646482
10931.941,10991.521821356771
11029.757,10940.476619888781
11561.737,11533.848769136426
11554.1,11593.493843452452
10042.248,10096.518213538167
8984.236,8913.497956478594
7657.041,7670.013892407416
5469.26,5565.8100559804425
5301.133,5202.549089914321
5300.991,5315.8847466797815
5162.896,5231.7635391964905
5157.273,5192.788683342455
5400.152,5402.310329002379
5381.857,5435.500401174782
6708.488,6572.162105283975
9698.136,9438.288126850603
11124.635,11214.465913907527
11633.456,11703.70718756914
10565.053,10619.72894520521
9634.97,9574.365475286482
11377.91,11182.281770110128
11665.673,11786.81571014547
11536.025,11560.016419950483
11729.251,11664.129013155934
10650.821,10691.186822034833
11008.711,10897.319073312281
11138.665,11150.848793688772
11377.959,11374.7348262825
10601.059,10640.530319875716
9373.625,9364.99883241844
7326.364,7352.566584861754
4591.247,4662.6874814116945
4672.133,4508.090478890418
4646.081,4674.806712521552
4501.14,4578.507849799155
4297.659,4362.65533369851
4347.348,4366.597173928975
4328.348,4373.480887660741
5445.997,5314.610146798848
8062.338999999999,7767.2451565394385
10070.767,10025.643783114909
10807.309,10915.870920285222
9821.461,9942.952575747488
9032.9,8993.341881792066
10097.333,9948.155900238035
10276.951,10359.070686174391
10065.171,10112.646452754972
9944.701,9925.886370918271
9076.948,9118.752653488158
8321.732,8315.301643415927
8103.482,8071.874130639551
7904.669,7920.260733140467
7449.380999999999,7491.3862903847685
6552.915,6612.965199196099
5184.665,5270.3568497166625
3676.9640000000004,3780.919522247552
3710.621,3635.3200343519443
3596.178,3629.889173711776
3547.495,3599.538037289142
3430.346,3498.414017144083
3416.2430000000004,3467.711739781379
3337.521,3410.5242546027894
3685.989,3679.6395057029717
5495.04,5209.3958414418685
7767.475000000001,7500.320015399931
8597.963,8684.391111899851
8809.578,8912.220574496268
8381.524,8465.547836802005
8771.759,8721.304033178805
9145.877,9157.336425374982
9182.786,9238.983947277067
8724.669,8787.773204768178
8205.98,8231.206667174338
7643.216000000001,7670.409745691298
7255.573,7273.265169319867
7020.831,7039.2526850996
6063.497,6168.692620117663
5090.037,5162.025398470639
3558.209,3713.921751393556
2694.271,2773.2465709470507
2681.29,2665.273812059164
2585.043,2637.974044699788
2765.538,2784.479702763319
2748.459,2820.9862385174033
2727.328,2809.978456913948
2698.295,2787.6334134135245
3164.711,3141.573147484779
5428.081,5000.541105230092
7306.843999999999,7083.365287339924
7998.453,8096.126105923175
7914.886999999999,8064.8060033297525
7747.000999999999,7814.948656791686
8137.46,8119.641221780776
8567.028,8589.390298198698
8385.168,8482.838994400976
7727.959,7820.526372641085
7539.079,7542.25582202196
7129.358000000001,7186.295090010403
6610.681,6676.206735726832
6185.379,6230.714006466149
5804.537,5851.488945165394
5107.504,5202.831274484157
2880.309,3186.669620010495
2284.32,2317.8100151441095
2213.339,2213.191278206706
2227.66,2268.118902168274
2195.089,2272.871029429376
1978.3860000000002,2112.783152366459
1112.934,1430.8104633520543
951.1120000000001,1110.2275288152398
1030.148,1111.8261938280464
665.12,901.5713154099882
685.623,842.3120837808699
701.716,852.2583695020378
709.346,875.06852073887
794.73,945.8953076757789
773.734,968.1294148831666
1006.973,1124.2951748272776
869.1029999999998,1110.1321921621561
762.896,1026.3308269782663
1033.207,1159.6455984115303
794.576,1080.5736565541624
712.864,983.9212185529769
681.093,925.9956319388152
649.588,889.4479608284236
643.457,875.4821099191308
640.277,871.4814977967442
706.861,912.8642127258182
669.093,910.9021357185841
621.136,877.6804171428383
613.4,857.2567127363981
623.375,856.8550468478203
607.977,849.786273693055
613.499,850.3850961776526
699.139,903.8025110465885
1050.896,1145.297804725319
1025.528,1242.484406193912
966.545,1229.527911605984
1082.216,1283.7651272987127
954.904,1228.2439221328498
980.3479999999998,1212.838135031283
1140.508,1309.8923879621923
1244.219,1421.6320624554753
1324.763,1515.2573257394433
1198.379,1465.0747744247317
1021.604,1318.8054956188203
855.756,1150.0529624897242
851.064,1083.3923227080702
816.625,1046.8279093089402
825.01,1042.8491068742574
796.277,1027.3354636633396
827.472,1040.8978105099202
793.855,1028.2771056240201
791.38,1020.4206003320515
767.345,1003.3294559510649
789.136,1010.1567327688634
772.941,1005.4018730867506
816.409,1030.1342576644422
1151.189,1250.7642380210161
2099.421,1953.7882437078356
2433.026,2483.0044393134117
2389.656,2620.8919421483274
2047.1490000000001,2387.1193148124216
1816.2910000000002,2115.075206471026
2119.952,2229.4207660420534
2261.507,2394.817985530734
2188.487,2399.9962711087464
2151.994,2358.965442325473
2175.409,2355.178008722305
1899.929,2163.063077229917
1550.6090000000002,1846.1833183683752
1535.863,1727.826664114356
1524.923,1700.1293543381094
1526.4590000000003,1702.1695289058684
1434.268,1644.7415906783342
1413.178,1607.8667245720028
1462.903,1631.4829896873832
1487.303,1662.250547072053
1364.288,1592.7237466912866
1439.261,1611.506806162119
1471.84,1647.5221022988558
1460.223,1654.9145431424379
1695.7629999999997,1811.9917890553475
3957.502,3411.544490927815
6196.336,5704.66314672017
7335.2429999999995,7318.289505930899
7556.609000000001,7767.187129853247
7035.952,7272.007659490346
7578.96,7575.424034826277
7965.700999999999,8029.402570777892
7438.040999999999,7627.639308651446
6584.592,6740.9800177957995
6139.991,6207.992981834649
5696.883,5789.070910646914
5487.915,5558.342100956201
5337.982,5408.107035975693
4755.183,4891.210084697961
4138.981,4262.15827997446
3090.246,3288.4275618300435
2448.411,2583.960539767265
2461.959,2487.3514727395773
2462.283,2519.3855817832946
2363.048,2466.2253870922327
2395.332,2475.4085076251026
2401.56,2492.3358061062095
2406.733,2506.697013495564
2837.993,2833.233247569799
5621.983,5036.583626216172
7651.193000000001,7386.4525798254
7943.403,8132.163857592581
7801.6939999999995,7953.326405636309
7215.215,7333.808862385748
8066.752999999999,7974.315373429297
8501.788,8554.207049099921
8461.488,8562.612969736574
8250.669,8313.680870633123
8111.7429999999995,8143.162696727274
7450.829,7538.570730005739
6935.673,6978.719722996234
6383.115,6436.68966517949
6020.675,6059.158108740806
5347.206,5437.251932723044
3709.8710000000005,3922.267561771988
2667.651,2780.416046236157
2774.38,2728.4690464738605
2712.59,2759.0584500086306
2655.115,2730.2670788596865
2654.603,2722.784617163896
2691.755,2756.880859504223
2686.255,2770.2518375192876
3176.806,3148.950684213757
5935.98,5395.1058787243355
8421.805,8109.928508375643
8964.078,9133.679819789408
8581.751,8752.65036701393
8199.8,8243.350142310617
8824.673,8756.47217944145
8911.703,8983.99004668188
8669.656,8746.961367108821
8297.36,8343.071784632204
8095.339999999999,8112.995973882674
7351.067999999999,7433.849254038332
6424.681,6495.852243625402
6292.24,6269.366536001681
5537.052,5639.433600022791
4751.973,4842.5121819193355
3589.133,3734.415902581691
2882.224,2970.023807569861
2959.773,2942.816246999502
3001.995,3033.655633181691
2965.897,3036.3173093284367
3005.563,3064.7164041810033
3079.647,3135.6190530612466
3040.215,3129.9306493207214
4015.1549999999997,3879.6113896107668
7303.795000000001,6716.352458824156
9431.386,9295.447092485903
9820.359,10011.191163822648
9132.789,9275.159214243888
8547.908,8558.22996771383
9835.246,9686.155078563688
10512.664,10575.40450581598
10163.155,10274.137105084417
9956.311,9946.900775066852
9702.35,9703.435902643201
8945.681,8995.965800848482
7970.249000000001,8005.928788998125
7461.284,7451.4122626876815
6671.133,6728.341328611611
6087.417,6119.764597809552
4612.496,4756.777753071307
3910.758,3938.2505355517856
4032.0130000000004,3987.4011259713166
3984.376,4025.300898358583
3711.983,3803.284636622309
3631.085,3680.9929980305424
3762.616,3779.7377253202194
3857.3760000000007,3897.9939258418076
5296.365,5090.0369351611125
8354.024,7945.435571200369
10591.196,10522.33711407852
11036.676,11199.232716453072
10211.912,10301.870681539534
8423.199,8465.620966324328
10136.248,9864.777116383551
10736.641,10830.098734346864
11142.853,11191.66381089258
11252.011,11251.243704547403
11171.452,11156.98213493061
10643.58,10648.82575134277
9501.657,9518.799756498334
9052.071,8998.717696568965
8242.517,8278.539750498294
7848.515000000001,7844.920632538794
6488.741,6586.980372187852
4786.949,4873.5922289068685
4957.812,4842.203766107797
4964.699,4985.933483145951
4612.535,4705.659024637936
4555.4,4581.727933439731
4757.797,4752.87287504506
4787.165,4831.181875275849
6244.971,6068.8517448792445
9006.641,8734.8934061532
10675.992,10706.142604236124
11226.857,11319.47354887533
10689.98,10735.267231387614
9590.503,9587.465993301867
11074.924,10878.54863265848
10914.493,11040.735605222224
11153.532,11135.137869680879
11419.859,11392.78748477697
11000.695,11025.127221522805
10441.195,10423.606694738863
9526.881,9525.900474138734
9237.296,9193.196917441366
8658.491,8688.536442975043
8518.502,8506.31198129463
6967.963000000001,7084.167327427148
5254.748,5308.347636563777
5377.499,5259.861968377112
5410.967,5430.928613700389
5408.542,5455.858626837729
5191.393,5252.768802154778
5409.34,5397.83512019062
4924.148,5031.962158359765
6540.943,6327.800203882693
8765.468,8590.880709659097
10787.976,10758.287133197306
11279.333,11391.98941912031
10646.811,10694.104848952767
9207.348,9211.244806619166
10876.367,10640.522371014593
11104.114,11218.369599604604
11007.803,11040.809529630658
11356.161,11294.424302821157
10984.069,11005.49671409559
10653.991,10629.195243915556
9944.929,9945.881731070993
10040.889,9982.82088359165
9049.823,9121.225544183253
8941.943,8888.482890527246
7713.305,7794.439005324362
5393.332,5502.075292617082
5354.518,5213.994655044078
5402.882,5404.419161858081
5285.248,5349.405888917922
5099.792,5153.396114836453
5282.277,5276.0037206578245
5329.563,5362.832310239314
6567.077,6438.568775948762
9078.772,8862.896301461218
11060.647,11050.422087385652
11764.535,11856.257755794522
11086.911,11138.868270205496
9497.68,9493.197269710063
11571.649,11297.665848386763
12130.341,12251.22235700321
11608.386,11674.992721651552
11790.109,11688.625018476007
11448.071,11445.269045449731
11154.432,11131.762783248423
10795.94,10780.00739621353
10550.145,10532.696069892881
9265.615,9317.191996971605
8513.295,8471.563534899233
7321.751000000001,7361.062327629088
5203.539,5313.383637527703
5297.929,5172.272275343179
5232.067,5261.807054693698
5039.847,5109.717520413397
4952.389,4990.1388281226145
5171.927,5168.480668587922
5076.848,5138.243200879335
6469.8,6311.477217568397
9349.493,9085.735469045161
10988.651,11042.44778990793
11334.543,11437.762935892102
10618.341,10649.006985376356
9189.906,9189.446644763944
11387.305,11120.455528302191
10807.901,11016.129905618665
9793.275,9821.2062290287
10322.132,10184.583645910261
11193.499,11174.938612205504
10953.7,11035.681719320772
10111.207,10116.839476996896
10005.235,9924.293419149397
9447.686,9471.18289883232
9241.925,9226.182306439874
7641.957,7737.59987898445
5223.973,5303.810029192208
5345.756,5180.205636186122
5411.38,5423.7027014973155
5156.188,5242.143956935882
5121.39,5147.367301118373
5310.235,5308.131030098199
5212.164,5268.468995200156
6605.701,6446.45563595414
9529.049,9265.388474152564
11442.111,11470.927969151971
12249.673,12324.827221221922
11319.431,11375.518583989142
9796.902,9756.942071514604
11346.96,11115.173510086535
10395.932,10580.26364461994
8700.079,8744.957459219931
6767.675,6757.1126288862215
6517.645,6414.172528835772
6036.579,6090.063280783652
4610.751,4770.456550733327
4218.355,4203.806882806062
3925.7049999999995,3950.816890099763
3786.4989999999993,3823.891264195322
3592.3970000000004,3655.2887658199065
