month,date,hour,peak_flat_valley,power_num,price
5,15,6,1,3348.476,1221.189
5,15,7,1,3355.31,1223.682
5,15,8,1,4439.76,1619.18
5,15,9,2,7245.363,2642.384
5,15,10,3,10066.665,6850.366
5,15,11,3,10410.488,11358.883
5,15,12,3,10065.689,10982.674
5,15,13,2,8854.379,9661.013
5,15,14,2,10656.861,7251.994
5,15,15,2,10917.487,7429.35
5,15,16,2,10882.684,7405.666
5,15,17,2,11327.719,7708.513
5,15,18,2,10665.339,7257.763
5,15,19,2,10773.075,7331.077
5,15,20,3,10517.111,7156.894
5,15,21,3,10377.184,11322.545
5,15,22,3,9825.479,10720.58
5,15,23,2,9275.084,10120.045
5,15,24,2,8237.225,5605.431
5,16,1,1,6508.052,4428.729
5,16,2,1,6319.165,2304.6
5,16,3,1,6356.736,2318.302
5,16,4,1,6372.017,2323.875
5,16,5,1,6252.305,2280.216
5,16,6,1,6155.445,2244.891
5,16,7,1,6128.479,2235.056
5,16,8,1,6853.376,2499.426
5,16,9,2,9053.334,3301.751
5,16,10,3,10474.361,7127.803
5,16,11,3,10652.548,11622.995
5,16,12,3,10022.829,10935.909
5,16,13,2,8993.269,9812.556
5,16,14,2,10802.852,7351.341
5,16,15,2,11062.092,7527.754
5,16,16,2,10422.343,7092.404
5,16,17,2,10980.942,7472.531
5,16,18,2,10372.666,7058.599
5,16,19,2,10404.015,7079.932
5,16,20,3,10587.95,7205.1
5,16,21,3,10455.03,11407.483
5,16,22,3,9741.147,10628.565
5,16,23,2,9058.32,9883.533
5,16,24,2,8051.673,5479.164
5,17,1,1,6490.509,4416.792
5,17,2,1,6880.499,2509.318
5,17,3,1,6583.828,2401.122
5,17,4,1,6296.243,2296.24
5,17,5,1,6097.911,2223.908
5,17,6,1,6380.541,2326.983
5,17,7,1,6322.572,2305.842
5,17,8,1,7312.479,2666.861
5,17,9,2,9367.993,3416.507
5,17,10,3,10972.189,7466.575
5,17,11,3,11498.376,12545.878
5,17,12,3,10505.264,11462.294
5,17,13,2,9072.137,9898.609
5,17,14,2,11061.98,7527.677
5,17,15,2,11305.701,7693.53
5,17,16,2,11195.019,7618.21
5,17,17,2,11138.86,7579.994
5,17,18,2,10293.947,7005.031
5,17,19,2,10288.399,7001.255
5,17,20,3,11024.808,7502.382
5,17,21,3,10875.079,11865.799
5,17,22,3,9638.515,10516.583
5,17,23,2,8624.763,9410.479
5,17,24,2,7969.747,5423.413
5,18,1,1,6324.411,4303.762
5,18,2,1,6169.855,2250.146
5,18,3,1,6151.945,2243.614
5,18,4,1,5934.713,2164.39
5,18,5,1,5810.989,2119.268
5,18,6,1,6076.54,2216.114
5,18,7,1,6123.833,2233.362
5,18,8,1,6908.364,2519.48
5,18,9,2,9074.242,3309.376
5,18,10,3,10532.828,7167.589
5,18,11,3,11168.955,12186.446
5,18,12,3,10294.314,11232.126
5,18,13,2,8540.849,9318.92
5,18,14,2,10585.257,7203.268
5,18,15,2,10898.085,7416.147
5,18,16,2,10673.209,7263.119
5,18,17,2,11312.701,7698.293
5,18,18,2,10727.143,7299.821
5,18,19,2,10460.46,7118.343
5,18,20,3,10688.261,7273.362
5,18,21,3,10634.088,11602.853
5,18,22,3,9748.412,10636.492
5,18,23,2,9204.051,10042.54
5,18,24,2,7945.11,5406.647
5,19,1,1,6333.676,4310.067
5,19,2,1,6357.926,2318.736
5,19,3,1,6299.232,2297.33
5,19,4,1,5965.256,2175.529
5,19,5,1,5905.268,2153.651
5,19,6,1,6008.24,2191.205
5,19,7,1,6073.253,2214.915
5,19,8,1,6957.336,2537.34
5,19,9,2,8746.707,3189.924
5,19,10,3,9688.683,6593.149
5,19,11,3,9922.829,10826.799
5,19,12,3,9505.024,10370.931
5,19,13,2,8121.183,8861.023
5,19,14,2,9815.025,6679.125
5,19,15,2,9997.617,6803.379
5,19,16,2,10119.876,6886.576
5,19,17,2,10837.899,7375.19
5,19,18,2,9929.057,6756.724
5,19,19,2,10371.403,7057.74
5,19,20,3,10621.919,7228.216
5,19,21,3,10207.8,11137.731
5,19,22,3,9416.216,10274.033
5,19,23,2,8801.605,9603.432
5,19,24,2,8184.413,5569.493
5,20,1,1,6566.68,4468.626
5,20,2,1,6514.176,2375.72
5,20,3,1,6140.472,2239.43
5,20,4,1,5651.535,2061.115
5,20,5,1,5475.287,1996.837
5,20,6,1,5483.111,1999.69
5,20,7,1,5623.652,2050.946
5,20,8,1,6420.061,2341.396
5,20,9,2,8087.827,2949.63
5,20,10,3,9426.869,6414.984
5,20,11,3,10135.738,11059.104
5,20,12,3,9824.663,10719.689
5,20,13,2,8191.099,8937.309
5,20,14,2,9707.621,6606.036
5,20,15,2,9925.937,6754.6
5,20,16,2,9247.616,6293.003
5,20,17,2,9832.217,6690.824
5,20,18,2,9557.935,6504.175
5,20,19,2,9907.5,6742.054
5,20,20,3,9911.127,6744.522
5,20,21,3,9770.036,10660.086
5,20,22,3,9385.196,10240.187
5,20,23,2,8841.62,9647.092
5,20,24,2,7573.993,5154.102
5,21,1,1,5169.545,3517.876
5,21,2,1,5302.363,1933.772
5,21,3,1,5363.089,1955.919
5,21,4,1,5253.936,1916.11
5,21,5,1,5144.975,1876.372
5,21,6,1,5298.517,1932.369
5,21,7,1,5284.083,1927.105
5,21,8,1,6109.185,2228.02
5,21,9,2,8722.008,3180.916
5,21,10,3,10407.799,7082.507
5,21,11,3,10636.636,11605.634
5,21,12,3,10192.562,11121.105
5,21,13,2,8532.84,9310.182
5,21,14,2,9931.361,6758.291
5,21,15,2,9709.005,6606.978
5,21,16,2,8237.124,5605.363
5,21,17,2,5651.843,3846.079
5,21,18,2,5050.385,3436.787
5,21,19,2,4822.802,3281.916
5,21,20,3,3988.224,2713.986
5,21,21,3,3652.147,3984.857
5,21,22,3,3576.567,3902.392
5,21,23,2,3507.049,3826.542
5,21,24,2,3226.885,2195.895
5,22,1,1,3063.238,2084.534
5,22,2,1,3340.727,1218.363
5,22,3,1,3359.005,1225.029
5,22,4,1,3139.893,1145.119
5,22,5,1,3133.943,1142.949
5,22,6,1,3274.48,1194.203
5,22,7,1,3212.865,1171.732
5,22,8,1,4155.884,1515.651
5,22,9,2,7127.89,2599.542
5,22,10,3,8731.975,5942.109
5,22,11,3,9310.308,10158.477
5,22,12,3,8491.145,9264.689
5,22,13,2,7298.519,7963.414
5,22,14,2,9346.276,6360.141
5,22,15,2,9490.88,6458.544
5,22,16,2,9624.455,6549.441
5,22,17,2,10102.037,6874.436
5,22,18,2,9206.937,6265.321
5,22,19,2,8989.775,6117.542
5,22,20,3,9411.019,6404.198
5,22,21,3,9577.248,10449.736
5,22,22,3,8904.294,9715.475
5,22,23,2,8029.476,8760.961
5,22,24,2,7171.26,4880.042
5,23,1,1,5485.296,3732.744
5,23,2,1,5748.93,2096.635
5,23,3,1,5902.596,2152.677
5,23,4,1,5624.567,2051.28
5,23,5,1,5363.646,1956.122
5,23,6,1,5817.415,2121.611
5,23,7,1,5857.547,2136.248
5,23,8,1,6890.179,2512.848
5,23,9,2,9278.905,3384.017
5,23,10,3,10423.059,7092.892
5,23,11,3,10608.531,11574.968
5,23,12,3,9524.22,10391.876
5,23,13,2,8177.153,8922.092
5,23,14,2,9747.389,6633.098
5,23,15,2,10286.268,6999.805
5,23,16,2,10202.788,6942.997
5,23,17,2,10663.908,7256.789
5,23,18,2,9723.182,6616.626
5,23,19,2,10029.285,6824.928
5,23,20,3,10535.932,7169.702
5,23,21,3,10331.845,11273.076
5,23,22,3,9892.715,10793.941
5,23,23,2,8911.985,9723.867
5,23,24,2,7356.646,5006.198
5,24,1,1,6111.167,4158.649
5,24,2,1,6464.52,2357.61
5,24,3,1,6520.787,2378.131
5,24,4,1,6361.119,2319.9
5,24,5,1,6322.673,2305.879
5,24,6,1,6216.057,2266.996
5,24,7,1,5495.751,2004.301
5,24,8,1,6851.025,2498.569
5,24,9,2,8925.156,3255.004
5,24,10,3,9908.209,6742.536
5,24,11,3,9857.801,10755.847
5,24,12,3,8872.098,9680.346
5,24,13,2,7543.928,8231.18
5,24,14,2,9614.26,6542.504
5,24,15,2,9871.173,6717.333
5,24,16,2,9572.907,6514.363
5,24,17,2,9910.052,6743.79
5,24,18,2,8559.796,5824.941
5,24,19,2,9046.062,6155.845
5,24,20,3,9234.128,6283.824
5,24,21,3,9586.038,10459.326
5,24,22,3,8941.099,9755.633
5,24,23,2,8437.971,9206.67
5,24,24,2,7499.565,5103.454
5,25,1,1,5976.767,4067.19
5,25,2,1,6029.348,2198.903
5,25,3,1,5962.098,2174.377
5,25,4,1,5691.102,2075.545
5,25,5,1,5751.057,2097.411
5,25,6,1,5734.515,2091.377
5,25,7,1,5771.487,2104.861
5,25,8,1,6515.108,2376.06
5,25,9,2,8641.196,3151.444
5,25,10,3,9814.921,6679.054
5,25,11,3,10242.524,11175.618
5,25,12,3,9222.374,10062.532
5,25,13,2,7944.082,8667.788
5,25,14,2,10027.798,6823.916
5,25,15,2,10480.822,7132.199
5,25,16,2,10687.637,7272.937
5,25,17,2,10977.416,7470.132
5,25,18,2,9837.528,6694.438
5,25,19,2,9508.322,6470.413
5,25,20,3,10361.015,7050.67
5,25,21,3,10352.527,11295.642
5,25,22,3,9457.191,10318.741
5,25,23,2,8568.788,9349.405
5,25,24,2,7745.349,5270.71
5,26,1,1,6004.009,4085.728
5,26,2,1,5995.248,2186.467
5,26,3,1,6084.529,2219.028
5,26,4,1,5763.736,2102.034
5,26,5,1,5767.768,2103.505
5,26,6,1,5951.9,2170.658
5,26,7,1,6019.655,2195.368
5,26,8,1,6845.317,2496.487
5,26,9,2,9157.27,3339.656
5,26,10,3,10285.651,6999.385
5,26,11,3,10477.756,11432.28
5,26,12,3,9833.5,10729.332
5,26,13,2,8415.686,9182.355
5,26,14,2,10063.026,6847.889
5,26,15,2,10631.02,7234.409
5,26,16,2,10500.631,7145.679
5,26,17,2,11132.176,7575.446
5,26,18,2,9944.48,6767.219
5,26,19,2,9977.757,6789.864
5,26,20,3,10267.208,6986.835
5,26,21,3,10041.489,10956.269
5,26,22,3,9014.76,9836.005
5,26,23,2,8588.135,9370.514
5,26,24,2,7775.252,5291.059
5,27,1,1,6089.256,4143.738
5,27,2,1,6168.126,2249.516
5,27,3,1,6046.55,2205.177
5,27,4,1,5816.503,2121.278
5,27,5,1,5821.847,2123.227
5,27,6,1,5848.38,2132.904
5,27,7,1,5781.044,2108.347
5,27,8,1,6594.607,2405.053
5,27,9,2,8805.297,3211.292
5,27,10,3,10099.189,6872.498
5,27,11,3,10218.436,11149.336
5,27,12,3,9377.077,10231.329
5,27,13,2,8072.901,8808.343
5,27,14,2,9589.68,6525.777
5,27,15,2,9873.351,6718.815
5,27,16,2,9856.884,6707.61
5,27,17,2,10419.592,7090.532
5,27,18,2,9551.795,6499.996
5,27,19,2,9337.14,6353.924
5,27,20,3,9334.044,6351.817
5,27,21,3,9665.445,10545.967
5,27,22,3,9039.169,9862.637
5,27,23,2,8201.233,8948.365
5,27,24,2,6855.318,4665.044
5,28,1,1,5002.295,3404.062
5,28,2,1,5184.604,1890.825
5,28,3,1,5043.957,1839.531
5,28,4,1,4875.421,1778.066
5,28,5,1,4920.603,1794.544
5,28,6,1,5128.109,1870.221
5,28,7,1,5055.382,1843.698
5,28,8,1,6172.55,2251.129
5,28,9,2,8479.948,3092.637
5,28,10,3,9590.375,6526.25
5,28,11,3,9906.734,10809.238
5,28,12,3,9248.731,10091.291
5,28,13,2,8210.195,8958.143
5,28,14,2,10145.94,6904.312
5,28,15,2,10766.779,7326.793
5,28,16,2,9973.543,6786.996
5,28,17,2,8573.657,5834.374
5,28,18,2,7406.379,5040.041
5,28,19,2,6930.237,4716.027
5,28,20,3,7048.323,4796.384
5,28,21,3,6953.566,7587.036
5,28,22,3,6280.543,6852.7
5,28,23,2,5760.864,6285.679
5,28,24,2,4350.049,2960.208
5,29,1,1,3494.306,2377.875
5,29,2,1,3480.807,1269.45
5,29,3,1,3428.769,1250.472
5,29,4,1,3259.155,1188.614
5,29,5,1,3286.426,1198.56
5,29,6,1,3543.039,1292.146
5,29,7,1,3513.955,1281.539
5,29,8,1,4649.977,1695.847
5,29,9,2,8182.451,2984.14
5,29,10,3,9917.467,6748.837
5,29,11,3,10545.895,11506.626
5,29,12,3,9885.595,10786.172
5,29,13,2,8726.197,9521.154
5,29,14,2,10381.094,7064.334
5,29,15,2,10497.012,7143.216
5,29,16,2,9781.32,6656.188
5,29,17,2,8777.477,5973.073
5,29,18,2,8107.764,5517.333
5,29,19,2,7585.324,5161.813
5,29,20,3,7118.941,4844.44
5,29,21,3,6916.203,7546.269
5,29,22,3,6243.932,6812.754
5,29,23,2,5774.755,6300.835
5,29,24,2,4634.624,3153.862
