数据日期,用户名称,运行容量,电能表号,综合倍率,表位数,在线情况,总,尖,峰,平,谷
2013/11/3,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,234.06,0,90,90.06,53.94
2013/11/4,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,846.06,0,137.94,648,60
2013/11/5,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,815.88,0,347.94,407.94,59.94
2013/11/6,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,1079.88,0,282,737.94,59.94
2013/11/7,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,750,0,323.94,365.88,60
2013/11/8,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,780.12,0,264,456,59.94
2013/11/9,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,803.88,0,306,437.94,60
2013/11/10,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,251.94,0,65.94,132.12,53.94
2013/11/11,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,936,0,275.94,606,54
2013/11/12,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,1001.94,0,312,629.88,59.94
2013/11/13,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,858.06,0,335.94,462,59.94
2013/11/14,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,839.94,0,288.06,486,66
2013/11/15,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,665.88,0,263.94,330,71.94
2013/11/16,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,318.12,0,119.94,150,48
2013/11/17,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,186,0,60,77.88,47.94
2013/11/18,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,450,0,131.94,258.06,60
2013/11/19,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,479.88,0,131.94,287.94,59.94
2013/11/20,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,522.06,0,120,335.88,65.94
2013/11/21,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,815.88,0,209.94,546.06,60
2013/11/22,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,1091.88,0,306,725.94,59.94
2013/11/23,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,402.24,0,125.94,216.06,59.94
2013/11/24,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,227.88,0,71.94,101.94,54
2013/11/25,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,1079.88,0,318,695.94,65.94
2013/11/26,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,1284.06,0,365.94,857.94,60
2013/11/27,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,834.06,0,287.94,480,65.94
2013/11/28,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,1103.88,0,306,725.94,71.94
2013/11/29,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,858.06,0,312,468,78
2013/11/30,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,251.94,0,59.94,125.94,65.94
2013/12/1,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,324,0,84,180,60
2013/12/2,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,948,0,221.94,660,65.94
2013/12/3,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2013/12/4,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2013/12/5,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2013/12/6,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2013/12/7,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2013/12/8,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2013/12/9,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2013/12/10,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2013/12/11,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2013/12/12,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2013/12/13,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2013/12/14,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2013/12/15,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2013/12/16,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2013/12/17,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2013/12/18,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2013/12/19,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2013/12/20,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2013/12/21,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2013/12/22,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2013/12/23,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2013/12/24,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2013/12/25,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2013/12/26,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2013/12/27,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2013/12/28,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2013/12/29,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2013/12/30,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2013/12/31,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/1/1,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/1/2,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/1/3,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/1/4,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/1/5,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/1/6,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/1/7,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,2967417.6,,885282,1688448,393732
2014/1/8,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,1476,0,390,858,228
2014/1/9,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,1398,0,450,744,204
2014/1/10,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,1200,0,306,696,198
2014/1/11,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,780,0,216,378,186
2014/1/12,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,624,0,168,252,204
2014/1/13,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,1134,0,312,630,192
2014/1/14,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,1374,0,390,798,186
2014/1/15,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,1086,0,378,540,168
2014/1/16,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,876,0,282,462,132
2014/1/17,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,900,0,258,474,168
2014/1/18,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,738,0,228,354,156
2014/1/19,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,468,0,132,186,150
2014/1/20,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,930,0,276,504,150
2014/1/21,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,1086,0,384,510,192
2014/1/22,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,984,0,354,480,150
2014/1/23,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,792,0,222,456,114
2014/1/24,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,522,0,132,288,102
2014/1/25,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,312,0,90,138,84
2014/1/26,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,594,0,150,354,90
2014/1/27,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,762,0,240,420,102
2014/1/28,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,840,0,222,528,90
2014/1/29,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,318,0,102,138,78
2014/1/30,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,252,0,72,102,78
2014/1/31,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,228,0,66,84,78
2014/2/1,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,210,0,60,78,72
2014/2/2,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,210,0,54,96,60
2014/2/3,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,234,0,72,96,66
2014/2/4,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,270,0,72,126,72
2014/2/5,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,300,0,90,132,78
2014/2/6,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,372,0,108,180,84
2014/2/7,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,1116,0,306,702,108
2014/2/8,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,1074,0,288,654,132
2014/2/9,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,474,0,138,222,114
2014/2/10,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,1230,0,336,780,114
2014/2/11,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,360,0,90,216,54
2014/2/12,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,1434,0,318,990,126
2014/2/13,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,1344,0,432,780,132
2014/2/14,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,1098,0,246,690,162
2014/2/15,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,372,0,108,168,96
2014/2/16,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,336,0,96,156,84
2014/2/17,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,1500,0,372,1002,126
2014/2/18,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,1698,0,492,1074,132
2014/2/19,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,2058,0,882,1020,156
2014/2/20,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,1506,0,492,882,132
2014/2/21,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,1560,0,426,1008,126
2014/2/22,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,564,0,156,300,108
2014/2/23,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,780,0,378,330,72
2014/2/24,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,1284,0,300,894,90
2014/2/25,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,1338,0,450,798,90
2014/2/26,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,660,0,192,366,102
2014/2/27,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,924,0,234,600,90
2014/2/28,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,1080,0,312,666,102
2014/3/1,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,432,0,120,228,84
2014/3/2,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,408,0,120,204,84
2014/3/3,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,864,0,234,528,102
2014/3/4,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,972,0,354,516,102
2014/3/5,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,732,0,246,378,108
2014/3/6,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,936,0,312,528,96
2014/3/7,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,732,0,210,420,102
2014/3/8,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,330,0,96,150,84
2014/3/9,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,282,0,90,108,84
2014/3/10,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,810,0,276,450,84
2014/3/11,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,1014,0,312,606,96
2014/3/12,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,1134,0,360,684,90
2014/3/13,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,834,0,336,390,108
2014/3/14,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,798,0,246,450,102
2014/3/15,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,258,0,66,114,78
2014/3/16,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,222,0,60,102,60
2014/3/17,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,456,0,120,270,66
2014/3/18,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,1062,0,288,708,66
2014/3/19,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,1014,0,318,630,66
2014/3/20,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,1026,0,360,600,66
2014/3/21,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,570,0,216,270,84
2014/3/22,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,252,0,66,108,78
2014/3/23,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,204,0,60,90,54
2014/3/24,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,852,0,288,504,60
2014/3/25,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,924,0,222,618,84
2014/3/26,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,1104,0,288,720,96
2014/3/27,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,984,0,402,510,72
2014/3/28,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,408,0,108,234,66
2014/3/29,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,324,0,132,132,60
2014/3/30,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,210,0,66,90,54
2014/3/31,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/4/1,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/4/2,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/4/3,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/4/4,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/4/5,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/4/6,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/4/7,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/4/8,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/4/9,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/4/10,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/4/11,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/4/12,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/4/13,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/4/14,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/4/15,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/4/16,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/4/17,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/4/18,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/4/19,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/4/20,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/4/21,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/4/22,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/4/23,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/4/24,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/4/25,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/4/26,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/4/27,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/4/28,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/4/29,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/4/30,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/5/1,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/5/2,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/5/3,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/5/4,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/5/5,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/5/6,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/5/7,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/5/8,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/5/9,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/5/10,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/5/11,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/5/12,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/5/13,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/5/14,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/5/15,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/5/16,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/5/17,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/5/18,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/5/19,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/5/20,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/5/21,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/5/22,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/5/23,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/5/24,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/5/25,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/5/26,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/5/27,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/5/28,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/5/29,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/5/30,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/5/31,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/6/1,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/6/2,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/6/3,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/6/4,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/6/5,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/6/6,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/6/7,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/6/8,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/6/9,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/6/10,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/6/11,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/6/12,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/6/13,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/6/14,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/6/15,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/6/16,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/6/17,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/6/18,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/6/19,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/6/20,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/6/21,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/6/22,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/6/23,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/6/24,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/6/25,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/6/26,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/6/27,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/6/28,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/6/29,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/6/30,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/7/1,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/7/2,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/7/3,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/7/4,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/7/5,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/7/6,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/7/7,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/7/8,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/7/9,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/7/10,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/7/11,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/7/12,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/7/13,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/7/14,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/7/15,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/7/16,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/7/17,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/7/18,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/7/19,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/7/20,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/7/21,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/7/22,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/7/23,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/7/24,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/7/25,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/7/26,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/7/27,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/7/28,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/7/29,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/7/30,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/7/31,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/8/1,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/8/2,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/8/3,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/8/4,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/8/5,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/8/6,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/8/7,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/8/8,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/8/9,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/8/10,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/8/11,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/8/12,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/8/13,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/8/14,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/8/15,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/8/16,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/8/17,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/8/18,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/8/19,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/8/20,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/8/21,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
2014/8/22,武汉大族金石凯激光系统有限公司,500,06050139,600,5.2,在线,,,,,
