数据日期,用户名称,运行容量,电能表号,综合倍率,表位数,在线情况,总(正向有功),尖(正向有功),峰(正向有功),平(正向有功),谷(正向有功),总(正向无功)
2015-12-10,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,221.46,0,63.3,121.07,37.08,91.4
2015-12-11,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,222.69,0,63.67,121.69,37.32,91.94
2015-12-12,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,223.32,0,63.89,121.94,37.49,92.09
2015-12-13,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,223.91,0,64.08,122.16,37.66,92.23
2015-12-14,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,225.28,0,64.51,122.92,37.83,92.59
2015-12-15,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,226.7,0,64.93,123.7,38.06,93.05
2015-12-16,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,228.28,0,65.44,124.52,38.31,94.05
2015-12-17,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,229.97,0,65.99,125.36,38.61,94.74
2015-12-18,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,231.76,0,66.58,126.23,38.94,95.56
2015-12-19,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,233.21,0,66.99,127.02,39.18,96.03
2015-12-20,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,234.06,0,67.25,127.39,39.41,96.42
2015-12-21,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,235.51,0,67.72,128.17,39.61,97.02
2015-12-22,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,237.03,0,68.2,128.96,39.86,97.4
2015-12-23,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,238.53,0,68.67,129.73,40.12,98.15
2015-12-24,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,240.15,0,69.21,130.55,40.38,98.61
2015-12-25,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,241.53,0,69.61,131.29,40.62,99.2
2015-12-26,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,242.78,0,69.99,131.89,40.89,99.77
2015-12-27,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,243.67,0,70.28,132.24,41.14,100.3
2015-12-28,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,245.34,0,70.86,133.1,41.38,100.74
2015-12-29,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,246.95,0,71.34,133.91,41.69,101.18
2015-12-30,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,248.8,0,71.91,134.94,41.94,101.83
2015-12-31,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,250.35,0,72.31,135.79,42.25,102.69
2016-01-01,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,251.18,0,72.56,136.11,42.5,103.12
2016-01-02,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,251.83,0,72.74,136.35,42.73,103.46
2016-01-03,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,252.64,0,72.98,136.68,42.97,103.83
2016-01-04,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,254.11,0,73.43,137.46,43.21,104.25
2016-01-05,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,255.91,0,73.98,138.44,43.48,104.91
2016-01-06,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,257.71,0,74.56,139.36,43.78,105.34
2016-01-07,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,259.68,0,75.18,140.36,44.12,106.02
2016-01-08,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,261.69,0,75.79,141.43,44.47,106.73
2016-01-09,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,263.42,0,76.26,142.41,44.73,107.74
2016-01-10,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,264.37,0,76.55,142.84,44.97,108.23
2016-01-11,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,266.42,0,77.2,143.97,45.24,108.7
2016-01-12,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,268.6,0,77.82,145.12,45.66,109.15
2016-01-13,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,270.71,0,78.43,146.25,46.02,109.86
2016-01-14,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,272.6,0,78.99,147.22,46.37,110.79
2016-01-15,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,274.59,0,79.63,148.21,46.74,111.38
2016-01-16,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,276.62,0,80.15,149.35,47.11,112.31
2016-01-17,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,277.76,0,80.49,149.86,47.41,112.78
2016-01-18,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,279.8,0,81.12,150.96,47.71,113.3
2016-01-19,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,281.93,0,81.79,152.06,48.07,114.08
2016-01-20,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,284.24,0,82.53,153.27,48.43,114.63
2016-01-21,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,286.65,0,83.2,154.57,48.87,115.32
2016-01-22,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,289.12,0,83.88,155.86,49.36,116.02
2016-01-23,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,290.65,0,84.3,156.54,49.8,116.81
2016-01-24,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,292.02,0,84.72,157.14,50.15,117.26
2016-01-25,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,294.28,0,85.43,158.31,50.53,117.94
2016-01-26,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,296.72,0,86.19,159.5,51.02,118.47
2016-01-27,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,298.94,0,86.8,160.63,51.49,118.91
2016-01-28,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,301.03,0,87.45,161.73,51.84,119.53
2016-01-29,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,303.16,0,88.09,162.86,52.2,120.23
2016-01-30,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,305.29,0,88.76,163.9,52.62,120.8
2016-01-31,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,307.7,0,89.5,165.15,53.04,121.27
2016-02-01,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,309.99,0,90.12,166.32,53.54,121.81
2016-02-02,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,311.55,0,90.52,166.92,54.1,122.32
2016-02-03,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,312.6,0,90.71,167.3,54.58,122.75
2016-02-04,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,313.01,0,90.81,167.44,54.74,122.89
2016-02-05,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,313.25,0,90.86,167.52,54.86,122.98
2016-02-06,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,313.42,0,90.9,167.58,54.92,123.05
2016-02-07,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,313.55,0,90.93,167.64,54.97,123.11
2016-02-08,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,313.69,0,90.97,167.69,55.02,123.18
2016-02-09,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,313.82,0,91,167.75,55.07,123.24
2016-02-10,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,313.96,0,91.03,167.8,55.12,123.3
2016-02-11,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,314.08,0,91.06,167.85,55.16,123.37
2016-02-12,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,314.2,0,91.09,167.9,55.2,123.43
2016-02-13,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,314.35,0,91.14,167.96,55.23,123.48
2016-02-14,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,314.8,0,91.33,168.17,55.29,123.63
2016-02-15,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,315.92,0,91.63,168.77,55.52,124.02
2016-02-16,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,317.3,0,92.03,169.51,55.75,124.62
2016-02-17,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,318.67,0,92.42,170.23,56,125.12
2016-02-18,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,320.02,0,92.8,170.97,56.25,125.72
2016-02-19,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,321.44,0,93.22,171.75,56.47,126.27
2016-02-20,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,322.82,0,93.59,172.51,56.72,127.11
2016-02-21,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,323.6,0,93.8,172.85,56.94,127.46
2016-02-22,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,324.22,0,93.98,173.11,57.13,127.68
2016-02-23,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,325.44,0,94.36,173.75,57.33,128.05
2016-02-24,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,326.77,0,94.83,174.39,57.54,128.52
2016-02-25,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,328,0,95.24,175.01,57.75,129.16
2016-02-26,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,329.24,0,95.66,175.63,57.95,129.91
2016-02-27,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,330.51,0,96.03,176.3,58.17,130.78
2016-02-28,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,331.53,0,96.28,176.86,58.38,131.9
2016-02-29,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,332.76,0,96.67,177.55,58.54,132.46
2016-03-01,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,333.97,0,97.06,178.17,58.73,133.14
2016-03-02,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,335.38,0,97.52,178.89,58.97,133.8
2016-03-03,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,336.73,0,97.95,179.57,59.19,134.82
2016-03-04,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,338.05,0,98.34,180.25,59.44,135.65
2016-03-05,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,339.16,0,98.66,180.82,59.67,136.34
2016-03-06,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,339.92,0,98.91,181.12,59.88,137.1
2016-03-07,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,341.28,0,99.35,181.85,60.07,137.62
2016-03-08,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,342.73,0,99.81,182.61,60.3,138.56
2016-03-09,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,344.28,0,100.28,183.41,60.58,139.48
2016-03-10,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,345.94,0,100.8,184.27,60.86,139.99
2016-03-11,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,347.49,0,101.25,185.06,61.16,140.5
2016-03-12,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,348.95,0,101.66,185.84,61.44,141.52
2016-03-13,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,349.94,0,101.94,186.32,61.68,142.12
2016-03-14,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,351.24,0,102.4,187.09,61.74,142.47
2016-03-15,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,352.74,0,102.88,187.9,61.95,143.25
2016-03-16,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,354.25,0,103.4,188.64,62.2,144.2
2016-03-17,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,355.67,0,103.86,189.35,62.45,145.21
2016-03-18,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,357.03,0,104.29,190.06,62.68,146.48
2016-03-19,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,358.21,0,104.64,190.67,62.89,147.18
2016-03-20,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,359.32,0,104.98,191.23,63.1,148.02
2016-03-21,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,360.63,0,105.38,191.91,63.33,148.54
2016-03-22,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,361.94,0,105.77,192.6,63.56,149.02
2016-03-23,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,363.1,0,106.13,193.21,63.75,149.61
2016-03-24,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,364.22,0,106.48,193.8,63.94,150.26
2016-03-25,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,365.51,0,106.85,194.47,64.18,150.91
2016-03-26,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,366.75,0,107.23,195.12,64.39,151.38
2016-03-27,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,367.42,0,107.42,195.4,64.59,151.59
2016-03-28,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,368.7,0,107.83,196.11,64.75,151.94
2016-03-29,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,370.1,0,108.31,196.79,64.99,152.89
2016-03-30,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,371.49,0,108.72,197.51,65.25,153.31
2016-03-31,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,372.83,0,109.13,198.22,65.47,153.96
2016-04-01,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,374.05,0,109.5,198.83,65.71,154.81
2016-04-02,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,374.77,0,109.68,199.16,65.92,155.44
2016-04-03,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,375.29,0,109.83,199.37,66.08,155.74
2016-04-04,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,375.88,0,110.04,199.59,66.23,156.04
2016-04-05,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,377.12,0,110.44,200.22,66.44,156.6
2016-04-06,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,378.39,0,110.89,200.87,66.62,157.48
2016-04-07,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,379.72,0,111.28,201.61,66.82,158.31
2016-04-08,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,381.01,0,111.7,202.25,67.05,159.47
2016-04-09,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,382.19,0,112.03,202.84,67.31,159.85
2016-04-10,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,382.75,0,112.17,203.1,67.47,160.07
2016-04-11,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,383.81,0,112.53,203.68,67.59,160.4
2016-04-12,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,384.99,0,112.9,204.32,67.77,160.98
2016-04-13,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,386.21,0,113.3,204.99,67.91,161.46
2016-04-14,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,387.41,0,113.68,205.62,68.09,162.35
2016-04-15,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,388.53,0,114.07,206.17,68.28,163.26
2016-04-16,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,389.33,0,114.3,206.59,68.44,163.97
2016-04-17,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,389.84,0,114.46,206.78,68.59,164.19
2016-04-18,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,390.87,0,114.83,207.29,68.74,164.6
2016-04-19,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,392.09,0,115.22,207.92,68.94,165.23
2016-04-20,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,393.29,0,115.59,208.57,69.12,166.12
2016-04-21,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,394.56,0,115.97,209.25,69.33,166.75
2016-04-22,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,395.71,0,116.36,209.81,69.53,167.79
2016-04-23,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,396.86,0,116.69,210.43,69.74,168.87
2016-04-24,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,397.76,0,116.97,210.88,69.91,169.71
2016-04-25,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,398.97,0,117.38,211.51,70.07,170.28
2016-04-26,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,400.22,0,117.78,212.14,70.29,171.01
2016-04-27,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,401.39,0,118.16,212.74,70.48,171.83
2016-04-28,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,402.63,0,118.59,213.36,70.67,172.31
2016-04-29,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,403.86,0,119.01,214,70.85,172.94
2016-04-30,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,404.32,0,119.14,214.18,71,174.37
2016-05-01,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,404.73,0,119.26,214.34,71.12,174.73
2016-05-02,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,405.12,0,119.38,214.5,71.22,174.9
2016-05-03,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,406.23,0,119.77,215.09,71.36,175.43
2016-05-04,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,407.43,0,120.13,215.71,71.58,176.43
2016-05-05,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,408.61,0,120.5,216.37,71.73,177.29
2016-05-06,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,409.78,0,120.9,216.96,71.91,178.18
2016-05-07,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,410.96,0,121.28,217.55,72.13,179.01
2016-05-08,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,412.09,0,121.63,218.1,72.36,179.78
2016-05-09,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,413.41,0,122,218.75,72.65,180.18
2016-05-10,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,414.68,0,122.43,219.41,72.83,180.6
2016-05-11,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,415.94,0,122.86,220.03,73.04,181.16
2016-05-12,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,417.21,0,123.28,220.69,73.23,182.24
2016-05-13,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,418.36,0,123.64,221.33,73.39,182.67
2016-05-14,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,419.28,0,123.88,221.84,73.55,183.28
2016-05-15,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,419.76,0,124.01,222.05,73.69,183.47
2016-05-16,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,420.96,0,124.43,222.69,73.84,183.97
2016-05-17,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,422.21,0,124.82,223.35,74.03,184.85
2016-05-18,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,423.57,0,125.25,224.06,74.26,185.71
2016-05-19,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,424.84,0,125.66,224.69,74.48,186.05
2016-05-20,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,425.94,0,126,225.26,74.67,186.53
2016-05-21,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,427,0,126.3,225.82,74.87,187.52
2016-05-22,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,427.58,0,126.51,226.04,75.02,189.1
2016-05-23,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,428.83,0,126.96,226.67,75.19,190.12
2016-05-24,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,430.09,0,127.32,227.34,75.42,191.07
2016-05-25,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,431.36,0,127.71,228,75.64,191.86
2016-05-26,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,432.5,0,128.06,228.62,75.81,192.44
2016-05-27,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,433.71,0,128.43,229.29,75.98,193.14
2016-05-28,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,434.63,0,128.71,229.76,76.15,193.8
2016-05-29,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,435.18,0,128.87,229.99,76.31,194.08
2016-05-30,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,436.42,0,129.29,230.69,76.44,194.79
2016-05-31,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,437.75,0,129.69,231.38,76.66,195.34
2016-06-01,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,438.88,0,129.96,232,76.91,195.86
2016-06-02,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,440.08,0,130.33,232.63,77.11,196.59
2016-06-03,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,441.37,0,130.72,233.32,77.31,197.38
2016-06-04,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,442.63,0,131.1,233.99,77.52,198.34
2016-06-05,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,443.33,0,131.31,234.3,77.71,198.68
2016-06-06,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,444.6,0,131.69,235,77.9,199.12
2016-06-07,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,445.85,0,132.05,235.68,78.11,199.64
2016-06-08,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,446.87,0,132.32,236.23,78.32,200
2016-06-09,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,447.29,0,132.43,236.38,78.46,200.13
2016-06-10,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,447.79,0,132.6,236.6,78.58,200.28
2016-06-11,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,448.5,0,132.79,236.95,78.75,200.5
2016-06-12,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,449.78,0,133.18,237.68,78.91,200.98
2016-06-13,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,451.24,0,133.63,238.45,79.15,201.46
2016-06-14,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,452.83,0,134.14,239.31,79.38,201.97
2016-06-15,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,454.31,0,134.53,240.09,79.69,202.48
2016-06-16,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,455.7,0,134.96,240.83,79.91,202.98
2016-06-17,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,457.25,0,135.45,241.63,80.15,203.5
2016-06-18,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,458.58,0,135.82,242.37,80.37,203.91
2016-06-19,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,459.16,0,135.94,242.6,80.6,204.08
2016-06-20,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,460.29,0,136.32,243.25,80.72,204.49
2016-06-21,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,461.67,0,136.76,244.02,80.89,205.07
2016-06-22,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,463.5,0,137.36,245.06,81.07,205.5
2016-06-23,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,465.53,0,138,246.12,81.41,206.09
2016-06-24,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,466.94,0,138.38,246.8,81.76,206.88
2016-06-25,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,467.9,0,138.62,247.33,81.93,207.46
2016-06-26,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,468.46,0,138.79,247.58,82.08,207.7
2016-06-27,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,469.55,0,139.11,248.2,82.23,208.06
2016-06-28,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,470.86,0,139.52,248.93,82.39,208.67
2016-06-29,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,472.26,0,139.98,249.71,82.56,209.67
2016-06-30,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,473.79,0,140.46,250.54,82.78,210.6
2016-07-01,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,475.01,0,140.83,251.15,83.02,211.28
2016-07-02,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,476.05,0,141.12,251.74,83.18,211.92
2016-07-03,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,476.61,0,141.28,251.98,83.33,212.07
2016-07-04,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,477.83,0,141.65,252.66,83.51,212.42
2016-07-05,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,479.17,0,142.05,253.42,83.69,212.8
2016-07-06,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,480.35,0,142.44,254.05,83.84,213.61
2016-07-07,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,481.77,0,142.92,254.82,84.02,214.25
2016-07-08,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,483.32,0,143.4,255.66,84.25,214.86
2016-07-09,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,484.58,0,143.75,256.29,84.52,215.23
2016-07-10,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,485.59,0,144.06,256.75,84.78,215.71
2016-07-11,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,487.46,0,144.62,257.68,85.14,216.27
2016-07-12,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,489.63,0,145.35,258.77,85.5,216.85
2016-07-13,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,491.55,0,145.89,259.71,85.94,217.28
