数据日期,用户名称,运行容量,电能表号,综合倍率,表位数,在线情况,总(正向有功),尖(正向有功),峰(正向有功),平(正向有功),谷(正向有功),总(正向无功)
2015-06-03,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,953.02,0,0,953.02,0,214.17
2015-06-04,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,960.05,0,0,960.05,0,215.59
2015-06-05,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,966.71,0,0,966.71,0,217.21
2015-06-06,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,971.66,0,0,971.66,0,218.48
2015-06-07,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,976.43,0,0,976.43,0,219.82
2015-06-08,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,983.1,0,0,983.1,0,221.35
2015-06-09,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,990.48,0,0,990.48,0,223.07
2015-06-10,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,997.1,0,0,997.1,0,224.43
2015-06-11,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1003.7,0,0,1003.7,0,225.72
2015-06-12,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1009.21,0,0,1009.21,0,226.74
2015-06-13,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1015.78,0,0,1015.78,0,228.2
2015-06-14,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1020.59,0,0,1020.59,0,229.31
2015-06-15,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1028.1,0,0,1028.1,0,230.7
2015-06-16,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1035.38,0,0,1035.38,0,232.07
2015-06-17,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1042.64,0,0,1042.64,0,233.62
2015-06-18,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1049.99,0,0,1049.99,0,235.17
2015-06-19,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1055.88,0,0,1055.88,0,236.45
2015-06-20,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1058.56,0,0,1058.56,0,237.3
2015-06-21,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1061.61,0,0,1061.61,0,238.42
2015-06-22,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1064.85,0,0,1064.85,0,239.56
2015-06-23,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1071.99,0,0,1071.99,0,241.09
2015-06-24,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1079.81,0,0,1079.81,0,242.46
2015-06-25,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1088.71,0,0,1088.71,0,243.85
2015-06-26,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1097.76,0,0,1097.76,0,245.3
2015-06-27,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1106.18,0,0,1106.18,0,246.57
2015-06-28,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1111.82,0,0,1111.82,0,247.59
2015-06-29,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1121.58,0,0,1121.58,0,249
2015-06-30,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1129.81,0,0,1129.81,0,250.35
2015-07-01,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1137.8,0,0,1137.8,0,251.68
2015-07-02,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1147.13,0,0,1147.13,0,253.23
2015-07-03,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1155.26,0,0,1155.26,0,254.63
2015-07-04,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1159.96,0,0,1159.96,0,255.61
2015-07-05,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1164.51,0,0,1164.51,0,256.81
2015-07-06,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1171.47,0,0,1171.47,0,258.2
2015-07-07,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1177.73,0,0,1177.73,0,259.65
2015-07-08,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1184.83,0,0,1184.83,0,261.07
2015-07-09,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1192.12,0,0,1192.12,0,262.54
2015-07-10,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1199.5,0,0,1199.5,0,264.22
2015-07-11,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1206.62,0,0,1206.62,0,265.57
2015-07-12,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1212.15,0,0,1212.15,0,266.53
2015-07-13,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1222.1,0,0,1222.1,0,267.76
2015-07-14,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1233.42,0,0,1233.42,0,269.45
2015-07-15,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1242.99,0,0,1242.99,0,270.83
2015-07-16,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1250.48,0,0,1250.48,0,272.08
2015-07-17,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1256.96,0,0,1256.96,0,273.3
2015-07-18,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1261.94,0,0,1261.94,0,274.4
2015-07-19,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1266.15,0,0,1266.15,0,275.46
2015-07-20,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1274.53,0,0,1274.53,0,276.91
2015-07-21,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1283.64,0,0,1283.64,0,278.32
2015-07-22,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1293.27,0,0,1293.27,0,279.9
2015-07-23,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1301.36,0,0,1301.36,0,281.03
2015-07-24,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1309.27,0,0,1309.27,0,282.44
2015-07-25,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1317.29,0,0,1317.29,0,283.93
2015-07-26,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1322.99,0,0,1322.99,0,284.81
2015-07-27,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1333.72,0,0,1333.72,0,286.42
2015-07-28,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1344.46,0,0,1344.46,0,287.89
2015-07-29,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1354.89,0,0,1354.89,0,289.38
2015-07-30,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1365.67,0,0,1365.67,0,290.75
2015-07-31,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1378.44,0,0,1378.44,0,292.29
2015-08-01,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1387.88,0,0,1387.88,0,292.77
2015-08-02,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1398.4,0,0,1398.4,0,293.27
2015-08-03,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1415.21,0,0,1415.21,0,295.32
2015-08-04,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1432.66,0,0,1432.66,0,297.35
2015-08-05,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1450.53,0,0,1450.53,0,299.67
2015-08-06,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1466.87,0,0,1466.87,0,302.06
2015-08-07,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1482.43,0,0,1482.43,0,304.17
2015-08-08,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1491.08,0,0,1491.08,0,304.72
2015-08-09,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1498.1,0,0,1498.1,0,305.59
2015-08-10,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1505.85,0,0,1505.85,0,307.5
2015-08-11,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1512.71,0,0,1512.71,0,308.91
2015-08-12,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1523.27,0,0,1523.27,0,310.71
2015-08-13,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1534.3,0,0,1534.3,0,312.66
2015-08-14,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1546.1,0,0,1546.1,0,315.21
2015-08-15,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1551.67,0,0,1551.67,0,315.96
2015-08-16,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1558.15,0,0,1558.15,0,316.66
2015-08-17,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1571.49,0,0,1571.49,0,318.38
2015-08-18,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1584.3,0,0,1584.3,0,319.92
2015-08-19,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1593.46,0,0,1593.46,0,321.44
2015-08-20,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1601.03,0,0,1601.03,0,323.05
2015-08-21,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1609.34,0,0,1609.34,0,324.75
2015-08-22,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1614.99,0,0,1614.99,0,325.53
2015-08-23,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1621.03,0,0,1621.03,0,326.43
2015-08-24,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1630.29,0,0,1630.29,0,328.24
2015-08-25,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1639.14,0,0,1639.14,0,330.22
2015-08-26,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1648.28,0,0,1648.28,0,332.2
2015-08-27,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1659.36,0,0,1659.36,0,334.04
2015-08-28,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1668.71,0,0,1668.71,0,335.72
2015-08-29,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1674.86,0,0,1674.86,0,336.86
2015-08-30,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1680.35,0,0,1680.35,0,337.96
2015-08-31,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1690.96,0,0,1690.96,0,340.02
2015-09-01,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1701.21,0,0,1701.21,0,342.21
2015-09-02,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1709.79,0,0,1709.79,0,344.16
2015-09-03,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1713.39,0,0,1713.39,0,345.04
2015-09-04,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1718.57,0,0,1718.57,0,346.35
2015-09-05,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1724.22,0,0,1724.22,0,347.78
2015-09-06,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1734.29,0,0,1734.29,0,349.85
2015-09-07,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1743.33,0,0,1743.33,0,352.09
2015-09-08,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1752.22,0,0,1752.22,0,354.15
2015-09-09,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1761.17,0,0,1761.17,0,355.94
2015-09-10,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1770.08,0,0,1770.08,0,357.94
2015-09-11,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1776.92,0,0,1776.92,0,359.94
2015-09-12,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1781.38,0,0,1781.38,0,361.24
2015-09-13,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1785.43,0,0,1785.43,0,362.27
2015-09-14,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1792.22,0,0,1792.22,0,364.37
2015-09-15,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1801.11,0,0,1801.11,0,367.33
2015-09-16,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1808.03,0,0,1808.03,0,369.18
2015-09-17,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1814.56,0,0,1814.56,0,371.23
2015-09-18,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1821.41,0,0,1821.41,0,373.68
2015-09-19,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1827.73,0,0,1827.73,0,376.43
2015-09-20,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1832.34,0,0,1832.34,0,377.69
2015-09-21,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1838.92,0,0,1838.92,0,379.99
2015-09-22,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1846.03,0,0,1846.03,0,382.53
2015-09-23,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1852.62,0,0,1852.62,0,384.86
2015-09-24,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1859.58,0,0,1859.58,0,387.38
2015-09-25,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1865.7,0,0,1865.7,0,389.6
2015-09-26,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1869.68,0,0,1869.68,0,390.86
2015-09-27,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1873.06,0,0,1873.06,0,391.98
2015-09-28,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1880.25,0,0,1880.25,0,394.54
2015-09-29,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1887.61,0,0,1887.61,0,396.83
2015-09-30,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1893.59,0,0,1893.59,0,398.19
2015-10-01,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1897.45,0,0,1897.45,0,399.37
2015-10-02,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1900.81,0,0,1900.81,0,400.53
2015-10-03,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1903.86,0,0,1903.86,0,401.62
2015-10-04,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1907.25,0,0,1907.25,0,402.84
2015-10-05,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1910.65,0,0,1910.65,0,404.06
2015-10-06,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1914.22,0,0,1914.22,0,405.29
2015-10-07,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1918.38,0,0,1918.38,0,406.59
2015-10-08,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1925.62,0,0,1925.62,0,408.79
2015-10-09,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1932.82,0,0,1932.82,0,411.73
2015-10-10,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1940.01,0,0,1940.01,0,414.54
2015-10-11,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1945.34,0,0,1945.34,0,416.09
2015-10-12,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1952.16,0,0,1952.16,0,418.73
2015-10-13,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1959.55,0,0,1959.55,0,421.44
2015-10-14,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1966.31,0,0,1966.31,0,424.11
2015-10-15,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1973.22,0,0,1973.22,0,426.54
2015-10-16,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1979.99,0,0,1979.99,0,428.86
2015-10-17,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1985.16,0,0,1985.16,0,430.67
2015-10-18,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1989.73,0,0,1989.73,0,432.01
2015-10-19,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1996.36,0,0,1996.36,0,434.51
2015-10-20,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2003.5,0,0,2003.5,0,437.13
2015-10-21,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2010.5,0,0,2010.5,0,439.88
2015-10-22,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2018.45,0,0,2018.45,0,443.16
2015-10-23,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2025.46,0,0,2025.46,0,445.97
2015-10-24,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2032.43,0,0,2032.43,0,447.87
2015-10-25,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2037.1,0,0,2037.1,0,449.21
2015-10-26,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2044.76,0,0,2044.76,0,452.13
2015-10-27,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2052.15,0,0,2052.15,0,454.78
2015-10-28,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2059.86,0,0,2059.86,0,457.15
2015-10-29,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2068.15,0,0,2068.15,0,460.07
2015-10-30,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2076.12,0,0,2076.12,0,463.07
2015-10-31,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2081.67,0,0,2081.67,0,464.76
2015-11-01,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2087.24,0,0,2087.24,0,466.52
2015-11-02,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2095.49,0,0,2095.49,0,469.6
2015-11-03,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2103.33,0,0,2103.33,0,473.09
2015-11-04,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2111.55,0,0,2111.55,0,476.89
2015-11-05,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2118.91,0,0,2118.91,0,479.74
2015-11-06,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2126.31,0,0,2126.31,0,482.77
2015-11-07,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2134.99,0,0,2134.99,0,486.11
2015-11-08,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2141.4,0,0,2141.4,0,488.05
2015-11-09,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2150.19,0,0,2150.19,0,491.25
2015-11-10,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2159.4,0,0,2159.4,0,494.68
2015-11-11,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2168.86,0,0,2168.86,0,498.12
2015-11-12,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2178.25,0,0,2178.25,0,501.81
2015-11-13,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2186.94,0,0,2186.94,0,504.86
2015-11-14,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2192.73,0,0,2192.73,0,506.52
2015-11-15,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2199.23,0,0,2199.23,0,508.62
2015-11-16,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2207.63,0,0,2207.63,0,511.66
2015-11-17,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2216.9,0,0,2216.9,0,514.95
2015-11-18,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2226.12,0,0,2226.12,0,518.54
2015-11-19,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2235.15,0,0,2235.15,0,521.85
2015-11-20,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2243.67,0,0,2243.67,0,524.93
2015-11-21,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2252.21,0,0,2252.21,0,528.1
2015-11-22,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2258.42,0,0,2258.42,0,529.94
2015-11-23,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2269.88,0,0,2269.88,0,533.13
2015-11-24,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2284.69,0,0,2284.69,0,537.71
2015-11-25,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2298.74,0,0,2298.74,0,542.33
2015-11-26,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2311.84,0,0,2311.84,0,546.21
2015-11-27,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2325.93,0,0,2325.93,0,550.45
2015-11-28,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2333.85,0,0,2333.85,0,552.48
2015-11-29,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2341.76,0,0,2341.76,0,554.46
2015-11-30,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2354.91,0,0,2354.91,0,558.68
2015-12-01,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2368.38,0,0,2368.38,0,562.37
2015-12-02,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2381.9,0,0,2381.9,0,566.49
2015-12-03,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2394.39,0,0,2394.39,0,570.46
2015-12-04,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2407.71,0,0,2407.71,0,574.56
2015-12-05,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2420.28,0,0,2420.28,0,578.36
2015-12-06,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2429.29,0,0,2429.29,0,580.76
2015-12-07,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2442.64,0,0,2442.64,0,584.98
2015-12-08,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2457.58,0,0,2457.58,0,589.59
2015-12-09,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2471.86,0,0,2471.86,0,593.65
2015-12-10,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2486.27,0,0,2486.27,0,598
2015-12-11,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2498.69,0,0,2498.69,0,601.45
2015-12-12,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2506.96,0,0,2506.96,0,603.54
2015-12-13,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2515.73,0,0,2515.73,0,605.8
2015-12-14,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2531.63,0,0,2531.63,0,610.03
2015-12-15,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2546.82,0,0,2546.82,0,614.35
2015-12-16,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2562.66,0,0,2562.66,0,619.21
2015-12-17,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2579.21,0,0,2579.21,0,623.81
2015-12-18,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2597.72,0,0,2597.72,0,628.97
2015-12-19,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2614.28,0,0,2614.28,0,633.21
2015-12-20,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2626.32,0,0,2626.32,0,635.84
2015-12-21,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2643.63,0,0,2643.63,0,640.59
2015-12-22,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2661.53,0,0,2661.53,0,645.21
2015-12-23,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2678.82,0,0,2678.82,0,649.71
2015-12-24,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2696.7,0,0,2696.7,0,653.4
2015-12-25,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2711.49,0,0,2711.49,0,657.54
2015-12-26,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2725.12,0,0,2725.12,0,661.57
2015-12-27,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2736.04,0,0,2736.04,0,664.48
2015-12-28,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2753.47,0,0,2753.47,0,669.64
2015-12-29,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2768.98,0,0,2768.98,0,673.77
2015-12-30,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2784.51,0,0,2784.51,0,678.74
2015-12-31,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2798.1,0,0,2798.1,0,682.62
2016-01-01,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2804.63,0,0,2804.63,0,684.63
2016-01-02,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2810.95,0,0,2810.95,0,686.56
2016-01-03,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2819.76,0,0,2819.76,0,689.52
2016-01-04,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2833.87,0,0,2833.87,0,693.66
2016-01-05,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2851.17,0,0,2851.17,0,697.84
2016-01-06,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2868.66,0,0,2868.66,0,702.12
2016-01-07,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2888.08,0,0,2888.08,0,707.05
2016-01-08,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2906.94,0,0,2906.94,0,712.05
2016-01-09,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2923.58,0,0,2923.58,0,716.48
2016-01-10,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2933.73,0,0,2933.73,0,718.69
2016-01-11,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2955.99,0,0,2955.99,0,724.12
2016-01-12,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,2980.17,0,0,2980.17,0,730
2016-01-13,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3001.84,0,0,3001.84,0,735.49
2016-01-14,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3018.48,0,0,3018.48,0,739.64
2016-01-15,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3037.45,0,0,3037.45,0,744.38
2016-01-16,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,3055.82,0,0,3055.82,0,749.39
