数据日期,相序类型,0时,1时,2时,3时,4时,5时,6时,7时,8时,9时,10时,11时,12时,13时,14时,15时,16时,17时,18时,19时,20时,21时,22时,23时,运行容量,综合倍率
2015/10/2,有功功率,9.36,9.48,7.68,7.44,9,21.72,31.8,6.6,7.2,6.84,6.72,9.6,7.08,7.08,40.56,8.04,11.16,7.08,6.6,9.36,12.36,7.92,9.72,7.44,1000,1200
2015/10/2,无功功率,2.76,2.88,1.92,2.64,2.28,3,18.12,2.76,2.52,2.52,2.52,2.52,2.76,3.12,17.52,2.16,2.76,2.4,2.16,1.68,2.28,2.04,2.28,2.16,1000,1200
2015/10/3,有功功率,30.48,9.72,7.56,10.44,18,8.88,8.76,6.48,30.72,8.16,8.76,8.52,7.8,7.8,9.48,9,7.44,8.52,33.72,9.12,9.12,8.04,22.68,7.92,1000,1200
2015/10/3,无功功率,17.52,2.52,2.88,2.64,2.52,2.64,2.4,2.88,17.88,3,2.64,2.88,2.52,1.8,3,2.16,2.64,2.88,18.12,2.04,1.68,2.04,1.92,2.16,1000,1200
2015/10/4,有功功率,7.32,7.56,7.44,32.64,7.56,7.56,8.88,6.72,11.64,7.68,7.08,30,17.04,6.6,8.4,6.72,8.52,6.36,6.6,12.96,26.04,8.88,,7.44,1000,1200
2015/10/4,无功功率,2.16,2.76,2.28,18,2.4,2.28,3,2.76,3.48,2.52,2.28,17.28,2.4,2.52,2.28,2.52,2.76,1.92,2.64,2.16,16.68,2.04,,1.68,1000,1200
2015/10/5,有功功率,7.2,7.56,7.08,9.12,30,8.88,6.6,8.04,19.68,10.68,6.48,8.28,7.56,32.16,6.36,6.36,9.84,10.32,8.4,7.2,8.64,7.32,30.6,7.44,1000,1200
2015/10/5,无功功率,2.16,2.4,1.92,2.76,17.88,2.64,2.04,3.12,2.28,2.88,2.64,2.76,2.04,17.52,2.16,1.92,2.16,2.4,2.64,1.92,1.68,1.56,16.68,2.04,1000,1200
2015/10/6,有功功率,9.48,8.76,7.2,6.96,6.72,17.52,31.8,9.48,9.72,7.92,8.76,6.6,12.6,8.16,30.84,7.92,8.88,8.04,9.72,8.76,7.92,9.96,31.2,7.44,1000,1200
2015/10/6,无功功率,2.76,2.28,2.04,1.8,1.56,2.04,16.92,2.64,2.16,2.04,1.8,1.8,2.52,2.52,17.4,2.4,2.04,2.16,1.68,0.96,1.68,2.16,17.04,1.8,1000,1200
2015/10/7,有功功率,11.76,8.52,8.16,6.96,7.08,6.72,6.6,32.52,13.8,8.16,8.16,10.32,11.64,12.48,13.08,10.92,36.48,33.48,15.6,13.56,11.04,11.64,9.36,31.56,1000,1200
2015/10/7,无功功率,2.28,1.8,,1.8,2.16,1.92,1.56,16.92,2.04,2.28,2.4,2.4,2.64,6.48,5.88,5.52,20.64,6,5.16,1.68,1.44,1.44,2.04,17.76,1000,1200
2015/10/8,有功功率,8.28,9.12,8.76,19.32,34.2,11.16,30,17.04,13.44,52.44,80.52,81.72,35.76,59.64,56.88,77.16,69.6,26.28,20.76,49.44,20.4,21.24,38.88,38.52,1000,1200
2015/10/8,无功功率,2.64,2.28,2.16,2.28,20.04,4.92,4.44,4.32,5.28,12.48,24.84,29.76,13.32,37.08,3.96,9.84,-1.32,3.48,4.08,17.16,2.4,2.76,17.88,18.84,1000,1200
2015/10/9,有功功率,11.88,12.36,12.48,12.24,12,36.48,30.96,15.36,13.8,78.84,72.36,75.84,80.64,48.96,57.24,75.24,54.72,48.36,29.76,45.24,53.52,30.72,28.32,51.48,1000,1200
2015/10/9,无功功率,3.24,2.64,3.24,3,2.64,18.12,3.12,2.88,2.4,39,17.4,29.76,-16.92,25.32,35.88,9,31.92,-15.6,13.32,36.6,20.28,21.24,20.28,30.12,1000,1200
2015/10/10,有功功率,36.48,11.28,11.16,12.84,12.48,12.84,45,21.24,38.28,109.2,108.24,62.52,44.16,56.16,94.08,86.88,78.48,31.8,20.88,23.64,19.92,58.08,18.12,18.72,1000,1200
2015/10/10,无功功率,18.6,3.6,3.72,3.6,3.48,3.6,18.84,3.36,4.2,69.48,38.76,45.72,21.6,54.72,60.24,33,36.36,13.32,10.44,15.84,14.88,30.48,9.24,15.84,1000,1200
2015/10/11,有功功率,14.76,13.08,36.36,12.72,12.6,12.24,15.12,24.6,22.08,47.16,29.52,27.84,20.28,16.32,,47.04,27.72,37.56,16.2,,,,,,1000,1200
2015/10/11,无功功率,4.44,4.32,19.08,4.2,4.08,4.08,4.08,4.32,4.08,24.72,15.48,18.72,8.4,7.08,,13.92,5.64,18.6,3.48,,,,,,1000,1200
2015/10/12,有功功率,36.48,12.72,10.56,10.44,12.6,10.92,46.08,23.88,16.68,66.84,67.68,114.36,33.12,104.16,66.72,98.04,67.56,37.56,40.8,29.16,38.28,59.4,22.8,17.04,1000,1200
2015/10/12,无功功率,19.56,4.32,3.6,3.48,3.96,3.96,18.96,3.96,5.16,43.8,36.24,68.64,-53.52,50.28,-6.36,-8.04,-11.4,-74.4,-64.08,-84.24,-86.52,-66.36,-87.72,-84.84,1000,1200
2015/10/13,有功功率,15.24,15,34.32,36.36,11.4,11.04,12.36,16.56,18.24,121.44,82.68,124.08,43.2,88.32,81.84,80.04,83.52,61.2,40.32,42,74.76,23.16,41.16,53.4,1000,1200
2015/10/13,无功功率,-87.12,-92.28,-77.16,-77.76,-93.12,-93.12,-92.88,-92.28,-91.32,19.8,-15.24,-8.4,-76.92,2.04,-14.28,-9.72,10.44,-59.16,-63.96,-51.6,-54.48,-83.28,-72,-71.64,1000,1200
2015/10/14,有功功率,12.48,11.52,22.56,11.64,36.84,11.52,22.32,13.32,32.76,72.6,101.76,98.88,44.4,56.64,109.44,110.4,94.56,35.76,53.04,72.36,59.76,54.6,20.16,38.16,1000,1200
2015/10/14,无功功率,-92.04,-92.16,-91.8,-91.8,-76.8,-92.04,-92.52,-92.04,3.72,23.52,21.48,44.4,-22.92,19.08,26.76,21.6,-3,-45.48,-34.32,-23.04,-20.28,-36.84,-52.56,28.44,1000,1200
2015/10/15,有功功率,38.64,8.88,10.2,9.24,9.12,23.64,32.04,33.96,,,,80.4,40.08,81,,136.44,91.08,38.88,63.96,58.8,34.2,30.48,58.44,,1000,1200
2015/10/15,无功功率,28.8,2.64,2.76,3,3,3,2.88,17.52,,,,3.84,-24.24,17.4,,12.6,12.96,-45.48,0,-37.2,-40.92,-47.52,-38.28,,1000,1200
2015/10/16,有功功率,32.16,14.4,12.84,36.24,13.08,12.72,22.32,17.76,19.08,101.88,114.48,86.64,41.88,54.48,80.28,87.48,88.08,27.48,24.72,47.52,48,56.16,68.64,57.48,1000,1200
2015/10/16,无功功率,-34.56,-42.24,-42.72,-27.6,-42.6,-42.72,-43.2,-42.96,-42.48,14.88,24.24,6,25.08,29.76,26.04,43.32,37.8,24,18.12,29.52,20.64,14.28,27,24.96,1000,1200
2015/10/17,有功功率,30.24,33.12,10.68,10.32,9.72,9.84,10.56,10.08,8.64,32.4,33.24,27.24,13.32,19.44,47.28,45.36,31.32,15.6,15.36,28.92,14.04,14.28,39,9.72,1000,1200
2015/10/17,无功功率,16.56,17.64,2.88,3.72,2.88,3,2.4,2.76,3.12,4.8,24.96,30.84,6,13.44,-3.6,18.72,14.28,3.48,2.16,0.72,0.96,0.36,27.36,2.4,1000,1200
2015/10/18,有功功率,12.48,9,8.64,8.88,8.88,40.92,8.76,24.48,25.2,23.28,42.84,24.12,12.48,32.4,23.88,33.36,35.16,9.12,13.2,10.56,16.32,13.92,44.88,10.32,1000,1200
2015/10/18,无功功率,2.28,2.16,2.28,2.64,2.52,17.28,2.4,2.88,10.92,8.76,11.4,3.84,2.16,17.28,10.44,9.48,9.6,2.64,2.28,1.32,1.56,1.8,16.8,1.92,1000,1200
2015/10/19,有功功率,9.36,9,9.12,8.64,32.4,9.12,25.2,8.88,33.72,78,83.88,101.28,32.28,80.64,83.52,78,82.44,18.12,44.52,36.84,76.56,25.56,18.24,17.28,1000,1200
2015/10/19,无功功率,2.16,2.16,,,17.88,1.92,2.52,2.4,2.16,23.52,-3.48,45.48,-54.96,33.84,20.76,1.44,1.44,14.76,28.8,30.84,24.48,13.8,20.76,15.48,1000,1200
2015/10/20,有功功率,36.36,13.32,14.28,13.08,23.76,13.08,22.2,13.56,,96,80.76,71.76,36.24,53.28,59.4,86.4,72.6,45.24,51.6,25.32,43.68,,42.6,19.68,1000,1200
2015/10/20,无功功率,24.72,10.08,10.56,10.68,10.56,10.8,10.08,10.08,18.12,27.36,19.92,19.44,-50.88,-4.2,6.12,12.6,1.8,-27.48,-35.28,-56.76,-56.88,-56.64,5.88,16.92,1000,1200
2015/10/21,有功功率,19.08,11.76,11.88,19.56,12,34.44,23.64,18,19.8,78.36,72.36,93.72,76.32,57.96,64.8,100.44,98.76,37.92,34.68,25.32,52.8,49.2,22.2,21.48,1000,1200
2015/10/21,无功功率,15,3.96,3.48,3.84,3.24,18.36,3.36,3.6,6.48,12.72,36.6,63,-37.68,-3.12,5.04,16.56,37.8,21.48,25.44,15.36,11.16,14.4,21.96,22.68,1000,1200
2015/10/22,有功功率,15.84,22.08,37.68,12.6,13.44,13.08,21.12,15.36,18.12,126.84,88.92,,45.36,69.48,93.96,,105.24,35.28,48.84,35.52,26.64,21.48,21.6,42,1000,1200
2015/10/22,无功功率,9.84,12.12,18.6,4.08,4.2,4.32,3.84,4.2,4.44,63.48,19.44,38.16,19.08,33.48,27.36,11.88,6.24,15.36,15.24,14.88,20.88,8.28,21.24,29.16,1000,1200
2015/10/23,有功功率,15.6,11.4,11.4,11.16,11.04,8.4,37.32,29.52,14.64,98.04,95.64,78.6,30.96,57.84,109.8,88.8,65.88,34.68,41.52,23.52,24.84,45.96,43.2,18.72,1000,1200
2015/10/23,无功功率,2.52,3.24,3.24,3.72,3.24,1.92,16.56,2.28,4.32,13.68,21.6,18.12,-32.16,52.68,85.2,58.8,45.12,16.32,30.36,17.64,22.56,24.84,23.28,16.2,1000,1200
2015/10/24,有功功率,22.32,14.16,12,34.68,11.4,21.72,29.88,13.8,21.6,84.72,89.4,125.52,47.16,65.52,72.72,99.24,98.52,30.84,43.56,18,14.28,17.76,14.52,33,1000,1200
2015/10/24,无功功率,16.8,5.16,4.92,20.76,5.28,5.16,5.88,6.24,4.44,36.24,52.92,102.84,27.84,44.52,55.44,63.6,33.48,6.6,20.88,2.76,1.32,1.56,1.92,16.8,1000,1200
2015/10/25,有功功率,10.08,23.04,9.12,8.64,31.8,8.52,31.32,16.56,19.08,26.52,24.36,22.8,45.72,17.64,30.6,9.96,17.28,14.76,25.44,11.76,36.96,15.48,12.12,11.4,1000,1200
2015/10/25,无功功率,2.76,2.88,2.52,2.16,18.48,2.28,2.52,2.52,2.76,21.72,13.44,18,9.84,17.52,9.36,6.84,3,2.88,2.04,1.2,16.44,1.68,1.44,1.8,1000,1200
2015/10/26,有功功率,24.24,9,31.68,8.88,8.64,9,38.28,10.68,30.84,164.64,109.2,79.2,60.48,84.72,74.04,128.16,93.6,61.68,40.2,29.28,27.6,44.76,42.96,17.28,1000,1200
2015/10/26,无功功率,2.28,2.4,16.68,2.52,2.16,2.52,2.16,2.4,10.08,64.32,44.28,2.28,-20.88,18.84,12.6,26.52,18.72,-35.52,-25.44,-30.48,-31.8,21.12,20.64,5.52,1000,1200
2015/10/27,有功功率,17.04,14.88,16.08,47.04,14.76,13.8,28.32,16.8,35.16,110.28,95.28,82.68,51.24,57.24,99.96,104.28,129.6,27.48,45.12,45.48,22.8,43.2,47.28,10.92,1000,1200
2015/10/27,无功功率,4.92,5.04,4.68,20.28,4.8,4.92,5.64,4.56,15,24.36,26.88,29.4,18.84,22.92,7.08,21.72,35.28,-59.16,-44.28,-49.56,-42.12,-27.36,-31.08,-46.08,1000,1200
2015/10/28,有功功率,32.04,11.28,19.92,34.56,18.72,21.72,19.44,20.04,11.52,87.12,112.08,79.56,42,66.6,107.4,95.64,99.96,49.32,30.36,23.4,28.2,51.36,38.28,11.76,1000,1200
2015/10/28,无功功率,-45.24,-45.24,-45.72,-30.12,-45.6,-45.48,-45.96,-45.72,-44.52,68.88,71.28,68.4,19.56,59.4,112.32,82.32,86.76,6.36,15.6,7.32,6.84,17.4,17.16,2.4,1000,1200
2015/10/29,有功功率,12,10.08,9.36,32.16,8.88,9.12,10.56,19.32,11.64,115.44,94.44,56.28,33.36,70.44,90.84,102.24,103.8,30.36,41.64,54,56.52,21.6,16.8,25.92,1000,1200
2015/10/29,无功功率,2.88,2.76,2.28,17.76,2.28,2.52,2.52,2.16,2.4,72,51.6,56.76,13.56,74.28,121.08,97.08,100.8,12.36,51.24,46.56,25.2,2.4,3.36,4.2,1000,1200
2015/10/30,有功功率,38.4,13.32,12.96,13.08,21.24,12.84,46.44,16.32,18.12,110.76,111.6,97.08,60.72,90,106.68,87.6,100.44,19.08,37.2,15.12,18.84,16.56,37.2,35.64,1000,1200
2015/10/30,无功功率,18.72,4.08,3.6,3.6,3.36,3.48,18.6,2.76,3.12,39.84,26.88,61.08,32.64,117,133.8,104.64,100.44,4.56,18.24,2.76,2.52,2.52,18.6,18.96,1000,1200
2015/10/31,有功功率,12.84,11.76,12.96,14.04,34.32,11.64,21.72,15.36,11.64,23.88,60.6,14.88,18.36,17.28,28.2,62.64,36.36,11.28,15.24,13.56,36.24,37.44,15.36,12.84,1000,1200
2015/10/31,无功功率,3.24,3.24,3.12,3.12,18.24,3.36,3.24,4.56,7.44,9.96,33.96,3.96,4.68,5.04,14.88,29.28,14.28,3,2.88,3.36,17.64,17.52,2.52,2.4,1000,1200
2015/11/1,有功功率,14.76,12.36,35.16,11.04,10.8,10.8,11.52,33.48,26.16,22.08,23.04,23.04,11.52,57.12,17.76,24.12,35.28,32.76,26.52,36.12,37.8,13.2,27,25.2,1000,1200
2015/11/1,无功功率,2.76,2.76,18.48,2.76,3.48,3.12,3,18.84,3.24,4.2,10.56,10.2,3.84,19.68,10.2,11.28,11.76,3.48,1.44,16.44,16.92,1.2,1.2,1.92,1000,1200
2015/11/2,有功功率,31.56,32.52,8.52,8.64,9.24,9.24,9.12,32.76,12.36,83.64,94.08,61.92,54.48,50.88,74.28,110.52,70.44,19.2,21,49.32,27.12,17.28,36.6,34.56,1000,1200
2015/11/2,无功功率,17.76,17.64,2.16,2.64,2.64,2.4,2.16,17.64,2.28,48.84,79.8,49.92,16.2,71.4,100.32,120.72,70.68,11.04,8.88,25.56,9.36,2.76,18.36,17.76,1000,1200
2015/11/3,有功功率,10.56,20.4,10.56,32.52,9.12,19.8,9.96,9.84,39.36,132.24,85.44,61.44,35.76,50.64,83.28,94.2,69.84,19.8,31.08,26.64,47.52,44.88,27.36,13.68,1000,1200
2015/11/3,无功功率,2.76,3.24,3.36,18.36,2.88,2.88,2.76,3.12,6.12,90.12,65.16,43.92,15.24,92.52,121.92,98.64,106.68,14.52,16.92,17.64,30.96,25.2,3.48,4.2,1000,1200
2015/11/4,有功功率,35.52,12.12,24,11.4,10.92,10.68,18.84,33.84,29.64,76.44,67.56,69.96,40.92,67.8,64.44,69,64.56,25.56,65.76,48.6,25.8,27.72,37.92,33.84,1000,1200
2015/11/4,无功功率,19.56,4.44,4.44,4.44,3.96,3.72,3.24,18.24,3.12,19.56,35.52,36.6,27.24,47.28,13.44,5.76,22.92,14.16,23.28,33,24.96,2.16,18,17.28,1000,1200
2015/11/5,有功功率,10.68,9.72,9.6,9.48,32.16,9,25.92,9.6,20.52,105.24,119.16,57.36,54.84,57.6,70.56,92.16,89.28,50.52,29.52,23.88,21,55.08,38.04,11.16,1000,1200
2015/11/5,无功功率,2.64,2.64,3.12,2.76,18.24,2.4,2.64,2.52,2.64,31.68,34.8,15,-23.04,16.2,31.68,16.56,16.2,-30.72,-38.64,-38.76,-40.2,-31.56,-30.48,-45.6,1000,1200
2015/11/6,有功功率,20.16,9.24,9.24,32.16,9,9,11.88,27.24,32.28,105.48,72.96,62.28,48.12,55.68,64.68,75,87.96,51.96,46.2,49.68,39.6,52.92,60.84,12.96,1000,1200
2015/11/6,无功功率,-45.48,-45.36,-45,-29.52,-45.12,-45.24,-45.24,-44.88,-44.52,35.52,18.72,33.6,-24.96,47.04,39.12,18.24,57.12,-39.24,-30.48,-48.24,-39.96,-24,-29.4,-44.28,1000,1200
2015/11/7,有功功率,11.76,14.04,33.96,34.32,10.68,10.68,29.52,13.2,44.64,106.2,111.6,106.32,46.08,107.88,84.96,89.4,71.76,17.76,64.32,44.76,31.08,16.56,39,33.96,1000,1200
2015/11/7,无功功率,-43.8,-43.68,-28.68,-28.8,-44.52,-44.16,-44.16,-43.92,-28.68,84.24,27.36,32.04,-44.52,11.76,22.44,-5.4,-18.72,-89.88,-64.68,-77.52,-83.88,-94.08,-30,-29.4,1000,1200
2015/11/8,有功功率,12,14.52,12.96,33.6,10.56,10.56,11.28,12.36,51.84,68.76,64.08,58.44,24.24,42.48,84,43.32,45.12,22.08,18.24,27.24,39,15.48,14.4,12.24,1000,1200
2015/11/8,无功功率,-44.64,-44.88,-44.52,-29.64,-44.88,-44.88,-44.64,-44.76,-21.12,19.56,3.24,3.72,3.48,12.24,27.72,18.84,17.04,1.92,1.2,0.84,15.84,0.84,1.8,2.16,1000,1200
2015/11/9,有功功率,33.48,33.96,34.32,10.44,10.44,10.56,34.8,28.68,25.44,86.52,91.56,126.6,35.88,63.36,84.6,97.56,126.84,46.44,49.56,41.04,39.84,62.76,45.6,14.88,1000,1200
2015/11/9,无功功率,17.52,17.88,2.76,2.28,2.4,2.52,17.4,2.4,16.32,33.12,36.96,32.04,12.72,39.84,23.76,23.64,44.88,-41.04,24.96,18.72,18.72,15.96,8.52,3.36,1000,1200
2015/11/10,有功功率,34.32,32.4,9.6,11.4,9.48,9.24,35.88,10.08,41.52,98.04,99.36,113.04,49.2,73.32,106.08,81.84,149.76,64.8,40.68,40.2,53.04,44.52,33.72,15.72,1000,1200
2015/11/10,无功功率,18,18.24,3.48,3.24,3.24,3,17.52,2.64,11.28,27.72,17.16,33.6,15.96,18.72,7.56,-3.24,32.28,-29.4,-42.84,-38.04,14.16,18.48,6.12,6,1000,1200
2015/11/11,有功功率,26.76,51.6,37.44,13.68,13.2,14.04,14.52,44.4,23.76,77.64,83.52,74.88,94.08,63.6,93.96,91.08,59.4,23.64,54.36,25.92,25.08,60.6,42,13.92,1000,1200
2015/11/11,无功功率,6.24,21.6,22.08,6.36,6.36,6.72,6.72,21.96,5.76,35.16,17.28,14.04,-17.52,23.52,52.32,24,14.76,5.28,17.04,8.76,1.92,16.68,17.04,3,1000,1200
2015/11/12,有功功率,12.12,34.8,33.84,10.68,10.2,10.08,12.48,13.56,40.2,90.24,81.24,77.16,38.04,79.56,50.76,73.56,83.52,44.52,57.6,30.12,37.56,31.2,39.96,37.08,1000,1200
2015/11/12,无功功率,3.72,18.84,18.84,4.2,3.84,3.48,2.64,3.12,17.52,34.92,17.52,21.48,17.16,49.8,20.52,20.16,36.36,-23.88,-16.32,-29.88,-33.36,-45.12,-29.76,-28.68,1000,1200
2015/11/13,有功功率,17.04,10.92,33.24,21.24,10.56,13.68,25.68,16.92,53.64,62.04,90.72,66,34.8,78.12,65.76,71.28,65.88,33.24,54.48,40.08,26.52,13.08,50.52,36.96,1000,1200
2015/11/13,无功功率,-43.44,-43.56,-28.68,-43.56,-43.68,-43.68,-43.68,-43.8,-21.84,21.84,22.32,18.12,12.72,27.72,20.4,-6.72,21.72,-20.28,-6.72,-6.48,-21.84,-22.32,-6.96,-7.08,1000,1200
2015/11/14,有功功率,10.56,11.88,21.6,11.64,34.32,10.44,9.84,10.44,12,35.16,65.04,52.44,22.8,26.28,33.96,70.8,34.68,12.36,16.32,23.28,16.32,38.4,25.08,34.44,1000,1200
2015/11/14,无功功率,-21.84,-21.24,-21.24,-21.36,-5.76,-21.12,-21.48,-21.48,-20.88,12.36,10.08,10.08,8.4,7.8,19.32,24.36,17.64,1.92,2.16,2.28,2.76,17.4,1.92,0.96,1000,1200
2015/11/15,有功功率,8.88,31.2,32.16,8.16,30.48,8.4,9.12,40.44,11.52,20.64,35.64,30.24,12.6,36.48,9.96,40.56,42.84,11.16,50.76,25.68,15.84,29.52,15.6,47.28,1000,1200
2015/11/15,无功功率,1.56,16.92,17.52,1.68,2.4,1.92,1.92,16.92,1.8,13.68,8.64,10.92,2.28,22.44,7.32,7.92,7.32,1.08,20.4,0.72,0.72,0.84,1.32,16.2,1000,1200
2015/11/16,有功功率,34.8,11.16,14.64,19.68,11.04,33.96,12.48,16.08,14.64,62.4,108.24,60.6,41.4,59.16,69,63.96,85.8,27.48,32.16,28.2,43.08,56.16,17.16,13.08,1000,1200
2015/11/16,无功功率,17.28,1.92,2.52,2.4,2.76,17.4,2.28,2.16,8.16,18,26.4,10.8,18.84,29.04,34.8,17.88,17.28,6.6,11.04,8.88,17.28,16.92,1.56,2.28,1000,1200
2015/11/17,有功功率,19.92,45.72,,9.96,11.88,10.44,9.72,41.04,18.12,57.84,79.2,77.16,70.08,,54.84,78.24,71.4,38.88,67.44,57.96,42.6,43.2,45.36,24.24,1000,1200
2015/11/17,无功功率,2.88,18.48,,2.28,2.88,2.4,2.04,17.28,1.8,39.48,29.04,6.96,-8.76,,21.96,26.52,19.08,13.8,27.24,35.4,14.28,19.32,20.04,6,1000,1200
2015/11/18,有功功率,17.28,17.4,38.16,15.24,14.64,14.4,22.08,21.96,55.92,79.32,89.28,80.16,31.68,74.28,57.12,84.48,67.68,37.8,46.44,34.44,45.24,,,,1000,1200
2015/11/18,无功功率,6.72,6.6,21.96,7.08,7.2,6.72,6.12,6.24,21.12,23.16,31.32,31.08,14.4,37.68,45.48,18.72,17.52,3.6,22.92,14.76,2.28,,,,1000,1200
2015/11/19,有功功率,12.72,21.36,11.88,34.92,13.44,13.8,28.2,22.8,41.16,134.4,104.04,95.4,50.76,69.12,131.64,140.04,115.2,26.88,33.48,47.88,56.04,21.72,13.56,36.48,1000,1200
2015/11/19,无功功率,3.72,4.08,4.2,19.56,3.96,4.08,3.6,3.96,10.56,54.72,33.12,36.24,16.8,37.68,37.2,40.92,33.96,-44.16,-34.08,-24.72,-20.04,-46.2,-45.48,-29.76,1000,1200
2015/11/20,有功功率,34.08,10.8,10.56,10.44,10.44,10.08,44.64,22.44,22.8,112.44,84.72,96.6,37.92,61.2,97.08,84.84,114.6,21.84,73.44,44.52,64.32,53.88,19.08,26.04,1000,1200
2015/11/20,无功功率,-29.76,-44.52,-44.52,-44.64,-44.04,-44.4,-29.4,-44.04,-42.72,25.44,17.88,24.48,-29.28,28.8,29.04,4.92,30.6,-48.84,2.4,-33.84,-27.12,-29.64,-43.8,-43.68,1000,1200
2015/11/21,有功功率,10.92,42.48,33.6,10.2,10.2,9.84,21.12,15.24,36.96,54.72,63.12,71.28,34.68,72.96,82.32,76.08,63.84,16.44,39.96,34.92,15.48,23.28,24.48,47.4,1000,1200
2015/11/21,无功功率,-44.04,-29.04,-28.68,-43.8,-43.68,-44.04,-44.16,-43.92,-28.92,-1.92,-4.44,18,-40.68,40.2,10.8,3.12,34.68,10.08,1.8,15.72,1.56,1.32,2.04,16.8,1000,1200
2015/11/22,有功功率,46.32,9.24,10.32,9.48,9.84,9.6,33.84,10.44,11.04,13.56,64.56,56.76,10.8,12.12,34.44,17.52,13.32,37.08,14.28,20.64,19.44,53.64,35.76,11.04,1000,1200
2015/11/22,无功功率,17.16,2.64,2.4,2.28,3.12,2.64,17.88,2.16,2.28,11.04,48.12,36.6,-14.16,16.68,34.68,20.28,3,0.48,-14.88,-15.24,-14.88,0.48,0.6,-14.4,1000,1200
2015/11/23,有功功率,12.12,32.88,32.28,12.24,10.56,10.56,11.16,36.24,30.84,71.16,87,72.84,65.28,58.2,92.04,90.48,73.44,64.32,73.68,27.84,61.68,47.04,53.4,46.92,1000,1200
2015/11/23,无功功率,-14.16,0.72,0.84,-14.04,-14.16,-14.28,-14.52,17.28,9.36,31.8,23.88,17.4,-9.6,35.76,27.36,28.08,28.92,-27.12,-16.92,-44.16,-28.44,-30.36,-29.76,-29.4,1000,1200
2015/11/24,有功功率,13.56,13.56,33.96,35.04,12,11.28,22.56,52.92,16.32,89.64,99.72,81.12,86.04,72.96,86.76,116.4,114.24,68.64,98.52,73.92,64.56,54.96,44.28,46.08,1000,1200
2015/11/24,无功功率,-44.04,-44.4,-29.04,-29.04,-43.92,-44.4,-43.92,-29.4,-43.92,20.64,5.4,33.84,-30,22.44,18.24,25.8,12.24,-51.24,-30.12,-49.44,-57,-53.04,-53.16,-52.2,1000,1200
2015/11/25,有功功率,52.08,43.32,42.24,39.84,30.96,17.16,18,57,45.72,107.16,105.48,102.72,70.08,90.36,98.52,123.96,113.16,51.12,53.64,44.88,29.64,63.48,69.72,49.2,1000,1200
2015/11/25,无功功率,-52.56,-52.8,-52.44,-52.92,4.56,4.32,4.68,19.32,10.92,15,3.12,19.92,-36.6,9,34.2,22.68,55.8,-22.56,-24.96,-32.64,-38.88,-24.48,-23.52,-24.24,1000,1200
2015/11/26,有功功率,37.68,15.6,15.84,14.64,37.2,40.08,18.36,26.28,33.36,147.12,113.76,86.16,78.36,75.12,85.56,100.44,92.16,23.88,43.56,72.84,53.88,77.52,68.88,65.52,1000,1200
2015/11/26,无功功率,24.36,9.24,10.2,9.36,24.96,24.84,9.48,10.08,9.84,49.56,17.64,20.04,-27,111.72,62.88,67.92,59.64,10.08,18.36,11.28,-2.64,8.88,29.4,34.32,1000,1200
2015/11/27,有功功率,54.48,43.56,19.56,20.52,18.96,42.48,44.4,30.96,35.04,104.88,138.48,103.08,72.84,107.04,135.96,159.36,113.88,38.76,63.6,62.28,71.52,36.36,18.48,38.16,1000,1200
2015/11/27,无功功率,12.24,7.56,1.8,9.96,10.08,25.44,24.96,9.24,8.76,46.08,28.32,32.52,-18.6,35.52,40.44,44.28,-0.48,-55.08,-23.64,-30.48,-32.4,-46.2,-46.08,-30.24,1000,1200
2015/11/28,有功功率,36.36,14.64,14.04,18.48,35.4,37.2,35.28,13.2,17.76,53.76,60.48,38.28,25.2,29.04,48.72,68.4,58.92,38.04,27.72,54.24,18.96,27.36,20.64,20.4,1000,1200
2015/11/28,无功功率,-30.48,-45.12,-44.76,-45.24,-30.24,-30,-45.24,-45.12,-44.88,26.88,12.36,3.72,-4.68,9.6,-1.2,25.8,9.96,-2.76,1.68,27.24,1.8,12.72,1.8,2.52,1000,1200
2015/11/29,有功功率,42,14.16,13.92,28.2,14.76,36.96,17.04,14.76,13.08,23.88,50.04,21.84,14.4,11.52,21.72,51.12,29.76,31.08,32.52,25.2,44.52,19.32,17.4,16.44,1000,1200
2015/11/29,无功功率,17.76,2.88,3.12,3.36,3.24,18.36,3.12,2.88,3,-8.16,6.96,13.92,6.12,3.84,9.48,29.04,10.92,10.56,6.6,1.44,15.72,1.32,1.92,2.28,1000,1200
2015/11/30,有功功率,46.56,14.04,13.68,11.88,12.48,37.68,12.24,22.68,34.92,75.96,113.04,110.52,49.32,86.04,117.24,145.56,99.12,33.48,62.76,78.6,66,57.36,64.68,47.28,1000,1200
2015/11/30,无功功率,18.12,3.24,3.24,3.48,3.24,18.84,3.12,3.36,3,46.92,34.92,43.32,-34.2,32.88,14.52,16.32,30.84,-56.64,-12.96,-2.16,-21.48,-37.08,-21.72,-21.72,1000,1200
2015/12/1,有功功率,53.64,23.76,26.52,24.96,46.56,23.28,25.92,35.76,,,118.32,132.6,,107.52,,110.52,99.96,41.16,70.2,90.72,62.04,52.44,72.36,49.92,1000,1200
2015/12/1,无功功率,-21,-36.96,-37.8,-37.2,-21.84,-37.08,-37.44,-36.48,,,16.92,29.4,,31.44,,-2.4,9.24,-56.28,16.68,23.76,3.24,-3.36,9.96,4.08,1000,1200
