数据日期,相序类型,0时,1时,2时,3时,4时,5时,6时,7时,8时,9时,10时,11时,12时,13时,14时,15时,16时,17时,18时,19时,20时,21时,22时,23时,运行容量,综合倍率
2015/12/20,有功功率,16.896,17.484,36.21,32.508,10.032,23.46,9.834,32.286,54.384,19.308,19.506,11.25,43.218,35.364,13.746,20.148,16.26,64.914,29.052,26.376,38.568,66.732,46.008,36.594,1000,60
2015/12/20,无功功率,-2.118,-1.836,13.602,13.284,-2.148,-1.722,-2.148,12.918,13.032,-2.226,-2.1,-1.884,12.354,12.39,-2.088,-2.202,-1.692,12.204,-2.682,-3.036,-2.298,11.7,11.616,12.834,1000,60
2015/12/21,无功功率,-2.304,-2.202,13.128,12.756,-2.16,-1.956,-2.244,12.288,-2.34,6.12,11.616,20.448,17.898,8.358,15.42,9.876,23.616,15.408,16.164,15.606,23.838,23.418,24.918,8.898,1000,60
2015/12/24,有功功率,14.676,34.806,33.936,12.174,11.286,11.25,37.11,12.06,20.532,67.74,69.09,93.186,54.576,48.336,44.706,72.948,87.492,36.708,48.972,43.83,73.032,56.844,26.634,14.682,1000,60
2015/12/24,无功功率,-1.872,13.38,13.374,-1.524,-1.548,-1.41,13.584,-2.088,-1.194,13.566,14.034,22.074,2.514,12.486,8.016,23.592,28.11,-0.102,-2.082,-3.228,11.76,12.636,-2.022,-1.356,1000,60
2015/12/30,无功功率,-1.824,-1.77,12.954,11.298,-1.848,-1.704,-2.034,-1.674,12.216,24.558,10.47,5.982,1.248,23.406,15.036,15.864,13.458,20.874,29.028,16.002,8.25,23.076,23.406,19.314,1000,60
2015/12/31,有功功率,13.662,12.264,45.426,33.24,43.272,15.198,12.27,11.286,56.082,54.18,64.53,50.736,67.938,52.872,29.64,29.112,20.802,37.38,21.798,12.09,44.388,47.064,29.202,15.99,1000,60
2015/12/31,无功功率,-2.118,-1.626,13.458,14.232,13.77,-1.2,-1.848,-1.992,12.744,10.506,19.566,18.39,14.49,25.272,18.078,16.47,4.992,13.506,-2.286,-2.316,12.588,13.41,-1.866,-1.884,1000,60
2016/1/3,无功功率,-1.776,13.026,-1.818,-1.914,-1.56,-1.944,13.044,-1.512,-2.04,1.116,11.982,25.326,14.154,0.708,10.002,12.15,11.928,14.16,8.076,8.22,-2.592,17.04,17.388,4.11,1000,60
2016/1/4,有功功率,13.59,28.5,29.946,6.624,6.564,6.504,7.326,29.976,22.56,57.204,46.074,42.678,68.028,38.676,30.294,61.08,52.008,43.866,53.172,42.006,29.874,59.382,57.012,53.922,1000,60
2016/1/4,无功功率,-1.512,12.63,12.96,-1.74,-1.674,-1.602,-1.494,12.378,-2.022,8.034,11.97,11.79,15.504,11.556,11.466,5.556,14.67,20.412,18.798,5.796,6.936,16.896,17.334,19.002,1000,60
2016/1/16,有功功率,39.564,38.886,39.99,37.662,36.084,25.044,26.4,34.158,47.646,76.44,55.536,46.608,61.32,66.516,40.458,59.76,43.686,60.528,32.52,36.504,48.786,60.318,50.694,49.692,1000,60
2016/1/16,无功功率,14.556,14.904,14.082,14.49,14.79,-1.302,-1.578,-1.422,14.46,12.552,12.81,11.556,16.854,27.708,14.262,14.652,16.296,14.634,-2.088,-2.172,11.808,12.384,13.008,13.404,1000,60
2016/1/29,有功功率,47.25,47.322,23.7,22.542,21.732,42.96,65.208,23.694,35.064,73.062,95.046,55.602,80.676,75.858,82.638,103.038,72.468,39.138,70.044,98.868,87.648,86.97,70.938,80.526,1000,60
2016/1/29,无功功率,14.226,13.986,-0.624,-1.122,-1.044,14.31,13.932,-1.452,-1.632,13.536,28.818,11.724,4.662,17.736,34.554,37.578,21.204,4.476,27.432,26.532,14.244,14.34,13.752,14.118,1000,60
2016/2/2,无功功率,14.982,14.166,14.436,15.108,14.598,14.466,13.968,13.32,13.896,24.954,26.874,14.73,16.074,13.764,-0.606,-0.63,-0.696,14.55,-0.27,-0.294,-0.708,13.59,13.89,-0.654,1000,60
2016/2/3,有功功率,48.972,65.052,63.294,63.432,59.55,45.306,39.744,40.542,84.636,102.948,62.106,31.524,36.102,36.846,13.434,15.108,8.736,9.906,33.102,12.534,15.27,22.2,64.602,31.062,1000,60
2016/2/3,无功功率,0.192,14.19,15.072,15.03,15.378,0.876,1.014,0.06,14.562,16.854,1.674,0.594,13.944,14.238,-0.468,-0.582,-0.708,-0.912,14.472,-0.846,-0.954,-1.122,14.574,13.626,1000,60
2016/2/4,有功功率,9.366,9.138,9.348,32.298,9.318,9.21,8.34,29.928,38.634,14.562,12.168,10.572,29.298,4.062,5.286,5.37,29.082,4.104,5.886,4.542,37.5,28.188,6.144,4.548,1000,60
2016/2/4,无功功率,-0.66,-0.888,-0.576,14.01,-0.618,-0.72,-0.774,14.226,14.07,-0.966,-0.972,-1.002,13.32,-1.356,-1.236,-1.164,13.764,-1.248,-1.044,-1.086,12.78,13.428,-1.542,-1.248,1000,60
2016/2/8,有功功率,1.254,2.928,1.326,1.242,1.32,1.32,4.626,1.392,1.302,3.204,1.188,2.898,1.332,10.362,3.054,1.29,1.446,3.066,1.404,4.578,1.272,1.284,1.212,2.916,1000,60
2016/2/8,无功功率,-1.458,-1.452,-1.392,-1.458,-1.284,-1.284,-1.422,-1.362,-1.422,-1.02,-1.44,-1.428,-1.14,-1.182,-1.218,-1.254,-0.966,-1.134,-1.194,-1.08,-1.308,-1.362,-1.428,-1.428,1000,60
2016/2/12,无功功率,-0.87,-1.476,-1.446,-1.482,-1.482,-1.152,-1.482,-1.194,-1.428,-1.458,-1.008,-1.176,-1.182,-1.284,-1.008,-1.47,-1.14,-1.284,-1.32,-1.056,-1.422,-1.476,-1.428,-1.272,1000,60
2016/2/13,无功功率,-1.284,-1.404,-1.326,-1.152,-0.984,-1.164,-1.38,-1.152,-1.428,-1.2,-1.41,-1.344,-0.894,-1.332,-1.224,-1.326,-0.864,-1.272,-1.086,-1.32,-1.44,-1.656,-1.656,-1.41,1000,60
2016/2/19,无功功率,14.1,-1.446,-1.038,-1.272,14.304,-1.38,-1.476,-1.332,-1.296,25.656,17.73,15.24,-0.432,13.008,31.854,15.312,17.616,1.494,15.81,13.41,-2.256,-2.154,13.008,13.338,1000,60
2016/2/20,有功功率,34.14,12.834,11.508,33.006,10.62,11.592,13.05,24.702,62.622,43.134,34.464,24.018,36.276,55.926,19.392,25.014,33.06,8.154,30.804,35.664,10.722,25.206,48.156,34.758,1000,60
2016/2/20,无功功率,14.028,-1.566,-0.99,13.836,-1.548,-1.32,-1.572,-1.824,13.704,18.756,18.378,19.608,0.426,27.834,18.408,18.348,16.368,-1.722,13.278,12.81,-2.178,-2.358,13.5,12.546,1000,60
2016/2/21,有功功率,23.082,18.678,26.16,28.536,5.418,7.032,9.18,46.782,43.716,16.662,15.468,20.154,25.776,12.486,7.614,13.71,8.58,28.692,11.322,14.436,8.958,43.41,30.27,8.01,1000,60
2016/2/24,有功功率,27.486,26.958,25.8,4.656,4.23,6.012,25.812,15.006,41.334,43.548,49.884,61.728,18.714,17.784,23.298,34.656,52.65,14.658,19.188,18.174,21.696,61.896,30.828,14.34,1000,60
2016/2/24,无功功率,12.834,12.954,12.954,-1.38,-1.998,-1.824,12.882,-1.98,-1.446,5.16,18.384,31.728,1.32,4.176,19.818,18.762,33.06,-0.186,18.87,12.09,9.462,11.724,-1.77,-1.332,1000,60
2016/2/25,有功功率,35.334,27.306,31.242,6.09,10.536,7.116,26.004,16.602,23.712,41.28,41.988,54.936,26.526,25.776,19.338,35.754,51.714,14.04,25.266,27.192,40.728,49.482,11.136,20.232,1000,60
2016/2/25,无功功率,13.776,13.83,-0.96,-0.732,-1.068,-1.05,13.356,-1.41,-1.704,9.96,10.392,30.066,-0.852,17.256,9.762,11.574,32.658,-0.654,9.54,2.91,13.986,12.288,-2.538,-2.064,1000,60
2016/2/26,有功功率,39.576,27.366,4.164,5.97,6.672,5.346,29.322,18.066,23.196,39.288,32.64,44.304,47.34,18.558,24.618,32.082,23.304,39.876,14.694,10.224,25.488,21.162,37.086,35.586,1000,60
2016/2/26,无功功率,13.23,13.26,-1.572,-1.236,-1.824,-1.56,13.806,-1.542,-1.662,10.878,18.918,25.338,1.29,11.604,20.322,9.612,13.332,14.208,-0.624,-2.592,-2.418,-2.748,12.336,13.29,1000,60
2016/2/27,有功功率,7.938,33.036,32.034,45.672,6.9,5.058,17.91,36.042,44.19,23.946,39.882,20.46,26.916,42.048,29.082,35.052,17.916,21.072,31.944,11.958,27.846,11.754,45.618,38.634,1000,60
2016/2/27,无功功率,-1.35,14.19,14.172,13.686,-1.566,-1.686,-1.422,13.536,13.488,15.408,19.428,11.412,-0.3,32.34,10.5,17.76,13.8,0.546,13.782,-2.31,-2.358,-2.256,12.558,13.518,1000,60
2016/2/28,有功功率,8.85,17.544,6.75,28.362,18.534,6.774,7.098,15.708,48.198,21.738,15.876,13.182,8.214,40.29,35.532,27.318,11.478,7.764,19.488,44.682,35.106,18.39,41.802,29.412,1000,60
2016/2/28,无功功率,-1.296,-0.984,-1.296,14.232,-1.422,-1.056,-1.506,-1.26,13.842,9.792,9.57,11.892,-1.338,20.7,28.212,13.104,14.01,-1.302,-1.182,12.42,-2.4,-2.556,12.408,12.672,1000,60
2016/2/29,有功功率,6.384,6.21,5.556,8.028,26.79,14.628,4.206,28.68,22.734,52.02,43.524,35.172,18.876,23.022,37.866,24.678,26.22,22.23,28.248,47.034,61.14,22.5,25.368,37.158,1000,60
2016/2/29,无功功率,-1.674,-1.008,-1.824,-1.674,12.978,-1.68,-1.662,-1.944,-1.608,29.106,17.346,13.566,1.602,3.03,22.62,14.508,14.052,0.72,10.722,23.256,23.25,8.82,8.772,24.726,1000,60
2016/3/1,有功功率,30.408,11.478,4.374,4.242,28.644,8.67,7.398,5.886,23.808,52.14,41.622,18.738,16.788,20.25,26.814,57.432,41.838,22.086,26.892,44.874,35.946,14.19,10.44,46.542,1000,60
2016/3/1,无功功率,13.884,-0.858,-1.434,-1.35,14.298,,-1.452,-1.512,,,,13.53,-0.264,5.874,17.82,31.446,19.74,0.672,0.282,13.518,12.978,-1.698,-2.442,13.782,1000,60
2016/3/3,有功功率,20.028,41.286,28.464,8.262,4.866,5.262,6.414,37.038,21.576,29.496,33.384,19.14,17.184,41.712,20.412,38.724,17.856,22.356,15.672,40.566,13.812,25.572,47.79,42.816,1000,60
2016/3/3,无功功率,-1.488,13.92,14.22,-1.464,-1.554,-0.936,-1.47,13.848,-1.206,10.482,18.042,19.17,-0.12,27.81,13.296,13.29,18.786,2.586,12.798,26.274,10.41,-0.06,14.052,14.004,1000,60
2016/3/4,有功功率,13.314,27.936,38.85,5.286,5.466,5.19,15.03,8.328,20.316,61.518,27.6,19.026,25.53,18.27,19.698,52.686,15.882,16.944,30.072,7.494,13.26,32.718,24.912,21.624,1000,60
2016/3/4,无功功率,0.576,15.012,14.28,-1.068,-0.618,-0.93,-1.038,-0.726,-0.66,27.012,13.35,19.17,0.57,19.59,20.796,33.108,19.65,0.54,1.344,-0.702,-0.966,12.27,-2.394,-2.466,1000,60
2016/3/5,有功功率,7.506,52.878,44.736,7.404,5.688,6.522,16.386,30.054,19.752,30.978,17.664,35.454,10.938,33.87,20.4,17.436,27.144,12.468,33.21,42.948,22.572,22.446,42.69,31.152,1000,60
2016/3/5,无功功率,-1.542,12.846,13.788,-1.104,-1.512,-1.014,-1.278,13.446,-1.68,13.056,11.106,10.884,0.996,26.916,12.624,6.456,9.912,0.384,14.214,14.082,-0.744,-0.102,12.45,13.32,1000,60
2016/3/6,有功功率,24.612,19.584,20.91,5.622,35.526,29.466,5.46,14.406,7.464,18.708,39.144,8.166,5.226,5.538,7.026,14.79,39.018,7.698,12.936,19.656,8.826,34.038,21.93,6.402,1000,60
2016/3/6,无功功率,-1.254,-1.71,-1.362,-1.506,13.398,13.77,-1.254,-1.56,-1.83,-1.248,13.464,-1.464,-1.248,-1.176,-1.308,-0.81,13.728,-1.242,0.282,-1.836,-2.478,12.222,-1.38,-1.956,1000,60
2016/3/7,有功功率,19.566,7.134,28.356,6.612,6.846,5.262,5.502,13.692,20.598,29.946,29.352,35.922,23.73,19.554,28.374,53.676,48.924,22.566,18.492,19.146,28.566,27.642,25.266,32.046,1000,60
2016/3/7,无功功率,-1.212,-0.81,13.524,-1.524,-1.182,-1.35,-1.872,-1.476,-1.662,14.502,18.582,18.072,1.092,19.122,18.672,31.008,18.042,0.33,18.51,17.748,13.23,-0.762,-0.756,13.86,1000,60
2016/3/8,有功功率,29.838,8.376,7.128,6.402,37.968,28.38,6.426,18.768,28.536,39.126,31.002,20.262,43.044,51.084,20.85,30.162,26.814,14.256,50.82,39.024,35.718,28.17,21.792,30.264,1000,60
2016/3/8,无功功率,14.682,0.726,-0.156,-0.45,13.56,13.746,-1.806,-1.572,-0.906,10.542,10.662,17.604,15.312,26.526,8.772,14.844,11.964,-0.024,31.194,31.686,11.466,-1.668,-1.578,13.818,1000,60
2016/3/9,有功功率,40.092,16.878,5.586,5.34,5.376,5.538,6.192,50.922,19.884,57.582,44.472,27.072,20.46,67.35,26.772,47.58,37.896,14.232,37.98,56.064,55.944,49.584,16.968,19.056,1000,60
2016/3/9,无功功率,13.182,11.508,-1.584,-1.728,-1.692,-1.452,-1.728,13.296,-1.206,12.492,19.224,20.616,1.254,28.128,14.178,13.29,3.03,-0.294,28.392,22.392,23.394,13.992,0.03,0.054,1000,60
2016/3/10,有功功率,11.574,34.518,30.246,30.702,9.468,5.73,21.756,38.796,29.136,72.396,61.98,43.596,46.74,30.648,30.516,67.404,43.302,10.908,24.366,13.338,36.378,44.802,46.242,37.626,1000,60
2016/3/10,无功功率,-0.072,15.006,14.778,14.766,-0.684,-1.71,-1.788,-1.608,-1.656,25.14,13.686,20.604,3.456,9.288,17.094,31.014,19.968,0.996,13.596,17.67,13.338,13.56,13.992,15.18,1000,60
2016/3/11,有功功率,28.236,35.19,22.656,17.766,7.626,26.046,28.404,38.478,33.198,56.088,34.632,31.344,50.748,44.7,16.08,24.822,31.212,20.742,12.57,34.128,11.178,14.292,20.076,31.14,1000,60
2016/3/11,无功功率,14.13,14.19,-0.162,-0.546,-0.21,-1.506,13.08,13.434,-1.452,13.644,19.284,20.064,14.256,28.182,14.328,14.094,20.49,-0.102,-0.612,13.302,-1.104,-0.81,-1.314,13.314,1000,60
2016/3/12,有功功率,28.596,30.102,9.462,7.08,15.66,8.22,28.962,37.902,36.108,45.33,31.746,27.048,18.108,46.932,21.942,47.832,28.992,21.378,23.736,34.962,48.726,34.812,8.844,16.02,1000,60
2016/3/12,无功功率,13.614,13.536,-1.542,-0.894,-1.62,-1.668,13.77,13.794,-1.266,14.784,20.718,19.08,2.964,33.24,15.234,19.296,14.928,8.796,7.308,27.12,19.716,-0.036,0.018,0.144,1000,60
2016/3/13,有功功率,27.246,38.298,15.258,5.1,4.77,5.424,3.786,41.274,10.56,16.77,28.566,8.946,20.592,25.608,33.186,18.51,19.746,9.156,17.85,31.59,58.14,14.19,22.98,7.158,1000,60
2016/3/13,无功功率,15.264,13.194,0.9,0.402,0.336,-1.71,-1.59,13.026,-2.016,12.162,12.336,12.156,-1.812,15.27,29.19,11.436,17.388,-1.524,-1.572,12.084,12.99,-2.424,-2.22,-2.226,1000,60
2016/3/14,有功功率,31.056,28.92,,,,,,,,59.046,45.348,24.024,17.916,21.69,36.648,32.448,42.228,12.516,17.856,18.816,20.592,56.154,64.452,47.856,1000,60
2016/3/14,无功功率,12.966,13.068,,,,,,,,21.216,20.394,13.71,1.212,13.206,17.94,9.066,33.102,0.06,13.242,12.384,17.832,24.6,19.056,18.216,1000,60
2016/3/16,有功功率,9.978,6.924,25.584,34.92,33.018,6.666,10.818,12.522,24.534,28.836,62.574,44.946,15.168,16.902,35.964,29.478,19.74,11.622,32.898,27.084,18.996,29.382,34.242,43.71,1000,60
2016/3/16,无功功率,-1.038,-1.614,13.074,14.22,13.884,-1.626,-1.188,-1.44,-1.122,12.15,31.236,27.108,0.15,12.918,13.794,13.494,18.9,0.792,29.37,11.694,11.106,-1.224,12.168,12.654,1000,60
2016/3/17,有功功率,7.254,6,4.284,28.848,27.858,6.66,7.218,9.564,14.994,40.452,39.504,40.374,39.282,27.516,18.738,35.46,19.062,9.576,44.922,45.114,11.352,28.746,49.098,35.7,1000,60
2016/3/17,无功功率,-1.29,-1.698,-1.758,13.728,13.14,-1.308,-1.71,-1.422,-1.566,12.48,14.142,32.868,16.17,13.746,13.392,13.83,17.82,-0.006,16.536,16.296,1.524,-1.434,13.674,14.238,1000,60
2016/3/18,有功功率,5.412,7.068,40.818,26.64,6.336,6.276,5.814,17.376,22.314,39.654,42.102,46.524,31.866,18.978,19.362,23.91,15.294,9.048,41.112,44.568,7.446,14.088,12.468,30.3,1000,60
2016/3/18,无功功率,-1.344,-1.476,13.59,13.368,-1.284,-1.308,-1.68,-1.176,-0.924,13.128,11.514,33.456,1.29,19.962,14.016,13.464,18.882,0.45,14.244,13.26,-2.844,-2.898,-2.814,12.18,1000,60
2016/3/19,有功功率,29.382,6.978,6.906,9.816,6.084,27.462,29.328,7.302,22.056,23.796,25.494,14.766,9.108,15.252,32.892,26.562,10.398,7.554,10.866,9.756,44.664,47.88,10.74,8.94,1000,60
2016/3/19,无功功率,12.996,-1.278,-0.636,-0.714,-1.488,13.434,13.32,-1.44,-1.314,11.376,18.864,11.538,0.852,13.2,32.718,13.836,19.29,0.42,-0.522,-0.984,13.056,12.402,-2.424,-2.064,1000,60
2016/3/20,有功功率,21.6,27.876,38.07,9.744,6.468,4.866,9.75,36.342,18.63,22.752,46.242,10.344,9.15,11.424,12.798,19.038,22.632,18.09,40.242,9.372,10.116,19.44,54.042,31.608,1000,60
2016/3/20,无功功率,-1.59,13.314,13.644,-1.65,-1.542,-1.71,-1.254,-1.014,-1.188,16.914,25.2,6.42,0.594,17.568,18.45,10.284,17.196,-0.06,13.974,-1.776,-1.776,-1.542,13.224,13.518,1000,60
2016/3/21,有功功率,28.398,8.076,6.696,6.642,6.486,9.63,30.966,17.88,20.832,43.368,29.52,18.522,11.484,30.642,38.454,34.962,31.866,11.376,15.57,41.928,44.43,42.156,14.976,11.916,1000,60
2016/3/21,无功功率,13.338,-1.662,-1.566,-1.23,-1.506,-1.416,13.56,-1.17,-1.47,12.216,12.114,17.664,1.224,17.508,31.398,12.108,11.202,0.798,11.856,10.506,25.74,13.8,-0.954,-1.02,1000,60
2016/3/22,有功功率,26.586,33.69,6.99,5.19,7.884,20.712,8.544,5.622,30.216,32.706,35.658,33.282,21.09,16.206,19.962,30.714,30.666,42.408,13.866,13.62,15.21,40.704,47.628,32.586,1000,60
2016/3/22,无功功率,13.584,14.232,-0.288,-0.486,-0.558,-0.618,-0.54,-1.59,13.368,16.878,16.896,17.112,0.204,17.19,16.914,11.358,11.298,14.754,12.552,7.26,5.742,4.164,17.868,18.996,1000,60
2016/3/23,有功功率,5.916,5.304,39.87,27.732,6.39,6.324,6.336,24.528,16.59,35.76,28.05,41.886,12.288,18.006,28.422,21.264,18.234,31.152,32.856,22.356,29.142,41.97,17.61,35.892,1000,60
2016/3/24,有功功率,27.69,6.336,4.602,4.578,4.434,4.86,44.364,4.536,24.018,27.33,37.254,28.086,13.698,26.112,40.752,33.36,14.67,10.41,13.926,12.36,35.598,39.63,23.736,9.06,1000,60
2016/3/24,无功功率,12.96,-1.524,-1.332,-1.416,-1.5,-1.512,13.542,-1.638,-1.512,8.622,13.812,19.002,-0.168,24.93,32.634,17.766,19.002,1.152,5.676,4.83,18.726,18.606,3.66,3.936,1000,60
2016/3/25,有功功率,26.88,25.854,26.484,4.086,3.924,14.724,4.908,22.614,46.494,59.238,37.614,15.576,15.168,16.416,18.066,33.366,43.56,11.7,25.59,26.364,15.882,53.448,39.768,32.148,1000,60
2016/3/25,无功功率,13.302,13.074,13.44,-1.632,-1.746,-1.428,-1.416,-1.35,13.758,23.31,17.046,13.284,0.972,19.752,6.666,13.65,31.272,0.084,5.604,7.02,5.106,14.19,18.846,19.266,1000,60
2016/3/26,有功功率,12.15,6.54,26.124,28.332,30.69,6.072,5.736,16.14,31.812,29.766,55.944,46.8,15.762,23.832,19.938,28.932,16.338,9.78,32.934,40.152,15.258,11.112,34.284,30.492,1000,60
2016/3/26,无功功率,-0.522,-0.33,14.472,14.658,15.078,-0.522,-1.374,-1.68,-1.062,16.59,30.54,25.404,1.044,20.898,8.964,12.006,16.662,0.054,14.364,13.206,-1.566,-2.292,12.474,12.468,1000,60
2016/3/27,有功功率,30.996,7.764,17.04,19.338,30.516,41.778,20.652,20.874,16.08,14.214,15.444,33.192,29.118,23.946,18.378,11.886,11.754,5.4,11.25,29.862,20.952,20.226,10.824,8.13,1000,60
2016/3/27,无功功率,12.954,-1.686,-1.074,-1.41,13.842,13.41,-1.386,-1.662,-1.314,-1.662,-1.59,13.122,13.41,-1.26,-1.236,-0.588,-1.482,-1.518,-1.356,12.594,-2.28,-2.292,-1.806,-1.818,1000,60
2016/3/29,有功功率,5.988,5.478,5.424,36.084,38.466,4.986,7.302,10.092,9,38.112,42.528,14.478,36.642,18.51,17.472,32.064,18.642,23.286,18.228,14.514,38.706,18.168,12.684,18.024,1000,60
2016/3/29,无功功率,-1.068,-1.17,-1.152,13.794,13.698,-1.32,-0.894,-1.614,-1.77,15.852,18.102,12.27,15.426,18.522,11.004,11.214,18.648,-0.504,7.248,11.22,14.766,-1.65,-0.906,-1.008,1000,60
2016/3/30,有功功率,36.702,28.446,5.844,9.468,7.992,4.764,4.878,15.366,40.926,34.452,36.204,17.148,17.01,19.86,30.378,52.032,17.598,10.374,23.412,10.878,40.674,37.746,21.282,8.328,1000,60
2016/3/31,有功功率,4.554,25.278,29.586,14.538,4.026,3.888,6.126,6.54,14.208,59.946,32.784,33.324,9.51,16.476,21.846,21.42,20.538,37.776,35.016,11.784,12.822,23.106,43.374,28.77,1000,60
2016/3/31,无功功率,-1.842,12.96,13.29,-1.698,-1.386,-1.56,-1.344,-1.704,-1.716,23.628,9.51,15.516,-0.288,9.924,17.334,15.03,17.262,13.95,11.346,17.058,11.634,-1.734,12.39,13.242,1000,60
2016/4/1,有功功率,10.572,4.758,26.136,27.03,4.674,6.114,20.136,7.092,19.29,,,49.668,25.776,9.792,14.682,33.066,27.804,10.038,4.914,,30.93,12.996,21.72,8.382,1000,60
2016/4/1,无功功率,-1.284,-1.698,13.476,13.938,-1.35,-1.758,-1.212,-1.482,-1.314,,,30.27,0.084,6.654,18.402,18.144,10.218,-1.626,-1.506,,13.002,-2.454,-2.28,-2.166,1000,60
2016/4/2,有功功率,13.404,29.862,4.032,18.138,3.966,4.134,3.93,33.822,7.368,15.606,11.46,4.71,5.634,21.558,7.254,22.584,27.87,4.41,13.23,8.328,8.088,5.196,43.938,9.474,1000,60
2016/4/2,无功功率,-1.956,13.518,-1.776,-1.548,-1.626,-1.278,-1.98,13.17,-1.584,-1.494,-1.83,-1.398,-1.752,-1.818,-1.74,-1.422,13.788,-1.836,-1.776,-1.986,-2.184,-1.722,13.17,-1.956,1000,60
2016/4/3,有功功率,3.792,3.84,3.75,3.63,5.412,16.902,26.394,9.276,5.694,13.14,11.508,4.164,3.948,26.784,29.172,3.594,4.368,5.004,6.126,4.404,5.622,29.46,5.052,4.848,1000,60
2016/4/3,无功功率,-2.124,-1.704,-1.728,-1.698,-1.578,-1.41,13.2,-1.494,-1.974,-1.728,-1.428,-1.584,-1.608,13.62,13.038,-1.848,-1.626,-1.098,-1.692,-1.74,-1.854,13.152,-2.082,-2.034,1000,60
2016/4/4,有功功率,5.76,3.636,3.444,24.372,26.328,3.582,3.624,4.122,12.894,12.582,5.322,6.666,27.39,4.08,4.686,12.54,15.132,5.19,20.076,36.81,35.286,33.858,14.982,20.376,1000,60
2016/4/4,无功功率,-1.404,-1.854,-1.77,13.626,13.8,-1.518,-1.536,-1.62,-1.632,0.762,0.822,1.638,13.914,-1.194,1.41,1.632,-1.338,-1.182,6.168,17.49,18.882,5.124,4.548,-1.896,1000,60
2016/4/5,有功功率,19.524,26.052,26.784,4.002,3.942,3.96,18.87,4.458,8.052,27.72,62.028,12.984,15.138,15.486,22.476,38.628,13.59,45.84,26.79,25.122,16.494,25.062,44.67,29.346,1000,60
2016/4/5,无功功率,-1.632,13.83,13.8,-1.41,-1.476,-1.53,-1.65,-1.248,-1.098,19.11,25.74,12.144,-0.534,18.294,12.9,10.98,9.912,14.184,11.322,11.724,9.336,4.218,12.624,13.026,1000,60
2016/4/6,有功功率,20.904,5.034,5.166,26.892,27.768,18.132,9.006,5.202,8.376,34.356,35.694,17.064,33.918,17.874,22.92,23.322,15,10.002,15.096,49.512,48.486,37.374,18.162,8.778,1000,60
2016/4/6,无功功率,-1.806,-1.524,-1.128,13.464,13.5,-1.476,-1.422,-1.608,-1.806,4.548,8.202,10.86,14.31,11.448,11.256,10.182,8.094,-0.804,10.194,12.276,23.418,4.116,2.358,3.552,1000,60
2016/4/7,有功功率,26.424,37.308,4.38,4.434,7.518,4.17,16.38,4.848,11.964,48.882,37.698,23.49,24.978,21.084,17.772,25.32,15.618,36.342,11.124,12.108,16.83,36.72,36.9,29.7,1000,60
2016/4/7,无功功率,12.984,13.224,-1.308,-1.194,-1.494,-1.554,-1.488,-1.368,-1.29,25.272,17.478,11.004,0.258,17.652,18.084,17.232,6.03,20.016,6.696,4.056,2.646,3.072,18.294,18.18,1000,60
2016/4/8,有功功率,32.172,4.314,4.26,25.908,27.624,4.23,7.284,6.402,21.612,33.504,33.996,22.746,11.592,36.234,27.192,29.898,31.044,11.292,8.928,28.494,39.876,22.932,10.188,7.344,1000,60
2016/4/8,无功功率,-1.122,-1.506,-1.452,13.296,13.734,-1.362,-1.968,-2.07,-1.8,11.046,12.51,15.594,0.768,29.292,11.4,13.404,19.806,5.388,6.636,7.458,18.462,-2.07,2.778,3.378,1000,60
2016/4/9,有功功率,28.614,27.006,7.752,4.272,4.536,4.494,6.426,6.474,30.228,28.788,53.466,21.432,12.492,15.582,13.812,31.134,16.836,6.9,29.85,6.102,17.532,8.868,6.618,46.452,1000,60
2016/4/9,无功功率,12.93,12.876,-1.584,-1.866,-1.272,-1.386,-1.548,-1.374,-1.29,11.508,24.582,17.262,-0.576,12.48,11.67,18.792,18.162,-1.404,13.482,-1.764,-1.98,-2.178,-2.202,12.648,1000,60
2016/4/11,有功功率,26.7,5.832,7.044,3.786,7.026,7.074,4.944,4.218,40.728,33.126,22.464,47.19,32.022,13.08,25.92,31.782,22.872,10.53,43.53,14.904,34.374,25.206,20.742,30.768,1000,60
2016/4/11,无功功率,12.93,-1.734,-2.01,-1.914,-1.818,-1.782,-1.59,-1.836,12.468,5.826,5.646,10.536,-0.024,6.522,17.334,18.654,13.656,0.39,26.196,18.774,10.044,-1.764,-2.31,12.648,1000,60
2016/4/12,有功功率,28.134,5.082,4.986,4.968,5.046,6.468,18.096,46.524,9.828,38.196,28.512,22.296,15.282,14.4,23.514,35.976,28.05,34.074,24.774,12.63,13.782,21.768,11.892,29.442,1000,60
2016/4/12,无功功率,13.566,-1.164,-1.188,-1.188,-1.02,-1.272,-1.752,13.416,-1.62,10.938,19.5,14.094,0.054,14.256,21.624,18.354,19.152,15.768,10.998,9.27,8.442,-2.232,-2.358,12.78,1000,60
2016/4/13,有功功率,5.538,4.548,4.38,4.368,4.524,37.584,31.842,8.22,7.512,25.398,35.328,19.914,12.732,28.056,20.244,32.778,41.418,9.834,12.666,13.386,34.77,25.62,21.21,34.134,1000,60
2016/4/13,无功功率,-1.752,-1.614,-1.518,-1.47,-1.356,13.602,6.612,-1.722,-1.62,13.248,13.542,12.9,-0.294,13.83,11.34,18.144,32.286,0.894,17.352,16.824,16.518,-0.15,-2.292,12.858,1000,60
