数据日期,用户名称,运行容量,计量方式,电能表号,综合倍率,当日最大需量,发生时间,表位数,在线情况
2015-11-30,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1271,2:28,6.2,在线
2015-12-01,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1271,2:28,6.2,在线
2015-12-02,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1271,2:28,6.2,在线
2015-12-03,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1271,2:28,6.2,在线
2015-12-04,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1271,2:28,6.2,在线
2015-12-05,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1271,2:28,6.2,在线
2015-12-06,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1271,2:28,6.2,在线
2015-12-07,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1271,2:28,6.2,在线
2015-12-08,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1271,2:28,6.2,在线
2015-12-09,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1271,2:28,6.2,在线
2015-12-10,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1271,2:28,6.2,在线
2015-12-11,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1271,2:28,6.2,在线
2015-12-12,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1271,2:28,6.2,在线
2015-12-13,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1271,2:28,6.2,在线
2015-12-14,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1271,2:28,6.2,在线
2015-12-15,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1346,10:15,6.2,在线
2015-12-16,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1399,10:01,6.2,在线
2015-12-17,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1409,10:20,6.2,在线
2015-12-18,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1676,10:35,6.2,在线
2015-12-19,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1676,10:35,6.2,在线
2015-12-20,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1676,10:35,6.2,在线
2015-12-21,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1676,10:35,6.2,在线
2015-12-22,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1676,10:35,6.2,在线
2015-12-23,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1676,10:35,6.2,在线
2015-12-24,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1456,3:41,6.2,在线
2015-12-25,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1456,3:41,6.2,在线
2015-12-26,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1456,3:41,6.2,在线
2015-12-27,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1456,3:41,6.2,在线
2015-12-28,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1456,3:41,6.2,在线
2015-12-29,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1456,3:41,6.2,在线
2015-12-30,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1582,9:03,6.2,在线
2015-12-31,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1582,9:03,6.2,在线
2016-01-01,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1582,9:03,6.2,在线
2016-01-02,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1582,9:03,6.2,在线
2016-01-03,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1582,9:03,6.2,在线
2016-01-04,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1582,9:03,6.2,在线
2016-01-05,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1582,9:03,6.2,在线
2016-01-06,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1582,9:03,6.2,在线
2016-01-07,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.164,11:32,6.2,在线
2016-01-08,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1851,10:07,6.2,在线
2016-01-09,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1851,10:07,6.2,在线
2016-01-10,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1851,10:07,6.2,在线
2016-01-11,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1969,3:51,6.2,在线
2016-01-12,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1969,3:51,6.2,在线
2016-01-13,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1969,3:51,6.2,在线
2016-01-14,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.197,10:42,6.2,在线
2016-01-15,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.197,10:42,6.2,在线
2016-01-16,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.197,10:42,6.2,在线
2016-01-17,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.197,10:42,6.2,在线
2016-01-18,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.197,10:42,6.2,在线
2016-01-19,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.197,10:42,6.2,在线
2016-01-20,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1975,10:37,6.2,在线
2016-01-21,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1975,10:37,6.2,在线
2016-01-22,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1989,11:43,6.2,在线
2016-01-23,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1989,11:43,6.2,在线
2016-01-24,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.0931,10:24,6.2,在线
2016-01-25,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1932,9:27,6.2,在线
2016-01-26,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1932,9:27,6.2,在线
2016-01-27,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1932,9:27,6.2,在线
2016-01-28,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1932,9:27,6.2,在线
2016-01-29,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1932,9:27,6.2,在线
2016-01-30,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1932,9:27,6.2,在线
2016-01-31,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1932,9:27,6.2,在线
2016-02-01,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1932,9:27,6.2,在线
2016-02-02,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1932,9:27,6.2,在线
2016-02-03,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1932,9:27,6.2,在线
2016-02-04,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1932,9:27,6.2,在线
2016-02-05,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1932,9:27,6.2,在线
2016-02-06,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1932,9:27,6.2,在线
2016-02-07,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1932,9:27,6.2,在线
2016-02-08,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1932,9:27,6.2,在线
2016-02-09,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1932,9:27,6.2,在线
2016-02-10,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1932,9:27,6.2,在线
2016-02-11,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1932,9:27,6.2,在线
2016-02-12,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1932,9:27,6.2,在线
2016-02-13,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1932,9:27,6.2,在线
2016-02-14,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1932,9:27,6.2,在线
2016-02-15,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1932,9:27,6.2,在线
2016-02-16,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1932,9:27,6.2,在线
2016-02-17,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1932,9:27,6.2,在线
2016-02-18,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1932,9:27,6.2,在线
2016-02-19,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1932,9:27,6.2,在线
2016-02-20,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1932,9:27,6.2,在线
2016-02-21,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1932,9:27,6.2,在线
2016-02-22,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1932,9:27,6.2,在线
2016-02-23,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1932,9:27,6.2,在线
2016-02-24,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1308,10:46,6.2,在线
2016-02-25,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1311,3:49,6.2,在线
2016-02-26,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1311,3:49,6.2,在线
2016-02-27,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1311,3:49,6.2,在线
2016-02-28,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1311,3:49,6.2,在线
2016-02-29,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1311,3:49,6.2,在线
2016-03-01,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1311,3:49,6.2,在线
2016-03-02,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1317,3:41,6.2,在线
2016-03-03,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1317,3:41,6.2,在线
2016-03-04,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1331,9:06,6.2,在线
2016-03-05,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1331,9:06,6.2,在线
2016-03-06,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1331,9:06,6.2,在线
2016-03-07,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1376,3:20,6.2,在线
2016-03-08,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1376,3:20,6.2,在线
2016-03-09,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1376,3:20,6.2,在线
2016-03-10,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1549,3:15,6.2,在线
2016-03-11,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1549,3:15,6.2,在线
2016-03-12,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1549,3:15,6.2,在线
2016-03-13,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1549,3:15,6.2,在线
2016-03-14,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1549,3:15,6.2,在线
2016-03-15,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1549,3:15,6.2,在线
2016-03-16,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1549,3:15,6.2,在线
2016-03-17,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1549,3:15,6.2,在线
2016-03-18,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1549,3:15,6.2,在线
2016-03-19,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1549,3:15,6.2,在线
2016-03-20,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1549,3:15,6.2,在线
2016-03-21,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1549,3:15,6.2,在线
2016-03-22,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1549,3:15,6.2,在线
2016-03-23,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1549,3:15,6.2,在线
2016-03-24,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.0997,3:48,6.2,在线
2016-03-25,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1183,3:55,6.2,在线
2016-03-26,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1202,10:40,6.2,在线
2016-03-27,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1202,10:40,6.2,在线
2016-03-28,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1202,10:40,6.2,在线
2016-03-29,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1202,10:40,6.2,在线
2016-03-30,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1256,3:52,6.2,在线
2016-03-31,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1256,3:52,6.2,在线
2016-04-01,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1256,3:52,6.2,在线
2016-04-02,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1256,3:52,6.2,在线
2016-04-03,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1256,3:52,6.2,在线
2016-04-04,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1256,3:52,6.2,在线
2016-04-05,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1256,3:52,6.2,在线
2016-04-06,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1256,3:52,6.2,在线
2016-04-07,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1256,3:52,6.2,在线
2016-04-08,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1256,3:52,6.2,在线
2016-04-09,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1256,3:52,6.2,在线
2016-04-10,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1256,3:52,6.2,在线
2016-04-11,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1256,3:52,6.2,在线
2016-04-12,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1256,3:52,6.2,在线
2016-04-13,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1256,3:52,6.2,在线
2016-04-14,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1256,3:52,6.2,在线
2016-04-15,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1256,3:52,6.2,在线
2016-04-16,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1256,3:52,6.2,在线
2016-04-17,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1256,3:52,6.2,在线
2016-04-18,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1256,3:52,6.2,在线
2016-04-19,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1256,3:52,6.2,在线
2016-04-20,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1256,3:52,6.2,在线
2016-04-21,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1256,3:52,6.2,在线
2016-04-22,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1256,3:52,6.2,在线
2016-04-23,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1256,3:52,6.2,在线
2016-04-24,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.0838,4:10,6.2,在线
2016-04-25,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1013,10:08,6.2,在线
2016-04-26,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1069,11:22,6.2,在线
2016-04-27,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1069,11:22,6.2,在线
2016-04-28,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1082,10:59,6.2,在线
2016-04-29,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.119,3:42,6.2,在线
2016-04-30,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.119,3:42,6.2,在线
2016-05-01,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.119,3:42,6.2,在线
2016-05-02,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.119,3:42,6.2,在线
2016-05-03,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.119,3:42,6.2,在线
2016-05-04,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.119,3:42,6.2,在线
2016-05-05,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1276,3:00,6.2,在线
2016-05-06,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1276,3:00,6.2,在线
2016-05-07,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1276,3:00,6.2,在线
2016-05-08,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1276,3:00,6.2,在线
2016-05-09,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1276,3:00,6.2,在线
2016-05-10,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1276,3:00,6.2,在线
2016-05-11,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1276,3:00,6.2,在线
2016-05-12,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1276,3:00,6.2,在线
2016-05-13,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1276,3:00,6.2,在线
2016-05-14,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1276,3:00,6.2,在线
2016-05-15,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1276,3:00,6.2,在线
2016-05-16,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1276,3:00,6.2,在线
2016-05-17,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1276,3:00,6.2,在线
2016-05-18,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1276,3:00,6.2,在线
2016-05-19,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1276,3:00,6.2,在线
2016-05-20,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1276,3:00,6.2,在线
2016-05-21,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1276,3:00,6.2,在线
2016-05-22,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1276,3:00,6.2,在线
2016-05-23,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1276,3:00,6.2,在线
2016-05-24,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1177,3:13,6.2,在线
2016-05-25,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1245,3:51,6.2,在线
2016-05-26,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1245,3:51,6.2,在线
2016-05-27,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1245,3:51,6.2,在线
2016-05-28,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1245,3:51,6.2,在线
2016-05-29,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1245,3:51,6.2,在线
2016-05-30,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1245,3:51,6.2,在线
2016-05-31,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1245,3:51,6.2,在线
2016-06-01,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1245,3:51,6.2,在线
2016-06-02,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1245,3:51,6.2,在线
2016-06-03,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1245,3:51,6.2,在线
2016-06-04,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1298,10:26,6.2,在线
2016-06-05,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1298,10:26,6.2,在线
2016-06-06,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1298,10:26,6.2,在线
2016-06-07,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1298,10:26,6.2,在线
2016-06-08,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1298,10:26,6.2,在线
2016-06-09,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1298,10:26,6.2,在线
2016-06-10,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1298,10:26,6.2,在线
2016-06-11,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1298,10:26,6.2,在线
2016-06-12,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1298,10:26,6.2,在线
2016-06-13,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1298,10:26,6.2,在线
2016-06-14,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.135,2:35,6.2,在线
2016-06-15,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.135,2:35,6.2,在线
2016-06-16,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.135,2:35,6.2,在线
2016-06-17,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1365,1:34,6.2,在线
2016-06-18,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1365,1:34,6.2,在线
2016-06-19,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1365,1:34,6.2,在线
2016-06-20,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1365,1:34,6.2,在线
2016-06-21,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1365,1:34,6.2,在线
2016-06-22,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1548,2:42,6.2,在线
2016-06-23,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1548,2:42,6.2,在线
2016-06-24,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1234,9:22,6.2,在线
2016-06-25,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1234,9:22,6.2,在线
2016-06-26,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1234,9:22,6.2,在线
2016-06-27,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1234,9:22,6.2,在线
2016-06-28,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.126,4:07,6.2,在线
2016-06-29,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.126,4:07,6.2,在线
2016-06-30,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1266,10:25,6.2,在线
2016-07-01,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1266,10:25,6.2,在线
2016-07-02,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1266,10:25,6.2,在线
2016-07-03,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1266,10:25,6.2,在线
2016-07-04,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1266,10:25,6.2,在线
2016-07-05,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1266,10:25,6.2,在线
2016-07-06,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1266,10:25,6.2,在线
2016-07-07,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1266,10:25,6.2,在线
2016-07-08,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.131,11:12,6.2,在线
2016-07-09,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.131,11:12,6.2,在线
2016-07-10,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.131,11:12,6.2,在线
2016-07-11,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1445,11:07,6.2,在线
2016-07-12,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1671,10:47,6.2,在线
2016-07-13,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1671,10:47,6.2,在线
2016-07-14,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1671,10:47,6.2,在线
2016-07-15,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1671,10:47,6.2,在线
2016-07-16,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1671,10:47,6.2,在线
2016-07-17,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1671,10:47,6.2,在线
2016-07-18,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1671,10:47,6.2,在线
2016-07-19,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1671,10:47,6.2,在线
2016-07-20,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1671,10:47,6.2,在线
2016-07-21,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1671,10:47,6.2,在线
2016-07-22,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1671,10:47,6.2,在线
2016-07-23,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1671,10:47,6.2,在线
2016-07-24,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1304,3:46,6.2,在线
2016-07-25,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1623,3:29,6.2,在线
2016-07-26,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1734,4:03,6.2,在线
2016-07-27,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1734,4:03,6.2,在线
2016-07-28,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1806,2:49,6.2,在线
2016-07-29,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1806,2:49,6.2,在线
2016-07-30,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1806,2:49,6.2,在线
2016-07-31,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1806,2:49,6.2,在线
2016-08-01,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1806,2:49,6.2,在线
2016-08-02,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1821,9:10,6.2,在线
2016-08-03,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1821,9:10,6.2,在线
2016-08-04,武汉天琪激光设备制造有限公司,1000,高供高计,0002845680,1200,0.1821,9:10,6.2,在线
