数据日期,用户名称,运行容量,电能表号,综合倍率,表位数,在线情况,总,尖,峰,平,谷
2015/8/4,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1764,0,504,960,300
2015/8/5,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,1072.2,0,0,1072.2,0
2015/8/5,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1896,0,528,972,396
2015/8/6,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,980.4,0,0,980.4,0
2015/8/6,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1704,0,468,888,348
2015/8/7,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,933.6,0,0,933.6,0
2015/8/7,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1788,0,432,1032,324
2015/8/8,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,518.4,0,0,518.4,0
2015/8/8,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,900,0,216,408,276
2015/8/9,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,421.8,0,0,421.8,0
2015/8/9,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,600,0,144,252,216
2015/8/10,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,465,0,0,465,0
2015/8/10,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1104,0,336,600,156
2015/8/11,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,411,0,0,411,0
2015/8/11,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,948,0,336,408,204
2015/8/12,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,634.2,0,0,634.2,0
2015/8/12,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1356,0,384,816,156
2015/8/13,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,661.2,0,0,661.2,0
2015/8/13,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1380,0,384,804,192
2015/8/14,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,708.6,0,0,708.6,0
2015/8/14,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1332,0,336,780,216
2015/8/15,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,333.6,0,0,333.6,0
2015/8/15,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,552,0,144,240,168
2015/8/16,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,388.8,0,0,388.8,0
2015/8/16,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,576,0,192,252,132
2015/8/17,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,801.6,0,0,801.6,0
2015/8/17,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1548,0,480,840,228
2015/8/18,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,768,0,0,768,0
2015/8/18,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1560,0,420,924,216
2015/8/19,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,549.6,0,0,549.6,0
2015/8/19,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1344,0,360,708,264
2015/8/20,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,453.6,0,0,453.6,0
2015/8/20,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1308,0,396,792,132
2015/8/21,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,499.2,0,0,499.2,0
2015/8/21,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1260,0,348,756,156
2015/8/22,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,338.4,0,0,338.4,0
2015/8/22,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,696,0,168,384,144
2015/8/23,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,362.4,0,0,362.4,0
2015/8/23,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,492,0,120,228,144
2015/8/24,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,555.6,0,0,555.6,0
2015/8/24,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1152,0,348,660,144
2015/8/25,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,531,0,0,531,0
2015/8/25,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1368,0,408,804,156
2015/8/26,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,549,0,0,549,0
2015/8/26,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1332,0,384,756,180
2015/8/27,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,664.8,0,0,664.8,0
2015/8/27,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1380,0,408,792,192
2015/8/28,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,561,0,0,561,0
2015/8/28,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1308,0,348,768,192
2015/8/29,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,369,0,0,369,0
2015/8/29,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,732,0,192,372,156
2015/8/30,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,329.4,0,0,329.4,0
2015/8/30,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,468,0,132,228,120
2015/8/31,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,636,0,0,636,0
2015/8/31,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1416,0,420,804,192
2015/9/1,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,615.6,0,0,615.6,0
2015/9/1,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1428,0,396,852,192
2015/9/2,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,514.2,0,0,514.2,0
2015/9/2,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1272,0,288,828,156
2015/9/3,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,216,0,0,216,0
2015/9/3,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,516,0,120,288,96
2015/9/4,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,310.8,0,0,310.8,0
2015/9/4,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,564,0,132,288,144
2015/9/5,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,339.6,0,0,339.6,0
2015/9/5,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,528,0,144,276,120
2015/9/6,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,603.6,0,0,603.6,0
2015/9/6,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1416,0,372,852,168
2015/9/7,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,542.4,0,0,542.4,0
2015/9/7,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1464,0,420,840,204
2015/9/8,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,533.4,0,0,533.4,0
2015/9/8,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1404,0,420,804,204
2015/9/9,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,537,0,0,537,0
2015/9/9,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1608,0,492,876,228
2015/9/10,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,534.6,0,0,534.6,0
2015/9/10,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1488,0,444,828,204
2015/9/11,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,411,0,0,411,0
2015/9/11,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1224,0,336,696,204
2015/9/12,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,267,0,0,267,0
2015/9/12,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,588,0,168,312,108
2015/9/13,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,243,0,0,243,0
2015/9/13,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,444,0,120,216,108
2015/9/14,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,407.4,0,0,407.4,0
2015/9/14,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1068,0,324,636,108
2015/9/15,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,533.4,0,0,533.4,0
2015/9/15,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1356,0,396,768,204
2015/9/16,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,415.2,0,0,415.2,0
2015/9/16,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1392,0,372,744,252
2015/9/17,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,391.8,0,0,391.8,0
2015/9/17,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1284,0,348,744,204
2015/9/18,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,411,0,0,411,0
2015/9/18,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1344,0,408,696,240
2015/9/19,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,379.2,0,0,379.2,0
2015/9/19,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,948,0,264,528,168
2015/9/20,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,276.6,0,0,276.6,0
2015/9/20,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,516,0,144,240,120
2015/9/21,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,394.8,0,0,394.8,0
2015/9/21,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1068,0,360,564,156
2015/9/22,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,427.2,0,0,427.2,0
2015/9/22,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1128,0,348,612,156
2015/9/23,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,395.4,0,0,395.4,0
2015/9/23,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1176,0,360,636,180
2015/9/24,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,417,0,0,417,0
2015/9/24,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1140,0,360,624,156
2015/9/25,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,367.2,0,0,367.2,0
2015/9/25,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,840,0,276,432,132
2015/9/26,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,238.8,0,0,238.8,0
2015/9/26,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,408,0,108,180,108
2015/9/27,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,202.8,0,0,202.8,0
2015/9/27,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,312,0,84,132,108
2015/9/28,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,432,0,0,432,0
2015/9/28,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1116,0,360,624,132
2015/9/29,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,441.6,0,0,441.6,0
2015/9/29,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1140,0,312,612,216
2015/9/30,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,358.2,0,0,358.2,0
2015/9/30,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,576,0,156,276,156
2015/10/1,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,231.6,0,0,231.6,0
2015/10/1,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,336,0,84,144,108
2015/10/2,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,201.6,0,0,201.6,0
2015/10/2,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,288,0,60,132,96
2015/10/3,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,183,0,0,183,0
2015/10/3,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,276,0,60,108,84
2015/10/4,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,203.4,0,0,203.4,0
2015/10/4,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,288,0,108,96,96
2015/10/5,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,204,0,0,204,0
2015/10/5,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,288,0,72,120,96
2015/10/6,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,214.2,0,0,214.2,0
2015/10/6,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,300,0,72,132,96
2015/10/7,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,249.6,0,0,249.6,0
2015/10/7,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,360,0,84,180,96
2015/10/8,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,434.4,0,0,434.4,0
2015/10/8,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,888,0,264,480,132
2015/10/9,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,432.6,0,0,432.6,0
2015/10/9,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1032,0,324,576,144
2015/10/10,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,430.8,0,0,430.8,0
2015/10/10,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1044,0,276,600,156
2015/10/11,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,320.4,0,0,320.4,0
2015/10/11,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,600,0,132,324,156
2015/10/12,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,408.6,0,0,408.6,0
2015/10/12,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1092,0,312,636,144
2015/10/13,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,443.4,0,0,443.4,0
2015/10/13,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1176,0,336,684,156
2015/10/14,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,406.2,0,0,406.2,0
2015/10/14,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1176,0,396,660,132
2015/10/15,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,414,0,0,414,0
2015/10/15,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1248,0,384,720,132
2015/10/16,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,406.2,0,0,406.2,0
2015/10/16,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1104,0,312,612,168
2015/10/17,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,310.8,0,0,310.8,0
2015/10/17,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,552,0,156,276,132
2015/10/18,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,273.6,0,0,273.6,0
2015/10/18,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,456,0,108,228,120
2015/10/19,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,397.8,0,0,397.8,0
2015/10/19,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1008,0,336,552,120
2015/10/20,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,428.4,0,0,428.4,0
2015/10/20,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1020,0,288,576,168
2015/10/21,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,420,0,0,420,0
2015/10/21,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1020,0,300,564,144
2015/10/22,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,477,0,0,477,0
2015/10/22,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1164,0,288,720,156
2015/10/23,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,420.6,0,0,420.6,0
2015/10/23,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1020,0,312,576,132
2015/10/24,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,418.2,0,0,418.2,0
2015/10/24,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,972,0,264,564,144
2015/10/25,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,280.2,0,0,280.2,0
2015/10/25,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,456,0,144,204,108
2015/10/26,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,459.6,0,0,459.6,0
2015/10/26,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1212,0,324,756,132
2015/10/27,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,443.4,0,0,443.4,0
2015/10/27,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1212,0,300,732,180
2015/10/28,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,462.6,0,0,462.6,0
2015/10/28,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1080,0,276,672,132
2015/10/29,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,497.4,0,0,497.4,0
2015/10/29,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1080,0,300,660,120
2015/10/30,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,478.8,0,0,478.8,0
2015/10/30,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1140,0,300,672,168
2015/10/31,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,332.4,0,0,332.4,0
2015/10/31,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,588,0,156,288,144
2015/11/1,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,334.2,0,0,334.2,0
2015/11/1,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,540,0,144,240,168
2015/11/2,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,495,0,0,495,0
2015/11/2,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1056,0,312,576,156
2015/11/3,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,471,0,0,471,0
2015/11/3,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1008,0,288,588,120
2015/11/4,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,492.6,0,0,492.6,0
2015/11/4,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1008,0,276,588,168
2015/11/5,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,441.6,0,0,441.6,0
2015/11/5,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,996,0,288,576,120
2015/11/6,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,444.6,0,0,444.6,0
2015/11/6,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1056,0,312,624,120
2015/11/7,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,520.2,0,0,520.2,0
2015/11/7,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1116,0,336,624,168
2015/11/8,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,385.2,0,0,385.2,0
2015/11/8,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,732,0,192,384,144
2015/11/9,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,527.4,0,0,527.4,0
2015/11/9,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1260,0,408,660,180
2015/11/10,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,552,0,0,552,0
2015/11/10,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1284,0,396,720,180
2015/11/11,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,567.6,0,0,567.6,0
2015/11/11,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1116,0,324,576,204
2015/11/12,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,563.4,0,0,563.4,0
2015/11/12,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1080,0,288,612,180
2015/11/13,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,521.4,0,0,521.4,0
2015/11/13,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1020,0,276,576,192
2015/11/14,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,347.4,0,0,347.4,0
2015/11/14,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,660,0,204,312,132
2015/11/15,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,390.6,0,0,390.6,0
2015/11/15,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,540,0,168,228,144
2015/11/16,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,503.4,0,0,503.4,0
2015/11/16,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1008,0,324,540,156
2015/11/17,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,556.2,0,0,556.2,0
2015/11/17,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1116,0,336,600,168
2015/11/18,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,553.2,0,0,553.2,0
2015/11/18,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1092,0,288,600,204
2015/11/19,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,541.8,0,0,541.8,0
2015/11/19,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1224,0,336,744,156
2015/11/20,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,511.2,0,0,511.2,0
2015/11/20,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1176,0,360,648,156
2015/11/21,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,512.4,0,0,512.4,0
2015/11/21,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,936,0,252,516,168
2015/11/22,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,372.6,0,0,372.6,0
2015/11/22,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,588,0,216,240,132
2015/11/23,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,688.2,0,0,688.2,0
2015/11/23,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1200,0,336,672,180
2015/11/24,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,888,0,0,888,0
2015/11/24,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1488,0,468,840,192
2015/11/25,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,843.6,0,0,843.6,0
2015/11/25,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1464,0,396,768,288
2015/11/26,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,786,0,0,786,0
2015/11/26,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1464,0,444,804,228
2015/11/27,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,845.4,0,0,845.4,0
2015/11/27,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1548,0,444,828,264
2015/11/28,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,475.2,0,0,475.2,0
2015/11/28,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,828,0,252,408,180
2015/11/29,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,474.6,0,0,474.6,0
2015/11/29,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,756,0,240,324,192
2015/11/30,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,789,0,0,789,0
2015/11/30,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1452,0,444,828,180
2015/12/1,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,808.2,0,0,808.2,0
2015/12/1,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1596,0,480,864,252
2015/12/2,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,811.2,0,0,811.2,0
2015/12/2,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1584,0,504,840,240
2015/12/3,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,749.4,0,0,749.4,0
2015/12/3,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1560,0,468,816,276
2015/12/4,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,798.6,0,0,798.6,0
2015/12/4,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1416,0,396,768,252
2015/12/5,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,754.2,0,0,754.2,0
2015/12/5,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1176,0,336,672,180
2015/12/6,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,540.6,0,0,540.6,0
2015/12/6,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,720,0,204,312,192
2015/12/7,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,801.6,0,0,801.6,0
2015/12/7,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1464,0,468,804,180
2015/12/8,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,896.4,0,0,896.4,0
2015/12/8,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1548,0,456,876,240
2015/12/9,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,856.2,0,0,856.2,0
2015/12/9,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1548,0,432,864,240
2015/12/10,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,865.2,0,0,865.2,0
2015/12/10,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1608,0,468,876,264
2015/12/11,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,744.6,0,0,744.6,0
2015/12/11,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,1476,0,444,744,288
2015/12/12,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,496.8,0,0,496.8,0
2015/12/12,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,756,0,264,300,204
